KOI|KID|Kepmag|T0|T0err|P|Perr|adrs|adrserr|rdr|rdrerr|rdrerr1|rdrerr2|Rp|Rperr|Rperr1|Rperr2|b|berr|berr1|berr2|incl|tdur|tdurerr|teff|tefferr|tefferr1|tefferr2|logg|loggerr|loggerr1|loggerr2|Mstar|Mstarerr|Mstarerr1|Mstarerr2|Rstar|Rstarerr|Rstarerr1|Rstarerr2|Age|Ageerr|asemi|Teq|Tdepth|Tdeptherr|SN|RA|DEC|limb1|limb2|limb3|limb4|rhostar|rhostarerr1|rhostarerr2|Srad|Sraderr1|Sraderr2
1.01|11446443|9.846|122.7633008|0.0000062|2.470613385|0.000000019|8.392156|0.03134|0.123851|0.000051|+0.000025|-0.000076|12.85|0.27|+0.27|-0.27|0.8186|0.0004|+0.0003|-0.0006|84.22|1.74259|0.00089|5850|50|50|-50|4.455|0.025|0.025|-0.025|0.940|0.05|0.050|-0.05|0.950|0.020|0.020|-0.020|0|0|0.0350|1344|14186.4|46.7|6802.0|19.12056|49.31640|0.3731|0.2779|0|0|1.83176|+0.00684|-0.00441|772.22|60.74|-57.15
2.01|10666592|9.334|121.3585723|0.0000143|2.204735365|0.000000038|4.707268|0.00070|0.075408|0.000007|+0.000008|-0.000007|16.39|0.15|+0.15|-0.14|0.0010|0.0060|+0.0111|-0.0010|89.95|3.88216|0.00044|6350|80|80|-80|4.021|0.011|0.011|-0.011|1.520|0.036|0.036|-0.036|1.991|0.018|0.018|-0.018|0|0|0.0381|2025|6690.6|1.3|6714.5|19.48315|47.96952|0.3197|0.3090|0|0|0.40593|+0.00006|-0.00027|3973.70|279.95|-264.48
3.01|10748390|7.009|124.8131411|0.0000279|4.887802706|0.000000177|16.718360|0.05146|0.057989|0.000041|+0.000049|-0.000033|4.84|0.17|+0.19|-0.14|0.0260|0.0373|+0.0486|-0.0260|89.95|2.36386|0.00113|4777|92|93|-91|4.590|0.026|0.011|-0.041|0.829|0.0385|0.024|-0.053|0.765|0.026|0.030|-0.022|0|0|0.0530|801|4342.1|2.2|2207.8|19.84729|48.08085|0.6405|0.1019|0|0|3.70008|+0.01139|-0.02911|97.10|16.17|-12.29
4.01|3861595|10.195|157.5267384|0.0002690|3.849371501|0.000001304|5.463808|0.65674|0.040105|0.000374|+0.000276|-0.000471|13.10|2.66|+2.06|-3.25|0.9193|0.0065|+0.0059|-0.0071|80.21|2.66051|0.03448|6244|119.5|130|-109|3.657|0.156|0.205|-0.107|1.482|0.1665|0.137|-0.196|2.992|0.606|0.469|-0.743|0|0|0.0548|2035|1317.3|7.3|262.6|19.62377|38.94738|0.3150|0.3029|0|0|0.20824|+0.02503|-0.02017|4055.29|1837.19|-1919.87
5.01|8554498|10.212|132.9741366|0.0001516|4.780327766|0.000000876|7.463953|0.37837|0.037065|0.000195|+0.000162|-0.000227|7.07|0.17|+0.17|-0.17|0.9516|0.0017|+0.0011|-0.0023|82.51|2.03489|0.01383|5753|75|75|-75|4.003|0.011|0.011|-0.011|1.130|0.065|0.065|-0.065|1.747|0.042|0.042|-0.042|0|0|0.0577|1396|977.2|4.0|383.4|19.31598|44.64742|0.3992|0.2653|0|0|0.34423|+0.01745|-0.01355|898.71|93.85|-86.47
6.01|3248033|10.994|133.7016351|0.0004200|1.334104268|0.000000707|1.491425|0.29566|0.294016|0.156571|+0.103683|-0.209459|50.73|12.12|+13.32|-10.92|1.2741|0.1610|+0.1042|-0.2177|31.51|3.01416|0.02176|6178|118.5|104|-133|4.106|0.1635|0.175|-0.152|1.160|0.138|0.162|-0.114|1.580|0.378|0.415|-0.340|0|0|0.0250|2166|444.2|3.1|192.7|19.63997|38.36677|0.3306|0.3007|0|0|0.03526|+0.00699|-0.00941|5207.55|3668.21|-2267.49
7.01|11853905|10.804|123.6119338|0.0002799|3.213668628|0.000001122|6.326472|0.00246|0.024735|0.000109|+0.000141|-0.000076|4.14|0.11|+0.11|-0.11|0.0189|0.1083|+0.1978|-0.0188|89.95|3.99355|0.00945|5781|76|76|-76|4.105|0.01|0.010|-0.01|1.092|0.073|0.073|-0.073|1.533|0.040|0.040|-0.040|0|0|0.0439|1507|727.7|2.6|328.5|19.04102|50.13575|0.3986|0.2653|0|0|0.46381|+0.00018|-0.05710|1218.92|133.27|-122.39
8.01|5903312|11.039|121.7040568|0.0003692|1.160153243|0.000000427|4.169192|1.74900|0.018559|0.000962|+0.000246|-0.001678|2.00|0.27|+0.38|-0.16|0.7843|0.2873|+0.0178|-0.5569|79.07|1.41268|0.02499|5842|115|112|-118|4.433|0.109|0.062|-0.156|0.959|0.0655|0.062|-0.069|0.985|0.133|0.187|-0.079|0|0|0.0213|1752|368.7|19.3|201.0|19.91073|41.13789|0.3792|0.2764|0|0|1.01855|+2.56372|-0.17903|2229.29|1175.88|-491.07
9.01|11553706|11.820|135.0683330|0.0001681|3.719807963|0.000000738|4.276692|0.08918|0.070824|0.000915|+0.000899|-0.000932|7.85|2.15|+3.60|-0.70|0.9384|0.0027|+0.0028|-0.0025|77.35|3.52196|0.01379|6277|169|152|-186|4.457|0.176|0.045|-0.307|1.075|0.172|0.217|-0.127|1.015|0.278|0.465|-0.090|0|0|0.0482|1271|3749.1|15.8|587.5|19.25358|49.53079|0.3117|0.3041|0|0|0.10694|+0.00223|-0.00348|616.10|825.39|-162.42
10.01|6922244|12.292|121.1194294|0.0000464|3.522498573|0.000000194|7.674508|0.20491|0.093582|0.000157|+0.000117|-0.000198|14.83|1.25|+1.19|-1.32|0.6141|0.0077|+0.0061|-0.0094|85.37|3.19061|0.00633|6225|136|114|-158|4.169|0.0515|0.055|-0.048|1.132|0.093|0.088|-0.098|1.451|0.123|0.117|-0.129|0|0|0.0473|1521|9379.3|6.6|1801.5|18.75254|42.45108|0.3227|0.3015|0|0|0.68914|+0.01840|-0.01254|1264.67|323.37|-317.46
11.01|11913073|11.785|171.6648836|0.0007233|3.747839179|0.000003190|1.999739|0.15782|0.116023|0.096000|+0.130343|-0.061658|10.47|2.31|+3.87|-0.75|1.0751|0.1072|+0.1400|-0.0744|57.30|5.11142|0.03627|5514|147|155|-139|4.569|0.141|0.025|-0.257|0.926|0.082|0.075|-0.089|0.826|0.182|0.306|-0.059|0|0|0.0460|1031|871.7|5.8|200.6|19.40410|50.26513|0.4409|0.2405|0|0|0.01077|+0.00085|-0.00069|266.76|293.01|-59.08
12.01|5812701|10.233|146.5963884|0.0001702|17.855219698|0.000003774|19.992588|0.01687|0.088385|0.000064|+0.000078|-0.000050|14.63|5.86|+8.54|-3.18|0.0009|0.0275|+0.0542|-0.0009|89.95|7.42939|0.00537|6635|178|142|-214|4.193|0.235|0.145|-0.325|1.312|0.259|0.272|-0.246|1.516|0.608|0.885|-0.330|0|0|0.1463|942|9153.6|11.4|1034.5|19.83025|41.01099|0.2841|0.3153|0|0|0.47417|+0.00040|-0.00420|186.24|322.22|-86.26
13.01|9941662|9.425|120.5659253|0.0000151|1.763587569|0.000000032|4.337346|0.03872|0.077938|0.000045|+0.000054|-0.000037|25.80|9.11|+10.19|-8.04|0.3742|0.0090|+0.0096|-0.0084|84.80|3.18137|0.00493|9107|341|257|-425|3.867|0.1915|0.235|-0.148|2.466|0.586|0.447|-0.725|3.031|1.071|1.198|-0.944|0|0|0.0386|3560|4598.9|1.9|5120.6|19.13141|46.86836|0.2253|0.2912|0|0|0.49629|+0.00443|-0.00654|37958.27|44636.82|-23093.53
14.01|7684873|9.836|171.5231807|0.0001708|2.947375658|0.000000618|3.699507|0.13018|0.024141|0.000262|+0.000219|-0.000305|5.89|2.02|+2.73|-1.31|0.9757|0.0012|+0.0013|-0.0012|74.48|1.96587|0.01586|8090|278|249|-307|4.002|0.22|0.160|-0.28|1.828|0.289|0.309|-0.269|2.234|0.764|1.034|-0.495|0|0|0.0492|2405|401.0|3.0|75.6|19.50746|43.30514|0.2902|0.2827|0|0|0.11026|+0.00388|-0.00667|7903.84|11190.19|-3801.19
15.01|3964562|11.872|135.2590113|0.0005181|3.012476803|0.000001865|2.923766|0.75648|0.448678|0.277358|+0.287305|-0.267411|92.01|39.39|+65.66|-13.13|1.4073|0.2822|+0.2960|-0.2683|61.31|3.09516|0.02737|8605|316|253|-379|4.195|0.2465|0.069|-0.424|2.013|0.3915|0.457|-0.326|1.878|0.804|1.340|-0.268|0|0|0.0516|2290|1861.7|16.1|345.1|19.60956|39.08978|0.2492|0.2957|0|0|0.05210|+0.01348|-0.00813|6499.85|14930.20|-2510.38
16.01|9110357|12.634|133.4112209|0.0004773|0.895278174|0.000000512|1.376828|0.07264|0.034794|0.109720|+0.218657|-0.000784|12.63|3.40|+2.60|-4.20|0.9488|0.1405|+0.2695|-0.0114|46.41|2.91930|0.15816|8040|277.5|236|-319|3.707|0.188|0.272|-0.104|2.053|0.3575|0.331|-0.384|3.325|0.894|0.683|-1.105|0|0|0.0231|4255|937.0|29.6|264.8|19.88961|45.40992|0.2882|0.2859|0|0|0.06160|+0.00325|-0.01702|77480.31|48912.17|-48104.89
17.01|10874614|11.634|121.4865705|0.0000277|3.234699312|0.000000113|7.541642|0.00379|0.095137|0.000019|+0.000020|-0.000018|13.41|1.00|+0.97|-1.03|0.0008|0.0095|+0.0181|-0.0008|89.95|3.60111|0.00091|5640|104.5|99|-110|4.236|0.048|0.049|-0.047|1.047|0.077|0.079|-0.075|1.291|0.096|0.093|-0.099|0|0|0.0435|1355|10814.1|4.0|3344.9|19.78915|48.23994|0.4528|0.2385|0|0|0.77551|+0.00039|-0.00113|797.62|185.14|-169.15
18.01|8191672|11.769|122.9014699|0.0000459|3.548465405|0.000000196|6.427686|0.00532|0.080126|0.000021|+0.000022|-0.000020|15.28|1.23|+1.18|-1.28|0.0003|0.0107|+0.0211|-0.0003|89.95|4.57705|0.00133|6290|112.5|105|-120|4.074|0.0495|0.045|-0.054|1.319|0.1125|0.090|-0.135|1.746|0.141|0.135|-0.146|0|0|0.0500|1640|7451.9|3.6|2442.4|19.96047|44.03505|0.3180|0.3056|0|0|0.39897|+0.00033|-0.00057|1708.28|410.12|-380.13
19.01|7255336|10.264|133.9298401|0.0000720|1.203200978|0.000000108|2.258968|0.03809|0.224838|0.050505|+0.018242|-0.082768|33.12|6.40|+6.97|-5.84|1.1570|0.0547|+0.0196|-0.0898|59.01|1.91840|0.01142|6218|126.5|118|-135|4.198|0.1435|0.157|-0.13|1.045|0.093|0.110|-0.076|1.349|0.261|0.284|-0.238|0|0|0.0225|2124|2837.6|7.8|696.8|18.72959|42.83918|0.3144|0.3028|0|0|0.15063|+0.00254|-0.00205|4809.16|2788.43|-1821.42
20.01|11804465|12.066|171.0091193|0.0000281|4.437963030|0.000000167|8.088344|0.00318|0.117936|0.000019|+0.000016|-0.000023|18.22|3.53|+3.93|-3.13|0.0000|0.0069|+0.0139|-0.0000|89.95|4.70104|0.00092|5953|114|105|-123|4.175|0.1355|0.140|-0.131|1.093|0.1095|0.128|-0.091|1.415|0.274|0.305|-0.243|0|0|0.0545|1338|16721.1|5.2|3953.1|19.08290|50.04038|0.3684|0.2822|0|0|0.50824|+0.00020|-0.00050|757.65|442.92|-279.52
21.01|10125352|11.977|121.9727401|0.0001058|4.288515363|0.000000546|6.187477|0.43728|0.253382|0.123058|+0.158938|-0.087178|34.59|9.84|+12.67|-7.00|1.1796|0.1341|+0.1676|-0.1006|79.07|2.28783|0.00699|6382|179.5|166|-193|4.223|0.205|0.194|-0.216|0.953|0.127|0.152|-0.102|1.250|0.356|0.458|-0.253|0|0|0.0509|1395|3543.1|8.1|585.1|18.98257|47.16963|0.2915|0.3036|0|0|0.24366|+0.01722|-0.00706|895.40|957.20|-391.62
22.01|9631995|12.041|177.2500095|0.0000466|7.891448474|0.000000470|15.078201|0.48608|0.093941|0.000190|+0.000138|-0.000243|12.24|1.99|+2.45|-1.52|0.2002|0.0462|+0.0425|-0.0499|89.38|4.30403|0.00702|5853|114.5|95|-134|4.318|0.1215|0.101|-0.142|1.080|0.081|0.077|-0.085|1.193|0.194|0.239|-0.148|0|0|0.0796|1000|10612.6|6.4|2148.2|18.84198|46.32336|0.3992|0.2693|0|0|1.04134|+0.03357|-0.02312|235.93|126.61|-70.93
23.01|9071386|11.067|136.8627286|0.0000263|4.693305532|0.000000152|7.795643|0.00479|0.110519|0.000018|+0.000025|-0.000010|17.99|3.84|+4.74|-2.94|0.0063|0.0155|+0.0247|-0.0063|89.95|5.12493|0.00095|6351|132.5|101|-164|4.205|0.1435|0.113|-0.174|1.303|0.142|0.145|-0.139|1.491|0.318|0.392|-0.244|0|0|0.0599|1398|14470.1|3.7|4328.3|18.87775|45.40306|0.3180|0.3079|0|0|0.40687|+0.00025|-0.00067|902.15|630.46|-333.81
24.01|4743513|11.595|170.9653570|0.0002313|2.086076093|0.000000587|4.109036|0.19987|0.075894|0.000568|+0.000408|-0.000728|7.70|1.98|+2.95|-1.00|0.9104|0.0038|+0.0023|-0.0053|77.35|2.28814|0.01936|6129|160.5|161|-160|4.425|0.1895|0.110|-0.269|0.836|0.083|0.108|-0.058|0.929|0.238|0.356|-0.121|0|0|0.0301|1502|4751.3|32.9|402.2|19.38769|39.81947|0.3123|0.2995|0|0|0.30159|+0.01467|-0.01380|1203.00|1350.19|-384.34
25.01|10593759|12.146|136.0101943|0.0000862|3.132604970|0.000000325|4.107484|0.09685|0.173978|0.013434|+0.010994|-0.015873|22.44|8.59|+14.11|-3.08|1.0126|0.0186|+0.0141|-0.0230|75.63|3.58473|0.00796|6248|172|149|-195|4.328|0.221|0.102|-0.34|1.078|0.2015|0.291|-0.112|1.181|0.453|0.743|-0.162|0|0|0.0430|1444|10044.6|14.0|1223.2|19.28411|47.81552|0.3205|0.3035|0|0|0.13359|+0.00315|-0.00356|1028.81|1971.64|-354.12
26.01|5021737|10.769|144.1370076|0.0006314|15.039462909|0.000011687|13.330686|0.50798|0.081789|0.000509|+0.000320|-0.000698|12.72|5.19|+7.63|-2.75|0.9066|0.0027|+0.0015|-0.0040|85.94|5.10033|0.05901|6493|177|151|-203|4.220|0.241|0.151|-0.331|1.229|0.2465|0.289|-0.204|1.424|0.582|0.855|-0.308|0|0|0.1277|956|5609.2|80.1|480.8|19.64885|40.15034|0.2950|0.3117|0|0|0.19813|+0.00755|-0.00735|197.80|357.63|-90.81
27.01|3832716|12.018|170.3389884|0.0000403|1.141876914|0.000000059|3.598026|0.07917|0.770983|0.016841|+0.016698|-0.016983|115.17|40.70|+52.96|-28.45|0.8844|0.0219|+0.0230|-0.0208|75.63|3.97377|0.00505|6158|174.5|166|-183|4.152|0.2375|0.240|-0.235|0.969|0.1525|0.192|-0.113|1.368|0.484|0.629|-0.338|0|0|0.0212|2182|313766.2|220.9|564.8|19.02627|38.90491|0.3138|0.3003|0|0|0.67579|+0.01487|-0.01218|5358.79|7342.85|-2666.25
28.01|4247791|10.286|168.1460732|0.0000211|4.100870444|0.000000109|4.715800|0.02358|0.503685|0.005496|+0.007529|-0.003464|83.05|31.74|+40.27|-23.21|0.9471|0.0077|+0.0111|-0.0042|78.50|8.00716|0.00136|5923|196.5|187|-206|4.118|0.243|0.245|-0.241|1.090|0.2135|0.275|-0.152|1.510|0.577|0.732|-0.422|0|0|0.0517|1412|122062.6|16.6|485.7|19.14432|39.37694|0.3717|0.2804|0|0|0.11797|+0.00059|-0.00028|939.61|1406.04|-516.20
31.01|6956014|7.938|169.6923150|0.0005793|0.925588053|0.000000647|3.962192|0.03782|0.016929|0.000320|+0.000419|-0.000222|45.27|8.81|+12.79|-4.84|0.0064|0.1720|+0.3376|-0.0064|89.95|1.83533|0.02271|4094|64.5|71|-58|1.627|0.1205|0.111|-0.13|0.925|0.1815|0.343|-0.02|24.488|4.769|6.921|-2.618|0|0|0.0181|6642|384.7|5.0|98.9|19.60212|42.46884|0.7713|0.0158|0|0|1.37350|+0.01311|-0.27499|460202.18|350794.22|-113502.95
33.01|5725087|7.592|133.5595133|0.0007776|0.366197825|0.000000345|1.808591|0.77655|0.018340|0.001055|+0.000161|-0.001949|63.09|13.48|+10.37|-16.59|0.7581|0.3081|+0.0806|-0.5356|65.32|1.19440|0.02880|4448|109.5|94|-125|1.694|0.0295|0.030|-0.029|1.789|0.7915|0.762|-0.821|31.500|6.729|5.178|-8.280|0|0|0.0122|9970|327.0|7.9|51.6|19.79786|40.92677|0.6583|0.0895|0|0|0.83454|+1.07497|-0.30887|2335438.28|1107172.97|-1203159.04
41.01|6521045|9.768|122.9482436|0.0011023|12.815883782|0.000018359|12.703164|4.78292|0.014026|0.000340|+0.000079|-0.000601|2.28|0.06|+0.06|-0.05|0.5891|0.2470|+0.0307|-0.4634|87.09|6.37277|0.04129|5825|75|75|-75|4.125|0.009|0.009|-0.009|1.080|0.063|0.063|-0.063|1.490|0.035|0.035|-0.035|0|0|0.1100|946|218.1|2.0|110.3|19.42573|41.99027|0.3864|0.2728|0|0|0.23610|+0.17779|-0.02243|189.05|19.38|-17.88
41.02|6521045|9.768|133.1779013|0.0023893|6.887060373|0.000020376|10.333889|3.32089|0.008062|0.000781|+0.001336|-0.000227|1.31|0.03|+0.03|-0.03|0.5134|0.2418|+0.0017|-0.4820|87.09|4.42760|0.07276|5825|75|75|-75|4.125|0.009|0.009|-0.009|1.080|0.063|0.063|-0.063|1.490|0.035|0.035|-0.035|0|0|0.0727|1163|73.9|1.8|47.9|19.42573|41.99027|0.3864|0.2728|0|0|0.44013|+0.28288|-0.00436|432.81|44.37|-40.95
41.03|6521045|9.768|153.9833304|0.0048104|35.333086585|0.000215525|37.299702|12.92568|0.009209|0.001342|+0.002335|-0.000349|1.50|0.04|+0.03|-0.04|0.5942|0.3634|+0.3670|-0.3598|88.81|5.90449|0.13055|5825|75|75|-75|4.125|0.009|0.009|-0.009|1.080|0.063|0.063|-0.063|1.490|0.035|0.035|-0.035|0|0|0.2163|674|93.8|3.3|30.2|19.42573|41.99027|0.3864|0.2728|0|0|0.78634|+0.54499|-0.75080|48.89|5.02|-4.62
42.01|8866102|8.140|181.2336574|0.0004933|17.833682107|0.000011504|30.511376|0.34403|0.016639|0.000098|+0.000152|-0.000043|2.47|0.04|+0.04|-0.03|0.0048|0.1353|+0.2659|-0.0047|89.95|4.54028|0.01663|6325|75|75|-75|4.264|0.006|0.006|-0.006|1.242|0.045|0.045|-0.045|1.361|0.018|0.018|-0.018|0|0|0.1436|859|327.9|2.0|185.6|18.87671|45.13983|0.3144|0.3079|0|0|1.68951|+0.01905|-0.19669|128.66|9.81|-9.21
43.01|9025922|14.226|177.0853840|0.0011630|11.320277963|0.000016507|15.222049|6.12874|5.687459|1.971222|+3.841668|-0.100777|621.07|0.00|+0.00|0.00|6.6445|1.9717|+3.8429|-0.1004|64.17|4.78154|0.05393|5780|0||-0|4.44|0||-0||0||-0|1.0|0.000|0.000|0.000|0|0|0.0989|811|4880.6|61.8|160.5|19.55107|45.35070|0.3981|0.2673|0|0|0.52067|+0.62890|-0.07571|102.12|0.00|0.00
44.01|8845026|11.664|160.4755270|0.0002727|66.467518641|0.000023598|28.354279|0.51125|0.103678|0.000111|+0.000061|-0.000161|11.94|3.39|+5.43|-1.35|0.1035|0.0544|+0.0328|-0.0760|89.95|19.68270|0.01993|5843|192|173|-211|4.418|0.1845|0.072|-0.297|1.063|0.1745|0.221|-0.128|1.055|0.299|0.479|-0.120|0|0|0.3279|462|13023.3|11.4|1446.5|20.01012|45.08961|0.3994|0.2670|0|0|0.09761|+0.00176|-0.00043|10.80|14.86|-3.48
45.01|3742855|14.071|174.3651901|0.0002817|6.397189809|0.000002206|6.554231|0.11029|0.127987|0.000199|+0.000169|-0.000230|13.98|0.00|+0.00|0.00|0.8351|0.0019|+0.0014|-0.0023|82.51|5.71364|0.01572|5780|0||-0|4.44|0||-0||0||-0|1.0|0.000|0.000|0.000|0|0|0.0676|981|16380.6|48.3|606.8|19.35108|38.83792|0.3981|0.2673|0|0|0.13015|+0.00219|-0.00160|218.59|0.00|0.00
46.01|10905239|12.011|170.9320453|0.0002623|3.487689428|0.000001133|7.183343|0.04274|0.033018|0.000139|+0.000203|-0.000075|4.36|0.78|+1.01|-0.55|0.0356|0.1049|+0.1742|-0.0356|89.95|3.84268|0.00966|5761|117.5|85|-150|4.325|0.1295|0.094|-0.165|1.125|0.096|0.088|-0.104|1.208|0.217|0.282|-0.152|0|0|0.0468|1291|1340.0|4.4|339.8|18.88370|48.35523|0.4367|0.2483|0|0|0.57645|+0.00343|-0.04204|656.81|402.75|-205.16
46.02|10905239|12.011|132.4818103|0.0088622|6.029795175|0.000070539|10.832769|3.26305|0.006862|0.000397|+0.000255|-0.000539|0.91|0.16|+0.21|-0.12|0.4143|0.2282|+0.0422|-0.4142|87.66|3.90982|0.25514|5761|117.5|85|-150|4.325|0.1295|0.094|-0.165|1.125|0.096|0.088|-0.104|1.208|0.217|0.282|-0.152|0|0|0.0675|1075|55.5|5.4|11.5|18.88370|48.35523|0.4367|0.2483|0|0|0.66141|+0.39846|-0.18209|315.74|193.60|-98.63
47.01|8948424|15.895|173.5838567|0.0007002|5.888828809|0.000005119|7.760824|0.43006|0.225184|0.152152|+0.213931|-0.090374|24.59|0.00|+0.00|0.00|1.0501|0.1986|+0.2480|-0.1491|82.51|3.69699|0.03813|5780|0||-0|4.44|0||-0||0||-0|1.0|0.000|0.000|0.000|0|0|0.0640|1008|17001.1|164.8|169.4|19.34733|45.25190|0.3981|0.2673|0|0|0.25499|+0.01413|-0.02378|243.87|0.00|0.00
48.01|7837302|12.088|173.7759580|0.0004833|23.836805343|0.000015087|25.726106|12.31052|0.982345|1.673438|+3.281026|-0.065849|208.11|83.41|+79.38|-87.43|1.7811|1.6880|+3.3079|-0.0681|85.94|6.17663|0.02798|6095|204.5|201|-208|3.894|0.2985|0.395|-0.202|1.076|0.2415|0.282|-0.201|1.940|0.777|0.740|-0.815|0|0|0.1662|919|29614.2|128.3|1331.6|19.77026|43.54318|0.3236|0.2980|0|0|0.56687|+1.62756|-0.03680|168.28|197.38|-119.03
49.01|9527334|11.917|175.9915757|0.0007536|8.313783059|0.000007661|21.754675|0.78963|0.025915|0.000318|+0.000346|-0.000290|2.69|0.28|+0.45|-0.11|0.0500|0.1687|+0.2875|-0.0500|89.95|2.99271|0.02448|5900|115.5|106|-125|4.509|0.0775|0.019|-0.136|1.065|0.059|0.047|-0.071|0.951|0.100|0.159|-0.040|0|0|0.0821|886|810.3|8.6|118.6|19.48327|46.16482|0.3770|0.2778|0|0|2.81785|+0.10228|-0.47989|145.51|67.36|-22.95
51.01|6056992|14.315|133.9362746|0.0002167|10.431147960|0.000002695|15.688639|1.05884|0.455831|0.138750|+0.198276|-0.079225|49.78|0.00|+0.00|0.00|1.2578|0.1527|+0.2050|-0.1003|85.37|3.73688|0.00920|5780|0||-0|4.44|0||-0||0||-0|1.0|0.000|0.000|0.000|0|0|0.0936|833|28278.5|70.3|504.2|19.72792|41.33243|0.3981|0.2673|0|0|0.67135|+0.04531|-0.02209|114.02|0.00|0.00
52.01|3558981|11.915|168.0113739|0.0001258|2.987862296|0.000000468|9.126278|0.28636|0.197902|0.000957|+0.000798|-0.001115|17.74|3.40|+5.43|-1.38|0.6182|0.0130|+0.0116|-0.0145|85.94|2.57758|0.01464|5234|185.5|208|-163|4.543|0.115|0.037|-0.193|0.860|0.0825|0.089|-0.076|0.821|0.158|0.251|-0.064|0|0|0.0386|1065|42505.9|119.0|576.6|19.66516|38.67835|0.5149|0.1914|0|0|1.61071|+0.05054|-0.06843|303.85|301.57|-76.24
53.01|2445975|13.388|172.2592017|0.0003961|3.388886432|0.000001707|8.003538|1.26297|0.105310|0.000469|+0.000354|-0.000584|11.50|0.00|+0.00|0.00|0.7810|0.0241|+0.0188|-0.0294|84.22|2.54621|0.04135|5780|0||-0|4.44|0||-0||0||-0|1.0|0.000|0.000|0.000|0|0|0.0442|1213|11090.1|94.2|154.8|19.46873|37.77353|0.3981|0.2673|0|0|0.84448|+0.13326|-0.10415|511.30|0.00|0.00
61.01|8248939|10.908|181.8560860|0.0012398|1.633460327|0.000002560|1.455026|0.56185|0.195568|0.294861|+0.480648|-0.109073|23.30|6.91|+10.96|-2.86|1.1697|0.3002|+0.4841|-0.1163|36.67|3.61953|0.06629|6283|212|181|-243|4.372|0.1895|0.089|-0.29|1.019|0.158|0.202|-0.114|1.091|0.324|0.513|-0.134|0|0|0.0274|1749|586.0|10.1|80.1|19.79573|44.16105|0.3103|0.3044|0|0|0.02184|+0.02530|-0.00283|2211.18|3143.34|-758.14
63.01|11554435|9.996|177.8431889|0.0001669|9.434151089|0.000002052|25.809441|5.76675|0.058246|0.001019|+0.001342|-0.000696|5.57|0.46|+0.75|-0.17|0.3603|0.1550|+0.0357|-0.2744|89.38|2.77954|0.01417|5650|105.5|98|-113|4.551|0.0595|0.011|-0.108|0.993|0.048|0.033|-0.063|0.876|0.072|0.117|-0.027|0|0|0.0873|789|4024.3|11.6|472.2|19.28175|49.54820|0.4248|0.2503|0|0|3.65416|+0.81647|-0.02373|91.83|34.57|-12.27
64.01|7051180|11.230|157.5430969|0.0004222|1.951082340|0.000001011|4.414898|2.15101|0.038669|0.003854|+0.001483|-0.006225|10.29|0.30|+0.30|-0.30|0.9167|0.3338|+0.0202|-0.6475|77.92|1.68901|0.08092|5302|75|75|-75|3.767|0.011|0.011|-0.011|1.262|0.089|0.089|-0.089|2.437|0.072|0.072|-0.072|0|0|0.0331|2007|1157.5|14.3|114.0|19.76737|42.54744|0.4875|0.2132|0|0|0.42763|+3.95862|-0.12160|3833.73|464.73|-423.18
66.01|10620329|10.333|170.7022191|0.0000644|0.436282471|0.000000037|1.960275|0.23147|0.849683|0.119956|+0.098343|-0.141569|291.72|86.20|+88.89|-83.51|1.8330|0.1207|+0.0986|-0.1428|20.63|1.21527|0.00564|8439|296|242|-350|3.751|0.1865|0.229|-0.144|2.032|0.4095|0.487|-0.332|3.144|0.929|0.958|-0.900|0|0|0.0143|5520|533.1|1.6|268.4|19.91395|47.84002|0.2680|0.2829|0|0|0.74864|+0.08840|-0.18464|219414.23|198807.02|-125060.12
68.01|8669092|11.401|121.2935037|0.0005833|1.000840758|0.000000666|2.794669|0.48699|0.581154|0.286560|+0.224810|-0.348310|75.84|20.27|+23.29|-17.26|1.5286|0.2938|+0.2322|-0.3554|56.72|1.32816|0.03561|6284|167.5|167|-168|4.212|0.218|0.232|-0.204|0.848|0.0925|0.122|-0.063|1.195|0.320|0.367|-0.272|0|0|0.0186|2222|2655.2|53.7|47.8|18.79287|44.82746|0.2986|0.3012|0|0|0.41221|+0.07183|-0.11717|5760.53|5170.28|-2676.95
69.01|3544595|8.369|134.9265138|0.0002617|4.726739475|0.000001487|9.323853|3.25925|0.015858|0.000503|+0.000197|-0.000809|1.59|0.04|+0.04|-0.03|0.6820|0.2445|+0.0167|-0.4722|85.94|2.92692|0.01298|5669|75|75|-75|4.466|0.01|0.010|-0.01|0.909|0.057|0.057|-0.057|0.921|0.020|0.020|-0.020|0|0|0.0533|1039|266.4|1.1|285.5|19.42789|38.67236|0.4040|0.2615|0|0|0.68631|+0.71972|-0.15221|275.99|27.67|-25.56
70.01|6850504|10.871|138.6079437|0.0003324|10.854097835|0.000004400|20.485079|5.63828|0.029956|0.001215|+0.001821|-0.000609|3.03|0.39|+0.53|-0.24|0.4384|0.2077|+0.0097|-0.4058|88.81|3.77468|0.02061|5465|103|110|-96|4.449|0.1025|0.075|-0.13|0.876|0.0515|0.062|-0.041|0.925|0.118|0.163|-0.073|0|0|0.0919|765|1051.0|4.1|279.8|19.17987|42.33872|0.4634|0.2274|0|0|1.38033|+0.37992|-0.77306|80.88|40.30|-16.96
