koi,koi,rprs,secthresh,maxrad,lhood_heb,pr_heb,lhood_heb_Px2,pr_heb_Px2,lhood_eb,pr_eb,lhood_eb_Px2,pr_eb_Px2,lhood_beb,pr_beb,lhood_beb_Px2,pr_beb_Px2,lhood_boxy,pr_boxy,lhood_long,pr_long,lhood_pl,pr_pl,lhood_tot,fp,FPP,kepid,period,rp,disposition,prob_ontarget,pos_prob_score,not_transitlike,significant_secondary,centroid_offset,ephem_match,MES,exception,has_ttv,n_cands
K00085.03,K00085.03,0.01,12.0,1.41,4.64e-09,1.14e-10,0.000281,2.63e-08,1.27e-12,1.15e-13,6.23e-09,4.33e-12,0.00034,5.8e-06,2.28e-09,3.38e-11,0.0,0.0,0.0,0.0,7.16,1.0,7.161,0.155,5.82e-06,5866724.0,8.13122484,,CONFIRMED,1.0,0.78,False,False,False,False,42.444725,,False,3.0
K00087.01,K00087.01,0.024,113.0,1.02,0.00223,0.00333,7.22e-09,5.22e-11,0.0067,0.0354,3.22e-06,1.61e-07,8.3e-08,4.02e-08,1.11e-08,4.43e-09,0.0,0.0,0.0,0.0,0.141,0.961,0.1499,0.208,0.0387,10593626.0,289.864456,,CONFIRMED,1.0,1.0,False,False,False,False,34.02941,,False,1.0
K00088.01,K00088.01,0.212,6.0,0.5,1.77e-13,5.72e-12,0.0855,0.0388,2.44e-14,2.94e-12,0.0879,0.4,0.0503,0.325,0.0252,0.208,0.0,0.0,0.0,0.0,0.00104,0.0275,0.2499,0.011,0.973,7700871.0,5.179682557,,FALSE POSITIVE,0.0,1.0,False,False,True,False,112.22739,,False,1.0
K00089.01,K00089.01,0.017,31.0,0.75,9.21e-06,7.36e-05,2.55e-19,4.07e-21,7.16e-08,1.84e-06,1.12e-37,1.11e-38,8.42e-24,1.91e-23,9.01e-34,7.36e-34,9.52e-05,2.17e-05,0.0,0.0,0.059,1.0,0.0591,0.116,9.72e-05,8056665.0,84.6879808,,CANDIDATE,1.0,1.0,False,False,False,False,71.36428,,True,2.0
K00089.02,K00089.02,0.023,71.0,1.02,0.00278,0.00538,4.03e-10,3.7e-12,0.00162,0.0128,3.09e-19,1.26e-20,2.09e-05,1.41e-05,7.55e-08,4.59e-08,0.0,0.0,0.0,0.0,0.402,0.982,0.4064,0.067,0.0182,8056665.0,207.5827234,,CANDIDATE,1.0,1.0,False,False,False,False,46.212475,,True,2.0
K00090.01,K00090.01,0.011,12.0,0.5,1.34e-36,1.58e-34,0.000166,0.000803,5.15e-35,2.01e-32,0.00066,0.0254,8.01e-07,4.8e-05,0.0254,0.974,0.0,0.0,0.0,0.0,3.61e-34,2.35e-30,0.02623,0.131,1.0,9210823.0,0.828206494,,FALSE POSITIVE,2.6e-95,0.0,False,False,True,True,123.58416,,False,1.0
K00092.01,K00092.01,0.024,46.0,0.6,0.0497,0.00982,0.00307,2.86e-06,0.252,0.185,0.00492,3.49e-05,0.00531,8.29e-05,2.52e-08,1.44e-10,0.0,0.0,0.0,0.0,0.917,0.805,1.232,0.195,0.195,7941200.0,65.70460002,,CANDIDATE,1.0,1.0,False,False,False,False,76.2612,,False,1.0
K00094.01,K00094.01,0.069,40.0,0.5,4.96e-05,1.65e-05,3.39e-09,5.37e-12,9.34e-10,1.17e-09,6.61e-23,6.81e-25,8.61e-18,6.48e-19,8.11e-26,5.39e-27,0.0,0.0,0.0,0.0,1.5,1.0,1.5,0.069,1.65e-05,6462863.0,22.342969585,,CONFIRMED,1.0,1.0,False,False,False,False,752.18005,,False,4.0
K00094.02,K00094.02,0.026,25.0,0.5,3.57e-11,1.73e-11,1.08e-06,1.33e-09,1.92e-09,3.61e-09,1.17e-25,1.25e-27,1.59e-19,1.37e-20,3.09e-22,1.51e-23,0.0,0.0,0.0,0.0,0.705,1.0,0.705,0.118,4.95e-09,6462863.0,10.423677765,,CONFIRMED,1.0,1.0,False,False,False,False,143.96613,,True,4.0
K00094.03,K00094.03,0.042,72.0,0.5,3.77e-08,4.46e-07,2.18e-14,1.11e-15,1.22e-07,5.83e-06,7.24e-31,2.63e-31,9.2e-13,2.65e-12,1.02e-16,9.88e-17,4.86e-07,1.95e-07,0.0,0.0,0.0784,1.0,0.0784,0.051,6.47e-06,6462863.0,54.31998605,,CONFIRMED,1.0,1.0,False,False,False,False,171.5813,,True,4.0
K00094.04,K00094.04,0.01,17.0,0.63,1.38e-24,1.05e-23,4.82e-07,9.34e-08,8.27e-25,2.88e-23,5.83e-11,7.1e-11,2.53e-100,2.24e-99,2.78e-55,1.93e-54,0.000127,5.83e-05,0.0,0.0,0.00545,1.0,0.005577,0.152,5.84e-05,6462863.0,3.743175556,,CONFIRMED,1.0,1.0,False,False,False,False,32.888603,,True,4.0
K00097.01,K00097.01,0.08,54.0,0.5,0.125,0.0014,6.63e-06,8.33e-10,1.5e-05,6.33e-07,8.43e-12,5.21e-15,4.46e-32,7.56e-35,1.77e-10,2.47e-13,0.0,0.0,0.0,0.0,17.3,0.999,17.43,0.051,0.0014,5780885.0,4.885488953,,CONFIRMED,1.0,1.0,False,True,False,False,2317.3235,,False,1.0
K00098.01,K00098.01,0.045,23.0,0.5,0.00132,3.19e-05,9.53e-07,1.47e-10,2.24e-07,1.76e-08,3.2e-11,1.6e-14,4.19e-39,5.76e-42,1.1e-78,8.26e-82,0.0,0.0,0.0,0.0,11.1,1.0,11.1,0.071,3.19e-05,10264660.0,6.790121599,,CONFIRMED,0.71,1.0,False,False,False,False,624.9271,,False,1.0
K00100.01,K00100.01,0.05,41.0,0.5,0.0248,0.0261,0.0175,6.83e-05,0.138,0.577,0.288,0.0109,0.0156,0.00159,0.00146,7.63e-05,0.0,0.0,0.0,0.0,0.15,0.384,0.6354,0.072,0.616,4055765.0,9.96640145,,CANDIDATE,1.0,1.0,False,False,False,False,164.51337,,False,1.0
K00102.01,K00102.01,0.028,12.0,2.07,3.85e-07,1.95e-09,5.94e-05,7.29e-09,2.13e-07,4.23e-09,1.04e-05,1.32e-08,0.00184,9.89e-05,7.08e-31,2.57e-32,0.0,0.0,0.0,0.0,6.89,1.0,6.892,0.163,9.9e-05,8456679.0,1.735136026,,CANDIDATE,,0.0,False,False,False,False,445.58377,,False,2.0
K00102.02,K00102.02,0.008,16.0,4.0,1.65e-13,1.4e-15,0.00146,2.73e-07,1.25e-15,4.7e-17,5.34e-05,8.56e-08,0.0131,0.00274,7.29e-05,1.13e-05,0.0,0.0,0.0,0.0,12.2,0.997,12.21,0.094,0.00275,8456679.0,4.06844201,,FALSE POSITIVE,,0.0,False,False,True,False,22.378225,,False,2.0
K00103.01,K00103.01,0.027,46.0,0.5,0.000304,1.15e-05,1.4e-06,2.19e-10,0.000555,6.7e-05,7.45e-05,7.28e-08,6.18e-06,5.26e-08,1.64e-11,9.11e-14,0.0,0.0,0.0,0.0,4.55,1.0,4.551,0.203,7.86e-05,2444412.0,14.91094205,,CANDIDATE,1.0,1.0,False,False,False,False,105.96063,,True,1.0
K00104.01,K00104.01,0.039,23.0,0.5,0.0144,1.94e-05,0.518,1.62e-05,0.29,0.00138,0.16,4.29e-05,0.00406,5.87e-07,3e-09,3.41e-13,0.0,0.0,0.0,0.0,36.9,0.999,37.89,0.178,0.00145,10318874.0,2.508057352,,CONFIRMED,1.0,1.0,False,False,False,False,293.94437,,False,1.0
K00105.01,K00105.01,0.03,27.0,0.5,0.0271,0.000394,0.000971,9.37e-08,0.224,0.0129,1.75e-07,1.07e-10,0.000955,2.81e-06,1.22e-09,2.51e-12,0.0,0.0,0.0,0.0,11.6,0.987,11.85,0.192,0.0132,8711794.0,8.981016833,,CANDIDATE,1.0,1.0,False,False,False,False,197.65842,,False,1.0
K00106.01,K00106.01,0.182,19.0,0.5,3.08e-23,2.75e-20,2.52e-05,0.00374,4.99e-19,1.31e-15,0.00062,0.982,5.07e-85,3.93e-82,2.28e-05,0.0142,0.0,0.0,0.0,0.0,2.96e-43,1.55e-40,0.000668,0.001,1.0,10489525.0,1.612249044,,FALSE POSITIVE,1e-95,0.64,False,True,True,True,58.490154,,False,1.0
K00107.01,K00107.01,0.021,17.0,0.5,3.76e-07,5.49e-09,3.93e-08,4.57e-12,5.03e-07,2.53e-08,5.65e-13,4.05e-16,4.75e-13,5.1e-16,1.13e-36,9.33e-40,0.0,0.0,0.0,0.0,9.59,1.0,9.59,0.144,3.08e-08,11250587.0,7.256965224,,CANDIDATE,1.0,1.0,False,False,False,False,113.5127,,False,1.0
K00108.01,K00108.01,0.021,21.0,0.5,0.000743,2.49e-05,3.11e-06,2.67e-10,0.013,0.00149,4.12e-10,3.14e-13,2.6e-06,7.83e-09,1.2e-13,2.73e-16,0.0,0.0,0.0,0.0,6.46,0.998,6.474,0.157,0.00151,4914423.0,15.96533687,,CONFIRMED,1.0,1.0,False,False,False,False,122.232346,,True,2.0
K00108.02,K00108.02,0.035,68.0,0.81,1.98e-05,4.29e-05,1.83e-07,1.5e-09,4.06e-06,2.71e-05,0.0106,0.000545,9.56e-07,4.45e-07,2.04e-11,6.94e-12,6.67e-05,1.19e-05,0.0,0.0,0.415,0.999,0.4257,0.053,0.000627,4914423.0,179.6076602,,CONFIRMED,1.0,1.0,False,False,False,False,118.42232,,True,2.0
K00109.01,K00109.01,0.2,40.0,0.5,3.69e-06,2.93e-05,0.0731,0.00924,0.00124,0.0409,0.116,0.156,0.145,0.36,0.26,0.434,0.0,0.0,0.0,0.0,1.22e-07,1.66e-07,0.5953,0.002,1.0,4752451.0,6.414965741,,FALSE POSITIVE,3e-97,1.0,False,True,True,False,132.33617,,False,1.0
K00110.01,K00110.01,0.021,19.0,0.5,0.000528,1.88e-05,2.77e-07,5.62e-11,0.00241,0.000349,5.54e-14,8.15e-17,5.19e-05,7.56e-08,4.55e-25,3.48e-28,0.0,0.0,0.0,0.0,5.44,1.0,5.443,0.193,0.000368,9450647.0,9.940672466,,CANDIDATE,1.0,1.0,False,False,False,False,148.50294,,False,1.0
K00111.01,K00111.01,0.021,20.0,0.5,1.98e-07,7.3e-09,3.68e-08,4.99e-12,4.09e-07,5.69e-08,2.02e-13,1.7e-16,3.72e-10,7.67e-13,3.47e-08,4.07e-11,0.0,0.0,0.0,0.0,5.23,1.0,5.23,0.21,6.42e-08,6678383.0,11.427545631,,CONFIRMED,1.0,1.0,False,False,False,False,149.03989,,True,3.0
K00111.02,K00111.02,0.021,23.0,0.5,4.26e-09,6.84e-09,1.1e-10,8.07e-13,4.01e-12,2.36e-11,7.98e-23,3.43e-24,2.68e-12,3.13e-13,6.18e-33,7.03e-34,0.000258,1.51e-05,0.0,0.0,0.106,1.0,0.1063,0.211,1.51e-05,6678383.0,23.66836427,,CONFIRMED,1.0,1.0,False,False,False,False,100.501625,,True,3.0
K00111.03,K00111.03,0.024,38.0,0.5,3.62e-05,6.21e-05,3.81e-05,2.17e-07,3.02e-07,1.82e-06,2.63e-09,8.41e-11,0.00275,0.000506,3.7e-07,2.22e-08,0.0,0.0,0.0,0.0,0.119,0.999,0.1218,0.201,0.00057,6678383.0,51.75529576,,CONFIRMED,1.0,1.0,False,False,False,False,101.86042,,True,3.0
K00112.01,K00112.01,0.025,36.0,0.6,1e-05,2.48e-06,3.62e-08,3.54e-11,1.04e-05,1.02e-05,1.11e-08,8.29e-11,3.85e-05,1.72e-06,8.95e-06,1.57e-07,0.0,0.0,0.0,0.0,0.842,1.0,0.8421,0.197,1.45e-05,10984090.0,51.07926307,,CANDIDATE,0.47,1.0,False,False,False,False,105.39562,,False,2.0
K00112.02,K00112.02,0.01,16.0,0.6,1.87e-12,5.06e-15,0.00161,1.95e-07,1.92e-13,2.17e-15,0.000225,1.75e-07,0.0153,1.42e-05,1.9e-05,1.64e-08,0.0,0.0,0.0,0.0,19.1,1.0,19.12,0.116,1.46e-05,10984090.0,3.709213846,,CANDIDATE,0.47,1.0,False,False,False,False,42.90341,,False,2.0
K00114.01,K00114.01,0.183,41.0,0.5,3.27e-07,2.31e-05,0.0638,0.0555,1.3e-06,0.000377,0.0258,0.173,0.00206,0.0313,0.0607,0.74,0.0,0.0,0.0,0.0,1.55e-06,5.67e-06,0.1524,0.001,1.0,6721123.0,7.36178044,,FALSE POSITIVE,1.2e-101,1.0,False,True,True,False,63.020496,,False,1.0
K00115.01,K00115.01,0.025,22.0,0.5,0.000892,3.53e-06,0.000321,1.6e-08,0.000224,3.56e-06,3.79e-08,1.78e-11,1.98e-05,5.39e-09,4.34e-15,1.08e-18,0.0,0.0,0.0,0.0,23.6,1.0,23.6,0.172,7.11e-06,9579641.0,5.41220713,,CONFIRMED,1.0,1.0,False,False,False,False,166.53954,,False,2.0
K00115.02,K00115.02,0.015,24.0,0.63,0.0005,6.75e-06,0.0074,1.2e-06,0.00049,2.47e-05,0.00396,4.29e-06,0.0106,1.37e-05,1.19e-05,1.17e-08,0.0,0.0,0.0,0.0,7.97,1.0,7.993,0.201,5.07e-05,9579641.0,7.12594591,,CONFIRMED,1.0,1.0,False,False,False,False,42.166115,,False,2.0
K00115.03,K00115.03,0.005,11.0,2.79,8.4e-09,7.28e-09,0.00673,0.000191,7.49e-09,2.64e-08,0.000874,0.000191,0.000684,0.00186,0.0129,0.0377,0.00177,7.26e-05,6.89e-05,2.82e-06,0.679,0.96,0.702,0.014,0.04,,,,,0.78,0.44,True,True,True,True,,,False,
K00116.01,K00116.01,0.024,42.0,0.5,0.00856,0.000193,0.0451,4.36e-06,0.0379,0.00322,0.000271,3.11e-07,0.0106,3.98e-05,7.83e-08,1.95e-10,0.0,0.0,0.0,0.0,8.3,0.997,8.402,0.199,0.00346,8395660.0,13.57076622,,CONFIRMED,1.0,1.0,False,False,False,False,79.29848,,False,4.0
K00116.02,K00116.02,0.026,45.0,0.63,0.000251,5.04e-05,2.61e-06,2.07e-09,7.26e-05,5.2e-05,4.49e-08,3.24e-10,0.00259,0.000244,7.88e-08,3.81e-09,0.0,0.0,0.0,0.0,1.12,1.0,1.123,0.192,0.000347,8395660.0,43.84444353,,CONFIRMED,1.0,1.0,False,False,False,False,68.27071,,False,4.0
K00116.03,K00116.03,0.007,20.0,3.3,4.49e-14,9.34e-15,0.016,6.38e-05,8.38e-15,7.41e-15,0.000315,1.23e-05,0.0147,0.0409,0.0751,0.174,0.000899,7.97e-06,0.0,0.0,0.871,0.785,0.978,0.062,0.215,8395660.0,6.16491696,,CONFIRMED,0.99,0.33,False,False,False,False,12.404571,,False,4.0
K00116.04,K00116.04,0.012,37.0,2.01,4.5e-10,2.65e-09,1.2e-06,2.63e-08,4.47e-11,9.94e-10,8.18e-12,2.13e-12,2.14e-05,0.000442,3.71e-07,6.69e-06,0.00481,0.00102,0.0,0.0,0.0471,0.999,0.05193,0.135,0.00146,8395660.0,23.9802348,,CONFIRMED,0.97,0.12,False,False,False,False,12.552088,,False,4.0
K00117.01,K00117.01,0.019,32.0,0.78,1.9e-06,3.03e-07,5.81e-05,3.35e-08,9.88e-07,4.71e-07,9.38e-09,3.05e-11,0.00011,3.19e-06,7.63e-12,1.32e-13,0.0,0.0,0.0,0.0,1.23,1.0,1.23,0.196,4e-06,10875245.0,14.74913518,,CONFIRMED,1.0,1.0,False,False,False,False,66.10335,,False,4.0
K00117.02,K00117.02,0.011,13.0,0.66,8.5e-18,6.31e-20,4.38e-05,4.11e-09,4.37e-23,1.12e-24,5.83e-08,3.38e-11,4.57e-08,6.81e-11,4.72e-08,7.99e-11,0.000153,4.38e-08,0.0,0.0,8.77,1.0,8.77,0.17,4.81e-08,10875245.0,4.90143807,,CONFIRMED,1.0,0.97,False,False,False,False,35.49696,,False,4.0
K00117.03,K00117.03,0.01,16.0,0.78,6.49e-19,4.31e-21,3.48e-05,7.63e-09,4.91e-19,1.34e-20,2.81e-06,3.66e-09,0.000444,1.64e-06,1.02e-08,3.29e-11,4.64e-07,1.87e-10,3.82e-05,1.54e-08,5.4,1.0,5.401,0.15,1.67e-06,10875245.0,3.180024635,,CONFIRMED,1.0,1.0,False,False,False,False,36.951576,,False,4.0
K00117.04,K00117.04,0.007,21.0,2.1,6.24e-18,2.2e-18,0.000562,1.18e-06,4.64e-17,5.71e-17,5.62e-05,5.9e-07,0.000205,7.14e-05,0.000127,3.6e-05,0.0033,2.28e-05,0.0,0.0,0.834,1.0,0.8383,0.1,0.000132,10875245.0,7.95830216,,CONFIRMED,0.96,0.22,False,False,False,False,11.536058,,False,4.0
K00118.01,K00118.01,0.016,25.0,0.63,3.17e-07,7.94e-08,1.78e-07,8.73e-11,0.000154,0.000127,4.82e-11,2.07e-13,3.36e-06,1.09e-07,2.94e-11,8.5e-13,0.0,0.0,0.0,0.0,0.804,1.0,0.8042,0.213,0.000128,3531558.0,24.99324193,,CANDIDATE,0.94,1.0,False,False,False,False,50.748123,,False,1.0
K00119.01,K00119.01,0.037,37.0,1.29,2.05e-08,4.61e-09,7.5e-11,2.92e-14,2.34e-05,1.68e-05,6.84e-14,1.99e-16,0.00251,0.00043,1.19e-18,7.49e-20,0.0,0.0,0.0,0.0,3.37,1.0,3.373,0.053,0.000447,9471974.0,49.18394922,,CONFIRMED,0.44,0.94,False,False,False,False,256.9743,,True,2.0
K00119.02,K00119.02,0.035,65.0,1.17,2.79e-05,2.65e-05,8.58e-12,2.31e-14,0.0014,0.00454,0.0107,0.000228,0.000963,0.000305,8.25e-09,2.09e-09,0.0,0.0,0.0,0.0,0.905,0.995,0.9181,0.053,0.0051,9471974.0,190.3216564,,CONFIRMED,0.14,0.92,False,False,False,False,101.538414,,True,2.0
K00120.01,K00120.01,0.017,60.0,2.04,0.00844,0.000584,0.000209,7.01e-08,0.0369,0.0146,3.1e-06,9.99e-09,0.00358,0.00029,2.93e-06,1.75e-07,0.0,0.0,0.0,0.0,2.54,0.984,2.589,0.195,0.0155,11869052.0,20.54552799,,CANDIDATE,0.4,0.88,False,False,False,False,89.84045,,False,1.0
K00121.01,K00121.01,0.243,51.0,0.5,0.000133,0.00391,0.0749,0.0156,0.00205,0.236,0.191,0.379,0.0412,0.163,0.0774,0.202,0.0,0.0,0.0,0.0,0.000356,0.000395,0.387,0.001,1.0,3247396.0,8.81109177,,FALSE POSITIVE,2.3e-101,1.0,False,True,True,True,63.234177,,False,1.0
K00122.01,K00122.01,0.02,21.0,0.5,0.00141,0.000135,4.76e-06,1.48e-09,0.0499,0.0171,9.1e-10,2.09e-12,0.000454,1.56e-06,2.28e-09,4.45e-12,0.0,0.0,0.0,0.0,2.18,0.983,2.232,0.19,0.0172,8349582.0,11.523069953,,CONFIRMED,1.0,1.0,False,False,False,False,124.24687,,False,1.0
K00123.01,K00123.01,0.018,10.0,0.5,5e-06,3.34e-08,0.000835,5.57e-08,1.86e-07,4.74e-09,1.56e-06,7.41e-10,0.00158,1.57e-06,6.53e-07,4.65e-10,0.0,0.0,0.0,0.0,10.7,1.0,10.7,0.205,1.67e-06,5094751.0,6.481628092,,CONFIRMED,1.0,1.0,False,False,False,False,86.978546,,False,2.0
K00123.02,K00123.02,0.017,27.0,0.51,1.25e-11,3.73e-10,1.32e-07,1.43e-08,4.54e-13,4.5e-11,1.8e-19,1.55e-19,4.55e-34,1.83e-33,1.41e-21,4.31e-21,0.00199,0.00226,0.0,0.0,0.00468,0.998,0.00667,0.207,0.00226,5094751.0,21.22258525,,CONFIRMED,1.0,1.0,False,False,False,False,80.96889,,False,2.0
K00124.01,K00124.01,0.014,57.0,0.66,0.000142,0.000157,8.21e-09,3.77e-11,0.000956,0.00436,6.63e-17,1.71e-18,4.58e-06,3.19e-07,2.37e-12,1.03e-13,5.97e-07,9.62e-09,0.0,0.0,0.183,0.995,0.1841,0.218,0.00452,11086270.0,12.69105209,,CONFIRMED,1.0,1.0,False,True,False,False,49.21633,,False,2.0
K00124.02,K00124.02,0.017,35.0,0.63,0.000607,0.00039,1.28e-07,2.87e-10,0.00457,0.0101,3.68e-20,6.22e-22,6.15e-06,2.8e-07,2.26e-11,5.03e-13,0.0,0.0,0.0,0.0,0.398,0.99,0.4032,0.206,0.0105,11086270.0,31.71982498,,CONFIRMED,1.0,1.0,False,False,False,False,50.663254,,False,2.0
K00125.01,K00125.01,0.138,172.0,0.5,0.0152,0.000937,3.57e-06,1.24e-09,2.45e-09,4.84e-10,5.32e-15,1.55e-17,0.00155,8.21e-06,6.39e-21,1.84e-23,0.0,0.0,0.0,0.0,6.81,0.999,6.827,0.074,0.000945,11449844.0,38.478757067,,CANDIDATE,1.0,1.0,False,False,False,False,1022.14087,,False,1.0
K00126.01,K00126.01,0.106,169.0,0.5,5.04e-09,4.32e-08,9.56e-16,2.65e-17,1.26e-09,4.17e-08,1.95e-32,5.46e-33,1.84e-36,3.36e-36,1.24e-26,1.31e-26,0.00446,0.00102,0.0,0.0,0.0891,0.999,0.09356,0.052,0.00102,5897826.0,33.80367628,,CANDIDATE,0.63,1.0,False,False,False,False,1261.7847,,False,2.0
K00126.02,K00126.02,0.004,15.0,2.46,,,,,,,,,,,,,,,,,,,,,,5897826.0,0.87519429,,CANDIDATE,0.35,0.22,False,False,False,False,10.165382,MCMCError,False,2.0
K00127.01,K00127.01,0.096,33.0,0.5,0.352,0.0062,0.00072,4.19e-07,8.42e-08,6e-09,5.54e-08,3.25e-10,1.24e-05,3.71e-08,7.48e-19,2.06e-21,0.0,0.0,0.0,0.0,6.08,0.994,6.433,0.071,0.0062,8359498.0,3.578780551,,CONFIRMED,1.0,1.0,False,False,False,False,1886.789,,False,1.0
K00128.01,K00128.01,0.099,31.0,0.5,0.298,0.0546,0.022,6.37e-05,7.07e-06,5.38e-06,0.0029,9.72e-05,9.44e-05,2.25e-06,5.62e-20,1.49e-21,0.0,0.0,0.0,0.0,0.775,0.945,1.098,0.073,0.0547,11359879.0,4.942783399,,CONFIRMED,1.0,1.0,False,False,False,False,2072.2693,,False,1.0
K00129.01,K00129.01,0.076,133.0,0.5,0.00136,0.0143,1.41e-05,4.25e-07,0.0266,0.877,5.15e-07,1.05e-07,3.69e-24,1.76e-24,9.3e-27,3.39e-27,0.0,0.0,0.0,0.0,0.293,0.109,0.321,0.001,0.891,11974540.0,24.66919569,,CANDIDATE,1.0,1.0,False,False,False,False,487.48495,,False,1.0
K00130.01,K00130.01,0.113,53.0,0.5,0.0163,0.0136,0.00198,7.43e-06,0.0787,0.265,1.03e-07,4.12e-09,0.000404,6.43e-05,5.31e-22,5.76e-23,0.0,0.0,0.0,0.0,1.15,0.722,1.247,0.028,0.278,5297298.0,34.193598286,,CANDIDATE,1.0,1.0,False,False,False,False,1350.2996,,False,1.0
K00131.01,K00131.01,0.074,39.0,0.5,0.00763,0.000201,8.16e-09,3.72e-12,3.32e-07,3.7e-08,1.67e-19,4.38e-22,1.26e-16,6.3e-19,1.93e-32,9.28e-35,0.0,0.0,0.0,0.0,7.98,1.0,7.988,0.062,0.000201,7778437.0,5.014234575,,CANDIDATE,1.0,1.0,False,False,False,False,790.0224,,False,1.0
K00132.01,K00132.01,0.1,157.0,0.5,0.057,0.0179,0.178,0.000389,0.524,0.661,0.842,0.0122,0.0495,0.000933,0.00296,3.1e-05,0.0,0.0,0.0,0.0,0.683,0.308,2.336,0.053,0.692,8892910.0,10.810131693,,FALSE POSITIVE,1.0,1.0,False,True,False,False,763.9083,,False,1.0
K00133.01,K00133.01,0.066,134.0,0.84,0.000444,0.000719,7.45e-13,2.1e-14,2.03e-15,1.39e-14,1.95e-16,5.08e-17,7.64e-17,4.84e-17,3.62e-36,1.61e-36,0.0,0.0,0.0,0.0,0.123,0.999,0.1234,0.062,0.000719,11673674.0,4.618767176,,FALSE POSITIVE,0.23,1.0,False,True,True,True,770.3104,,False,1.0
K00134.01,K00134.01,0.064,229.0,1.2,0.000596,0.000212,2.02e-08,3.48e-11,0.00153,0.00246,0.000226,4.42e-06,2.84e-12,4.65e-13,5.19e-49,2.41e-50,0.0,0.0,0.0,0.0,1.51,0.997,1.512,0.079,0.00268,,,,,1.0,0.24,True,True,True,True,,,True,
K00135.01,K00135.01,0.082,28.0,0.5,0.0377,0.000211,0.0213,3.45e-06,5.78e-07,1.28e-08,1.1e-08,1.18e-11,3.03e-12,1.51e-15,9.23e-23,4.09e-26,0.0,0.0,0.0,0.0,16.0,1.0,16.06,0.078,0.000214,9818381.0,3.024092548,,CONFIRMED,1.0,1.0,False,False,False,False,1499.8549,,False,1.0
K00136.01,K00136.01,0.113,94.0,0.5,1.23,0.0757,0.0946,6.61e-05,3.11,0.868,0.268,0.00206,0.411,0.0015,0.000421,1.1e-06,0.0,0.0,0.0,0.0,1.18,0.0528,6.294,0.023,0.947,7601633.0,15.66388467,,CANDIDATE,1.0,1.0,False,False,False,False,315.55576,,False,1.0
K00137.01,K00137.01,0.043,29.0,0.5,0.000326,4.86e-06,4.05e-06,3.79e-10,1.8e-05,1e-06,0.000861,5.94e-07,2.19e-05,4.34e-08,1.14e-12,1.68e-15,0.0,0.0,0.0,0.0,23.0,1.0,23.0,0.073,6.5e-06,8644288.0,7.641571533,,CONFIRMED,1.0,1.0,False,False,False,False,381.52496,,True,3.0
K00137.02,K00137.02,0.052,41.0,0.5,0.00682,0.000638,0.000215,1.13e-07,0.0375,0.0132,1.27e-08,6.92e-11,0.00417,5.21e-05,1e-12,8.15e-15,0.0,0.0,0.0,0.0,7.54,0.986,7.589,0.05,0.0139,8644288.0,14.858912687,,CONFIRMED,1.0,1.0,False,False,False,False,403.24844,,True,3.0
K00137.03,K00137.03,0.018,25.0,0.5,2.38e-05,5.35e-06,0.000483,4.29e-06,6.48e-05,6.52e-05,3.76e-07,2.88e-08,1.05e-11,8.5e-13,4.04e-17,3.01e-18,0.0,0.0,0.0,0.0,0.133,1.0,0.1336,0.208,7.48e-05,8644288.0,3.504687554,,CONFIRMED,1.0,1.0,False,False,False,False,53.50649,,True,3.0
K00138.01,K00138.01,0.126,95.0,0.5,0.253,0.0791,0.168,0.000429,0.637,0.846,0.479,0.0136,0.0278,0.00157,0.00362,8.48e-05,0.0,0.0,0.0,0.0,0.563,0.0592,2.131,0.011,0.941,8506766.0,48.93787615,,CANDIDATE,1.0,1.0,False,False,False,False,377.2152,,False,1.0
K00139.01,K00139.01,0.057,173.0,0.5,0.000653,0.000638,0.00176,1.83e-05,0.000258,0.000855,0.00298,0.000206,0.00068,3.86e-05,1.52e-11,4.89e-13,0.0,0.0,0.0,0.0,0.87,0.998,0.8763,0.053,0.00176,8559644.0,224.7782093,,CONFIRMED,1.0,1.0,False,False,False,False,161.01486,,True,2.0
K00139.02,K00139.02,0.012,15.0,0.51,6.82e-22,2.34e-18,1.08e-06,0.000137,1.96e-56,2.96e-52,1.95e-33,2.21e-30,0.0,0.0,1.27e-233,8.68e-231,0.00457,1.0,0.0,0.0,4.89e-159,4.69e-154,0.004571,0.166,1.0,8559644.0,3.341802938,,CONFIRMED,1.0,1.0,False,False,False,False,37.29526,,True,2.0
K00140.01,K00140.01,0.033,125.0,0.5,4.07e-10,1.81e-08,9.42e-07,3.48e-07,1.74e-08,3.56e-06,7.83e-05,0.000347,0.00452,0.07,6.19e-14,5.6e-13,0.0,0.0,0.0,0.0,0.00784,0.93,0.01244,0.052,0.0703,5130369.0,19.97871477,,FALSE POSITIVE,1.2e-100,1.0,False,True,True,True,168.80162,,False,1.0
K00141.01,K00141.01,0.052,35.0,0.5,0.339,0.00329,0.384,0.000173,0.461,0.0182,0.22,0.000802,7.16e-10,8.33e-13,3.73e-11,3.63e-14,0.0,0.0,0.0,0.0,11.2,0.978,12.6,0.071,0.0224,12105051.0,2.624234598,,CANDIDATE,1.0,1.0,False,False,False,False,377.3038,,False,1.0
