koi,koi.1,rprs,secthresh,maxrad,lhood_heb,pr_heb,lhood_heb_Px2,pr_heb_Px2,lhood_eb,pr_eb,lhood_eb_Px2,pr_eb_Px2,lhood_beb,pr_beb,lhood_beb_Px2,pr_beb_Px2,lhood_boxy,pr_boxy,lhood_long,pr_long,lhood_pl,pr_pl,lhood_tot,fp,FPP,kepid,period,rp,disposition,prob_ontarget,pos_prob_score,not_transitlike,significant_secondary,centroid_offset,ephem_match,MES,exception,has_ttv,n_cands,FPP_max,FPP_std,kepnum
K00991.01,K00991.01,0.016,54.0,0.75,0.005528,0.00014027,0.003869,1.1149e-06,0.018977,0.0018311,0.0064102,9.3262e-06,0.02321,0.0001809,0.0001931,1.0872e-06,0.0,0.0,0.0,0.0,8.461,0.9978,8.555,0.161,0.002164,10154388,12.06222443,1.61736511357,CANDIDATE,1.0,1.0,False,False,False,False,29.28517,,False,1,0.00297,0.000597405501593,Kepler-744 b
K00992.01,K00992.01,0.019,88.0,1.56,2.1250002963e-18,9.4360013243e-19,4.6614e-13,3.113e-15,5.23769836e-18,1.11136401e-17,1.80868e-16,6.55548e-18,0.000122839,7.6896e-05,3.83e-06,1.2826e-06,0.00268,2.409e-05,0.0,0.0,0.3218,1.0,0.3238,0.212,0.0001023,1432789,9.93143556,2.15681395505,CANDIDATE,1.0,0.56,False,False,False,False,23.16805,,False,2,0.00023,5.99828308768e-05,Kepler-745 b
K01002.01,K01002.01,0.011,31.0,0.93,1.1079e-07,2.41e-09,0.007938,1.0927e-05,1.4988e-07,1.5903e-08,0.002864,2.444e-05,0.02517,0.0010979,0.0006425,2.466e-05,7.62e-05,1.345e-07,0.0,0.0,2.528,0.999,2.557,0.106,0.0011579,1865042,3.48159251,1.1107390134,CANDIDATE,1.0,1.0,False,False,False,False,21.317966,,False,1,0.00137,0.000157690590151,Kepler-746 b
K01005.01,K01005.01,0.062,195.0,0.5,3.579211e-46,6.958841e-46,1.0656e-41,2.6334e-43,4.2879e-28,2.71514e-27,3.845572932e-66,3.22438878e-67,0.00071938,0.000225449,9.319e-10,1.5885e-10,0.0,0.0,0.0,0.0,0.2707,0.9999,0.2729,0.066,0.000225449,5780460,35.61760587,5.26668691041,CANDIDATE,1.0,1.0,False,False,False,False,134.32385,,False,1,0.000596,0.000182430500036,Kepler-747 b
K01007.01,K01007.01,0.021,103.0,1.05,9.9502515e-19,4.98012615e-19,5.89021e-07,8.61425e-09,0.0003070316,0.0006876573,1.19460013491e-10,1.05720013204e-11,4.311e-05,1.6015e-05,3.4696665e-10,1.1246142e-10,0.00226,3.15e-05,0.0,0.0,0.2097,0.9992,0.2131,0.2,0.00073552,1725016,7.40742793,2.52124452473,CANDIDATE,1.0,0.97,False,False,False,False,19.962149,,False,1,0.00178,0.00088394772319,Kepler-748 b
K01014.01,K01014.01,0.038,258.0,0.51,4.761641e-07,3.254903e-08,3.695e-06,9.358e-09,9.144e-07,2.5527e-07,3.9466e-05,3.6256e-07,0.003595,7.787e-05,3.388e-05,5.01e-07,5.53e-06,1.875e-08,0.0,0.0,2.152,1.0,2.144,0.183,7.905e-05,8125580,17.31716585,3.0995136184,CANDIDATE,1.0,1.0,False,False,False,False,35.316864,,False,1,9.89e-05,9.44636908494e-06,Kepler-749 b
K01015.01,K01015.01,0.023,58.0,0.5,1.82606420154e-05,2.34708390197e-06,8.25200174e-13,1.465700303e-15,2.1323e-05,1.2311e-05,1.905429e-16,1.643384e-18,9.6e-05,6.605e-07,1.0092026351e-09,4.4370116108e-12,4.13e-06,8.356e-09,0.0,0.0,1.686,1.0,1.69,0.153,1.5328e-05,8158127,9.42887179,3.074869301,CANDIDATE,1.0,1.0,False,False,False,False,40.474003,,False,3,2.73e-05,6.66608797488e-06,Kepler-750 b
K01015.02,K01015.02,0.012,54.0,0.93,2.349e-15,1.2754e-16,6.649e-10,2.417e-12,5.96306824053e-05,1.79002014016e-05,2.94e-07,5.336e-09,6.247e-09,1.4347e-10,3.704e-06,7.128e-08,0.00233,5.446e-06,0.0,0.0,0.8533,1.0,0.8574,0.195,2.3412e-05,8158127,4.08899022,1.61998220922,CANDIDATE,1.0,1.0,False,False,False,False,15.404955,,False,3,7.23e-05,2.31242291403e-05,Kepler-750 c
K01017.01,K01017.01,0.027,113.0,0.51,8.68504e-21,2.3825e-22,9.3767392e-09,5.3404632e-12,2.018367e-15,3.231492e-16,4.94100000201e-17,1.01010000042e-19,0.003943,2.734e-05,1.038263e-05,4.91241e-08,9.51e-07,1.291e-09,0.0,0.0,4.311,1.0,4.314,0.21,2.739e-05,8174625,17.44490636,2.46137846167,CANDIDATE,1.0,1.0,False,False,False,False,40.84889,,False,1,3.8e-05,4.95321444451e-06,Kepler-751 b
K01022.01,K01022.01,0.031,206.0,0.81,3.4769e-16,3.4903e-17,2.3574e-08,4.9353e-11,1.30771e-11,6.6779e-12,1.8487e-07,2.2263e-09,0.003314,0.0002042,9.136e-05,3.244e-06,0.000486,2.199e-06,0.0,0.0,1.32,1.0,1.334,0.198,0.0002097,2716853,18.82747265,2.81250546178,CANDIDATE,1.0,1.0,False,False,False,False,26.184147,,False,1,0.000241,2.82490904475e-05,Kepler-752 b
K01024.01,K01024.01,0.027,82.0,0.72,3.224e-09,2.141e-10,0.003587,1.2088e-05,1.1416e-10,3.202e-11,2.3557e-06,2.3708e-08,0.00020729,1.2326e-05,3.82e-07,2.0655e-08,0.0,0.0,0.0,0.0,1.0118,1.0,1.004,0.188,2.446e-05,2715135,5.747725012,1.91080696366,CANDIDATE,1.0,0.66,False,False,False,False,47.052963,,False,1,3.41e-05,6.53523781766e-06,Kepler-753 b
K01031.01,K01031.01,0.017,94.0,1.89,4.8328e-14,3.1486e-14,2.538e-07,3.287e-09,1.5975e-08,4.626e-08,0.0003964,2.634e-05,0.0007207,0.0009202,0.002987,0.002664,0.00054,8.181e-06,0.000398,6.03e-06,0.2297,0.9964,0.2349,0.217,0.003624,2584163,14.5596237,2.00763950283,CANDIDATE,1.0,0.67,False,False,False,False,13.406514,,False,1,0.00442,0.000585324221645,Kepler-754 b
K01050.01,K01050.01,0.021,45.0,0.5,2.7066e-07,4.0439e-11,0.003483,2.186e-07,7.1076e-07,5.6384e-10,0.012929,3.432e-06,0.3499,0.0002734,1.6297e-05,9.349e-09,0.0,0.0,0.0,0.0,41.88,1.0,42.05,0.176,0.0002773,5809890,1.269090374,1.76326819623,CANDIDATE,1.0,1.0,False,False,False,False,55.368618,,False,2,0.000355,5.54197116958e-05,Kepler-755 b
K01050.02,K01050.02,0.015,69.0,0.51,4.307e-05,1.0682e-06,0.11644,0.0001758,5.087e-05,5.487e-06,0.05495,0.0003277,0.001664,3.879e-05,9.982e-05,1.651e-06,0.0,0.0,0.0,0.0,2.556,0.9993,2.742,0.122,0.0005504,5809890,2.853133644,1.25947728302,CANDIDATE,1.0,1.0,False,False,False,False,29.079865,,False,2,0.000689,0.000107031874795,Kepler-755 c
K01053.01,K01053.01,0.013,44.0,1.23,5.9738e-25,5.5335e-28,3.975e-07,1.6191e-10,7.3731e-12,2.88726e-14,5.744e-05,7.368e-08,0.030998,0.00012184,0.011227,5.351e-05,0.0,0.0,0.000491,6.705e-08,19.22,1.0,19.34,0.106,0.0001756,5956656,1.224866322,1.11848125471,CANDIDATE,1.0,0.56,False,False,False,False,19.892405,,False,2,0.00031,7.37265216866e-05,Kepler-756 b
K01059.01,K01059.01,0.011,29.0,0.84,2.835e-08,9.796e-11,0.02612,7.926e-06,1.55e-05,1.2662e-07,0.2395,0.0004138,0.1489,0.0006729,0.07617,0.000365,0.0,0.0,0.0,0.0,11.3,0.9985,11.71,0.146,0.00146,6060203,1.022678821,1.35663695914,CANDIDATE,1.0,0.56,False,False,False,False,19.661707,,False,1,0.00163,0.000116904519445,Kepler-757 b
K01060.01,K01060.01,0.016,75.0,1.2,8.303e-07,9.931e-08,0.000167516,2.53751e-07,3.6403e-05,2.16675e-05,0.010462230434,9.536215475e-05,0.0001869,1.1986e-05,6.2713e-07,2.70863e-08,7.74e-06,2.038e-08,0.0,0.0,1.094,1.0,1.097,0.206,0.00012947,5880320,12.1097104,2.4775172182,CANDIDATE,1.0,1.0,False,False,False,False,21.967054,,False,4,0.000198,5.4662683798e-05,Kepler-758 b
K01060.02,K01060.02,0.011,45.0,1.83,3.1115e-10,3.94472e-11,9.616e-06,4.947e-08,2.4633e-14,1.448e-14,8.586e-07,1.9701e-08,4.31501493001e-05,1.206004159e-05,0.0001552367,4.341832e-05,0.000296,1.376e-06,0.0,0.0,0.4706,1.0,0.4665,0.182,5.6857e-05,5880320,4.75793986,1.68650005707,CANDIDATE,1.0,0.88,False,False,False,False,16.038074,,False,4,0.000119,4.45264720388e-05,Kepler-758 c
K01060.03,K01060.03,0.014,93.0,1.47,1.55918e-08,2.6174e-08,4.66205e-09,9.18648e-11,1.28814e-07,8.8338e-07,7.30200477004e-06,1.028300634e-06,7.121e-07,1.3922e-06,3.130700159e-14,4.065000208e-14,0.0028,0.0001509,0.0,0.0,0.07458,1.0,0.07791,0.219,0.0001543,5880320,20.4966197,2.12355503113,CANDIDATE,1.0,0.56,False,False,False,False,10.184019,,False,4,0.000158,3.33499958354e-06,Kepler-758 d
K01060.04,K01060.04,0.01,56.0,1.77,9.926e-11,3.57e-11,4.576e-05,4.424e-07,5.233458e-08,1.0386927e-07,1.5204e-05,5.946e-07,0.000106547,4.4188e-05,8.633e-05,3.443e-05,0.00203,1.768e-05,0.0,0.0,0.3792,1.0,0.3763,0.158,9.752e-05,5880320,8.1934719,1.52663913093,CANDIDATE,1.0,0.56,False,False,False,False,10.557623,,False,4,0.000161,2.99091884804e-05,Kepler-758 e
K01061.01,K01061.01,0.02,88.0,0.54,5.666e-08,5.244e-08,5.832e-07,6.891e-09,4.8178e-05,0.000248,5.04106e-05,3.74978e-06,0.0003407,5.186e-05,3.133e-06,2.91e-07,0.00111,4.582e-05,0.0,0.0,0.165,0.9998,0.1675,0.209,0.00034973,6037187,41.805985,2.26814956595,CANDIDATE,1.0,1.0,False,False,False,False,23.758097,,False,1,0.000659,0.000192573091751,Kepler-759 b
K01069.01,K01069.01,0.033,78.0,0.5,4.83099e-08,9.3206e-10,4.62e-05,1.6976e-08,3.23e-05,3.5807e-06,4.8675e-11,1.0405e-13,0.0194,2.831e-05,7.1538e-07,6.9354e-10,0.0,0.0,0.0,0.0,7.357,1.0,7.397,0.188,3.192e-05,8222813,8.70419416,3.05513203795,CANDIDATE,1.0,1.0,False,False,False,False,62.504078,,False,2,4.42e-05,6.70187370152e-06,Kepler-760 b
K01069.02,K01069.02,0.016,61.0,0.5,1.317652e-06,8.8353e-08,0.002683,1.913e-05,7.959e-10,2.924e-10,0.001844,6.202e-05,0.2336,0.002059,0.428,0.003624,0.0,0.0,0.0,0.0,0.8795,0.9943,1.533,0.15,0.005763,8222813,2.46697439,1.47604194831,CANDIDATE,1.0,1.0,False,False,False,False,26.05273,,False,2,0.0064,0.000342606025763,Kepler-760 c
K01072.01,K01072.01,0.02,75.0,0.5,2.1603e-09,4.3736e-10,1.1533e-07,3.499e-10,6.39906381e-06,6.1858837e-06,1.74702147e-09,1.85902203e-11,0.00013118,2.3189e-06,1.6843868e-06,1.4123282e-08,0.000309,1.435e-06,0.0,0.0,0.7119,1.0,0.7075,0.214,9.958e-06,8229696,10.12804789,2.03043004414,CANDIDATE,1.0,1.0,False,False,False,False,34.490074,,False,1,2.72e-05,8.66554197831e-06,Kepler-761 b
K01074.01,K01074.01,0.108,287.0,0.5,1.0529e-29,2.0947e-31,1.05868e-13,1.8027e-16,0.00066457,6.4332e-05,6.863358129e-25,6.868882178e-27,2.77900000369e-26,9.30000001182e-29,2.15614e-31,4.5326e-34,0.0,0.0,0.0,0.0,5.272,1.0,5.211,0.07,6.4332e-05,10272640,3.770552098,12.6837540824,CANDIDATE,1.0,1.0,False,True,False,False,658.4848,,False,1,0.000157,4.58483298617e-05,Kepler-762 b
K01082.03,K01082.03,0.014,75.0,2.31,0.001434,2.164e-06,0.07041,5.578e-05,0.0006227,4.049e-06,0.04089,0.0001338,0.166,0.001967,0.2366,0.003326,4.16e-05,7.076e-09,0.0,0.0,13.81,0.9946,14.22,0.116,0.005489,10141900,1.19655156,1.21673138735,CANDIDATE,1.0,0.56,False,False,False,False,14.337342,,False,4,0.006,0.000217636291908,Kepler-763 b
K01083.01,K01083.01,0.017,97.0,1.8,5.01986e-27,9.58606e-28,3.5641e-07,1.33473e-09,2.55859385e-20,2.33252915e-20,2.17225e-09,5.09573e-11,0.0001298,4.754e-05,5.0437e-05,1.49149e-05,0.00189,1.113e-05,0.0,0.0,0.7022,1.0,0.7021,0.168,7.358e-05,10157458,7.33683936,1.64244561358,CANDIDATE,1.0,1.0,False,False,False,False,18.305042,,False,1,9.51e-05,1.3610518808e-05,Kepler-764 b
K01086.01,K01086.01,0.021,73.0,0.72,6.17456e-14,1.63981e-14,7.2114e-09,1.8568e-11,9.69952e-06,1.321108e-05,7.53200000283e-05,9.61200000352e-07,2.06842e-05,3.38034e-07,3.24663e-08,3.69231e-10,0.00019,1.56e-06,0.0,0.0,0.6637,1.0,0.6693,0.206,1.608e-05,10122255,27.6655226,2.42506625948,CANDIDATE,1.0,1.0,False,False,False,False,33.545116,,False,1,2.57e-05,7.37612364322e-06,Kepler-765 b
K01094.01,K01094.01,0.027,89.0,0.66,4.74286e-42,5.66482e-43,2.7575e-12,1.8021e-14,1.53344085e-28,8.561247e-29,4.1495e-20,1.4074e-21,1.44948e-05,6.4493e-07,7.8462e-12,3.0324e-13,0.000337,1.837e-06,0.0,0.0,0.7836,1.0,0.7744,0.124,2.484e-06,2721030,6.10027804,3.39175596632,CANDIDATE,1.0,1.0,False,False,False,False,40.335163,,False,1,3.12e-06,4.37345528285e-07,Kepler-766 b
K01099.01,K01099.01,0.065,478.0,0.5,0.00014405,0.00017345,1.46905e-25,3.73217e-27,2.9378e-05,0.00017224,8.3621e-07,1.04489e-07,6.2e-05,1.537e-05,2.75825e-09,4.4462e-10,0.000115,1.672e-05,0.0,0.0,0.4897,0.9999,0.4864,0.052,0.000378,2853093,161.5280101,6.64142544781,CANDIDATE,1.0,1.0,False,False,False,False,56.796024,,False,1,0.000531,9.50672276748e-05,Kepler-767 b
K01101.01,K01101.01,0.021,214.0,0.66,1.0485e-06,1.5984e-06,0.002075,9.226e-05,1.9979e-05,0.00012216,0.004563,0.0007239,0.004125,0.002364,0.011,0.003752,0.00438,0.0001737,0.0,0.0,0.1116,0.9929,0.1372,0.179,0.00723,3245969,11.3910025,1.78845774189,CANDIDATE,1.0,0.64,False,False,False,False,21.116705,,False,1,0.0076,0.000208752910825,Kepler-768 b
K01106.01,K01106.01,0.021,67.0,0.6,0.000262064,9.18094e-06,8.025e-05,7.651e-08,0.011992,0.0018426,0.002738883,1.256605e-05,0.006636,4.936e-05,1.8085e-05,1.0696e-07,2e-05,1.728e-08,0.0,0.0,3.71,0.9981,3.752,0.158,0.001915,3240158,7.42608998,2.9219872966,CANDIDATE,1.0,1.0,False,False,False,False,31.794424,,False,3,0.00307,0.000752011524734,Kepler-769 b
K01106.02,K01106.02,0.013,90.0,2.58,3.132e-07,1.0358e-07,0.0003097,1.996e-06,0.0013184,0.0019835,0.002111,6.725e-05,0.001628,0.001839,0.001785,0.001578,0.00298,2.452e-05,0.0,0.0,0.4178,0.9946,0.4308,0.216,0.005496,3240158,15.9870174,1.79467334406,CANDIDATE,1.0,0.44,False,False,False,False,10.0980015,,False,3,0.00646,0.000796006700139,Kepler-769 c
K01108.01,K01108.01,0.023,78.0,0.81,2.94200024113e-14,4.0180003346e-14,1.5597e-14,3.4053e-16,8.4940003187e-12,6.1650002393e-11,1.25556682e-27,1.42115855e-28,1.8419e-05,8.2873e-06,5.3526e-09,1.3726e-09,0.000314,1.963e-05,0.0,0.0,0.08253,1.0,0.08233,0.21,2.79e-05,3218908,18.92540274,2.29737380075,CANDIDATE,1.0,1.0,False,False,False,False,34.073013,,False,3,5.44e-05,9.75511261966e-06,Kepler-770 b
K01108.02,K01108.02,0.012,23.0,0.84,5.776e-24,8.102e-26,2.362e-09,5.273e-12,5.6614e-20,3.728e-21,7.938e-08,8.77e-10,5.315e-07,6.925e-09,5.707766e-05,9.024284e-07,2.43e-05,3.07e-08,0.0,0.0,1.816,1.0,1.81,0.118,9.3986e-07,3218908,1.475322314,1.20255545256,CANDIDATE,1.0,1.0,False,False,False,False,22.760323,,False,3,2.16e-06,9.27328283236e-07,Kepler-770 c
K01108.03,K01108.03,0.014,50.0,1.2,2.7179e-20,1.0183e-21,1.3086e-06,3.393e-09,8.7420001996e-10,1.53800003457e-10,2.115e-05,3.299e-07,0.0020082,6.481e-05,0.01976,0.0006027,5.02e-07,9.699e-10,5.09e-06,9.847e-09,1.928,0.999,1.94,0.14,0.0006679,3218908,4.15244722,1.39840144393,CANDIDATE,1.0,0.88,False,False,False,False,18.098621,,False,3,0.000814,9.69965062372e-05,Kepler-770 d
K01110.01,K01110.01,0.016,61.0,1.02,7.819e-22,2.0641e-22,2.821e-07,1.0918e-09,1.8003e-06,2.3963e-06,2.073e-08,4.254e-10,0.00105814,8.4091e-05,7.508e-05,3.89e-06,0.00154,8.438e-06,0.0,0.0,0.5544,1.0,0.5598,0.197,9.874e-05,2837111,8.73485836,1.82498803538,CANDIDATE,1.0,0.99,False,False,False,False,22.199635,,False,2,0.000224,7.62098739593e-05,Kepler-771 b
K01115.01,K01115.01,0.015,53.0,0.6,4.079690406e-36,8.55540085001e-36,2.735504e-10,4.996316e-12,1.57240108002e-25,1.59270101002e-24,4.44045e-15,3.11009e-16,1.2626e-06,5.141e-07,2.919693e-10,7.54276e-11,0.00378,0.0002014,0.0,0.0,0.07559,1.0,0.07838,0.187,0.0002021,3116412,12.99207337,1.81561010929,CANDIDATE,1.0,1.0,False,False,False,False,30.744486,,False,1,0.000212,5.85851706682e-06,Kepler-772 b
K01116.01,K01116.01,0.013,23.0,0.63,0.001570407,4.49866e-06,0.009399,2.717e-06,6.3769e-06,1.09564e-07,0.009494,1.74e-05,0.1088,0.0003681,0.00023808,7.567e-07,0.0,0.0,0.0,0.0,11.34,1.0,11.43,0.133,0.0003935,2849805,3.749100061,1.43035182003,CANDIDATE,1.0,1.0,False,False,False,False,34.63091,,False,1,0.000471,4.76847285127e-05,Kepler-773 b
K01117.01,K01117.01,0.012,30.0,0.84,1.05709e-07,7.00998e-09,1.339193e-05,5.230924e-09,0.0005444,0.00014677,0.0145003888448,1.68704828876e-05,4.806e-06,8.467e-08,4.116769657e-07,4.229801672e-09,2.97e-05,2.516e-08,0.0,0.0,2.42,1.0,2.447,0.192,0.00016363,3114811,11.0895723,3.16799428799,CANDIDATE,1.0,1.0,False,False,False,False,25.891588,,False,1,0.000333,7.739328208e-05,Kepler-774 b
K01128.01,K01128.01,0.013,26.0,0.5,1.2078e-21,3.738e-23,0.0006281,5.142e-07,5.5208e-26,4.7202e-27,6.612e-05,3.522e-07,0.2322,0.002384,4.4052e-05,3.4538e-07,0.0,0.0,0.0,0.0,2.616,0.9975,2.799,0.112,0.002385,6362874,0.974868926,1.18652574169,CANDIDATE,1.0,1.0,False,False,False,False,46.531963,,False,1,0.00323,0.00054589885103,Kepler-775 b
K01129.01,K01129.01,0.015,71.0,1.86,3.781e-09,3.612e-11,0.02771,1.622e-05,2.296e-08,8.846e-10,0.004397,9.782e-06,0.11409,0.001734,0.02643,0.0005563,2.62e-06,1.518e-09,0.0,0.0,9.648,0.9978,9.813,0.121,0.002316,6272413,4.89718784,1.28237686998,CANDIDATE,1.0,0.56,False,False,False,False,13.885723,,False,1,0.0026,0.000180135751279,Kepler-776 b
K01141.01,K01141.01,0.024,161.0,1.44,3.059e-14,1.787e-16,0.0009433,4.071e-07,2.658e-15,5.848e-17,1.945e-05,2.562e-08,0.05081,0.0002297,0.06769,0.0003125,8.47e-06,3.235e-09,8.25e-07,3.148e-10,17.23,0.9992,17.42,0.143,0.0005422,8346392,5.72812599,1.46819066135,CANDIDATE,1.0,0.78,False,False,False,False,18.422203,,False,1,0.000594,4.27571956257e-05,Kepler-777 b
K01142.01,K01142.01,0.02,90.0,0.96,2.715e-16,2.304e-18,3.79e-05,4.192e-08,8.311e-15,2.494e-16,3.091e-05,1.2005e-07,0.0584,0.0002849,0.01944,0.0001155,0.0,0.0,0.000556,3.853e-07,5.142,1.0,5.216,0.165,0.000401,8288947,3.75574426,1.68148395707,CANDIDATE,1.0,1.0,False,False,False,False,25.34715,,False,1,0.000498,5.68624070308e-05,Kepler-778 b
K01146.01,K01146.01,0.019,97.0,1.59,5.823e-22,3.972e-23,6.847e-06,1.689e-08,7.7714e-21,1.8828e-21,3.5486e-07,2.6756e-09,0.0364,0.002411,0.007057,0.0004085,0.000222,9.506e-07,4.79e-05,2.046e-07,3.914,0.9971,3.935,0.074,0.002821,8351704,7.09714223,0.915765387254,CANDIDATE,1.0,0.78,False,False,False,False,15.746592,,False,1,0.0033,0.000252474421147,Kepler-779 b
K01150.01,K01150.01,0.008,10.0,0.9,2.3531e-29,8.734e-32,2.7143e-05,4.577e-09,2.506e-25,2.2615e-27,7.34e-07,1.0221e-09,0.002815,5.673e-06,7.78888e-09,1.444362e-11,0.0,0.0,9.65e-05,1.465e-08,13.09,1.0,13.3,0.075,5.6979e-06,8278371,0.677375164,0.887195426375,CANDIDATE,1.0,1.0,False,False,False,False,30.738522,,False,1,1.06e-05,3.63567687264e-06,Kepler-780 b
K01151.03,K01151.03,0.007,27.0,2.37,4.234e-19,3.4288e-20,0.0006734,1.2292e-06,6.533e-16,2.2462e-16,0.0002395,1.778e-06,0.004829,0.0008537,0.003279,0.0006197,0.00118,5.7e-06,1.59e-05,7.713e-08,4.814,0.9989,4.83,0.029,0.001483,8280511,5.24972541,0.662561382824,CANDIDATE,1.0,0.33,False,False,False,False,12.842544,,False,5,0.00245,0.000358702910189,Kepler-271 d
K01160.01,K01160.01,0.034,195.0,0.5,8.067175e-11,6.289138e-12,1.64392e-05,2.2427e-08,5.222e-09,2.2083e-09,3.955782e-06,3.387671e-08,0.0256,0.00011417,0.000617,1.902e-06,0.0,0.0,0.0,0.0,2.205,1.0,2.233,0.197,0.00011602,10330115,13.2140732,2.89189069659,CANDIDATE,1.0,1.0,False,False,False,False,31.116886,,False,1,0.000173,2.60254917768e-05,Kepler-781 b
K01162.01,K01162.01,0.029,58.0,0.9,6.4049e-13,6.5732e-13,1.29588e-16,6.9987e-19,3.9885e-08,2.24491e-07,0.0104100000015,0.000522200000075,0.00097585,0.00022051,7.3797e-10,1.01095e-10,0.0,0.0,0.0,0.0,0.2025,0.9992,0.2142,0.172,0.0007422,10528068,158.6853308,3.20975877278,CANDIDATE,1.0,1.0,False,False,False,False,91.50749,,False,1,0.00122,0.000320755635613,Kepler-782 b
K01165.02,K01165.02,0.008,30.0,2.82,1.5962e-17,8.764e-19,7.884e-05,2.053e-07,5.861e-15,1.7384e-15,5.501e-06,1.096e-07,0.00098525,0.00033101,0.0009356,0.0003387,0.00118,5.596e-06,0.00101,4.783e-06,2.962,0.9993,2.924,0.041,0.0006806,10337517,4.29264638,0.775532678513,CANDIDATE,0.99,0.44,False,False,False,False,10.339029,,False,2,0.00111,0.000262898459486,Kepler-783 b
K01175.01,K01175.01,0.011,52.0,2.13,8.93003151588e-104,3.24001751778e-103,9.5255e-20,1.510695e-21,1.973100195e-60,3.964340353e-59,2.48806e-19,2.99552e-20,3.9259e-06,4.6697e-05,1.76410000394e-08,1.13020000206e-07,7.11e-06,1.187e-06,1.16e-06,1.941e-07,0.04153,1.0,0.04041,0.167,4.8211e-05,10350571,31.5922646,1.58334287008,CANDIDATE,1.0,0.42,False,False,False,False,13.075491,,False,2,9.55e-05,3.43506229767e-05,Kepler-784 b
K01176.01,K01176.01,0.167,121.0,0.5,1.89043e-15,4.8661e-18,5.58446e-09,9.05481e-13,7.1108e-10,5.8011e-12,5.428e-07,4.451e-10,1.31305e-05,8.5711e-09,8.515000432e-21,3.7320001919e-24,0.0,0.0,0.0,0.0,75.86,1.0,75.2,0.075,9.0161e-09,3749365,1.973760926,13.0205961021,CANDIDATE,1.0,0.5,False,False,False,False,1545.6997,,False,1,3.96e-08,1.19701900519e-08,Kepler-785 b
K01199.01,K01199.01,0.03,221.0,0.54,3.2945e-08,7.9567e-09,3.7149e-05,2.723e-07,5.746e-07,3.818e-07,0.00018231,5.01e-06,0.003867,0.0004786,0.0012257,5.217e-05,0.00209,3.958e-05,0.0,0.0,0.8663,0.9991,0.8772,0.211,0.0005761,3859079,53.5293487,2.42735621818,CANDIDATE,1.0,1.0,False,False,False,False,27.619492,,False,1,0.000693,7.72031231377e-05,Kepler-786 b
K01202.01,K01202.01,0.019,80.0,1.35,6.534e-14,2.14e-16,0.0002682,8.259e-08,1.81067e-15,1.5486e-17,1.1982e-05,2.086e-08,0.4112,0.003392,0.2872,0.002362,0.0,0.0,2.41e-06,2.254e-10,23.9,0.9944,24.68,0.119,0.005757,3444588,0.928310498,1.28248591563,CANDIDATE,1.0,0.95,False,False,False,False,20.886517,,False,1,0.00633,0.000495783330812,Kepler-787 b
K01204.01,K01204.01,0.019,64.0,0.63,2.1159804418e-38,2.4695105549e-37,7.98268e-11,2.20876e-11,1.9867095e-24,1.214052e-22,7.3129e-09,1.04644e-08,0.00017762,0.0004108,1.1718e-05,2.954e-05,1.63e-05,5.463e-06,0.00756,0.002534,0.008635,0.9968,0.01648,0.198,0.00298,3438507,8.39846269,2.55254062692,CANDIDATE,1.0,1.0,False,False,False,False,24.989899,,False,1,0.00369,0.000341434880728,Kepler-788 b
K01205.01,K01205.01,0.019,66.0,0.81,4.27866e-62,2.719157e-62,9.277767e-19,9.270081e-21,9.47e-48,2.9668e-47,3.582005248e-14,1.5180022207e-15,0.00020122,6.425e-05,2.43e-16,5.071e-17,0.00143,2.077e-05,0.0,0.0,0.1975,1.0,0.1966,0.214,8.495e-05,3869014,8.63847725,2.1174484746,CANDIDATE,1.0,1.0,False,False,False,False,31.866728,,False,1,0.00013,2.57121350512e-05,Kepler-789 b
K01207.01,K01207.01,0.025,121.0,0.72,0.0007975,5.717e-05,0.022594,3.326e-05,0.005395,0.0014833,0.02951,0.00010776,0.07525,0.0010805,0.0377,0.0003417,0.0,0.0,0.0,0.0,1.842,0.9969,2.026,0.217,0.003105,3732821,13.73469807,2.17546076158,CANDIDATE,1.0,1.0,False,False,False,False,28.314846,,False,1,0.00393,0.00050228920399,Kepler-790 b
K01210.01,K01210.01,0.019,61.0,1.68,8.576e-10,1.7912e-09,2.548e-06,7.475e-08,0.0005384,0.005326,0.00020142,2.547e-05,0.0007051,0.0028373,0.00012162,0.00032212,1.19e-06,5.528e-08,0.0,0.0,0.08789,0.9914,0.08915,0.149,0.008511,3962357,14.5539759,3.05393253578,CANDIDATE,1.0,1.0,False,False,False,False,23.041864,,False,1,0.0125,0.00240710268442,Kepler-791 b
K01212.01,K01212.01,0.016,79.0,0.93,3.385e-10,6.6346e-10,2.05418e-07,6.4758e-09,5.13818e-05,0.00056033,8.01600042197e-08,1.11500005653e-08,1.7832e-05,1.5869e-05,1.6886e-06,8.544e-07,0.00435,0.0001809,0.0,0.0,0.06838,0.9993,0.07262,0.219,0.0007584,3749134,11.30119217,1.9593322789,CANDIDATE,1.0,0.78,False,False,False,False,16.75452,,False,1,0.00154,0.000461994035556,Kepler-792 b
