koi,koi.1,rprs,secthresh,maxrad,lhood_heb,pr_heb,lhood_heb_Px2,pr_heb_Px2,lhood_eb,pr_eb,lhood_eb_Px2,pr_eb_Px2,lhood_beb,pr_beb,lhood_beb_Px2,pr_beb_Px2,lhood_boxy,pr_boxy,lhood_long,pr_long,lhood_pl,pr_pl,lhood_tot,fp,FPP,kepid,period,rp,disposition,prob_ontarget,pos_prob_score,not_transitlike,significant_secondary,centroid_offset,ephem_match,MES,exception,has_ttv,n_cands,FPP_max,FPP_std,kepnum
K03026.01,K03026.01,0.015,80.0,1.02,0.0007224,2.398e-05,0.148,0.000623,0.0011136,0.0001487,0.08257,0.0013067,0.07252,0.001839,0.0806,0.002048,0.000793,2.13e-06,0.0,0.0,1.887,0.9939,2.276,0.113,0.005992,6929841,3.51576315,1.2316706417,CANDIDATE,1.0,0.86,False,False,False,False,13.302738,,False,1,0.0065,0.000216476839921,Kepler-1414 b
K03032.01,K03032.01,0.014,67.0,2.07,4.3e-06,7.608e-09,0.04455,1.8e-05,1.0577e-06,3.565e-09,0.010313,2.349e-05,0.08543,0.0003371,0.0565,0.0002414,3.5e-05,2.523e-09,0.0,0.0,18.76,0.999,18.99,0.122,0.0006201,10585738,0.63642408,1.28848342651,CANDIDATE,1.0,0.78,False,False,False,False,13.68878,,False,1,0.000711,6.07864202671e-05,Kepler-1415 b
K03038.01,K03038.01,0.007,18.0,2.76,5.2004e-23,6.0283e-24,1.3045e-09,1.5797e-11,1.05293e-15,4.4056e-16,9.199e-07,5.695e-08,4.280002113e-21,9.07000442e-21,2.4760016892e-09,5.5020037022e-09,0.00379,3.217e-05,2.57e-06,2.181e-08,0.288,1.0,0.2928,0.092,3.226e-05,8051946,1.49514952,0.876290861154,CANDIDATE,1.0,0.33,False,False,False,False,12.607639,,False,1,3.31e-05,7.0742098106e-07,Kepler-1416 b
K03039.01,K03039.01,0.009,30.0,2.16,9.55518705e-28,7.044133738e-27,2.0525e-08,1.4487e-09,3.43900000001e-13,1.3045e-11,4.088e-08,1.2234e-08,2.509e-06,4.5963e-05,3.3784e-06,4.6916e-05,0.00481,0.001534,0.0,0.0,0.02874,0.998,0.03412,0.103,0.001625,5445681,20.3505213,1.00005767641,CANDIDATE,1.0,0.95,False,False,False,False,14.708315,,False,1,0.00171,4.47834294751e-05,Kepler-1417 b
K03049.01,K03049.01,0.021,241.0,1.41,1.8326e-09,1.797e-10,0.004097,1.1285e-05,1.5789e-08,5.097e-09,0.008612,7.708e-05,0.04622,0.004099,0.04481,0.003653,8.84e-05,5.157e-07,0.0,0.0,1.969,0.992,2.084,0.164,0.007843,6263593,22.4764425,1.65564013749,CANDIDATE,1.0,0.86,False,False,False,False,12.646397,,False,1,0.0088,0.000419392417671,Kepler-1418 b
K03053.01,K03053.01,0.026,251.0,1.35,1.1923e-05,5.2357e-06,3.8789e-05,3.7492e-07,0.000291,0.0005461,0.0009421,4.6525e-05,0.0006918,0.000537,0.0001453,6.799e-05,0.0031,6.991e-05,0.0,0.0,0.3718,0.9988,0.3781,0.191,0.0012734,2716801,42.5215895,2.86353882702,CANDIDATE,1.0,0.43,False,False,False,False,14.709206,,False,2,0.00167,0.000278274524725,Kepler-1419 b
K03056.01,K03056.01,0.015,100.0,1.35,3.9678e-20,9.1103e-21,3.834e-07,2.459e-09,9.723e-17,9.058e-17,3.695e-07,1.2786e-08,0.0003881,0.00012376,0.000188,4.117e-05,0.00374,3.176e-05,0.0,0.0,0.6962,1.0,0.6973,0.125,0.0001969,7216284,6.69960006,1.28401255477,CANDIDATE,1.0,0.33,False,False,False,False,12.57115,,False,1,0.000278,3.42164677702e-05,Kepler-1420 b
K03060.01,K03060.01,0.006,16.0,2.31,8.96601299e-13,3.75600548e-12,1.1646e-05,8.69e-07,2.8589e-14,5.6886e-13,2.699e-05,9.648e-06,9.857e-05,0.00037885,0.0016799,0.005626,4.61e-05,5.362e-06,7.45e-05,8.678e-06,0.05318,0.994,0.05526,0.078,0.006027,11019987,6.9131112,0.925797587257,CANDIDATE,1.0,0.78,False,False,False,False,10.303812,,False,1,0.0101,0.00218138615462,Kepler-1421 b
K03063.01,K03063.01,0.015,116.0,1.38,1.41718279e-25,2.28130049e-25,8.395855e-08,2.7739569e-09,1.9171e-12,1.1192e-11,1.0055e-08,1.4824e-09,6.666e-05,6.93e-05,3.0038e-05,1.6867e-05,0.00379,0.0002664,2.6e-05,1.83e-06,0.06769,1.0,0.0717,0.211,0.0003544,10924562,18.6051942,2.01679933761,CANDIDATE,1.0,0.5,False,False,False,False,11.169513,,False,1,0.000446,4.30457121364e-05,Kepler-1422 b
K03071.01,K03071.01,0.013,103.0,0.72,1.0858e-10,4.854e-11,0.00057241,2.76205e-06,1.1961e-09,1.9218e-09,3.2722e-05,6.062e-07,0.001523,0.0002511,0.0002911,4.175e-05,0.00335,8.406e-05,0.0,0.0,0.7381,1.0,0.7476,0.102,0.0003804,5865654,23.955378,1.06319510904,CANDIDATE,1.0,0.94,False,False,False,False,11.279243,,False,1,0.000403,1.83315150613e-05,Kepler-1423 b
K03093.01,K03093.01,0.01,65.0,0.96,4.139e-08,3.82e-08,0.0011289,6.862e-06,3.0232e-07,1.2195e-06,0.0004951,1.893e-05,0.002595,0.0010804,0.003335,0.0009842,0.0027,9.269e-05,0.0,0.0,0.3248,0.998,0.3361,0.119,0.002185,5096590,29.6091744,1.16351710907,CANDIDATE,1.0,0.62,False,False,False,False,10.959635,,False,1,0.00237,0.00012285944996,Kepler-1424 b
K03096.01,K03096.01,0.009,21.0,1.17,6.0267344e-50,3.2636336e-49,8.256e-10,2.6601e-11,6.795992e-43,2.3539931e-41,5.329e-10,1.3121e-10,1.1061e-05,4.956e-05,9.428e-08,3.0026e-07,0.00256,0.0004054,5.73e-06,9.096e-07,0.05421,0.9998,0.05667,0.094,0.0004561,7455981,14.4541302,0.93626596987,CANDIDATE,1.0,0.99,False,False,False,False,13.702136,,False,1,0.000539,4.30231203993e-05,Kepler-1425 b
K03101.01,K03101.01,0.014,82.0,1.11,1.552476e-11,5.85935e-12,8.691e-06,4.58e-08,1.3153e-07,2.1782e-07,3.217e-05,8.112e-07,0.0006904,6.636e-05,0.0005464,3.171e-05,0.00259,2.383e-05,0.0,0.0,0.5285,1.0,0.5329,0.161,0.000123,11508644,14.2563227,1.55717191355,CANDIDATE,1.0,0.78,False,False,False,False,13.532849,,False,1,0.000138,1.16619037897e-05,Kepler-1426 b
K03106.01,K03106.01,0.01,33.0,1.83,8.582e-10,1.261e-11,0.0003594,7.533e-07,3.454e-08,1.2386e-09,0.000781,9.12e-06,0.0008334,3.03e-05,0.007358,0.0003458,0.00126,6.392e-07,0.000213,1.08e-07,3.141,0.9999,3.181,0.111,0.0003865,8895758,0.968972376,1.10463245688,CANDIDATE,1.0,0.5,False,False,False,False,12.407475,,False,1,0.000602,8.79965277093e-05,Kepler-1427 b
K03109.01,K03109.01,0.011,53.0,3.0,2.801345e-21,4.029954e-21,2.2246e-08,3.2566e-10,1.0420465e-14,5.500765e-14,1.3486e-09,5.5717e-11,9.716e-05,0.0003809,1.1582e-05,2.4063e-05,0.00447,0.0001299,0.0,0.0,0.1425,0.9995,0.1466,0.162,0.0005349,11572193,10.67607169,1.63732046792,CANDIDATE,1.0,0.99,False,False,False,False,14.025703,,False,1,0.00108,0.000232206541204,Kepler-1428 b
K03110.01,K03110.01,0.011,50.0,2.64,1.8262e-12,1.4779e-13,0.0001501,8.287e-07,2.2698e-10,9.446e-11,0.0005907,1.799e-05,0.0006941,9.849e-05,0.002535,0.0004329,0.00294,1.219e-05,0.0,0.0,0.8451,0.9992,0.8521,0.131,0.0005623,11285870,4.48487493,1.28586633085,CANDIDATE,1.0,0.36,False,False,False,False,11.865757,,False,1,0.000676,6.89090382719e-05,Kepler-1429 b
K03113.01,K03113.01,0.015,95.0,0.54,7.2449e-16,3.1968e-17,3.576e-06,1.6182e-08,1.2425e-11,2.114e-12,6.505e-05,1.0609e-06,0.01473,0.000138,0.03476,0.0002672,0.00319,6.606e-06,4.9e-06,1.016e-08,2.086,1.0,2.143,0.109,0.0004128,7676423,2.46050993,1.17769304386,CANDIDATE,1.0,0.96,False,False,False,False,15.133347,,False,1,0.000427,1.21454152301e-05,Kepler-1430 b
K03115.01,K03115.01,0.013,55.0,1.08,6.0666e-26,6.2257e-27,4.552e-08,2.088e-10,2.138e-26,1.0596e-26,1.7578e-08,5.038e-10,6.131e-05,2.3822e-06,0.00021565,8.028e-06,0.00232,1.062e-05,0.0,0.0,0.7638,1.0,0.7616,0.159,2.102e-05,11714231,5.86601526,1.46720925048,CANDIDATE,1.0,0.88,False,False,False,False,14.166395,,False,1,2.97e-05,5.15876815615e-06,Kepler-1431 b
K03116.01,K03116.01,0.018,145.0,1.05,2.61784e-05,1.1283e-05,0.003736,3.519e-05,0.0002517,0.0004447,0.010609,0.0005685,0.002615,0.0004184,0.00531,0.0007932,0.00217,3.447e-05,0.0,0.0,0.3258,0.9977,0.3503,0.211,0.002305,11720424,23.9109011,2.22387703116,CANDIDATE,1.0,0.38,False,False,False,False,10.496354,,False,1,0.00267,0.000219608237044,Kepler-1432 b
K03120.01,K03120.01,0.012,45.0,0.9,1.1188e-05,8.8551e-07,0.006128,4.725e-05,0.0013492,0.00053287,0.04885,0.002033,0.01899,0.0002687,0.06713,0.0010484,0.00019,6.896e-07,0.0,0.0,0.666,0.9961,0.8195,0.17,0.003933,11499192,4.13592271,1.56240610486,CANDIDATE,1.0,0.5,False,False,False,False,13.88981,,False,1,0.00571,0.000720093358145,Kepler-1433 b
K03122.01,K03122.01,0.005,12.0,3.6,3.0614e-14,2.5017e-14,1.098e-05,6.7183e-08,1.85218e-12,8.1419e-12,8.643e-07,1.7149e-08,9.041e-06,1.8718e-05,3.5690521e-06,6.978082e-06,0.00429,6.215e-05,0.0,0.0,0.2275,1.0,0.2303,0.119,8.794e-05,12416661,8.05333618,1.11390133732,CANDIDATE,1.0,0.56,False,False,False,False,11.512077,,False,1,0.000107,1.07949782564e-05,Kepler-1434 b
K03125.01,K03125.01,0.006,25.0,1.77,3.5619e-14,3.3774e-15,3.486e-05,1.646e-07,1.544e-18,7.725e-19,1.0458e-05,2.929e-07,0.00023891,4.9812e-05,0.002183,0.0004462,0.000494,2.4e-06,0.000507,2.464e-06,1.043,0.9996,1.054,0.084,0.0005013,8751796,4.45343281,0.862333017672,CANDIDATE,1.0,0.78,False,False,False,False,13.830918,,False,1,0.000673,0.000116464634594,Kepler-1435 b
K03127.01,K03127.01,0.011,56.0,1.08,2.1387345e-54,1.0327683e-53,5.4693e-15,2.7142e-16,2.639051e-33,5.842811e-32,5.9151e-13,1.7207e-13,7.0687e-05,0.000149611,5.568e-06,6.314e-06,0.0,0.0,0.000563,4.458e-05,0.05265,1.0,0.05344,0.137,0.0002004,9907129,9.705716,1.31105587651,CANDIDATE,1.0,0.89,False,False,False,False,12.934553,,False,1,0.00037,0.000125301777943,Kepler-1436 b
K03131.01,K03131.01,0.014,88.0,1.17,4.282860441e-57,2.356550257e-56,2.8634e-15,2.0513e-16,1.221575e-47,2.423431e-46,5.367e-12,1.7039e-12,1.0212e-05,1.4603e-05,3.0146e-05,2.4446e-05,0.00332,0.0003683,0.000244,2.707e-05,0.04972,1.0,0.05171,0.135,0.0004342,11455181,10.9295461,1.36786866131,CANDIDATE,1.0,0.5,False,False,False,False,12.768108,,False,1,0.000479,2.97276526711e-05,Kepler-1437 b
K03141.01,K03141.01,0.009,47.0,1.62,2.621e-08,7.562e-10,0.004464,6.548e-06,1.8648e-06,2.7506e-07,0.010158,8.546e-05,0.03452,0.00162,0.07147,0.00272,0.00137,1.238e-06,0.0,0.0,3.645,0.9957,3.763,0.098,0.004436,5440317,2.31942009,0.941173024219,CANDIDATE,1.0,0.67,False,False,False,False,11.083379,,False,1,0.00488,0.000291440864976,Kepler-1438 b
K03144.01,K03144.01,0.031,457.0,1.02,1.0912e-19,2.5949e-20,2.29e-06,3.089e-08,3.626e-20,2.8932e-20,1.574e-05,8.023e-07,0.02832,0.002284,0.01918,0.001532,0.00214,2.002e-05,0.0,0.0,0.9874,0.996,1.036,0.142,0.003836,5688790,8.07392849,1.46033937439,CANDIDATE,1.0,1.0,False,False,False,False,11.359842,,False,1,0.00409,0.000151158489305,Kepler-1439 b
K03146.01,K03146.01,0.012,59.0,3.3,7.7358748e-21,1.815217e-20,1.2844e-08,3.434e-10,2.2444757e-14,2.9916277e-13,5.387e-08,9.499e-09,9.896e-05,0.0004464,0.00010478,0.0002893,0.00292,0.0003524,0.0,0.0,0.10705,0.999,0.1111,0.126,0.0010875,10908248,39.859484,1.26013155693,CANDIDATE,1.0,0.42,False,False,False,False,12.399371,,False,1,0.00149,0.000204751475371,Kepler-1440 b
K03147.01,K03147.01,0.012,80.0,1.44,2.5302e-13,2.3448e-13,5.264e-07,5.253e-09,5.389703e-09,2.658569e-08,6.765e-07,4.821e-08,0.0007304,0.0007195,0.00017345,9.983e-05,0.00124,5.316e-05,0.0,0.0,0.2617,0.999,0.2652,0.135,0.0008729,7534267,39.4419839,1.30723927869,CANDIDATE,1.0,0.43,False,False,False,False,12.489735,,False,1,0.00121,0.000226389757326,Kepler-1441 b
K03220.01,K03220.01,0.025,306.0,0.78,1.5583e-09,3.285e-09,9.63839299e-14,1.240002084e-15,3.872e-08,3.313e-07,2.86600000002e-05,1.49500000001e-06,7.0064e-06,3.9249e-06,2.38211e-12,4.18026e-13,0.0,0.0,0.0,0.0,0.1624,1.0,0.16,0.11,5.7563e-06,11189311,81.4162941,3.92564347954,CANDIDATE,1.0,1.0,False,False,False,False,29.439762,,False,1,8.98e-06,2.70252622765e-06,Kepler-1442 b
K03234.01,K03234.01,0.007,14.0,0.99,3.314e-10,8.34e-11,0.00229,1.872e-05,4.0895e-10,5.064e-10,0.0007545,3.206e-05,0.002138,0.0001939,0.000196,1.307e-05,0.00218,2.295e-05,0.0,0.0,0.3719,1.0,0.3777,0.076,0.0002809,10057494,2.41811321,0.969415848141,CANDIDATE,1.0,0.99,False,False,False,False,15.742218,,False,1,0.000328,4.68649359567e-05,Kepler-1443 b
K03237.01,K03237.01,0.019,108.0,0.6,4.73e-07,6.114e-08,2.3244e-05,2.536e-08,0.0004195,0.0002365,0.00036448,2.5505e-06,0.007268,0.00012798,3.32e-05,3.295e-07,0.0,0.0,0.0,0.0,1.127,1.0,1.128,0.219,0.0003675,6587796,33.42035034,2.18167636375,CANDIDATE,1.0,1.0,False,False,False,False,30.96023,,False,1,0.000492,8.81176612389e-05,Kepler-1444 b
K03245.01,K03245.01,0.007,17.0,1.98,2.5071e-11,3.0961e-11,7.542e-05,6.722e-07,3.94543e-10,2.3275e-09,1.4755e-05,8.191e-07,0.0010217,0.0007879,0.0004104,0.0001792,0.00279,6.208e-05,0.0,0.0,0.2633,0.9989,0.2664,0.099,0.0010304,8073705,10.60052251,0.964835930748,CANDIDATE,0.99,0.67,False,False,False,False,13.740975,,False,1,0.00154,0.000239174599172,Kepler-1445 b
K03246.01,K03246.01,0.01,29.0,0.5,4.067e-16,4.299e-19,0.00247518,9.72172e-08,4.36884e-46,1.223486e-48,1.5864e-06,3.299e-10,1.306,0.0004288,0.00014114,2.7489e-08,0.0,0.0,0.0,0.0,106.0,0.9999,107.3,0.051,0.000429,9885417,0.689967832,0.815661478526,CANDIDATE,1.0,1.0,False,False,False,False,42.959167,,False,1,0.000561,6.784459366e-05,Kepler-1446 b
K03260.01,K03260.01,0.028,235.0,0.87,1.3127e-05,1.4766e-05,0.0002378,7.364e-06,0.0002693,0.0018634,0.0008316,0.0001471,0.002458,0.0005618,0.002648,0.0002231,0.00346,0.0002067,0.0,0.0,0.1463,0.997,0.1559,0.192,0.003025,12156174,56.6747285,2.90061434877,CANDIDATE,1.0,0.96,False,False,False,False,20.2359,,False,1,0.00433,0.000708256858617,Kepler-1447 b
K03261.01,K03261.01,0.016,93.0,1.23,1.071819e-17,6.952991e-19,1.667519e-05,1.370126e-08,3.776122e-07,1.32704239e-07,4.58738e-08,1.697862e-10,0.0010723,1.759e-05,1.7773e-05,2.15e-07,0.000713,1.224e-06,0.0,0.0,2.725,1.0,2.722,0.169,1.917e-05,12055539,12.27065865,1.6138756527,CANDIDATE,1.0,0.44,False,False,False,False,16.176521,,False,1,3.13e-05,6.66384106787e-06,Kepler-1448 b
K03262.01,K03262.01,0.014,82.0,1.53,1.41587000083e-27,1.20506000067e-27,3.1352e-09,4.431e-11,3.148e-13,1.3804e-12,8.075926e-05,6.706547e-06,4.576e-05,1.18263e-05,0.00011363,2.3e-05,0.0024,5.245e-05,2.03e-05,4.432e-07,0.1983,1.0,0.2007,0.178,9.449e-05,12056139,13.2274528,1.68388296142,CANDIDATE,1.0,0.33,False,False,False,False,14.260094,,False,1,0.000144,3.16915498727e-05,Kepler-1449 b
K03266.01,K03266.01,0.023,262.0,0.78,1.2578e-09,2.215e-10,3.122e-05,1.79e-07,2.456e-08,1.41e-08,0.0001108,1.69e-06,0.006212,0.0007137,0.007756,0.0002483,0.00179,2.939e-05,0.0,0.0,1.245,0.999,1.266,0.169,0.0009939,8826007,54.5094166,1.70547400055,CANDIDATE,1.0,1.0,False,False,False,False,15.004909,,False,1,0.00116,0.000125552512254,Kepler-1450 b
K03274.01,K03274.01,0.031,243.0,0.78,4.044e-05,4.998e-06,1.9856e-07,5.536e-10,0.0003452,0.00017488,0.0004357573,5.76993e-06,0.003864,0.0002764,0.00014479,6.011e-06,0.000101,5.875e-07,0.0,0.0,1.787,0.9996,1.796,0.15,0.0004689,5280587,35.622233,3.35337189674,CANDIDATE,1.0,1.0,False,False,False,False,16.837582,,False,1,0.000576,7.93521686324e-05,Kepler-1451 b
K03277.01,K03277.01,0.012,61.0,1.29,8.676e-05,9.984e-05,3.3201e-05,3.0009e-07,0.001412,0.006927,0.00045603,1.8283e-05,0.0003798,0.000445,4.226e-05,2.958e-05,0.00414,0.0001338,0.0,0.0,0.1449,0.9924,0.1527,0.2,0.007653,3120904,42.913751,2.70215126175,CANDIDATE,1.0,0.94,False,False,False,False,15.483405,,False,1,0.0099,0.00113254923857,Kepler-1452 b
K03280.01,K03280.01,0.026,307.0,2.34,0.0003676,0.00014448,0.00017778,1.562e-06,0.0015138,0.002525,0.0026919,9.775e-05,0.0008002,0.0005608,0.0003037,8.558e-05,0.00358,8.247e-05,0.0,0.0,0.3711,0.9965,0.3796,0.199,0.003498,10653179,47.1611696,2.67074611391,CANDIDATE,1.0,0.95,False,False,False,False,13.662524,,False,1,0.00421,0.000447134083792,Kepler-1453 b
K03281.01,K03281.01,0.02,191.0,1.35,3.2136e-12,2.1643e-12,6.5222e-05,8.6393e-07,5.2004e-08,1.8984e-07,5.464e-05,4.057e-06,0.0006345,0.0002514,0.001427,0.0002762,0.00322,0.0001401,0.0,0.0,0.2117,0.999,0.2184,0.197,0.000673,11177676,47.0319479,1.88430887018,CANDIDATE,1.0,0.94,False,False,False,False,11.353689,,False,1,0.00073,4.78562662796e-05,Kepler-1454 b
K03282.01,K03282.01,0.033,484.0,0.78,2.5629e-15,3.965e-15,4.02932e-10,1.7303e-11,1.8577e-12,8.1613e-12,3.4845e-09,5.1466e-10,0.00011145,0.00010093,1.3028e-05,4.523e-06,0.00405,0.0005476,0.0,0.0,0.1207,0.999,0.1262,0.218,0.0006531,12066569,49.276764,2.15550540722,CANDIDATE,1.0,0.74,False,False,False,False,15.153336,,False,1,0.000675,1.28101522239e-05,Kepler-1455 b
K03286.01,K03286.01,0.017,135.0,1.2,8.07e-15,2.9756e-15,3.354e-06,3.453e-08,7.212e-14,8.879e-14,1.6151e-05,5.771e-07,0.003867,0.001313,0.01371,0.00237,0.00296,7.226e-05,0.0,0.0,0.6999,0.996,0.72,0.108,0.003753,8016691,18.1373829,1.14377984602,CANDIDATE,1.0,0.89,False,False,False,False,10.547637,,False,1,0.00401,0.000172114303105,Kepler-1456 b
K03287.01,K03287.01,0.018,100.0,0.75,6.1495e-22,1.72788e-22,7.20529e-11,1.86762e-13,1.7057e-09,1.827e-09,1.0626055e-09,1.0497881e-11,0.0008525,4.111e-05,5.5052e-06,1.06308e-07,2.57e-05,3.042e-07,0.0,0.0,0.5828,1.0,0.5809,0.214,4.152e-05,6584273,51.1110243,1.99226406587,CANDIDATE,1.0,1.0,False,False,False,False,21.256437,,False,1,8.98e-05,1.96944323774e-05,Kepler-1457 b
K03288.01,K03288.01,0.027,185.0,0.6,0.0013651,0.00018079,6.504e-08,1.0156e-10,0.0011191,0.0010068,3.21323e-07,4.617e-09,0.005948,0.00013468,3.176e-05,2.867e-07,0.0,0.0,0.0,0.0,1.0346,0.9986,1.028,0.195,0.0013226,5768816,47.9872764,2.76463442046,CANDIDATE,1.0,1.0,False,False,False,False,27.037926,,False,1,0.00215,0.000496457495104,Kepler-1458 b
K03296.01,K03296.01,0.017,136.0,1.53,6.735e-19,4.548e-19,8.064e-07,7.664e-09,1.2655e-14,2.5921e-14,9.039e-06,2.362e-07,0.001614,0.000636,0.002274,0.0003582,0.00235,0.0001339,0.0,0.0,0.5085,0.999,0.5143,0.127,0.001127,9447166,62.8691611,1.36437920044,CANDIDATE,1.0,0.86,False,False,False,False,12.930457,,False,1,0.00129,8.05605362445e-05,Kepler-1459 b
K03298.01,K03298.01,0.027,268.0,2.16,7.542e-06,2.257e-06,0.003002,2.151e-05,4.059e-05,3.705e-05,0.008557,0.0001691,0.0122,0.00528,0.01356,0.003539,0.00319,5.46e-05,0.0,0.0,0.7022,0.991,0.7439,0.196,0.009103,8151055,29.9633247,1.95791468542,CANDIDATE,1.0,0.89,False,False,False,False,15.844221,,False,1,0.00947,0.000275964973623,Kepler-1460 b
K03303.01,K03303.01,0.025,219.0,1.35,1.829e-21,2.03498e-21,8.419e-10,8.783e-12,4.838612839e-12,1.716804438e-11,9.1667e-11,2.4297e-12,0.0003402,0.0002917,5.467e-05,2.95e-05,0.00415,0.0002246,0.0,0.0,0.192,0.9992,0.1985,0.202,0.0005459,7510820,29.3494775,2.02552298979,CANDIDATE,1.0,0.62,False,False,False,False,16.397882,,False,1,0.000618,5.40523408888e-05,Kepler-1461 b
K03305.01,K03305.01,0.035,452.0,0.5,1.6353e-06,3.6804e-06,0.000591997,4.3455e-05,0.00024715,0.0027257,0.0012398,0.0004454,0.0002882,0.00012337,3.647e-05,5.404e-06,0.00392,0.0005456,0.0,0.0,0.1513,0.9961,0.1576,0.099,0.003892,6880517,65.6488341,3.81659782733,CANDIDATE,1.0,0.54,False,False,False,False,18.285948,,False,1,0.0067,0.00165623938152,Kepler-1462 b
K03306.01,K03306.01,0.018,175.0,0.96,3.250722403e-12,2.299411282e-12,1.1817e-07,1.2454e-09,2.62011e-08,8.47258e-08,0.0003589,1.8578e-05,0.0010055,0.0003419,0.002015,0.0005658,0.00126,3.14e-05,0.0,0.0,0.2465,0.999,0.2517,0.195,0.0009572,6615511,25.15864,1.8607550093,CANDIDATE,1.0,0.71,False,False,False,False,11.474126,,False,1,0.0011,0.00010277353745,Kepler-1463 b
K03308.01,K03308.01,0.015,63.0,0.9,2.84125e-21,4.71429e-21,3.35632e-10,5.05885e-12,5.8571767e-19,4.6371411e-18,1.1970100415e-12,8.452300312e-14,9.033098e-05,4.416083e-05,1.0122001254e-13,2.4206002805e-14,0.00168,9.525e-05,0.0,0.0,0.1152,1.0,0.1148,0.176,0.00013946,3632089,31.7785901,1.6585843701,CANDIDATE,1.0,0.98,False,False,False,False,20.371586,,False,2,0.000194,3.90894188581e-05,Kepler-1464 b
K03308.02,K03308.02,0.009,32.0,2.94,1.39290000874e-32,1.28250000797e-32,7.804e-10,2.6004e-11,3.16133e-37,1.55976e-36,1.885e-09,2.6065e-10,4.0297000993e-06,1.5866000421e-05,7.061e-05,0.0003279,9.05e-05,3.936e-06,0.00437,0.0001905,0.1234,0.9995,0.1256,0.099,0.0005381,3632089,5.32786292,1.00496473076,CANDIDATE,1.0,0.67,False,False,False,False,12.203129,,False,2,0.000876,0.000187991991555,Kepler-1464 c
K03311.01,K03311.01,0.023,195.0,1.02,0.007687,0.0002496,0.1529,7.48e-05,0.03221,0.00319,0.2282,0.0003504,0.212,0.002693,0.08842,0.0005926,7.09e-05,1.366e-07,0.0,0.0,3.8,0.9928,4.479,0.176,0.007149,12735830,31.8277111,1.77068330058,CANDIDATE,1.0,0.67,False,False,False,False,14.339535,,False,1,0.00787,0.000518768841693,Kepler-1465 b
K03315.01,K03315.01,0.014,65.0,0.9,2.65606225e-06,4.2270992e-07,0.000180349,2.0018e-07,4.397e-05,3.745e-05,2.2785e-06,1.485e-08,0.00446,0.0002029,0.0004058,1.0152e-05,0.00108,6.373e-06,0.0,0.0,1.29,1.0,1.296,0.157,0.0002576,8554701,31.1750448,1.55411863529,CANDIDATE,1.0,0.94,False,False,False,False,16.4911,,False,1,0.000313,3.94833298157e-05,Kepler-1466 b
K03316.01,K03316.01,0.037,469.0,0.5,2.47246780054e-12,1.47727160032e-13,3.50437e-23,3.58811e-26,5.38676e-08,1.63288e-08,8.4404655e-51,3.7122129e-53,0.003274,4.07e-05,7.3177e-06,3.9007e-08,9e-06,3.721e-08,0.0,0.0,2.874,1.0,2.863,0.166,4.078e-05,9031209,47.0569043,3.3044103989,CANDIDATE,1.0,0.94,False,False,False,False,23.712084,,False,1,6.45e-05,1.44372050234e-05,Kepler-1467 b
K03319.02,K03319.02,0.015,47.0,1.2,4.5536e-53,4.60961e-53,6.7538e-11,8.6587e-13,9.882164348e-38,5.2160822174e-37,1.6015e-13,1.0319e-14,5.0011e-06,2.32763e-06,3.2046e-11,1.3823e-11,0.00342,8.108e-05,0.0,0.0,0.1384,1.0,0.1444,0.189,8.34e-05,5965819,8.23984869,1.72891881578,CANDIDATE,1.0,0.99,False,False,False,False,26.705936,,False,3,8.95e-05,5.00333222296e-06,Kepler-1468 b
K03319.03,K03319.03,0.01,32.0,1.95,3.7027e-40,1.656e-39,7.3371e-14,2.0637e-14,5.75660795e-38,1.1722015e-36,6.915e-13,7.598e-13,1.8121e-11,1.9225e-10,4.45240200989e-06,5.2165530145e-05,0.00438,0.0009433,5.25e-05,1.1304e-05,0.01653,0.999,0.02084,0.118,0.0010064,5965819,3.54553021,1.15152208733,CANDIDATE,0.99,0.78,False,False,False,False,15.182824,,False,3,0.00113,7.33669619864e-05,Kepler-1468 c
K03324.01,K03324.01,0.029,315.0,1.89,1.37883e-05,7.6475e-06,0.0005159,8.423e-06,0.00015184,0.0003947,0.0003122,2.704e-05,0.003459,0.007622,0.0005099,0.0010149,0.003,7.505e-05,0.0,0.0,0.2666,0.9908,0.275,0.197,0.009143,4271474,21.8635301,2.80181898787,CANDIDATE,1.0,0.78,False,False,False,False,13.910841,,False,1,0.0105,0.000806033498063,Kepler-1469 b
K03330.01,K03330.01,0.013,92.0,1.53,1.3185e-14,4.251e-15,0.00014619,7.528e-07,1.4171e-13,1.4724e-13,0.0001355,2.225e-06,0.003314,0.001612,0.004942,0.001495,0.00239,3.392e-05,0.0,0.0,0.9864,0.997,0.9938,0.103,0.003142,4736644,16.2950903,1.07028307643,CANDIDATE,1.0,0.44,False,False,False,False,12.24956,,False,1,0.00347,0.000240822664124,Kepler-1470 b
K03344.02,K03344.02,0.014,62.0,0.75,1.0603e-14,9.433e-17,7.645e-05,7.9e-08,8.184e-11,3.8027e-12,0.0003183,1.646e-06,0.0314,5.465e-05,0.008028,1.6615e-05,0.000944,5.288e-07,0.0,0.0,5.942,1.0,5.961,0.145,7.352e-05,11810124,3.63899398,1.41214119611,CANDIDATE,1.0,0.44,False,False,False,False,13.036591,,False,3,8.62e-05,1.25119320828e-05,Kepler-1471 b
