kepoi_name,kepid,fpp_koi_period,fpp_ror,fpp_prad,fpp_secthresh,fpp_maxrad,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,fpp_prob_heb_dbl,fpp_prob_ueb_dbl,fpp_prob_beb_dbl,fpp_spec_occrate,fpp_prob,fpp_score,fpp_fail_reason,fpp_steff,fpp_steff_err1,fpp_steff_err2,fpp_slogg,fpp_slogg_err1,fpp_slogg_err2,fpp_smet,fpp_smet_err1,fpp_smet_err2,fpp_srad,fpp_srad_err1,fpp_srad_err2,fpp_smass,fpp_smass_err1,fpp_smass_err2,fpp_sage,fpp_sage_err1,fpp_sage_err2,fpp_dist,fpp_dist_err1,fpp_dist_err2,fpp_av,fpp_av_err1,fpp_av_err2,fpp_max_av,fpp_pr_steff_mu,fpp_pr_steff_sig,fpp_pr_slogg_mu,fpp_pr_slogg_sig,fpp_pr_smet_mu,fpp_pr_smet_sig
K06773.01,6841577,15.538,0.432,35.61,22895,0.50,4.9e-59,0.96,0.00047,7.7e-17,3.3e-07,1.5e-09,0.001,0.96,1,,5625,52.981,-54.127,4.59,0.024,-0.035,-0.48,0.199,-0.194,0.76,0.056,-0.037,0.82,0.065,-0.045,9.36,0.278,-0.225,683,51.85,-38.381,0.26,0.012,-0.028,0.27,nan,nan,nan,nan,nan,nan
K06774.01,6842345,17.382,0.238,17.86,389,0.50,1.1e-34,0.67,0.00011,1.3e-13,7.5e-06,9e-12,0.046,0.67,1,,5740,54.628,-56.738,4.64,0.018,-0.026,-0.95,0.164,-0.104,0.69,0.033,-0.02,0.76,0.03,-0.022,9.35,0.217,-0.158,902,47.9,-33.096,0.23,0.012,-0.026,0.24,nan,nan,nan,nan,nan,nan
K06775.01,6852488,2.172,0.520,62.03,7595,0.50,0,0,3.2e-193,3.4e-257,4.4e-136,7.5e-17,0.001,1,0,,6843,52.855,-50.707,4.40,0.025,-0.025,-0.59,0.085,-0.099,1.09,0.044,-0.043,1.11,0.03,-0.031,9.10,0.121,-0.068,907,39.623,-38.411,0.21,0.004,-0.009,0.22,7128,71,4.11,0.12,-0.14,0.15
K06776.01,6853172,28.655,0.012,0.99,82,4.80,2.3e-211,9.6e-27,0.04,2.2e-63,2.7e-09,0.038,0.092,0.086,0.99,,6120,65.016,-66.818,4.60,0.016,-0.018,-1.01,0.129,-0.117,0.76,0.026,-0.021,0.83,0.025,-0.021,9.26,0.15,-0.141,1058,41.869,-39.16,0.23,0.012,-0.025,0.24,nan,nan,nan,nan,nan,nan
K06777.01,6859546,13.445,0.013,0.94,135,1.74,1.2e-27,3.5e-09,0.003,2.2e-07,2.6e-05,0.0008,0.084,0.0049,1,,4982,43.354,-49.799,4.64,0.027,-0.041,-0.42,0.224,-0.162,0.66,0.059,-0.034,0.70,0.061,-0.037,9.53,0.37,-0.353,546,52.665,-31.023,0.27,0.022,-0.045,0.30,nan,nan,nan,nan,nan,nan
K06778.01,6859813,10.882,0.553,68.32,7645,0.50,0.0008,0.67,3.1e-05,9.4e-06,1.5e-11,9.2e-16,0.001,0.67,1,,6223,90.283,-106.115,4.38,0.062,-0.082,-0.10,0.162,-0.191,1.13,0.124,-0.113,1.11,0.073,-0.077,9.38,0.203,-0.206,351,40.833,-37.033,0.23,0.037,-0.064,0.28,nan,nan,nan,nan,nan,nan
K06779.01,6863840,1.926,0.646,48.89,681,0.50,1.6e-146,1.2e-47,1.1e-12,1.4e-33,6.3e-10,0.084,0.001,0.084,1,,5200,43.131,-44.306,4.63,0.028,-0.038,-0.42,0.21,-0.205,0.69,0.055,-0.04,0.75,0.062,-0.045,9.42,0.378,-0.282,599,49.79,-38.171,0.27,0.014,-0.03,0.29,nan,nan,nan,nan,nan,nan
K06780.01,6864569,2.325,0.259,40.56,28,3.00,0,4.5e-70,1,0,1.3e-14,2e-05,0.001,1,1,,10038,223.887,-174.759,4.32,0.04,-0.043,-1.11,0.106,-0.137,1.44,0.088,-0.075,1.59,0.033,-0.036,9.01,0.011,-0.004,413,24.321,-20.79,0.02,0.026,-0.015,0.29,nan,nan,nan,nan,nan,nan
K06782.01,6864859,40.878,0.580,94.24,27350,0.50,0.015,0.75,7.4e-06,6e-10,3e-09,9.1e-17,0.001,0.77,1,,6834,102.474,-105.065,4.23,0.063,-0.065,-0.05,0.162,-0.196,1.49,0.148,-0.167,1.38,0.082,-0.122,9.17,0.109,-0.09,445,44.718,-50.273,0.28,0.029,-0.057,0.32,nan,nan,nan,nan,nan,nan
K06783.01,6867219,11.850,0.013,1.06,115,2.49,9.1e-102,1.3e-10,0.02,1.7e-24,1.5e-05,0.054,0.099,0.074,1,,5978,67.232,-68.045,4.60,0.022,-0.023,-0.90,0.197,-0.137,0.75,0.037,-0.029,0.82,0.037,-0.029,9.29,0.179,-0.144,986,53.054,-45.624,0.35,0.015,-0.035,0.37,nan,nan,nan,nan,nan,nan
K06784.01,6877673,36.759,0.480,56.79,60300,0.50,2.6e-09,0.97,0.00061,3.2e-38,4e-08,1.5e-10,0.001,0.97,1,,6397,102.005,-139.83,4.40,0.058,-0.055,-0.30,0.176,-0.214,1.08,0.099,-0.105,1.08,0.078,-0.082,9.26,0.205,-0.139,670,68.056,-67.392,0.50,0.047,-0.086,0.56,nan,nan,nan,nan,nan,nan
K06786.01,6878408,455.633,0.031,2.43,684,0.84,5.3e-45,3.1e-07,0.066,3.4e-23,0.0036,0.017,0.211,0.088,1,,5867,61.715,-66.201,4.62,0.02,-0.027,-0.92,0.189,-0.121,0.72,0.036,-0.027,0.79,0.035,-0.027,9.34,0.201,-0.136,1063,57.529,-48.714,0.56,0.017,-0.036,0.58,nan,nan,nan,nan,nan,nan
K06787.01,6890618,1.574,0.273,28.64,158,4.00,0,3.8e-162,2.8e-197,2.4e-212,8.3e-102,2e-05,0.004,1,0,,6154,168.556,-184.259,4.47,0.063,-0.068,-0.37,0.202,-0.193,0.96,0.115,-0.103,0.99,0.088,-0.086,9.32,0.269,-0.195,799,100.687,-92.938,0.68,0.11,-0.127,0.86,nan,nan,nan,nan,nan,nan
K06789.01,6927629,3.868,0.606,49.83,543,0.50,0,3.1e-267,2.1e-11,3.4e-27,4.8e-16,0.023,0.001,0.04,0.98,,5858,57.816,-58.009,4.60,0.027,-0.021,-0.72,0.179,-0.208,0.75,0.034,-0.04,0.82,0.037,-0.038,9.32,0.196,-0.143,880,43.338,-51.008,0.26,0.011,-0.022,0.27,nan,nan,nan,nan,nan,nan
K06790.01,6929016,0.734,0.010,0.73,51,3.60,0,2e-61,5e-10,0,6.8e-27,6.5e-05,0.038,0.011,0.99,,5671,54.395,-57.443,4.65,0.016,-0.024,-0.96,0.151,-0.105,0.67,0.028,-0.02,0.74,0.027,-0.021,9.36,0.215,-0.176,940,43.67,-34.435,0.27,0.012,-0.027,0.29,nan,nan,nan,nan,nan,nan
K06791.01,6936977,36.473,0.635,56.99,509,0.50,0.49,0.49,0.00074,0.0071,1.3e-06,1.3e-12,0.001,0.99,1,,5574,54.157,-56.673,4.56,0.041,-0.036,-0.22,0.212,-0.246,0.82,0.056,-0.07,0.89,0.059,-0.082,9.37,0.322,-0.243,576,40.248,-52.485,0.28,0.016,-0.036,0.30,nan,nan,nan,nan,nan,nan
K06792.01,6939670,4.239,0.433,34.75,648,0.50,0,3.7e-183,0.8,4.9e-62,3.2e-12,0.069,0.001,1,0.87,,5545,51.706,-53.632,4.61,0.025,-0.032,-0.50,0.192,-0.187,0.74,0.05,-0.035,0.79,0.061,-0.04,9.40,0.303,-0.258,646,46.666,-35.002,0.24,0.013,-0.027,0.26,nan,nan,nan,nan,nan,nan
K06793.01,6947623,3.627,0.009,0.74,56,1.77,4.9e-42,1.3e-08,0.02,1.3e-08,0.00014,0.055,0.042,0.075,1,,5427,51.944,-56.311,4.59,0.033,-0.038,-0.34,0.217,-0.225,0.76,0.059,-0.057,0.82,0.065,-0.067,9.39,0.342,-0.26,610,49.744,-49.846,0.31,0.019,-0.039,0.34,nan,nan,nan,nan,nan,nan
K06795.01,6949550,7.841,0.622,50.80,3927,0.50,0,4.5e-23,0.00079,2.6e-19,1.5e-12,0.0011,0.001,0.0019,1,,5788,62.898,-62.534,4.60,0.027,-0.021,-0.69,0.155,-0.194,0.75,0.028,-0.039,0.81,0.034,-0.038,9.34,0.241,-0.187,809,36.531,-45.067,0.29,0.017,-0.036,0.32,nan,nan,nan,nan,nan,nan
K06796.01,6950275,40.879,0.033,2.42,426,3.30,1.5e-75,5.8e-08,0.39,1.6e-20,0.00088,0.59,0.211,0.99,1,,5642,55.466,-54.051,4.65,0.019,-0.027,-0.94,0.166,-0.11,0.67,0.032,-0.021,0.74,0.029,-0.021,9.36,0.231,-0.187,940,49.216,-36.437,0.30,0.013,-0.03,0.32,nan,nan,nan,nan,nan,nan
K06798.01,6956176,2.642,0.011,0.89,65,0.63,9.8e-116,6.2e-65,5.1e-14,4.6e-30,3.5e-18,0.14,0.071,1,0.14,,5015,57.454,-69.571,4.60,0.034,-0.045,-0.13,0.164,-0.205,0.74,0.04,-0.056,0.78,0.044,-0.056,9.70,0.339,-0.419,278,16.97,-22.327,0.26,0.056,-0.082,0.34,nan,nan,nan,nan,nan,nan
K06799.01,6962018,0.635,0.655,43.93,279677,0.50,8.2e-37,5.8e-86,0.00022,0.91,0.025,0.014,0.001,0.95,0.99,,4266,83.278,-83.007,4.66,0.026,-0.021,-0.13,0.277,-0.119,0.61,0.044,-0.031,0.64,0.063,-0.034,9.60,0.403,-0.389,261,23.33,-17.371,0.25,0.111,-0.103,0.52,nan,nan,nan,nan,nan,nan
K06800.01,6965293,5.078,0.396,62.40,91,0.50,1.4e-07,0.75,0.0021,0.00011,0.00091,2e-06,0.001,0.75,1,,6827,137.533,-199.963,4.25,0.075,-0.06,-0.09,0.166,-0.2,1.45,0.144,-0.187,1.33,0.106,-0.135,9.18,0.123,-0.088,677,70.612,-91.616,0.56,0.081,-0.115,0.68,nan,nan,nan,nan,nan,nan
K06801.01,6967430,2.004,0.006,0.72,36,5.10,1.4e-123,6.2e-16,0.0063,2.6e-37,5.2e-08,0.013,0.037,0.021,1,,6758,218.896,-259.667,4.39,0.059,-0.053,-0.54,0.179,-0.15,1.11,0.1,-0.11,1.10,0.075,-0.083,9.17,0.163,-0.101,986,96.033,-109.923,0.78,0.118,-0.148,0.96,nan,nan,nan,nan,nan,nan
K06802.01,7009828,5.321,0.491,55.84,249,0.50,0,6.6e-302,3.8e-12,6.7e-97,4.5e-22,5e-13,0.001,0.13,0.87,,6335,273.692,-223.929,4.43,0.071,-0.072,-0.35,0.178,-0.182,1.04,0.131,-0.123,1.05,0.096,-0.093,9.25,0.216,-0.143,1008,146.273,-126.709,0.87,0.165,-0.146,0.38,nan,nan,nan,nan,nan,nan
K06803.01,7025851,2.341,0.561,52.30,636,0.50,0,6e-82,2.1e-09,2e-131,4.1e-27,1.2e-05,0.001,0.0014,1,,6184,66.349,-72.62,4.54,0.028,-0.031,-0.63,0.143,-0.17,0.85,0.046,-0.041,0.92,0.039,-0.037,9.19,0.204,-0.131,749,44.509,-39.683,0.26,0.015,-0.031,0.28,nan,nan,nan,nan,nan,nan
K06804.01,7031132,0.567,0.004,0.40,7,1.50,6.2e-284,2.6e-21,2.9e-09,5.4e-92,4.5e-10,4e-06,0.001,1,0.00069,,5733,57.166,-59.604,4.51,0.017,-0.016,-0.01,0.097,-0.101,0.92,0.026,-0.029,1.00,0.028,-0.035,9.26,0.186,-0.145,353,11.831,-11.992,0.18,0.051,-0.055,0.28,5680,76,4.52,0.02,0.07,0.15
K06805.01,7031732,0.567,0.005,0.47,7,2.16,0,3.6e-198,0,0,6.8e-50,1.2e-168,0.001,1,0,,5682,64.51,-69.567,4.53,0.044,-0.043,-0.18,0.183,-0.239,0.87,0.058,-0.079,0.92,0.057,-0.077,9.38,0.314,-0.248,476,33.866,-45.5,0.23,0.028,-0.054,0.27,nan,nan,nan,nan,nan,nan
K06806.01,7031767,0.567,0.005,0.46,17,1.71,0,2.9e-147,2.7e-174,0,2.3e-41,9.2e-61,0.001,1,0,,5778,61.498,-61.409,4.54,0.044,-0.037,-0.31,0.229,-0.233,0.85,0.065,-0.073,0.91,0.071,-0.078,9.29,0.271,-0.182,635,52.845,-55.454,0.26,0.016,-0.033,0.28,nan,nan,nan,nan,nan,nan
K06807.01,7031948,0.567,0.010,0.62,30,1.62,0,0,1.2e-289,5.8e-222,1e-90,1.8e-118,0.018,1,-0.00017,,4019,55.556,-61.454,4.70,0.029,-0.027,-0.11,0.154,-0.152,0.57,0.037,-0.036,0.59,0.04,-0.04,9.60,0.392,-0.366,330,29.697,-28.646,0.20,0.045,-0.066,0.27,nan,nan,nan,nan,nan,nan
K06808.01,7031992,0.567,0.009,0.63,22,2.22,0,5.2e-253,0,0,6.6e-119,7e-205,0.023,1,-0.00017,,5446,47.93,-50.113,4.67,0.021,-0.029,-0.90,0.167,-0.126,0.65,0.033,-0.023,0.71,0.03,-0.022,9.36,0.285,-0.22,836,46.996,-34.675,0.25,0.012,-0.025,0.27,nan,nan,nan,nan,nan,nan
K06809.01,7032117,0.567,0.008,0.62,23,2.13,0,0,0,0,0,6.4e-254,0.012,1,0,,5016,42.039,-41.729,4.61,0.035,-0.031,-0.24,0.195,-0.195,0.71,0.046,-0.053,0.76,0.054,-0.058,9.50,0.41,-0.314,503,34.101,-40.308,0.25,0.017,-0.038,0.28,nan,nan,nan,nan,nan,nan
K06811.01,7032383,0.567,0.008,0.58,37,1.47,0,0,0,0,4e-114,1.9e-304,0.003,1,-0.0002,,5154,43.191,-43.537,4.64,0.024,-0.033,-0.50,0.173,-0.165,0.67,0.044,-0.028,0.72,0.052,-0.032,9.42,0.383,-0.303,621,43.368,-30.646,0.27,0.015,-0.032,0.29,nan,nan,nan,nan,nan,nan
K06813.01,7033713,2.196,0.009,0.64,38,1.50,0,4.7e-136,3.5e-54,0,5.3e-47,1.7e-05,0.019,1,0.00034,,5246,46.256,-46.955,4.66,0.026,-0.022,-0.70,0.177,-0.19,0.65,0.028,-0.032,0.71,0.032,-0.033,9.37,0.332,-0.244,782,38.622,-43.702,0.27,0.014,-0.03,0.29,nan,nan,nan,nan,nan,nan
K06814.01,7033748,2.196,0.590,60.48,1223,0.50,0,0,5.7e-226,1.8e-308,1.2e-177,4.1e-61,0.001,1,0,,6319,77.102,-79.578,4.48,0.036,-0.05,-0.53,0.186,-0.163,0.94,0.081,-0.055,0.98,0.064,-0.044,9.21,0.212,-0.139,619,53.91,-40.143,0.27,0.019,-0.04,0.29,nan,nan,nan,nan,nan,nan
K06815.01,7049486,26.718,0.475,62.31,44012,0.50,0.039,0.94,0.0014,9e-07,0.001,1.9e-08,0.001,0.98,1,,6095,121.251,-168.603,4.33,0.107,-0.13,0.04,0.133,-0.135,1.20,0.229,-0.168,1.13,0.092,-0.085,9.53,0.152,-0.26,519,101.485,-76.764,0.56,0.078,-0.117,0.67,nan,nan,nan,nan,nan,nan
K06818.01,7097571,2.214,0.345,46.57,31170,0.50,1.8e-49,8.2e-09,4.5e-05,1e-39,8.1e-23,5.7e-26,0.001,0.079,0.92,,6333,86.397,-102.587,4.33,0.055,-0.075,-0.01,0.16,-0.161,1.24,0.137,-0.112,1.20,0.07,-0.082,9.31,0.17,-0.166,337,39.392,-33.621,0.18,0.025,-0.052,0.22,nan,nan,nan,nan,nan,nan
K06820.01,7105574,20.726,0.527,49.25,71490,0.50,8.7e-06,0.91,0.0027,4.3e-09,4.5e-06,1.5e-08,0.001,0.91,1,,6041,69.81,-75.687,4.53,0.034,-0.045,-0.50,0.19,-0.16,0.86,0.071,-0.048,0.91,0.065,-0.043,9.27,0.252,-0.172,616,52.766,-37.783,0.28,0.021,-0.043,0.31,nan,nan,nan,nan,nan,nan
K06821.01,7115200,0.567,0.004,0.46,7,4.80,0,2.3e-24,6.3e-26,0,7e-12,2e-12,0.001,0.12,0.88,,6063,65.254,-63.5,4.42,0.042,-0.065,-0.09,0.101,-0.116,1.05,0.085,-0.067,1.07,0.043,-0.053,9.39,0.23,-0.218,444,36.025,-29.67,0.16,0.054,-0.057,0.27,5966,80,4.18,0.18,-0.10,0.15
K06822.01,7115332,0.567,0.010,0.86,14,2.10,0,5.3e-227,0,0,6.7e-95,0,0.065,1,-0.00025,,6127,69.387,-74.834,4.58,0.021,-0.024,-0.86,0.18,-0.159,0.79,0.034,-0.033,0.86,0.035,-0.033,9.23,0.185,-0.15,889,42.659,-42.758,0.24,0.015,-0.035,0.27,nan,nan,nan,nan,nan,nan
K06823.01,7115463,0.567,0.008,0.66,3,2.61,0,0,0,0,1.3e-311,2.7e-220,0.029,1,0,,5899,59.844,-61.732,4.59,0.027,-0.02,-0.75,0.181,-0.195,0.76,0.033,-0.039,0.82,0.038,-0.037,9.31,0.196,-0.159,855,42.033,-47.304,0.25,0.012,-0.027,0.27,nan,nan,nan,nan,nan,nan
K06824.01,7115597,0.567,0.014,0.99,32,1.83,0,2.9e-37,5.1e-23,0,1.8e-23,0.033,0.096,1,0.033,,5550,49.211,-51.578,4.67,0.015,-0.022,-0.99,0.108,-0.101,0.65,0.023,-0.016,0.72,0.021,-0.016,9.35,0.236,-0.18,931,39.084,-27.947,0.25,0.01,-0.022,0.27,nan,nan,nan,nan,nan,nan
K06825.01,7115878,0.567,0.007,0.59,15,2.10,0,1.8e-210,0,0,7.8e-65,2.4e-130,0.017,1,-7.3e-05,,5908,62.763,-63.282,4.59,0.023,-0.023,-0.68,0.159,-0.2,0.77,0.031,-0.038,0.84,0.035,-0.041,9.30,0.218,-0.169,790,36.848,-43.071,0.24,0.013,-0.029,0.26,nan,nan,nan,nan,nan,nan
K06826.01,7116043,0.567,0.006,0.51,8,3.30,0,3.7e-172,0,0,7.2e-67,2e-261,0.001,1,0,,5482,51.563,-55.562,4.58,0.034,-0.033,-0.26,0.202,-0.228,0.79,0.057,-0.059,0.85,0.058,-0.072,9.36,0.345,-0.238,585,44.515,-47.161,0.25,0.017,-0.033,0.27,nan,nan,nan,nan,nan,nan
K06827.01,7116226,0.567,0.010,0.78,19,2.34,0,0,0,0,0,5.9e-302,0.042,1,0,,5854,57.501,-61.958,4.62,0.02,-0.025,-0.94,0.175,-0.112,0.71,0.033,-0.024,0.78,0.031,-0.024,9.33,0.208,-0.141,907,46.984,-36.791,0.25,0.013,-0.031,0.27,nan,nan,nan,nan,nan,nan
K06828.01,7116236,0.567,0.013,0.97,10,5.40,0,6.3e-142,2.5e-237,0,2.1e-78,1.5e-141,0.086,1,0,,5536,50.869,-52.477,4.64,0.029,-0.025,-0.79,0.197,-0.172,0.68,0.034,-0.036,0.75,0.035,-0.032,9.38,0.24,-0.216,864,47.944,-49.328,0.26,0.011,-0.025,0.27,nan,nan,nan,nan,nan,nan
K06829.01,7117513,0.567,0.009,0.66,42,1.56,0,4.3e-65,4.5e-70,0,1.9e-28,8.9e-36,0.030,1,-0.0003,,5702,53.473,-55.385,4.66,0.013,-0.018,-1.02,0.086,-0.105,0.67,0.018,-0.015,0.74,0.018,-0.016,9.35,0.211,-0.158,1012,33.618,-31.711,0.28,0.011,-0.026,0.29,nan,nan,nan,nan,nan,nan
K06830.01,7117541,1.586,0.451,34.92,11615,0.50,0,2.7e-257,0.4,0,6.9e-42,0.57,0.001,1,0.98,,5881,59.951,-62.605,4.63,0.016,-0.022,-0.98,0.147,-0.098,0.71,0.028,-0.019,0.78,0.026,-0.021,9.32,0.17,-0.124,1006,45.522,-35.096,0.27,0.014,-0.028,0.29,nan,nan,nan,nan,nan,nan
K06831.01,7118545,14.797,0.469,47.66,30523,0.50,2.5e-159,0.92,0.00013,1.7e-13,7.9e-09,1.7e-11,0.001,0.92,1,,6432,86.109,-93.762,4.49,0.03,-0.033,-0.64,0.133,-0.165,0.93,0.051,-0.048,0.98,0.038,-0.04,9.17,0.184,-0.117,770,46.096,-43.593,0.36,0.024,-0.048,0.39,nan,nan,nan,nan,nan,nan
K06832.01,7125636,6.491,0.544,41.76,135033,0.50,0.00023,0.96,0.00055,5e-05,2.4e-05,3.3e-09,0.001,0.96,1,,4735,38.342,-45.609,4.62,0.026,-0.027,-0.08,0.163,-0.169,0.70,0.027,-0.041,0.74,0.037,-0.045,9.57,0.397,-0.328,545,23.664,-34.51,0.37,0.026,-0.05,0.40,nan,nan,nan,nan,nan,nan
K06833.01,7128918,7.119,0.500,38.98,318,0.50,7.6e-11,1e-22,0.084,5.9e-12,9.2e-05,0.03,0.001,0.12,1,,5755,54.477,-58.644,4.62,0.026,-0.026,-0.82,0.206,-0.17,0.71,0.039,-0.032,0.78,0.038,-0.031,9.35,0.21,-0.155,956,56.05,-49.664,0.43,0.013,-0.028,0.45,nan,nan,nan,nan,nan,nan
K06834.01,7132015,6.995,0.009,198.66,76,0.50,nan,nan,nan,nan,nan,nan,nan,nan,nan,UnphysicalPeriod,3640,2.913,-3.135,0.24,0.002,-0.002,-0.54,0.005,-0.006,202.42,0.346,-0.557,2.58,0.004,-0.006,9.02,0.004,-0.002,1423,26.617,-34.434,0.61,0.003,-0.003,0.62,3681,43,0.25,0.14,-0.50,0.05
K06836.01,7137798,2.254,0.533,73.41,19171,0.50,7.8e-64,0.17,3.9e-06,2.2e-24,8.8e-12,1.2e-14,0.001,0.17,1,,7061,307.076,-290.671,4.31,0.085,-0.074,-0.48,0.221,-0.179,1.26,0.204,-0.166,1.20,0.18,-0.109,9.18,0.145,-0.096,786,140.646,-111.932,0.64,0.167,-0.16,1.07,nan,nan,nan,nan,nan,nan
K06837.01,7177553,17.996,0.466,46.75,53001,1.14,0.07,0.92,8.1e-05,5.6e-06,3.8e-06,1.5e-14,0.001,0.99,1,,5396,59.667,-71.466,4.49,0.054,-0.156,0.25,0.117,-0.181,0.92,0.173,-0.064,0.94,0.042,-0.046,9.76,0.306,-0.505,155,28.939,-11.353,0.19,0.036,-0.066,0.24,nan,nan,nan,nan,nan,nan
K06838.01,7177892,1.386,0.452,61.91,11408,0.50,2e-24,0.093,0.0012,0.0014,0.9,7.9e-05,0.001,1,1,,6328,91.965,-114.214,4.32,0.063,-0.086,0.01,0.162,-0.155,1.26,0.159,-0.118,1.20,0.076,-0.082,9.34,0.157,-0.183,331,42.85,-33.975,0.23,0.033,-0.061,0.27,nan,nan,nan,nan,nan,nan
K06840.01,7198648,0.567,0.015,1.14,69,1.86,0,0,0,0,1.5e-201,0,0.106,1,0,,5451,47.411,-46.922,4.63,0.03,-0.025,-0.62,0.179,-0.206,0.70,0.035,-0.039,0.76,0.044,-0.036,9.39,0.277,-0.234,796,44.828,-48.124,0.25,0.011,-0.023,0.27,nan,nan,nan,nan,nan,nan
K06841.01,7199935,0.567,0.004,0.43,22,2.85,0,1e-102,1.6e-133,1.6e-173,3.1e-25,1.5e-42,0.001,1,0,,6207,77.247,-91.111,4.46,0.051,-0.053,-0.34,0.21,-0.209,0.98,0.091,-0.087,1.01,0.08,-0.071,9.26,0.22,-0.154,546,52.2,-50.159,0.26,0.025,-0.051,0.29,nan,nan,nan,nan,nan,nan
K06842.01,7200102,14.666,0.614,47.60,128584,0.50,0.0089,0.93,0.0016,0.0048,4.6e-07,6.4e-09,0.001,0.95,1,,5334,44.951,-47.895,4.62,0.03,-0.033,-0.45,0.23,-0.223,0.71,0.056,-0.043,0.77,0.07,-0.048,9.40,0.322,-0.265,673,56.452,-44.78,0.27,0.012,-0.027,0.29,nan,nan,nan,nan,nan,nan
K06843.01,7200225,0.567,0.007,0.56,14,2.07,0,6.2e-310,0,0,7e-142,0,0.005,1,0.0002,,5778,59.555,-57.653,4.61,0.029,-0.022,-0.76,0.19,-0.199,0.73,0.034,-0.038,0.80,0.037,-0.037,9.35,0.212,-0.168,856,45.145,-49.073,0.28,0.013,-0.028,0.29,nan,nan,nan,nan,nan,nan
K06844.01,7200301,0.567,0.007,0.60,25,2.64,0,9.5e-87,1.1e-69,2.5e-237,4.1e-37,3e-15,0.010,1,0,,5746,55.647,-59.296,4.58,0.024,-0.039,-0.48,0.192,-0.181,0.78,0.061,-0.037,0.85,0.064,-0.045,9.33,0.271,-0.209,683,55.741,-36.534,0.28,0.015,-0.032,0.30,nan,nan,nan,nan,nan,nan
K06845.01,7203179,2.246,0.691,82.13,129086,0.50,0,1.4e-172,1.5e-76,0,7.8e-102,0.69,0.001,0.73,0.96,,6533,85.117,-92.694,4.40,0.053,-0.05,-0.40,0.195,-0.204,1.09,0.099,-0.096,1.09,0.079,-0.069,9.20,0.159,-0.115,652,61.755,-59.518,0.36,0.02,-0.042,0.38,nan,nan,nan,nan,nan,nan
K06846.01,7203194,2.246,0.007,0.70,25,1.77,0,1.6e-45,2.2e-09,1.1e-180,4.4e-18,0.004,0.025,0.085,0.92,,6313,77.051,-84.831,4.50,0.032,-0.04,-0.58,0.148,-0.179,0.91,0.06,-0.049,0.96,0.043,-0.043,9.19,0.193,-0.126,749,53.128,-43.799,0.36,0.02,-0.043,0.39,nan,nan,nan,nan,nan,nan
K06847.01,7204073,0.567,0.009,0.65,6,3.90,5e-112,0,4.9e-33,4.8e-37,6.4e-168,0.81,0.015,1,0.8,,4376,68.565,-61.397,4.64,0.021,-0.027,0.02,0.158,-0.172,0.66,0.025,-0.036,0.69,0.03,-0.043,9.60,0.387,-0.381,121,6.135,-8.031,0.12,0.096,-0.077,0.43,nan,nan,nan,nan,nan,nan
K06848.01,7212722,2.316,0.570,61.72,89076,0.50,1.2e-96,0.66,0.0036,2.1e-26,4.4e-06,3.4e-07,0.001,0.66,1,,6293,93.425,-118.413,4.45,0.054,-0.051,-0.39,0.21,-0.191,0.99,0.095,-0.086,1.01,0.085,-0.067,9.25,0.227,-0.144,689,66.887,-63.786,0.47,0.042,-0.072,0.53,nan,nan,nan,nan,nan,nan
K06849.01,7217088,12.545,0.015,1.62,136,1.98,3e-07,0.15,0.17,0.0003,0.0057,0.074,0.157,0.4,1,,5870,65.262,-70.834,4.47,0.027,-0.032,0.03,0.099,-0.109,0.99,0.044,-0.044,1.04,0.035,-0.038,9.29,0.219,-0.167,945,45.865,-45.697,0.65,0.06,-0.063,0.78,5767,78,4.32,0.13,0.14,0.15
K06850.01,7280953,0.567,0.011,0.69,19,1.44,0,0,0,0,0,0,0.031,1,0,,3901,86.079,-69.203,4.70,0.033,-0.03,0.19,0.169,-0.221,0.58,0.047,-0.043,0.60,0.052,-0.047,9.59,0.413,-0.389,82,10.589,-8.798,0.06,0.064,-0.04,0.30,nan,nan,nan,nan,nan,nan
K06851.01,7281217,0.567,0.018,1.29,27,1.98,0,0,0,0,0,0,0.125,1,0,,5433,47.819,-48.487,4.66,0.026,-0.031,-0.84,0.216,-0.158,0.66,0.041,-0.029,0.72,0.037,-0.028,9.40,0.295,-0.245,779,53.028,-37.783,0.29,0.01,-0.025,0.30,nan,nan,nan,nan,nan,nan
K06852.01,7281229,0.567,0.206,23.43,45,1.92,0,8.2e-53,6.2e-41,0,9.2e-27,2.7e-08,0.012,1,0,,6336,269.114,-226.213,4.43,0.07,-0.073,-0.35,0.173,-0.186,1.04,0.131,-0.121,1.05,0.097,-0.092,9.25,0.217,-0.143,1008,146.705,-125.534,0.87,0.163,-0.147,0.30,nan,nan,nan,nan,nan,nan
K06854.01,7281399,0.567,0.011,0.76,84,1.83,0,0,7.2e-279,0,1.6e-101,3.8e-169,0.042,1,-0.00042,,4584,41.261,-49.96,4.66,0.032,-0.03,-0.26,0.188,-0.29,0.64,0.046,-0.051,0.67,0.052,-0.062,9.51,0.404,-0.309,589,47.256,-52.185,0.28,0.019,-0.037,0.30,nan,nan,nan,nan,nan,nan
