,pp_host_prob_prov,pp_1hi_starid,pp_1hi_rel_prob,pp_2rel_prob,pp_unk_rel_prob,pp_1hi_ra,pp_1hi_mod_depth,pp_2hi_starid,pp_dv_run_id,pp_host_prob_score,pp_host_prior_prob,pp_2mod_depth,pp_koi_time0bk,pp_2hi_dec,pp_koi_period,pp_1hi_prob_prov,pp_host_rel_prob,pp_bkgd_density,pp_2prob_prov,pp_1hi_dec,pp_koi_depth,pp_2hi_ra,pp_1hi_kepmag,pp_2hi_kepmag,pp_2hi_rel_prob,pp_2hi_prob_prov,pp_2hi_mod_depth,pp_1prob_prov,pp_1rel_prob,pp_1mod_depth
K06052.01,PROB,KIC 8167938,1.0,,0.0001727,292.6175,44223.0,,q1_q17_dr24_tce,0.18,0.83,,133.2207,,2.57,KIC,1.0,5.404e-06,,44.002,1814.0,,10.85,,,,,,,
K06053.01,PROB,KIC 8167978,1.0,,1.514e-05,292.6334,121634.0,,q1_q17_dr24_tce,1.0,0.83,,151.5519,,22.05,KIC,1.0,1.43e-05,,44.0018,14370.0,,15.44,,,,,,,
K06054.01,PROB,KIC 8168581,0.0,,1.0,292.8497,25667.0,,q1_q17_dr24_tce,0.22,0.83,,132.9084,,2.88,KIC,0.0,1.314e-05,,44.0606,4385.0,,15.14,,,,,,,
K06055.01,PROB,KIC 8230809,0.00011,,0.9999,290.8917,322479.0,,q1_q17_dr24_tce,1.0,0.86,,132.1602,,4.08,KIC,0.00011,1.033e-05,,44.1688,38180.0,,14.94,,,,,,,
K06056.01,PROB,KIC 8364115,0.0,,1.0,291.2715,2916.0,,q1_q17_dr24_tce,0.05,0.85,,137.9856,,7.74,KIC,0.0,6.793e-06,,44.3764,692.0,,13.24,,,,,,,
K06057.01,PROB,KIC 8458207,1.0,,1.211e-06,300.0916,575108.0,,q1_q17_dr24_tce,1.0,0.7,,134.7758,,3.53,KIC,1.0,1.797e-05,,44.4148,72220.0,,13.92,,,,,,,
K06058.01,PROB,KIC 8580438,1.0,,1.193e-05,298.3827,978720.0,,q1_q17_dr24_tce,1.0,0.74,,135.469,,6.5,KIC,1.0,1.737e-05,,44.6156,117378.0,,14.5,,,,,,,
K06059.01,PROB,UKIRT 44117909560891,2.2e-07,,1.0,298.5757,912838.0,KIC 8581232,q1_q17_dr24_tce,1.0,0.74,,134.6533,44.6838,4.01,UKIRT,3.4e-29,2.394e-05,,44.6831,24394.0,298.576,16.27,15.38,3.4e-29,KIC,312265.0,,,
K06060.01,PROB,KIC 8655458,0.0,,1.0,301.0986,103119.0,,q1_q17_dr24_tce,0.67,0.69,,132.6347,,1.59,KIC,0.0,2.316e-05,,44.7606,8816.0,,14.59,,,,,,,
K06061.01,PROB,KIC 8695779,1.0,,7.342e-07,294.3335,26991.0,,q1_q17_dr24_tce,1.0,0.82,,132.7227,,10.24,KIC,1.0,9.893e-06,,44.8709,3145.0,,13.9,,,,,,,
K06062.01,PROB,KIC 8953059,1.0,,7.156e-07,291.8422,326432.0,,q1_q17_dr24_tce,1.0,0.85,,136.8695,,5.5,KIC,1.0,1.256e-05,,45.2393,40497.0,,15.48,,,,,,,
K06063.01,PROB,KIC 9048145,1.0,,1.168e-05,299.398,378253.0,,q1_q17_dr24_tce,1.0,0.73,,137.3415,,8.67,KIC,1.0,1.35e-05,,45.3182,44094.0,,13.09,,,,,,,
K06064.01,PROB,KIC 9214712,1.0,,5.673e-07,290.3896,423323.0,,q1_q17_dr24_tce,0.13,0.87,,316.9194,,265.3,KIC,1.0,1.106e-05,,45.6814,100372.0,,15.52,,,,,,,
K06064.02,PROB,KIC 9214712,1.0,,7.317e-06,290.3896,18114.0,KIC 9214715,q1_q17_dr24_tce,0.16,0.87,,326.263,45.6816,265.3,KIC,1.0,1.106e-05,,45.6814,4936.0,290.3912,15.52,15.28,0.0,KIC,51698.0,,,
K06065.01,FPWG,,,,,,,,q1_q17_dr24_tce,1.0,0.87,,,,,,0.0,,,,,,,,,,,,,
K06065.02,PROB,KIC 9214712,1.0,,4.477e-05,290.3896,14468.0,KIC 9214715,q1_q17_dr24_tce,0.53,0.87,,326.242,45.6816,265.31,KIC,0.0,1.026e-05,,45.6814,1352.0,290.3912,15.52,15.28,0.0,KIC,3874.0,,,
K06066.01,PROB,KIC 9221398,1.0,,3.598e-07,293.0929,103668.0,,q1_q17_dr24_tce,1.0,0.84,,136.7621,,13.79,KIC,1.0,6.162e-06,,45.6918,12934.0,,12.14,,,,,,,
K06067.01,PROB,,,,1.018e-06,,,,q1_q17_dr24_tce,1.0,0.82,,132.2437,,8.29,,1.0,2.618e-05,,,184584.0,,,,,,,,,
K06068.01,PROB,KIC 9418619,1.0,,9.477e-05,297.1818,15025.0,,q1_q17_dr24_tce,0.64,0.79,,134.4228,,6.15,KIC,1.0,7.245e-06,,45.9884,2071.0,,10.62,,,,,,,
K06069.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.83,,,,,,,,,,,,,,,,,,,
K06070.01,FPWG,,,,,,,,q1_q17_dr24_tce,1.0,0.74,,,,,,0.0,,,,,,,,,,,,,
K06071.01,PROB,KIC 9649222,1.0,,7.115e-07,291.8585,769261.0,,q1_q17_dr24_tce,1.0,0.86,,132.9247,,5.92,KIC,1.0,1.258e-05,,46.3865,96180.0,,15.68,,,,,,,
K06072.01,PROB,KIC 9664215,1.0,,9.722e-07,297.3596,271361.0,,q1_q17_dr24_tce,1.0,0.79,,131.9236,,3.32,KIC,1.0,1.682e-05,,46.3436,38953.0,,15.1,,,,,,,
K06073.01,PROB,,,,6.976e-07,,,,q1_q17_dr24_tce,1.0,0.84,,134.3937,,6.47,,1.0,1.153e-05,,,208047.0,,,,,,,,,
K06074.01,PROB,KIC 9851123,1.0,,0.003353,298.7944,51645.0,,q1_q17_dr24_tce,0.0,0.77,,135.8569,,8.48,KIC,1.0,2.356e-05,,46.6808,2651.0,,15.74,,,,,,,
K06075.01,PROB,KIC 9966115,1.0,,5.633e-07,297.4479,714699.0,,q1_q17_dr24_tce,1.0,0.79,,132.0457,,8.95,KIC,1.0,9.65e-06,,46.8843,86251.0,,12.98,,,,,,,
K06076.01,FPWG,,,,,,,,q1_q17_dr24_tce,1.0,0.8,,,,,,0.0,,,,,,,,,,,,,
K06077.01,PROB,KIC 10139305,1.0,,2.803e-05,291.144,22004.0,,q1_q17_dr24_tce,1.0,0.88,,132.3153,,2.17,KIC,1.0,8.184e-06,,47.1855,2630.0,,14.61,,,,,,,
K06078.01,PROB,KIC 10288922,9.1e-14,,1.0,297.1589,81719.0,,q1_q17_dr24_tce,0.69,0.8,,139.4428,,10.16,KIC,9.1e-14,1.819e-05,,47.3192,11401.0,,15.59,,,,,,,
K06079.01,PROB,KIC 10659313,1.0,,3.008e-07,289.2228,288749.0,,q1_q17_dr24_tce,1.0,0.9,,143.6626,,15.25,KIC,1.0,5.333e-06,,47.9139,34335.0,,13.59,,,,,,,
K06080.01,PROB,KIC 10710755,1.0,,9.319e-07,281.9364,639061.0,,q1_q17_dr24_tce,1.0,0.94,,133.7638,,4.82,KIC,1.0,5.44e-06,,48.0101,81049.0,,14.84,,,,,,,
K06081.01,PROB,KIC 10727668,1.0,,1.372e-06,290.4399,290113.0,,q1_q17_dr24_tce,1.0,0.89,,131.7836,,2.31,KIC,1.0,1.27e-05,,48.0451,23378.0,,16.32,,,,,,,
K06082.01,PROB,KIC 10735519,1.0,,1.899e-06,293.5574,14402.0,,q1_q17_dr24_tce,1.0,0.86,,131.9458,,1.81,KIC,1.0,5.219e-06,,48.0417,223.0,,11.78,,,,,,,
K06083.01,PROB,,,,8.872e-07,,,,q1_q17_dr24_tce,1.0,0.8,,132.5797,,4.13,,1.0,9.188e-06,,,162473.0,,,,,,,,,
K06084.01,PROB,KIC 11021252,1.0,,4.127e-07,287.3561,395757.0,,q1_q17_dr24_tce,1.0,0.91,,133.2565,,3.27,KIC,1.0,6.907e-06,,48.5431,59306.0,,14.97,,,,,,,
K06085.01,PROB,KIC 11404644,1.0,,5.562e-07,292.7561,435741.0,,q1_q17_dr24_tce,1.0,0.87,,136.389,,5.9,KIC,1.0,9.872e-06,,49.2646,55734.0,,15.18,,,,,,,
K06086.01,PROB,KIC 11408935,1.0,,8.024e-07,294.7808,363418.0,,q1_q17_dr24_tce,1.0,0.85,,147.3054,,16.0,KIC,1.0,1.181e-05,,49.2736,45075.0,,15.28,,,,,,,
K06087.01,PROB,KIC 11519226,1.0,,5.737e-07,297.0707,46040.0,,q1_q17_dr24_tce,1.0,0.83,,140.0045,,22.16,KIC,1.0,7.8e-06,,49.4425,6178.0,,13.03,,,,,,,
K06088.01,PROB,KIC 11756821,0.0,,6.574e-07,288.2291,181913.0,,q1_q17_dr24_tce,1.0,0.91,,133.619,,2.75,KIC,0.0,7.392e-06,,49.9041,21299.0,,15.19,,,,,,,
K06089.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.86,,,,,,,,,,,,,,,,,,,
K06090.01,PROB,KIC 11812199,0.0,,,290.8712,27723.0,,q1_q17_dr24_tce,1.0,0.9,,135.4262,,37.32,KIC,0.0,6.471e-06,,50.0526,4132.0,,14.28,,,,,,,
K06091.01,PROB,KIC 11826400,1.0,,4.029e-07,297.5134,473902.0,,q1_q17_dr24_tce,1.0,0.83,,134.7797,,5.89,KIC,1.0,7.109e-06,,50.0748,56576.0,,12.47,,,,,,,
K06092.01,PROB,,,,4.738e-07,,,,q1_q17_dr24_tce,1.0,0.9,,132.9488,,2.58,,1.0,8.364e-06,,,171067.0,,,,,,,,,
K06093.01,PROB,KIC 2019477,0.31,,0.0003043,292.5519,484.0,UKIRT 44117921338857,q1_q17_dr24_tce,0.0,0.76,,149.2459,37.4204,20.57,KIC,0.31,1.243e-05,,37.4212,70.0,292.5516,13.33,16.69,0.24,UKIRT,13596.0,,,
K06093.02,PROB,KIC 2019477,0.47,,0.0003468,292.5519,589.0,UKIRT 44117921338857,q1_q17_dr24_tce,0.12,0.76,,131.9116,37.4204,27.25,KIC,0.47,1.243e-05,,37.4212,82.0,292.5516,13.33,16.69,0.3,UKIRT,15984.0,,,
K06094.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.78,,,,,,,,,,,,,,,,,,,
K06095.01,PROB,KIC 2707097,1.0,,1.416e-06,290.0455,330245.0,,q1_q17_dr24_tce,0.97,0.81,,131.8973,,0.69,KIC,1.0,1.801e-05,,37.9394,27799.0,,15.73,,,,,,,
K06096.01,PROB,,,,5.464e-06,,,,q1_q17_dr24_tce,1.0,0.76,,135.2742,,17.28,,1.0,2.033e-05,,,180819.0,,,,,,,,,
K06098.01,PROB,KIC 2997455,1.5e-23,,1.0,293.1304,34596.0,,q1_q17_dr24_tce,1.0,0.75,,131.7899,,1.13,KIC,1.5e-23,1.37e-05,,38.1278,3788.0,,13.8,,,,,,,
K06099.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.72,,,,,,,,,,,,,,,,,,,
K06100.01,PROB,KIC 3229028,0.62,,0.000223,289.8114,462.0,UKIRT 44117920216678,q1_q17_dr24_tce,0.22,0.82,,132.2201,38.3252,0.73,KIC,0.62,8.226e-06,,38.325,27.0,289.8123,13.04,15.97,0.38,UKIRT,7293.0,,,
K06101.01,PROB,,,,2.022e-06,,,,q1_q17_dr24_tce,1.0,0.81,,143.9227,,17.73,,1.0,8.031e-06,,,186532.0,,,,,,,,,
K06103.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.85,,,,,,,,,,,,,,,,,,,
K06103.02,PROB,KIC 3634051,1.0,,8.477e-05,287.9755,1147.0,,q1_q17_dr24_tce,0.76,0.85,,179.3133,,122.81,KIC,1.0,7.194e-06,,38.7403,298.0,,13.44,,,,,,,
K06104.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.72,,,,,,,,,,,,,,,,,,,
K06107.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.89,,,,,,,,,,,,,,,,,,,
K06109.01,PROB,,,,3.111e-07,,,,q1_q17_dr24_tce,1.0,0.86,,140.6464,,22.91,,1.0,5.284e-06,,,249058.0,,,,,,,,,
K06109.02,PROB,KIC 4144236,1.0,,0.0001235,287.8333,13044.0,,q1_q17_dr24_tce,0.67,0.86,,136.4725,,10.0,KIC,1.0,5.284e-06,,39.2213,67.0,,11.86,,,,,,,
K06110.01,FPWG,,,,,,,,q1_q17_dr24_tce,1.0,0.83,,,,,,0.0,,,,,,,,,,,,,
K06112.01,PROB,,,,1.974e-06,,,,q1_q17_dr24_tce,1.0,0.69,,133.4507,,2.24,,1.0,1.623e-05,,,279304.0,,,,,,,,,
K06113.01,PROB,,,,5.839e-07,,,,q1_q17_dr24_tce,1.0,0.88,,133.78,,4.69,,1.0,1.037e-05,,,181033.0,,,,,,,,,
K06114.01,PROB,KIC 4459068,1.0,,1.704e-05,290.0244,36379.0,,q1_q17_dr24_tce,1.0,0.83,,149.0946,,24.96,KIC,1.0,6.189e-06,,39.5634,4839.0,,11.46,,,,,,,
K06116.01,PROB,KIC 4547480,1.0,,2.296e-06,287.1381,24178.0,,q1_q17_dr24_tce,1.0,0.87,,133.5646,,4.43,KIC,1.0,1.127e-05,,39.6736,2941.0,,15.47,,,,,,,
K06117.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.85,,,,,,,,,,,,,,,,,,,
K06119.01,PROB,KIC 4740676,1.0,,5.039e-07,289.9644,706494.0,,q1_q17_dr24_tce,1.0,0.83,,131.7113,,3.45,KIC,1.0,7.82e-06,,39.8113,88574.0,,13.2,,,,,,,
K06121.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.85,,,,,,,,,,,,,,,,,,,
K06122.01,PROB,KIC 4933480,0.98,,0.0002116,294.4451,209530.0,UKIRT 44117916938969,q1_q17_dr24_tce,1.0,0.75,,133.15,40.0622,2.57,KIC,0.0,1.53e-05,,40.0621,144.0,294.4454,18.42,18.75,0.02,UKIRT,538039.0,,,
K06123.01,PROB,KIC 4990977,1.0,,3.203e-07,284.345,425391.0,,q1_q17_dr24_tce,1.0,0.9,,133.3796,,2.65,KIC,1.0,5.576e-06,,40.1961,53411.0,,13.87,,,,,,,
K06124.01,PROB,KIC 5034333,1.0,,9.542e-07,297.4004,52145.0,,q1_q17_dr24_tce,1.0,0.69,,134.8758,,6.93,KIC,1.0,1.481e-05,,40.1495,4996.0,,11.52,,,,,,,
K06125.01,PROB,,,,1.077e-06,,,,q1_q17_dr24_tce,1.0,0.66,,133.1079,,2.15,,1.0,1.885e-05,,,268030.0,,,,,,,,,
K06128.01,PROB,KIC 5385548,1.0,,0.001038,297.6135,916.0,KIC 5385551,q1_q17_dr24_tce,0.0,0.69,,141.5199,40.583,12.43,KIC,1.0,1.708e-05,,40.5849,174.0,297.6145,13.24,18.58,1.3e-05,KIC,282235.0,,,
K06130.01,PROB,KIC 5428657,1.0,,8.413e-06,284.441,6558.0,,q1_q17_dr24_tce,1.0,0.9,,132.6176,,1.54,KIC,1.0,7.918e-06,,40.625,383.0,,15.12,,,,,,,
K06132.01,PROB,KIC 5629353,0.99,,0.005201,294.5579,18575.0,,q1_q17_dr24_tce,1.0,0.76,,150.1017,,33.32,KIC,0.99,1.63e-05,,40.8505,6406.0,,14.62,,,,,,,
K06132.02,PROB,KIC 5629353,1.0,,7.756e-06,294.5579,9377.0,,q1_q17_dr24_tce,1.0,0.76,,137.8184,,7.58,KIC,1.0,1.63e-05,,40.8505,1054.0,,14.62,,,,,,,
K06132.03,PROB,KIC 5629353,0.0012,,0.9988,294.5579,3483.0,,q1_q17_dr24_tce,1.0,0.76,,143.0322,,11.87,KIC,0.0012,1.63e-05,,40.8505,618.0,,14.62,,,,,,,
K06134.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.64,,,,,,,,,,,,,,,,,,,
K06135.01,PROB,KIC 5768927,1.0,,2.674e-07,283.2617,376808.0,,q1_q17_dr24_tce,1.0,0.91,,132.5509,,4.39,KIC,1.0,4.277e-06,,41.0845,46883.0,,13.21,,,,,,,
K06136.01,PROB,KIC 5814635,1.0,,1.932e-05,297.8349,449.0,UKIRT 44117915368364,q1_q17_dr24_tce,1.0,0.69,,131.6244,41.0595,3.87,KIC,1.0,1.416e-05,,41.0583,80.0,297.8332,11.4,19.64,0.0,UKIRT,913980.0,,,
K06138.01,PROB,KIC 5817566,1.0,,1.172e-06,298.476,911440.0,,q1_q17_dr24_tce,1.0,0.68,,132.2557,,4.21,KIC,1.0,1.577e-05,,41.0799,115365.0,,11.68,,,,,,,
K06139.01,FPWG,,,,,,,,q1_q17_dr24_tce,1.0,0.85,,,,,,0.0,,,,,,,,,,,,,
K06140.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.84,,,,,,,,,,,,,,,,,,,
K06143.02,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.92,,,,,,,,,,,,,,,,,,,
K06144.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.86,,,,,,,,,,,,,,,,,,,
K06145.01,PROB,KIC 6221385,1.0,,6.524e-05,296.3594,5941.0,,q1_q17_dr24_tce,1.0,0.74,,134.2714,,19.67,KIC,1.0,1.674e-05,,41.5745,625.0,,14.26,,,,,,,
K06145.02,PROB,KIC 6221385,1.0,,1.87e-05,296.3594,7757.0,,q1_q17_dr24_tce,1.0,0.74,,152.6793,,32.66,KIC,1.0,1.674e-05,,41.5745,609.0,,14.26,,,,,,,
K06145.03,PROB,KIC 6221385,1.0,,1.407e-05,296.3594,2613.0,KIC 6221396,q1_q17_dr24_tce,1.0,0.74,,137.5729,41.574,7.31,KIC,1.0,1.674e-05,,41.5745,248.0,296.3617,14.26,19.62,1.5e-22,KIC,801976.0,,,
K06146.01,PROB,KIC 6362386,1.0,,4.634e-07,291.2642,737752.0,,q1_q17_dr24_tce,1.0,0.83,,133.1398,,4.59,KIC,1.0,7.526e-06,,41.7488,88041.0,,12.93,,,,,,,
K06147.01,PROB,KIC 6449358,1.0,,4.956e-07,293.8964,973995.0,,q1_q17_dr24_tce,1.0,0.79,,133.6273,,5.78,KIC,1.0,8.324e-06,,41.8318,121818.0,,11.61,,,,,,,
K06149.01,PROB,KIC 6674908,0.0,,0.9979,286.1767,2129.0,,q1_q17_dr24_tce,1.0,0.89,,131.9063,,0.5,KIC,0.0,6.322e-06,,42.1965,216.0,,14.15,,,,,,,
K06152.01,PROB,KIC 6967278,2.7e-27,,1.0,296.7654,610.0,UKIRT 44117914172016,q1_q17_dr24_tce,1.0,0.74,,244.5293,42.4043,197.52,KIC,2.7e-27,1.395e-05,,42.405,587.0,296.7669,13.54,19.23,0.0,UKIRT,209692.0,,,
K06153.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.87,,,,,,,,,,,,,,,,,,,
K06154.01,FPWG,,,,,,,,q1_q17_dr24_tce,1.0,0.83,,,,,,0.0,,,,,,,,,,,,,
K06155.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.78,,,,,,,,,,,,,,,,,,,
K06156.01,PROB,KIC 7174617,1.0,,3.067e-07,281.5938,724272.0,,q1_q17_dr24_tce,1.0,0.93,,131.5806,,1.61,KIC,1.0,4.388e-06,,42.71,89689.0,,13.82,,,,,,,
K06159.01,PROB,KIC 7422883,1.0,,4.687e-06,283.6073,289495.0,,q1_q17_dr24_tce,1.0,0.92,,142.5954,,11.41,KIC,1.0,2.705e-06,,43.0042,48166.0,,11.25,,,,,,,
K06161.01,PROB,KIC 7622059,1.0,,4.194e-06,295.92,3406.0,,q1_q17_dr24_tce,1.0,0.77,,138.1108,,10.4,KIC,1.0,1.141e-05,,43.2818,202.0,,13.27,,,,,,,
K06162.01,PROB,,,,7.095e-07,,,,q1_q17_dr24_tce,1.0,0.85,,134.3187,,5.87,,1.0,1.057e-05,,,213592.0,,,,,,,,,
K06163.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.7,,,,,,,,,,,,,,,,,,,
K06164.01,PROB,KIC 7835312,1.0,,0.0003986,295.9708,1266.0,,q1_q17_dr24_tce,0.12,0.77,,134.7055,,29.51,KIC,1.0,1.972e-05,,43.5297,211.0,,15.33,,,,,,,
K06165.01,PROB,KIC 7838906,0.68,,0.0001389,296.9856,47804.0,UKIRT 44117911497860,q1_q17_dr24_tce,1.0,0.76,,132.8411,43.5811,5.61,KIC,0.68,1.065e-05,,43.5814,4330.0,296.9855,11.93,13.26,0.21,UKIRT,163610.0,,,
K06165.02,PROB,KIC 7838906,0.37,,4.228e-05,296.9856,6313.0,UKIRT 44117911497861,q1_q17_dr24_tce,0.67,0.76,,161.1665,43.5812,35.43,KIC,0.37,1.065e-05,,43.5814,351.0,296.9853,11.93,13.28,0.34,UKIRT,22078.0,,,
K06166.01,PROB,KIC 7908367,1.0,,3.205e-06,297.2121,15759.0,,q1_q17_dr24_tce,1.0,0.75,,134.1778,,12.21,KIC,1.0,1.502e-05,,43.6437,1380.0,,14.13,,,,,,,
K06166.02,PROB,KIC 7908367,1.0,,4.944e-05,297.2121,12822.0,,q1_q17_dr24_tce,1.0,0.75,,135.2249,,6.65,KIC,1.0,1.502e-05,,43.6437,982.0,,14.13,,,,,,,
K06167.01,PROB,KIC 7940533,1.0,,2.042e-07,283.0663,521803.0,,q1_q17_dr24_tce,1.0,0.92,,133.3495,,3.91,KIC,1.0,3.586e-06,,43.7436,71204.0,,12.86,,,,,,,
K06169.01,PROB,KIC 8043882,1.0,,0.000691,296.7114,720.0,,q1_q17_dr24_tce,0.0,0.76,,131.6941,,0.78,KIC,1.0,1.985e-05,,43.8582,81.0,,15.21,,,,,,,
K06171.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.85,,,,,,,,,,,,,,,,,,,
K06174.01,PROB,KIC 8181016,0.0,,2.621e-06,296.7843,18514.0,,q1_q17_dr24_tce,1.0,0.77,,132.1831,,0.71,KIC,0.0,1.636e-05,,44.069,507.0,,14.68,,,,,,,
K06175.01,PROB,KIC 8197761,1.0,,0.0001555,301.0388,31503.0,,q1_q17_dr24_tce,0.95,0.67,,138.9979,,9.87,KIC,1.0,1.396e-05,,44.0711,5460.0,,10.66,,,,,,,
K06177.01,PROB,KIC 8265147,0.0,,1.0,301.132,45412.0,KIC 8265156,q1_q17_dr24_tce,0.33,0.67,,132.1409,44.1001,0.98,KIC,0.0,1.702e-05,,44.1019,28.0,301.1343,17.63,12.34,0.0,KIC,147.0,,,
K06178.01,PROB,KIC 8355178,1.0,,0.0001271,287.5318,1791.0,,q1_q17_dr24_tce,0.33,0.89,,133.6799,,13.03,KIC,1.0,1.064e-05,,44.308,263.0,,15.86,,,,,,,
K06179.01,PROB,KIC 8374077,1.0,,0.0002087,294.8566,4128.0,,q1_q17_dr24_tce,0.36,0.8,,133.6398,,16.3,KIC,1.0,1.912e-05,,44.322,382.0,,15.73,,,,,,,
K06181.01,PROB,KIC 8517303,1.0,,2.295e-05,298.75,3491.0,,q1_q17_dr24_tce,1.0,0.74,,141.1335,,24.07,KIC,1.0,1.131e-05,,44.5725,1223.0,,11.43,,,,,,,
K06182.01,PROB,KIC 8590149,1.0,,0.0009898,300.9025,53163.0,,q1_q17_dr24_tce,0.01,0.69,,138.7476,,19.24,KIC,1.0,2.764e-05,,44.6126,265.0,,15.1,,,,,,,
K06183.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.68,,,,,,,,,,,,,,,,,,,
K06186.01,PROB,KIC 8653134,1.0,,2.426e-05,300.431,4915.0,KIC 8653140,q1_q17_dr24_tce,0.56,0.7,,134.3815,44.7525,5.34,KIC,1.0,1.588e-05,,44.751,677.0,300.4325,13.12,18.07,0.0,KIC,958184.0,,,
K06187.01,PROB,KIC 8702921,1.0,,1.3e-06,296.665,5945.0,KIC 8702923,q1_q17_dr24_tce,1.0,0.78,,137.2138,44.8521,19.38,KIC,1.0,9.263e-06,,44.8531,3365.0,296.6655,11.98,16.87,0.0,KIC,568831.0,,,
K06188.01,PROB,KIC 8822421,1.0,,2.984e-06,293.247,61355.0,,q1_q17_dr24_tce,0.95,0.83,,132.1302,,1.65,KIC,1.0,1.452e-05,,45.0565,1185.0,,15.52,,,,,,,
K06189.01,PROB,,,,5.598e-07,,,,q1_q17_dr24_tce,1.0,0.83,,132.1289,,2.18,,1.0,9.271e-06,,,255400.0,,,,,,,,,
K06190.01,PROB,,,,1.029e-06,,,,q1_q17_dr24_tce,1.0,0.7,,132.3239,,10.14,,1.0,1.827e-05,,,257843.0,,,,,,,,,
K06191.01,PROB,KIC 9093086,1.0,,0.0002465,293.4032,671.0,,q1_q17_dr24_tce,0.33,0.84,,138.2086,,9.7,KIC,1.0,1.115e-05,,45.4938,142.0,,14.75,,,,,,,
K06192.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.8,,,,,,,,,,,,,,,,,,,
K06193.01,PROB,,,,1.0,,,,q1_q17_dr24_tce,1.0,0.7,,131.6986,,1.11,,0.0,1.973e-05,,,388245.0,,,,,,,,,
K06194.01,PROB,KIC 9145861,1.0,,1.97e-05,287.8404,764.0,,q1_q17_dr24_tce,0.94,0.9,,133.9552,,42.29,KIC,1.0,3.887e-06,,45.5998,217.0,,12.06,,,,,,,
K06195.01,PROB,KIC 9153823,1.0,,1.111e-06,291.485,154154.0,,q1_q17_dr24_tce,0.78,0.86,,132.3108,,1.44,KIC,1.0,1.152e-05,,45.5457,1051.0,,15.36,,,,,,,
K06196.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.85,,,,,,,,,,,,,,,,,,,
K06197.01,PROB,KIC 9289960,1.0,,7.456e-07,295.3459,82561.0,,q1_q17_dr24_tce,0.33,0.81,,131.9981,,0.53,KIC,1.0,7.464e-06,,45.7688,127.0,,11.96,,,,,,,
K06201.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.85,,,,,,,,,,,,,,,,,,,
K06203.01,PROB,KIC 9394605,2.3e-07,,1.0,287.1561,30906.0,UKIRT 44117908416269,q1_q17_dr24_tce,0.06,0.9,,132.0684,45.9794,0.88,KIC,2.3e-07,8.455e-06,,45.9793,328.0,287.1566,15.4,15.97,0.0,UKIRT,53597.0,,,
K06204.01,PROB,UKIRT 44117908297838,1.0,,4.902e-06,294.4884,44586.0,KIC 9471755,q1_q17_dr24_tce,1.0,0.83,,132.4102,46.0023,0.95,UKIRT,6.5e-29,7.546e-06,,46.0025,545.0,294.4881,13.92,12.77,6.5e-29,KIC,15404.0,,,
K06205.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.79,,,,,,,,,,,,,,,,,,,
K06206.01,PROB,KIC 9549472,1.0,,5.639e-06,299.6091,509571.0,,q1_q17_dr24_tce,1.0,0.74,,132.0982,,15.71,KIC,1.0,1.53e-05,,46.1182,61603.0,,14.05,,,,,,,
K06207.01,PROB,KIC 9576197,1.0,,3.783e-07,285.8845,511316.0,,q1_q17_dr24_tce,1.0,0.91,,136.1953,,7.96,KIC,1.0,6.224e-06,,46.2898,69310.0,,14.64,,,,,,,
K06208.01,PROB,KIC 9579860,0.0,,1.0,288.0165,2938.0,,q1_q17_dr24_tce,0.95,0.9,,131.7441,,2.15,KIC,0.0,3.509e-06,,46.2069,150.0,,11.58,,,,,,,
K06209.01,PROB,KIC 9655711,1.0,,4.891e-05,294.444,5756.0,KIC 9655715,q1_q17_dr24_tce,0.82,0.83,,134.804,46.3371,12.71,KIC,1.0,1.832e-05,,46.336,573.0,294.4445,16.15,17.96,9e-11,KIC,68767.0,,,
K06209.02,PROB,KIC 9655711,0.65,,0.0007928,294.444,4063.0,KIC 9655715,q1_q17_dr24_tce,0.5,0.83,,138.9322,46.3371,7.73,KIC,0.65,1.832e-05,,46.336,501.0,294.4445,16.15,17.96,0.35,KIC,47911.0,,,
