KOI|KID|Kepmag|T0|T0err|P|Perr|adrs|adrserr|rdr|rdrerr|rdrerr1|rdrerr2|Rp|Rperr|Rperr1|Rperr2|b|berr|berr1|berr2|incl|tdur|tdurerr|teff|tefferr|tefferr1|tefferr2|logg|loggerr|loggerr1|loggerr2|Mstar|Mstarerr|Mstarerr1|Mstarerr2|Rstar|Rstarerr|Rstarerr1|Rstarerr2|Age|Ageerr|asemi|Teq|Tdepth|Tdeptherr|SN|RA|DEC|limb1|limb2|limb3|limb4|rhostar|rhostarerr1|rhostarerr2|Srad|Sraderr1|Sraderr2
6252.01|1026032|13.276|133.7745603|0.0000693|8.460438368|0.000000701|14.231315|0.08912|0.482891|0.011413|+0.010517|-0.012309|37.12|5.57|+9.39|-1.74|1.0588|0.0140|+0.0142|-0.0139|85.94|4.73252|0.00365|5923|170|191|149|4.637|0.100|0.022|0.178|0.784|0.062|0.060|0.064|0.704|0.105|0.178|0.033|0|0|0.0750|800|79047.6|57.3|1882.9|19.40294|36.72927|0.2760|0.3225|0|0|0.76174|+0.00477|-0.00396|97.05|75.90|-17.43
6253.01|1293379|14.183|132.1916384|0.0786033|27.556451924|0.002927702|25.718963|9.72236|0.015347|0.001730|+0.000913|-0.002548|1.40|0.32|+0.54|-0.10|0.1438|0.2198|+0.2960|-0.1437|89.95|8.22915|1.81102|5509|173|184|162|4.565|0.146|0.024|0.268|0.937|0.083|0.078|0.089|0.836|0.192|0.322|0.061|0|0|0.1748|531|289.2|55.4|6.7|19.40760|36.99406|0.4522|0.2332|0|0|0.42381|+0.32042|-0.36390|18.86|22.40|-4.48
6254.01|1433531|11.721|436.4746011|0.0419704|567.713290570|0.028323976|311.076791|117.47821|0.015047|0.001314|+0.000808|-0.001821|3.28|1.22|+1.12|-1.32|0.4247|0.2276|+0.0307|-0.4246|89.95|12.85353|1.54751|6248|190|176|205|3.924|0.261|0.351|0.172|1.218|0.265|0.289|0.241|1.996|0.743|0.682|0.804|0|0|1.4346|325|259.4|40.7|6.6|19.44437|37.07612|0.3149|0.3036|0|0|1.76686|+1.33451|-0.82225|2.64|2.67|-1.82
6255.01|1717528|13.042|135.7783044|0.0060488|9.313920713|0.000069177|73.506268|34.27836|0.011805|0.002079|+0.003263|-0.000895|1.25|0.32|+0.53|-0.11|0.1287|0.2622|+0.3959|-0.1286|89.95|0.97149|0.24030|6032|174|153|194|4.485|0.171|0.044|0.299|1.055|0.158|0.180|0.136|0.973|0.248|0.408|0.089|0|0|0.0882|884|163.7|40.4|6.6|19.37177|37.29054|0.3510|0.2909|0|0|86.60949|+363.49933|-85.55508|144.19|176.89|-39.76
6256.01|1871483|13.444|136.6982614|0.0086683|14.137062036|0.000158350|47.475327|15.96207|0.017714|0.001576|+0.001764|-0.001387|1.37|0.16|+0.19|-0.13|0.2133|0.2315|+0.2498|-0.2133|89.95|2.26391|0.29181|4861|142|155|128|4.574|0.065|0.056|0.074|0.689|0.081|0.110|0.052|0.709|0.082|0.096|0.067|0|0|0.1010|568|393.0|58.6|7.5|19.47549|37.38848|0.5749|0.1463|0|0|10.12845|+3.40537|-7.93948|24.62|11.37|-6.47
6257.01|2012722|10.676|131.8690000|0.0158138|2.326035130|0.000031006|1.117545|0.05038|0.037922|0.015460|+0.014682|-0.016237|7.18|3.12|+5.03|-1.20|1.0076|0.0232|+0.0179|-0.0286|25.78|9.61007|0.94975|7061|219|174|264|4.146|0.250|0.106|0.394|1.535|0.289|0.331|0.248|1.735|0.752|1.214|0.290|0|0|0.0397|2059|333.7|27.7|3.2|19.40076|37.43364|0.2475|0.3389|0|0|0.00488|+0.00022|-0.00009|4249.04|9281.98|-1718.39
6258.01|2013883|9.910|131.6948801|0.0042374|0.764598174|0.000003831|5.476894|2.62457|0.003643|0.000587|+0.000791|-0.000383|0.32|0.15|+0.26|-0.04|0.0636|0.2378|+0.4121|-0.0635|89.38|1.07435|0.30570|6174|194|222|165|4.456|0.328|0.153|0.502|0.690|0.044|0.072|0.017|0.814|0.380|0.649|0.110|0|0|0.0145|2041|15.4|2.7|10.0|19.41888|37.41960|0.2972|0.2994|0|0|5.31611|+28.02278|-4.52334|4098.14|11149.21|-1347.55
6259.01|2161949|12.808|131.7101588|0.0059875|4.781116262|0.000034064|13.470509|3.85711|0.010119|0.000616|+0.000571|-0.000661|1.23|0.33|+0.45|-0.20|0.2919|0.2308|+0.1698|-0.2919|88.81|2.62493|0.18462|5683|160|163|156|4.326|0.187|0.144|0.230|0.959|0.111|0.140|0.081|1.115|0.292|0.404|0.181|0|0|0.0548|1131|122.5|12.3|10.4|19.45419|37.55587|0.4198|0.2535|0|0|2.02279|+0.57920|-0.86501|386.46|416.69|-143.86
6259.02|2161949|12.808|133.1626816|0.0131938|7.188472521|0.000114281|24.001588|10.99984|0.010201|0.000865|+0.000445|-0.001285|1.24|0.33|+0.45|-0.20|0.2447|0.2282|+0.2117|-0.2446|89.38|2.24329|0.39632|5683|160|163|156|4.326|0.187|0.144|0.230|0.959|0.111|0.140|0.081|1.115|0.292|0.404|0.181|0|0|0.0720|986|125.1|17.4|8.6|19.45419|37.55587|0.4198|0.2535|0|0|5.06179|+23.19800|-2.41066|223.87|241.39|-83.33
6260.01|2162994|12.476|132.6324006|0.0000429|4.101595215|0.000000209|7.981319|0.01312|0.588894|0.000311|+0.000253|-0.000368|51.96|13.82|+22.89|-4.76|0.3691|0.0014|+0.0012|-0.0017|87.09|6.11243|0.00262|5610|154|169|139|4.533|0.162|0.051|0.272|0.813|0.092|0.117|0.068|0.808|0.215|0.356|0.074|0|0|0.0468|1028|381819.6|194.0|535.5|19.47053|37.59205|0.3793|0.2770|0|0|0.57171|+0.00094|-0.00069|264.23|353.26|-67.00
6261.01|2167444|12.987|133.4568977|0.0077716|2.435750304|0.000020702|1.051786|0.01985|0.090308|0.002755|+0.002851|-0.002658|17.56|7.40|+11.49|-3.31|0.9079|0.0065|+0.0090|-0.0040|30.37|17.74886|2.45770|7239|312|245|378|4.129|0.244|0.114|0.374|1.558|0.315|0.340|0.289|1.781|0.751|1.165|0.336|0|0|0.0411|2102|6901.6|295.0|61.9|19.53333|37.58014|0.2369|0.3374|0|0|0.00371|+0.00007|-0.00003|4614.94|9810.36|-2163.57
6262.01|2283362|13.951|131.6875143|0.0025994|0.673141323|0.000002141|5.660137|0.97337|0.013791|0.000933|+0.001102|-0.000764|1.29|0.27|+0.44|-0.09|0.1065|0.2275|+0.3486|-0.1064|88.81|0.92105|0.11213|5461|150|156|143|4.552|0.135|0.025|0.245|0.957|0.075|0.062|0.088|0.858|0.175|0.290|0.060|0|0|0.0148|1834|229.5|25.1|10.5|19.07405|37.61185|0.4712|0.2220|0|0|7.57052|+1.30190|-4.91971|2675.15|2685.11|-594.10
6263.01|2301068|10.794|134.3890497|0.0067933|8.609647791|0.000076777|30.686979|3.57577|0.007814|0.000578|+0.000429|-0.000727|3.61|1.72|+1.19|-2.26|0.1867|0.2282|+0.2699|-0.1866|89.38|2.12312|0.25185|5418|199|189|209|3.447|0.400|0.607|0.194|1.830|0.583|0.320|0.846|4.233|2.026|1.396|2.655|0|0|0.1006|1550|74.6|8.9|9.6|19.40181|37.61391|0.4605|0.2317|0|0|7.37478|+0.85934|-4.75710|1365.41|1404.06|-1203.29
6264.01|2305372|12.054|131.5520187|0.0000987|1.404691943|0.000000161|3.577475|0.05045|1.035711|0.008712|+0.008880|-0.008544|185.26|85.16|+100.20|-70.12|0.5784|0.0118|+0.0114|-0.0122|80.79|6.28613|0.01721|5896|170|186|155|3.963|0.336|0.398|0.274|0.897|0.129|0.166|0.092|1.638|0.753|0.886|0.620|0|0|0.0237|2162|688284.2|881.1|1112.8|19.46602|37.67275|0.3371|0.2909|0|0|0.43896|+0.00619|-0.00674|5166.17|8722.97|-3372.44
6265.01|2306740|11.958|143.7331828|0.0000667|10.306982700|0.000000820|10.509839|0.01729|0.615872|0.001949|+0.001922|-0.001976|81.85|22.77|+27.77|-17.76|0.5446|0.0039|+0.0038|-0.0039|87.09|11.45344|0.00382|5912|162|162|162|4.225|0.213|0.213|0.214|0.907|0.115|0.149|0.082|1.217|0.339|0.413|0.264|0|0|0.0898|960|353784.0|115.2|1207.3|19.48465|37.69820|0.3522|0.2875|0|0|0.20672|+0.00034|-0.00046|200.80|200.56|-90.62
6266.01|2308957|12.833|132.1655380|0.0000914|1.109841884|0.000000121|1.849358|0.00552|0.519477|0.000264|+0.000135|-0.000394|61.66|15.52|+21.16|-9.87|0.0447|0.0222|+0.0177|-0.0267|88.81|8.17399|0.01688|5947|172|169|176|4.336|0.185|0.138|0.232|0.934|0.118|0.141|0.095|1.087|0.273|0.373|0.174|0|0|0.0205|1910|313938.5|398.0|2313.1|19.51679|37.60354|0.3494|0.2891|0|0|0.09714|+0.00029|-0.00015|3147.39|3204.10|-1178.39
6267.01|2422820|13.538|137.3445000|0.0098145|13.891261900|0.000179573|23.689064|9.48484|0.013828|0.000940|+0.000623|-0.001257|1.19|0.35|+0.58|-0.13|0.1408|0.2301|+0.3198|-0.1405|89.38|4.49911|0.36952|5472|174|196|152|4.499|0.223|0.094|0.352|0.718|0.095|0.148|0.041|0.790|0.236|0.382|0.091|0|0|0.1013|674|231.6|24.6|10.4|19.07564|37.79988|0.4040|0.2628|0|0|1.30322|+2.08718|-0.56172|48.80|74.84|-14.67
6268.01|2437452||134.5822872|0.0003165|7.234966877|0.000002763|9.585258|0.18793|0.544776|0.025795|+0.024901|-0.026690|47.18|12.70|+21.77|-3.63|0.8030|0.0388|+0.0390|-0.0387|85.37|7.66096|0.01872|5655|176|190|162|4.575|0.163|0.032|0.295|0.863|0.095|0.107|0.082|0.793|0.213|0.366|0.061|0|0|0.0697|841|196309.5|1017.7|731.6|||0.3727|0.2808|0|0|0.31827|+0.00624|-0.00560|118.47|170.36|-28.60
6269.01|2437804|11.382|131.7756041|0.0082299|7.453026114|0.000078940|14.442154|3.89745|0.019347|0.001053|+0.000771|-0.001334|34.86|8.50|+7.50|-9.51|0.4007|0.2190|+0.0374|-0.4006|88.24|3.69926|0.27626|4598|109|99|119|2.332|0.030|0.031|0.029|2.129|1.038|1.082|0.993|16.501|4.027|3.551|4.504|0|0|0.0962|2656|461.3|36.6|17.2|19.35024|37.75942|0.6519|0.1064|0|0|1.02586|+0.55369|-0.32569|11769.39|7156.46|-6167.59
6270.01|2438061||132.0115026|0.0007629|2.442941766|0.000001876|4.007564|1.89319|0.442992|0.517443|+0.865369|-0.169517|48.37|0.00|+0.00|0.00|1.1643|0.5687|+0.9207|-0.2168|73.34|4.18320|0.02880|5780|0|||4.44|0|||1.0|0|0.000|0.000|1.0|0|0.000|0.000|0|0|0.0356|1351|37690.1|206.3|269.0|||0.3981|0.2673|0|0|0.20402|+0.19276|-0.01946|788.17|0.00|0.00
6271.01|2438062|15.566|132.0059509|0.0088892|2.442951228|0.000016713|6.339674|2.95088|3.175832|3.045374|+4.595487|-1.495260|346.80|0.00|+0.00|0.00|4.0303|3.0599|+4.5573|-1.5625|50.42|4.20344|0.05757|5780|0|||4.44|0|||1.0|0|0.000|0.000|1.0|0|0.000|0.000|0|0|0.0356|1351|20545.9|273.9|114.2|19.35180|37.79195|0.3981|0.2673|0|0|0.80766|+3.00748|-0.63585|788.17|0.00|0.00
6272.01|2438517|13.417|131.5136822|0.0103953|3.315848621|0.000036042|7.010739|2.83250|0.016601|0.000860|+0.000254|-0.001466|1.59|0.41|+0.63|-0.18|0.6013|0.2497|+0.0043|-0.4950|84.80|2.97948|0.19560|5385|184|203|166|4.476|0.170|0.079|0.260|0.835|0.095|0.118|0.071|0.875|0.222|0.350|0.095|0|0|0.0410|1097|305.8|23.3|15.6|19.35528|37.76389|0.4752|0.2181|0|0|0.59287|+0.71860|-0.01490|342.77|436.23|-102.46
6273.01|2442084|12.571|175.1928218|0.0001233|49.788604092|0.000007448|70.125023|2.46170|0.542534|0.040754|+0.051179|-0.030329|32.05|2.96|+2.96|-2.96|0.7091|0.0645|+0.0935|-0.0354|89.38|7.43095|0.00945|3894|76|56|96|4.710|0.060|0.060|0.060|0.548|0.055|0.050|0.060|0.541|0.050|0.050|0.050|0|0|0.2168|271|231833.3|216.0|3071.0|19.41067|37.76110|0.4719|0.2576|0|0|2.63158|+0.09238|-0.04513|1.28|0.34|-0.32
6274.01|2449245|13.757|145.8008260|0.0172911|18.177512177|0.000417375|36.247021|15.30162|0.014005|0.001149|+0.000860|-0.001439|1.56|0.39|+0.64|-0.14|0.1840|0.2248|+0.2657|-0.1839|89.95|3.82085|0.77596|6147|183|159|207|4.457|0.164|0.046|0.282|1.092|0.173|0.209|0.137|1.023|0.257|0.418|0.095|0|0|0.1395|734|232.3|34.1|8.2|19.51535|37.78718|0.3352|0.2979|0|0|2.72650|+4.60395|-1.65708|68.72|82.29|-19.41
6275.01|2450716|12.160|131.5931000|0.0326781|1.386079730|0.000060200|1.375948|0.25749|0.007212|0.000513|+0.000750|-0.000276|0.60|0.10|+0.15|-0.05|0.0198|0.2359|+0.4519|-0.0198|89.38|8.69671|1.74400|5261|155|172|138|4.562|0.091|0.042|0.140|0.784|0.096|0.121|0.070|0.768|0.126|0.187|0.065|0|0|0.0225|1356|64.6|18.0|2.8|19.53807|37.71090|0.4763|0.2182|0|0|0.02565|+0.00480|-0.01095|798.80|605.98|-197.00
6276.01|2557350|12.717|134.3948229|0.0061490|3.098723706|0.000020637|11.388697|4.85550|0.015191|0.001048|+0.000852|-0.001243|0.68|0.09|+0.08|-0.10|0.4584|0.2388|+0.0347|-0.4428|87.66|1.88628|0.19713|3627|61|50|72|4.843|0.065|0.070|0.060|0.427|0.055|0.050|0.060|0.410|0.055|0.050|0.060|0|0|0.0313|579|268.0|32.1|10.1|19.12128|37.85901|0.3713|0.3512|0|0|2.91014|+2.48144|-1.16658|26.58|8.76|-8.71
6277.01|2557430|10.023|131.8430096|0.0001526|0.648868304|0.000000115|2.008079|0.19031|0.470735|0.092662|+0.088818|-0.096507|78.34|29.42|+38.91|-19.94|1.1805|0.1081|+0.1252|-0.0910|53.86|2.82757|0.00981|6531|170|155|186|4.120|0.239|0.213|0.266|1.117|0.209|0.277|0.141|1.524|0.573|0.757|0.388|0|0|0.0152|2885|42247.0|121.0|492.4|19.12302|37.81589|0.2858|0.3080|0|0|0.36382|+0.03448|-0.05653|16368.52|23906.59|-8266.30
6278.01|2568971|12.179|134.0587000|0.0792524|5.088570920|0.000033754|5.146211|0.00362|4.147811|1.113577|+0.002423|-2.224732|885.50|322.50|+470.15|-174.84|5.0062|1.0478|+0.0024|-2.0932|13.18|39.11755|10.15924|7514|274|242|306|4.052|0.216|0.128|0.304|1.571|0.305|0.354|0.257|1.955|0.712|1.038|0.386|0|0|0.0674|1785|21422.5|3928.9|0.9|19.34059|37.84521|0.3310|0.2620|0|0|0.09957|+0.00007|-0.06713|2400.30|3986.05|-1091.14
6279.01|2570505|11.441|132.6755347|0.0230897|1.891288385|0.000047962|2.149588|0.78678|0.005271|0.000855|+0.001303|-0.000406|0.42|0.05|+0.06|-0.04|0.6370|0.2581|+0.0512|-0.4649|72.77|5.61313|0.47843|4986|140|151|128|4.558|0.078|0.058|0.098|0.709|0.086|0.120|0.053|0.733|0.089|0.109|0.069|0|0|0.0267|1152|30.4|2.8|13.2|19.35264|37.88817|0.5449|0.1689|0|0|0.05253|+0.05768|-0.00378|416.87|202.92|-108.59
6280.01|2570767|11.272|132.6821655|0.0144029|1.891264708|0.000025998|2.326871|0.88074|0.005192|0.000726|+0.001138|-0.000314|0.40|0.40|+0.76|-0.04|0.6791|0.2669|+0.0043|-0.5296|72.77|4.90506|0.37636|5870|170|172|169|4.559|0.496|0.093|0.900|0.656|0.043|0.067|0.018|0.705|0.699|1.335|0.063|0|0|0.0260|1348|28.5|2.2|17.2|19.35533|37.89103|0.2779|0.3200|0|0|0.06663|+0.10088|-0.00356|781.25|6561.26|-204.83
6281.01|2571075|13.965|132.6744000|0.0207946|1.891342010|0.000036551|3.098463|0.84912|0.010370|0.000703|+0.000700|-0.000706|0.92|0.21|+0.35|-0.07|0.2376|0.2341|+0.2307|-0.2375|85.37|4.67404|0.51431|5658|157|163|151|4.567|0.144|0.031|0.257|0.895|0.093|0.093|0.093|0.815|0.187|0.309|0.065|0|0|0.0289|1325|128.9|14.5|8.9|19.35916|37.82029|0.3918|0.2697|0|0|0.15731|+0.08622|-0.09535|729.42|824.88|-175.06
6282.01|2576692|11.298|194.1049885|0.0001384|87.878270293|0.000016433|79.144158|0.36171|0.618751|0.004186|+0.003669|-0.004703|55.54|14.12|+23.92|-4.32|0.5794|0.0074|+0.0080|-0.0068|89.38|12.82259|0.00899|5782|146|151|142|4.564|0.163|0.031|0.296|0.902|0.097|0.101|0.093|0.822|0.209|0.354|0.064|0|0|0.3741|378|341876.3|230.9|1459.3|19.44287|37.81426|0.3695|0.2800|0|0|1.21437|+0.00555|-0.00405|4.83|6.13|-1.11
6283.01|2580872|13.106|145.5520186|0.0000676|15.926631523|0.000001343|23.521983|0.10785|0.581958|0.004534|+0.004989|-0.004078|58.28|13.86|+21.92|-5.79|0.6632|0.0080|+0.0071|-0.0088|88.24|7.43675|0.00425|5496|157|168|146|4.471|0.161|0.068|0.253|0.907|0.082|0.093|0.070|0.917|0.218|0.345|0.091|0|0|0.1200|670|277955.3|163.0|918.0|19.50191|37.81002|0.4588|0.2302|0|0|0.97058|+0.00445|-0.00281|47.68|54.19|-12.94
6284.01|2583777|11.243|132.0528789|0.0001055|0.958116757|0.000000122|2.065000|0.78169|0.368714|0.174440|+0.286773|-0.062108|54.96|19.23|+24.56|-13.89|1.2580|0.1848|+0.3025|-0.0672|52.71|2.45623|0.00834|6032|164|164|165|4.147|0.239|0.248|0.230|0.954|0.142|0.176|0.108|1.365|0.477|0.610|0.345|0|0|0.0187|2273|7829.4|19.6|231.0|19.54449|37.84139|0.3242|0.2980|0|0|0.18146|+0.06869|-0.01094|6312.99|8400.12|-3158.06
6285.01|2693092|10.589|168.1412220|0.0000406|39.841522952|0.000001985|42.260880|0.11511|0.516181|0.004775|+0.005352|-0.004198|139.23|46.81|+32.58|-61.05|0.9012|0.0067|+0.0076|-0.0059|88.81|8.78480|0.00222|6070|170|161|179|3.799|0.259|0.374|0.144|1.402|0.272|0.200|0.343|2.470|0.831|0.578|1.083|0|0|0.2556|832|144329.6|36.6|11882.5|19.06032|37.92809|0.3477|0.2963|0|0|0.89950|+0.00245|-0.00245|113.46|78.38|-81.72
6286.01|2708156|10.474|132.6833412|0.0000416|1.891268393|0.000000097|3.264069|0.00373|0.779119|0.000349|+0.000378|-0.000319|396.64|88.95|+23.65|-154.25|0.1853|0.0021|+0.0022|-0.0019|86.52|8.29290|0.03617|11287|420|329|510|3.642|0.193|0.335|0.050|3.471|0.409|0.033|0.785|4.662|1.046|0.278|1.813|0|0|0.0454|5045|640912.6|1868.7|2220.4|19.35247|37.93651|0.1268|0.2193|0|0|0.18392|+0.00021|-0.00018|153163.32|39756.32|-105621.86
6287.01|2708172|11.118|132.6758487|0.0271433|1.891282610|0.000051165|1.544623|0.04834|0.537634|0.232537|+0.089071|-0.376002|36.81|3.29|+2.70|-3.87|1.5337|0.2026|+0.0011|-0.4042|6.88|9.31645|1.30567|4267|130|125|135|4.637|0.041|0.055|0.027|0.622|0.058|0.056|0.060|0.627|0.056|0.046|0.066|0|0|0.0256|931|36.1|3.7|15.0|19.35278|37.98108|0.5524|0.1754|0|0|0.01949|+0.00061|-0.00967|177.97|52.18|-52.69
6288.01|2708445|12.259|132.7314551|0.0093006|1.891173444|0.000018675|1.292857|0.64506|0.015959|0.002117|+0.000378|-0.003856|0.76|0.12|+0.07|-0.18|0.9756|0.3451|+0.0010|-0.6892|41.25|4.92405|0.23896|4182|128|120|135|4.815|0.086|0.128|0.045|0.451|0.072|0.040|0.104|0.435|0.072|0.041|0.104|0|0|0.0230|802|164.6|12.1|16.6|19.35712|37.93876|0.3197|0.3377|0|0|0.01143|+0.29655|-0.00292|97.92|33.37|-48.20
6289.01|2708614|14.178|147.0116229|0.0038214|52.883755189|0.001745220|31.690096|15.84182|0.565557|33.237248|+66.384377|-0.090120|67.44|18.74|+30.08|-7.41|1.4363|33.1993|+66.3047|-0.0940|87.66|7.95030|0.13223|6475|216|175|257|4.405|0.175|0.064|0.286|1.105|0.177|0.213|0.142|1.092|0.303|0.487|0.120|0|0|0.2853|559|12267.7|186.9|69.9|19.36011|37.94201|0.2942|0.3096|0|0|0.21527|+54.55982|-0.02665|23.05|30.56|-7.52
6290.01|2711114|11.050|132.7466458|0.0002355|1.429439359|0.000000391|2.304182|0.45306|0.329165|0.166146|+0.189079|-0.143213|49.93|18.30|+25.84|-10.75|1.2598|0.1762|+0.1977|-0.1547|56.72|2.41803|0.01202|6490|182|160|205|4.205|0.226|0.171|0.280|1.127|0.210|0.272|0.148|1.389|0.509|0.719|0.299|0|0|0.0259|2096|3563.5|15.5|308.6|19.40095|37.96971|0.2912|0.3103|0|0|0.11326|+0.02227|-0.01092|4566.59|7027.48|-2093.26
6291.01|2716979|11.830|137.7004000|0.0114893|8.832419280|0.000119999|29.696988|0.79226|0.007933|0.000670|+0.000390|-0.000951|0.98|0.26|+0.33|-0.18|0.1850|0.2345|+0.2842|-0.1848|89.38|2.25169|0.32851|6060|165|161|169|4.290|0.195|0.172|0.217|0.914|0.114|0.138|0.090|1.133|0.290|0.376|0.205|0|0|0.0812|999|74.1|10.6|8.1|19.48642|37.93306|0.3251|0.2977|0|0|6.35090|+0.16943|-6.25452|234.99|227.94|-94.21
6292.01|2720354|11.912|131.6799941|0.0001061|2.821328629|0.000000356|4.903848|0.02835|0.244334|0.000238|+0.000217|-0.000259|39.25|16.27|+25.03|-7.50|0.5289|0.0042|+0.0043|-0.0041|83.65|5.02497|0.01078|6765|205|157|253|4.224|0.237|0.118|0.356|1.328|0.264|0.285|0.243|1.471|0.609|0.938|0.281|0|0|0.0429|1747|65594.2|83.4|1006.2|19.53574|37.95474|0.2730|0.3202|0|0|0.28026|+0.00162|-0.00360|2203.89|4274.89|-965.54
6293.01|2834463|12.794|136.0277768|0.0057002|5.888384977|0.000039805|42.486582|12.21924|0.010194|0.000955|+0.001206|-0.000704|1.21|0.39|+0.64|-0.13|0.1268|0.2263|+0.3260|-0.1267|89.95|1.06122|0.21870|6243|178|158|199|4.390|0.195|0.073|0.317|1.048|0.174|0.239|0.109|1.084|0.345|0.575|0.116|0|0|0.0649|1125|121.3|20.5|8.7|19.10580|38.00108|0.3182|0.3022|0|0|41.84277|+24.06816|-40.91112|379.27|602.48|-113.59
6294.01|2852560|13.569|131.9132259|0.0000664|11.961307860|0.000000948|29.371735|0.10880|0.610358|0.004129|+0.003272|-0.004986|52.92|9.83|+15.40|-4.26|0.5998|0.0076|+0.0057|-0.0096|88.81|4.65248|0.00368|5578|153|151|155|4.578|0.107|0.031|0.183|0.870|0.091|0.086|0.097|0.794|0.148|0.231|0.064|0|0|0.0978|701|324368.3|226.9|947.3|19.43107|38.00504|0.4072|0.2609|0|0|3.35034|+0.01241|-0.01638|57.11|48.79|-13.98
6295.01|2856960|13.387|164.7386212|0.0320663|204.268011850|0.008567980|36.324614|15.26202|0.146333|0.005647|+0.002397|-0.008898|11.62|1.21|+1.42|-1.01|0.7284|0.0820|+0.0499|-0.1142|88.81|38.03826|2.07849|4907|141|154|128|4.582|0.051|0.042|0.060|0.737|0.079|0.093|0.065|0.727|0.076|0.089|0.063|0|0|0.6133|236|21715.0|627.1|21.9|19.49209|38.07665|0.5743|0.1465|0|0|0.02173|+0.00913|-0.00660|0.73|0.31|-0.18
6296.01|2860594|12.211|132.8166731|0.0004047|5.499941744|0.000002603|4.050526|0.08187|0.210860|0.000335|+0.000275|-0.000396|33.09|14.27|+22.98|-5.55|0.5434|0.0078|+0.0054|-0.0103|82.51|11.46892|0.04189|6916|234|197|271|4.253|0.239|0.093|0.386|1.356|0.277|0.303|0.252|1.437|0.619|0.998|0.241|0|0|0.0674|1409|48767.6|86.0|588.9|19.54433|38.06913|0.2614|0.3257|0|0|0.04156|+0.00084|-0.00070|930.73|2059.45|-381.28
6297.01|2860788|12.114|132.0676370|0.0001600|2.629870492|0.000000508|3.696828|0.01659|0.349612|0.001135|+0.001262|-0.001007|36.92|10.38|+15.15|-5.61|0.6571|0.0037|+0.0039|-0.0035|79.64|6.62983|0.01061|5566|150|163|136|4.382|0.202|0.142|0.261|0.822|0.099|0.137|0.060|0.967|0.272|0.397|0.147|0|0|0.0349|1292|124352.4|228.1|1133.7|19.54716|38.00903|0.4220|0.2512|0|0|0.13819|+0.00062|-0.00096|659.45|813.20|-229.93
6298.01|2969638|12.452|131.9016764|0.0068525|1.973621593|0.000015389|1.140252|0.55746|0.020987|0.180311|+0.354157|-0.006464|2.86|0.86|+1.13|-0.59|0.9931|0.2072|+0.3744|-0.0399|29.22|6.58415|0.34856|5870|161|157|165|4.235|0.209|0.192|0.225|0.977|0.139|0.171|0.107|1.248|0.375|0.491|0.259|0|0|0.0306|1654|177.9|9.1|23.4|19.04865|38.16483|0.3726|0.2790|0|0|0.00720|+0.00704|-0.00069|1767.45|2046.45|-777.12
6299.01|2970670|12.223|131.8817558|0.0032777|0.947553302|0.000003750|6.291240|2.39658|0.007631|0.000464|+0.000480|-0.000447|0.68|0.19|+0.31|-0.07|0.2731|0.2203|+0.1676|-0.2729|87.66|1.12155|0.11958|5627|154|169|138|4.516|0.170|0.062|0.277|0.799|0.092|0.122|0.062|0.817|0.223|0.366|0.080|0|0|0.0175|1696|68.3|7.1|12.8|19.07141|38.16761|0.3762|0.2779|0|0|5.24637|+1.99855|-2.60351|1955.62|2659.84|-514.70
6300.01|2973509|12.194|132.5466105|0.0000503|6.627612235|0.000000407|11.407353|5.03605|0.568560|0.187456|+0.358630|-0.016282|82.76|33.03|+49.30|-16.76|0.7439|0.2214|+0.4164|-0.0264|86.52|6.15754|0.15871|6316|178|156|201|4.231|0.235|0.163|0.308|1.102|0.216|0.303|0.130|1.333|0.532|0.794|0.270|0|0|0.0714|1204|234247.0|2345.7|692.4|19.13505|38.17102|0.3103|0.3048|0|0|0.63929|+0.84669|-0.00747|496.41|897.07|-219.04
6301.01|2994092|14.557|160.4693857|0.0171757|50.271712162|0.001119898|65.049031|17.56533|0.022631|0.001551|+0.001934|-0.001168|3.16|1.05|+1.58|-0.52|0.0621|0.2150|+0.3678|-0.0621|89.95|6.02668|0.60246|6517|248|181|314|4.349|0.186|0.075|0.298|1.332|0.245|0.203|0.288|1.278|0.425|0.641|0.209|0|0|0.2934|600|603.9|75.6|8.4|19.49338|38.13458|0.2977|0.3212|0|0|2.06031|+0.55635|-1.11765|30.63|46.43|-13.04
6302.01|2998124|11.856|152.9842635|0.0000401|28.597882381|0.000001471|34.731482|0.08458|0.274419|0.000067|+0.000061|-0.000072|37.25|11.95|+18.13|-5.76|0.3568|0.0019|+0.0017|-0.0021|89.38|7.69792|0.00297|6584|186|159|213|4.300|0.196|0.108|0.285|1.127|0.192|0.239|0.144|1.243|0.398|0.605|0.192|0|0|0.1904|742|85646.0|26.7|7225.7|19.55109|38.12608|0.2819|0.3112|0|0|0.96908|+0.00236|-0.00210|71.68|102.62|-26.75
6303.01|3098194|12.147|136.9728995|0.0001735|30.476519044|0.000006358|34.124501|0.14631|0.611406|0.003742|+0.003952|-0.003532|71.64|19.80|+26.51|-13.09|0.5907|0.0067|+0.0073|-0.0062|88.81|10.23386|0.00956|5527|146|158|134|4.315|0.207|0.177|0.238|0.867|0.091|0.123|0.060|1.073|0.296|0.397|0.196|0|0|0.1822|592|332087.8|280.7|585.0|19.06687|38.28572|0.4423|0.2390|0|0|0.80933|+0.00347|-0.00345|28.96|31.89|-11.42
