koi mass mass_lo mass_hi radius radius_lo radius_hi Teff Teff_lo Teff_hi logg logg_lo logg_hi feh feh_lo feh_hi age age_lo age_hi distance distance_lo distance_hi AV AV_lo AV_hi maxAV Teff_prior_mu Teff_prior_sig logg_prior_mu logg_prior_sig feh_prior_mu feh_prior_sig
K07179.01 2.166 0.790 2.257 126.668 0.764 132.812 3780.756 3728.716 5607.284 0.584 0.540 4.578 -0.390 -0.519 -0.308 9.171 9.108 9.951 2183.611 268.533 2837.671 0.520 0.470 0.542 0.55 nan nan nan nan nan nan
K07180.01 1.082 0.965 1.267 1.134 0.943 1.504 6027.999 5715.337 6342.654 4.362 4.175 4.483 0.008 -0.159 0.143 9.490 9.226 9.733 561.536 459.234 757.227 0.880 0.633 1.088 1.317 nan nan nan nan nan nan
K07182.01 0.525 0.485 0.564 0.507 0.466 0.545 3894.627 3836.264 3949.887 4.749 4.717 4.788 -0.268 -0.387 -0.136 9.593 9.222 9.980 412.369 368.560 456.065 0.034 0.009 0.079 0.125 nan nan nan nan nan nan
K07183.01 1.066 1.010 1.146 1.084 0.978 1.385 5868.692 5766.233 5964.810 4.394 4.205 4.473 0.107 -0.036 0.262 9.584 9.245 9.798 1176.423 1055.517 1500.992 0.143 0.055 0.212 0.248 nan nan nan nan nan nan
K07184.01 0.901 0.861 0.940 0.860 0.813 0.934 5337.295 5251.711 5403.799 4.532 4.447 4.569 0.103 -0.051 0.262 9.632 9.221 10.036 634.123 596.786 689.969 0.189 0.100 0.243 0.263 nan nan nan nan nan nan
K07185.01 1.117 1.029 1.239 1.189 1.026 1.521 6146.842 6003.725 6274.504 4.337 4.157 4.437 -0.018 -0.215 0.117 9.494 9.237 9.666 700.136 598.900 893.125 0.169 0.062 0.247 0.288 nan nan nan nan nan nan
K07186.01 1.286 1.158 1.502 1.451 1.208 2.129 6389.495 6181.516 6538.062 4.219 3.956 4.344 0.058 -0.085 0.190 9.361 9.214 9.499 1022.004 844.396 1487.317 0.327 0.191 0.416 0.456 nan nan nan nan nan nan
K07187.01 1.003 0.938 1.103 1.006 0.903 1.209 5820.249 5649.984 6062.537 4.435 4.298 4.511 -0.021 -0.183 0.115 9.568 9.229 9.826 696.235 620.240 843.916 0.208 0.066 0.394 0.54 nan nan nan nan nan nan
K07188.01 1.100 1.018 1.197 1.154 1.008 1.447 6017.746 5845.029 6134.481 4.355 4.184 4.451 0.061 -0.098 0.204 9.545 9.252 9.734 729.056 630.279 914.059 0.398 0.263 0.468 0.491 nan nan nan nan nan nan
K07189.01 1.103 1.010 1.211 1.149 0.994 1.525 6012.505 5798.314 6159.365 4.361 4.148 4.457 0.063 -0.074 0.195 9.540 9.258 9.709 1499.325 1284.319 1986.950 0.396 0.222 0.492 0.533 nan nan nan nan nan nan
K07190.01 1.633 1.553 1.723 1.750 1.561 2.012 8822.664 8663.746 9023.805 4.165 4.066 4.246 -0.591 -0.719 -0.507 9.023 9.006 9.058 979.647 872.809 1122.282 0.040 0.011 0.088 0.507 nan nan nan nan nan nan
K07191.01 0.840 0.793 0.881 0.803 0.752 0.851 5222.329 5165.107 5273.990 4.564 4.498 4.598 -0.051 -0.229 0.111 9.673 9.260 10.045 436.684 407.657 463.845 0.091 0.035 0.130 0.145 nan nan nan nan nan nan
K07192.01 1.473 1.346 1.694 1.763 1.472 2.427 6770.449 6667.272 6880.516 4.112 3.896 4.237 0.049 -0.104 0.177 9.202 9.117 9.291 773.907 645.698 1063.365 0.070 0.021 0.130 0.162 nan nan nan nan nan nan
K07193.01 0.807 0.764 0.843 0.763 0.726 0.797 4999.862 4945.170 5053.625 4.589 4.543 4.612 -0.010 -0.181 0.146 9.630 9.256 10.026 739.416 700.317 774.856 0.101 0.034 0.154 0.179 nan nan nan nan nan nan
K07194.01 0.978 0.918 1.038 0.970 0.886 1.176 5726.662 5625.137 5817.440 4.458 4.292 4.523 -0.005 -0.190 0.138 9.665 9.245 9.922 705.022 639.868 853.528 0.137 0.053 0.202 0.229 nan nan nan nan nan nan
K07195.01 1.145 1.064 1.274 1.215 1.065 1.616 6125.033 5991.501 6227.626 4.323 4.119 4.421 0.046 -0.104 0.181 9.498 9.243 9.643 1298.545 1127.281 1721.119 0.165 0.071 0.222 0.249 nan nan nan nan nan nan
K07196.01 1.634 1.489 1.829 1.981 1.626 2.422 7633.776 7413.180 8032.488 4.065 3.933 4.195 -0.199 -0.393 0.031 9.066 9.014 9.125 992.282 822.665 1204.374 0.132 0.042 0.289 0.402 nan nan nan nan nan nan
K07197.01 0.797 0.748 0.840 0.762 0.716 0.802 5054.207 4969.074 5167.414 4.584 4.536 4.615 -0.088 -0.264 0.063 9.715 9.281 10.046 1073.723 1005.032 1136.947 0.151 0.046 0.286 0.379 nan nan nan nan nan nan
K07198.01 1.113 1.027 1.240 1.173 1.017 1.568 6089.048 5912.150 6189.689 4.344 4.135 4.443 0.025 -0.142 0.164 9.527 9.261 9.690 1068.716 917.752 1431.970 0.291 0.163 0.354 0.379 nan nan nan nan nan nan
K07201.01 0.952 0.887 1.018 0.936 0.854 1.082 5715.054 5543.644 5852.621 4.479 4.354 4.540 -0.062 -0.256 0.094 9.632 9.249 9.910 1167.951 1056.079 1352.199 0.305 0.159 0.417 0.465 nan nan nan nan nan nan
K07202.01 0.812 0.763 0.855 0.772 0.725 0.819 5116.941 4979.773 5222.571 4.580 4.529 4.611 -0.071 -0.246 0.084 9.667 9.268 10.027 647.106 604.304 690.762 0.293 0.125 0.414 0.469 nan nan nan nan nan nan
K07203.01 0.918 0.864 0.968 0.885 0.820 0.989 5542.235 5396.687 5643.265 4.515 4.413 4.560 -0.019 -0.198 0.130 9.632 9.225 9.983 675.941 621.972 757.649 0.333 0.196 0.417 0.458 nan nan nan nan nan nan
K07206.01 1.336 1.200 1.628 1.566 1.278 2.495 6438.065 6336.236 6526.562 4.167 3.855 4.312 0.034 -0.159 0.176 9.331 9.171 9.435 596.684 484.916 944.908 0.068 0.024 0.106 0.124 nan nan nan nan nan nan
K07207.01 1.008 0.933 1.066 1.005 0.913 1.176 5894.017 5823.407 5963.211 4.439 4.301 4.503 -0.088 -0.291 0.070 9.600 9.251 9.825 619.824 560.182 725.562 0.074 0.026 0.113 0.13 nan nan nan nan nan nan
K07208.01 0.912 0.880 0.942 0.878 0.840 0.964 5203.680 5157.985 5244.122 4.514 4.420 4.556 0.339 0.231 0.431 9.748 9.244 10.091 933.719 888.127 1023.545 0.157 0.123 0.174 0.179 nan nan nan nan nan nan
K07209.01 1.097 1.009 1.185 1.134 1.003 1.360 6125.642 6040.841 6220.172 4.369 4.230 4.451 -0.061 -0.278 0.088 9.495 9.220 9.663 818.014 718.208 984.660 0.063 0.018 0.123 0.165 nan nan nan nan nan nan
K07210.01 1.021 0.965 1.071 1.015 0.931 1.245 5825.249 5742.725 5904.140 4.436 4.271 4.497 0.022 -0.149 0.153 9.605 9.251 9.856 1365.190 1246.460 1674.559 0.085 0.027 0.143 0.173 nan nan nan nan nan nan
K07210.02 1.020 0.966 1.070 1.014 0.931 1.201 5830.493 5746.296 5911.576 4.436 4.287 4.499 0.016 -0.143 0.146 9.606 9.239 9.841 1365.016 1245.718 1616.940 0.091 0.031 0.146 0.173 nan nan nan nan nan nan
K07211.01 1.243 1.132 1.600 1.397 1.162 2.467 6273.689 6110.921 6395.431 4.234 3.853 4.368 -0.005 -0.291 0.138 9.389 9.134 9.521 124.663 103.084 219.013 0.092 0.030 0.146 0.176 nan nan nan nan nan nan
K07212.01 0.798 0.749 0.839 0.763 0.713 0.799 5073.346 5025.101 5127.206 4.584 4.538 4.615 -0.096 -0.290 0.055 9.716 9.330 10.030 418.971 390.311 441.316 0.058 0.015 0.116 0.154 nan nan nan nan nan nan
K07213.01 1.286 1.263 1.305 1.248 1.221 1.270 7866.228 7771.565 7965.695 4.355 4.341 4.371 -0.704 -0.764 -0.645 9.085 9.054 9.145 2943.883 2880.131 2984.338 0.009 0.002 0.024 0.25 nan nan nan nan nan nan
K07214.01 0.822 0.769 0.869 0.786 0.729 0.833 5219.637 5158.851 5303.796 4.573 4.517 4.611 -0.126 -0.319 0.028 9.656 9.232 10.011 1045.207 963.103 1112.370 0.087 0.027 0.175 0.243 nan nan nan nan nan nan
K07215.01 0.893 0.846 0.934 0.856 0.805 0.932 5421.378 5327.866 5515.269 4.531 4.445 4.572 -0.023 -0.183 0.120 9.646 9.218 10.020 909.806 849.080 994.051 0.134 0.047 0.221 0.263 nan nan nan nan nan nan
K07216.01 1.551 1.406 1.727 1.887 1.548 2.404 6979.432 6819.168 7169.682 4.074 3.911 4.208 0.006 -0.150 0.144 9.153 9.084 9.236 1100.886 902.289 1396.273 0.126 0.041 0.225 0.296 nan nan nan nan nan nan
K07217.01 1.462 1.329 1.683 1.733 1.430 2.433 6524.190 6404.560 6700.519 4.127 3.892 4.256 0.238 0.067 0.360 9.212 9.098 9.328 525.063 432.897 734.402 0.088 0.023 0.201 0.321 nan nan nan nan nan nan
K07219.01 1.259 1.097 2.222 1.452 1.125 109.573 6171.886 3777.239 6419.674 4.205 0.709 4.382 -0.056 -0.284 0.114 9.343 9.105 9.548 314.998 240.781 1778.429 0.214 0.077 0.343 0.407 nan nan nan nan nan nan
K07220.01 0.954 0.885 1.024 0.940 0.853 1.126 5714.324 5546.808 5822.810 4.474 4.323 4.542 -0.049 -0.253 0.100 9.674 9.249 9.936 957.368 859.955 1152.220 0.313 0.165 0.400 0.433 nan nan nan nan nan nan
K07221.01 0.873 0.815 0.932 0.837 0.775 0.917 5410.642 5252.729 5587.513 4.540 4.462 4.584 -0.081 -0.281 0.079 9.639 9.227 9.998 817.744 753.014 904.330 0.269 0.105 0.437 0.542 nan nan nan nan nan nan
K07222.01 1.338 1.172 1.584 1.539 1.220 2.198 6453.274 6160.353 6750.660 4.189 3.950 4.337 0.077 -0.069 0.217 9.303 9.151 9.475 1027.347 801.792 1465.309 0.475 0.288 0.667 1.002 nan nan nan nan nan nan
K07223.01 0.913 0.847 0.993 0.891 0.813 1.036 5532.002 5337.953 5804.114 4.501 4.382 4.562 -0.052 -0.227 0.095 9.641 9.249 9.999 681.808 616.953 802.627 0.342 0.150 0.571 0.974 nan nan nan nan nan nan
K07224.01 0.899 0.840 0.947 0.869 0.799 0.959 5549.805 5481.822 5630.801 4.523 4.426 4.570 -0.117 -0.320 0.045 9.618 9.219 9.986 1198.390 1096.943 1324.170 0.071 0.020 0.139 0.185 nan nan nan nan nan nan
K07225.01 1.280 1.161 1.492 1.457 1.201 2.145 6372.690 6236.067 6487.836 4.216 3.948 4.349 0.042 -0.112 0.159 9.380 9.226 9.491 1073.712 882.740 1569.298 0.151 0.062 0.213 0.239 nan nan nan nan nan nan
K07226.01 1.314 1.180 1.519 1.491 1.236 2.149 6412.186 6212.549 6554.348 4.205 3.956 4.331 0.083 -0.052 0.222 9.344 9.210 9.471 1665.216 1371.277 2375.026 0.366 0.233 0.451 0.484 nan nan nan nan nan nan
K07227.01 0.746 0.701 0.785 0.711 0.669 0.739 4787.553 4746.787 4828.121 4.613 4.582 4.642 -0.104 -0.272 0.056 9.662 9.286 10.021 638.573 597.689 667.231 0.061 0.019 0.105 0.126 nan nan nan nan nan nan
K07228.01 0.883 0.826 0.929 0.853 0.789 0.943 5468.248 5407.062 5528.106 4.531 4.429 4.577 -0.101 -0.287 0.065 9.682 9.229 10.039 460.717 423.365 509.736 0.066 0.021 0.108 0.126 nan nan nan nan nan nan
K07229.01 1.638 1.482 1.831 2.047 1.672 2.503 7357.287 7169.989 7650.861 4.038 3.901 4.168 -0.101 -0.272 0.089 9.093 9.031 9.157 978.177 802.081 1191.411 0.133 0.040 0.262 0.389 nan nan nan nan nan nan
K07230.01 1.434 1.201 2.328 1.930 1.273 113.825 6197.199 3703.403 6421.661 4.023 0.693 4.312 0.005 -0.198 0.215 9.248 9.038 9.462 497.150 329.181 2007.173 0.325 0.108 0.434 0.473 nan nan nan nan nan nan
K07231.01 1.596 1.419 1.785 2.001 1.592 2.564 6989.340 6780.607 7129.143 4.037 3.870 4.188 0.040 -0.113 0.179 9.142 9.080 9.235 1173.535 935.583 1501.294 0.730 0.610 0.792 0.816 nan nan nan nan nan nan
K07232.01 0.877 0.832 0.916 0.843 0.790 0.917 5401.197 5343.235 5463.811 4.540 4.449 4.578 -0.069 -0.215 0.078 9.662 9.218 10.032 1061.364 989.776 1155.441 0.065 0.020 0.118 0.146 nan nan nan nan nan nan
K07233.01 1.199 1.100 1.366 1.299 1.122 1.823 6283.521 6194.534 6388.012 4.284 4.048 4.387 0.005 -0.184 0.133 9.428 9.216 9.543 1375.672 1178.638 1914.484 0.060 0.018 0.121 0.161 nan nan nan nan nan nan
K07234.01 0.613 0.572 0.668 0.593 0.555 0.635 4126.759 4067.051 4196.059 4.681 4.657 4.710 -0.110 -0.271 0.139 9.583 9.212 9.990 180.035 165.130 198.257 0.071 0.020 0.144 0.193 nan nan nan nan nan nan
K07235.01 0.876 0.819 0.925 0.844 0.781 0.918 5471.470 5404.604 5548.420 4.539 4.452 4.583 -0.138 -0.321 0.023 9.634 9.211 10.008 722.252 665.177 787.416 0.071 0.021 0.139 0.179 nan nan nan nan nan nan
K07236.01 0.888 0.830 0.941 0.855 0.793 0.931 5447.307 5322.994 5590.650 4.532 4.448 4.576 -0.063 -0.250 0.086 9.639 9.223 10.003 705.333 651.402 771.446 0.191 0.068 0.323 0.399 nan nan nan nan nan nan
K07237.01 0.886 0.846 0.926 0.844 0.801 0.918 5306.064 5201.378 5373.864 4.539 4.454 4.575 0.080 -0.069 0.231 9.662 9.231 10.050 743.246 700.774 809.426 0.437 0.323 0.495 0.515 nan nan nan nan nan nan
K07238.01 1.584 1.411 1.791 1.951 1.563 2.540 6984.162 6720.690 7278.006 4.053 3.880 4.202 0.033 -0.150 0.185 9.135 9.061 9.241 1476.478 1180.522 1920.549 0.275 0.118 0.431 0.642 nan nan nan nan nan nan
K07239.01 1.193 1.082 1.315 1.280 1.096 1.602 6231.156 6013.885 6417.165 4.299 4.139 4.402 0.056 -0.100 0.194 9.426 9.208 9.583 2016.738 1700.255 2524.443 0.493 0.342 0.613 0.672 nan nan nan nan nan nan
K07240.01 1.656 1.465 1.830 2.061 1.658 2.534 7213.851 6949.321 7477.457 4.031 3.889 4.167 -0.002 -0.175 0.164 9.100 9.034 9.179 1587.096 1275.723 1946.355 0.686 0.537 0.807 0.87 nan nan nan nan nan nan
K07241.01 1.042 0.969 1.103 1.054 0.954 1.252 5956.603 5868.443 6039.238 4.410 4.272 4.480 -0.042 -0.238 0.105 9.584 9.252 9.783 488.415 439.383 579.654 0.107 0.039 0.157 0.177 nan nan nan nan nan nan
K07242.01 1.099 1.031 1.190 1.148 1.020 1.500 5998.516 5902.950 6080.613 4.354 4.156 4.446 0.056 -0.100 0.197 9.575 9.262 9.734 603.155 531.750 783.141 0.133 0.060 0.174 0.191 nan nan nan nan nan nan
K07243.01 0.786 0.746 0.819 0.741 0.709 0.769 4865.251 4777.702 4943.976 4.600 4.564 4.620 0.016 -0.150 0.161 9.614 9.242 10.011 493.394 469.375 515.159 0.190 0.069 0.293 0.342 nan nan nan nan nan nan
K07244.01 1.373 1.232 1.600 1.612 1.321 2.321 6563.852 6369.680 6737.795 4.155 3.911 4.292 0.042 -0.122 0.170 9.296 9.168 9.416 948.079 774.154 1351.869 0.196 0.070 0.300 0.349 nan nan nan nan nan nan
K07245.01 0.996 0.735 1.217 4.318 0.699 7.913 4988.043 4821.930 5085.870 3.170 2.728 4.621 -0.162 -0.202 -0.028 9.693 9.446 9.917 1539.686 242.292 2798.501 0.126 0.051 0.256 0.348 nan nan nan nan nan nan
K07246.01 0.717 0.659 0.788 0.686 0.632 0.741 4630.766 4507.091 4722.984 4.627 4.571 4.661 -0.194 -0.570 0.008 9.568 9.297 10.002 120.829 110.232 132.430 0.202 0.068 0.302 0.346 nan nan nan nan nan nan
K07247.01 0.866 0.820 0.909 0.828 0.780 0.890 5320.006 5210.499 5425.874 4.547 4.475 4.584 -0.033 -0.192 0.114 9.658 9.251 10.032 667.883 626.259 720.003 0.180 0.065 0.287 0.343 nan nan nan nan nan nan
K07248.01 1.040 0.968 1.118 1.059 0.947 1.267 5924.343 5773.899 6064.723 4.407 4.266 4.486 -0.003 -0.178 0.133 9.576 9.238 9.795 1089.120 968.039 1305.171 0.186 0.071 0.293 0.345 nan nan nan nan nan nan
K07249.01 1.443 1.263 1.722 1.750 1.380 2.584 6643.427 6401.255 6868.001 4.107 3.846 4.263 0.016 -0.186 0.158 9.238 9.117 9.373 612.929 482.207 904.821 0.206 0.070 0.337 0.42 nan nan nan nan nan nan
K07250.01 0.900 0.846 0.958 0.872 0.806 0.958 5490.841 5381.375 5665.150 4.519 4.434 4.568 -0.063 -0.246 0.088 9.645 9.226 9.978 792.567 728.486 873.921 0.140 0.043 0.293 0.434 nan nan nan nan nan nan
K07252.01 1.122 1.009 1.305 1.201 1.005 1.579 6151.598 5890.701 6399.247 4.329 4.141 4.449 0.001 -0.190 0.127 9.458 9.229 9.678 1056.256 872.677 1398.609 0.352 0.163 0.517 0.648 nan nan nan nan nan nan
K07253.01 1.628 1.498 1.867 1.937 1.608 2.478 7729.977 7354.047 8318.470 4.074 3.916 4.207 -0.242 -0.489 -0.018 9.063 9.015 9.126 497.492 418.273 629.630 0.269 0.107 0.502 0.947 nan nan nan nan nan nan
K07254.01 0.763 0.721 0.802 0.728 0.689 0.762 4821.586 4738.954 4961.350 4.602 4.565 4.628 -0.051 -0.220 0.088 9.728 9.334 10.046 489.627 460.577 516.880 0.159 0.045 0.343 1.012 nan nan nan nan nan nan
K07255.01 0.951 0.910 0.992 0.923 0.864 1.063 5571.668 5502.228 5631.438 4.489 4.363 4.540 0.062 -0.093 0.203 9.662 9.239 9.987 661.716 615.348 763.317 0.104 0.045 0.140 0.154 nan nan nan nan nan nan
K07256.01 0.742 0.696 0.768 0.686 0.662 0.709 4481.033 4438.699 4522.576 4.636 4.620 4.647 0.156 -0.072 0.286 9.304 9.118 9.805 496.006 475.332 516.806 0.091 0.029 0.141 0.161 nan nan nan nan nan nan
K07257.01 1.256 1.149 1.450 1.396 1.191 2.028 6330.546 6231.555 6420.379 4.237 3.985 4.355 0.046 -0.111 0.174 9.406 9.225 9.505 1148.733 976.668 1651.769 0.098 0.038 0.139 0.156 nan nan nan nan nan nan
K07258.01 1.101 1.039 1.170 1.139 1.024 1.395 6015.896 5933.886 6095.879 4.364 4.206 4.446 0.047 -0.117 0.186 9.540 9.239 9.714 462.236 413.450 563.865 0.087 0.033 0.129 0.146 nan nan nan nan nan nan
K07259.01 0.763 0.713 0.802 0.721 0.675 0.750 4843.891 4791.555 4891.424 4.612 4.577 4.639 -0.089 -0.271 0.082 9.547 9.200 10.011 523.646 488.401 548.432 0.110 0.044 0.159 0.178 nan nan nan nan nan nan
K07260.01 0.859 0.803 0.903 0.822 0.763 0.886 5323.678 5257.172 5388.047 4.553 4.475 4.592 -0.070 -0.261 0.101 9.656 9.231 10.038 795.517 736.902 859.402 0.104 0.041 0.157 0.179 nan nan nan nan nan nan
K07261.01 0.943 0.893 0.984 0.915 0.855 1.036 5592.628 5508.249 5661.801 4.495 4.378 4.545 0.007 -0.164 0.160 9.652 9.222 9.979 543.322 504.398 614.747 0.151 0.073 0.198 0.215 nan nan nan nan nan nan
K07262.01 1.415 1.279 1.655 1.744 1.380 2.500 6496.600 6396.645 6582.136 4.103 3.861 4.269 0.118 -0.011 0.272 9.293 9.174 9.392 1026.645 813.265 1464.286 0.215 0.155 0.242 0.251 nan nan nan nan nan nan
K07263.01 1.652 1.572 1.730 1.782 1.583 2.015 8925.399 8776.155 9133.076 4.155 4.067 4.237 -0.628 -0.758 -0.530 9.017 9.004 9.047 946.149 841.319 1065.882 0.031 0.008 0.074 0.341 nan nan nan nan nan nan
K07264.01 1.103 1.017 1.217 1.158 1.006 1.470 6106.475 5949.116 6233.428 4.351 4.185 4.448 -0.018 -0.196 0.123 9.515 9.251 9.684 629.121 541.543 801.132 0.178 0.068 0.265 0.312 nan nan nan nan nan nan
K07265.01 1.002 0.943 1.063 1.004 0.909 1.257 5742.768 5610.635 5848.351 4.438 4.249 4.511 0.058 -0.097 0.191 9.666 9.257 9.914 807.330 726.092 1010.955 0.230 0.113 0.305 0.338 nan nan nan nan nan nan
K07266.01 1.635 1.552 1.724 1.770 1.573 2.020 8796.090 8638.754 8996.939 4.156 4.063 4.238 -0.585 -0.714 -0.501 9.025 9.007 9.064 779.600 693.288 886.887 0.040 0.011 0.090 0.321 nan nan nan nan nan nan
K07267.01 1.372 1.221 1.583 1.610 1.305 2.298 6533.636 6330.884 6718.770 4.160 3.914 4.297 0.046 -0.101 0.176 9.303 9.176 9.431 900.306 727.280 1273.910 0.202 0.075 0.311 0.366 nan nan nan nan nan nan
K07268.01 0.992 0.916 1.115 1.009 0.879 1.248 5816.147 5584.698 6113.472 4.431 4.270 4.523 -0.028 -0.218 0.116 9.572 9.248 9.856 439.435 377.353 547.425 0.362 0.165 0.585 0.728 nan nan nan nan nan nan
K07269.01 1.583 1.419 1.772 1.952 1.563 2.530 6983.906 6868.143 7119.751 4.055 3.879 4.201 0.018 -0.137 0.162 9.141 9.075 9.220 581.988 465.480 751.445 0.079 0.023 0.144 0.175 nan nan nan nan nan nan
K07270.01 0.968 0.907 1.016 0.951 0.874 1.106 5724.825 5651.984 5803.422 4.473 4.339 4.529 -0.046 -0.240 0.096 9.633 9.241 9.917 1208.542 1105.488 1411.161 0.082 0.028 0.140 0.17 nan nan nan nan nan nan
K07271.01 1.031 0.972 1.087 1.038 0.941 1.239 5851.040 5724.615 5967.073 4.420 4.275 4.493 0.025 -0.126 0.158 9.600 9.245 9.851 1195.893 1078.960 1429.239 0.166 0.065 0.250 0.287 nan nan nan nan nan nan
K07272.01 1.160 1.065 1.322 1.239 1.069 1.725 6174.746 6019.826 6300.577 4.313 4.084 4.414 0.030 -0.139 0.161 9.472 9.243 9.615 1548.459 1323.450 2150.121 0.211 0.101 0.283 0.312 nan nan nan nan nan nan
K07273.01 0.939 0.888 0.983 0.904 0.861 0.949 5692.189 5601.721 5787.103 4.501 4.460 4.533 -0.126 -0.248 -0.015 9.565 9.250 9.804 1005.643 954.633 1060.343 0.161 0.076 0.246 0.353 5636 110.0 4.489 0.043 -0.26 0.16
K07274.01 1.141 1.040 1.269 1.224 1.048 1.602 6163.045 6010.526 6326.173 4.317 4.125 4.423 -0.003 -0.200 0.127 9.484 9.245 9.665 1610.884 1363.162 2094.934 0.163 0.056 0.268 0.33 nan nan nan nan nan nan
K07275.01 0.845 0.791 0.893 0.810 0.749 0.877 5316.308 5222.784 5434.523 4.558 4.479 4.599 -0.117 -0.306 0.047 9.669 9.231 10.035 862.163 793.492 937.200 0.153 0.050 0.270 0.343 nan nan nan nan nan nan
K07276.01 1.471 1.317 1.717 1.813 1.441 2.588 6657.243 6493.601 6760.638 4.088 3.847 4.246 0.101 -0.037 0.239 9.230 9.129 9.333 1102.491 877.365 1561.116 0.612 0.510 0.657 0.674 nan nan nan nan nan nan
K07277.01 1.048 0.965 1.145 1.061 0.931 1.298 5904.137 5664.323 6093.704 4.410 4.253 4.494 0.042 -0.104 0.170 9.553 9.236 9.783 1454.539 1260.747 1787.741 0.465 0.270 0.606 0.677 nan nan nan nan nan nan
K07278.01 1.638 1.441 1.889 2.077 1.627 2.835 6986.229 6590.876 7189.535 4.016 3.805 4.175 0.039 -0.164 0.204 9.113 9.037 9.213 233.540 181.935 317.793 0.541 0.308 0.648 0.692 nan nan nan nan nan nan
K07279.01 0.970 0.930 1.014 0.952 0.884 1.105 5624.474 5561.225 5679.826 4.472 4.337 4.529 0.072 -0.071 0.221 9.663 9.231 9.961 539.118 499.911 627.392 0.089 0.037 0.118 0.128 nan nan nan nan nan nan
K07280.01 1.505 1.345 1.719 1.853 1.495 2.466 6891.512 6765.368 7009.067 4.077 3.888 4.225 -0.006 -0.188 0.112 9.193 9.115 9.282 1711.740 1378.324 2262.070 0.107 0.040 0.164 0.187 nan nan nan nan nan nan
K07281.01 1.461 1.291 2.199 1.838 1.417 93.426 6612.819 3941.126 6720.251 4.072 0.841 4.251 0.010 -0.265 0.152 9.238 9.051 9.348 805.078 622.102 2730.968 0.079 0.027 0.126 0.147 nan nan nan nan nan nan
K07282.01 0.742 0.701 0.775 0.705 0.670 0.729 4687.021 4637.921 4735.646 4.618 4.590 4.640 -0.040 -0.200 0.113 9.630 9.278 10.016 605.607 572.552 630.455 0.095 0.031 0.158 0.189 nan nan nan nan nan nan
K07283.01 1.048 0.985 1.118 1.060 0.954 1.316 5869.825 5748.552 5973.135 4.407 4.238 4.484 0.061 -0.099 0.215 9.595 9.243 9.806 835.462 746.216 1034.298 0.155 0.057 0.231 0.268 nan nan nan nan nan nan
K07284.01 1.132 1.045 1.271 1.212 1.044 1.648 6084.987 5931.056 6181.318 4.320 4.100 4.430 0.050 -0.097 0.191 9.530 9.271 9.689 424.535 362.641 577.957 0.322 0.209 0.372 0.391 nan nan nan nan nan nan
K07285.01 1.635 1.484 1.813 2.015 1.663 2.454 7469.726 7150.869 7859.140 4.050 3.915 4.177 -0.140 -0.330 0.085 9.087 9.027 9.153 935.528 777.565 1130.702 0.332 0.174 0.497 0.59 nan nan nan nan nan nan
K07286.01 1.357 1.199 1.583 1.586 1.271 2.305 6495.816 6293.449 6640.092 4.162 3.912 4.315 0.059 -0.097 0.190 9.318 9.192 9.447 748.478 597.005 1077.868 0.542 0.407 0.622 0.658 nan nan nan nan nan nan
K07287.01 1.131 1.022 1.282 1.214 1.019 1.641 6131.099 5900.304 6302.545 4.323 4.106 4.440 0.021 -0.150 0.148 9.495 9.262 9.690 1186.801 982.801 1605.636 0.731 0.560 0.842 0.905 nan nan nan nan nan nan
K07288.01 0.753 0.705 0.795 0.703 0.666 0.732 4745.551 4697.498 4790.376 4.623 4.605 4.646 -0.087 -0.238 0.136 9.342 9.132 9.869 756.033 711.932 790.822 0.092 0.033 0.135 0.152 nan nan nan nan nan nan
K07289.01 1.083 1.017 1.174 1.120 0.999 1.415 5990.018 5893.890 6136.205 4.374 4.195 4.458 0.019 -0.147 0.152 9.550 9.248 9.734 530.750 470.547 671.408 0.092 0.025 0.195 0.279 nan nan nan nan nan nan
K07290.01 1.585 1.470 1.692 1.734 1.528 2.058 8120.285 7960.861 8367.767 4.155 4.041 4.240 -0.402 -0.532 -0.284 9.066 9.023 9.123 428.150 377.609 507.947 0.064 0.018 0.159 0.272 nan nan nan nan nan nan
K07291.01 1.232 1.088 1.479 1.395 1.110 2.068 6315.714 6057.001 6582.266 4.241 3.976 4.391 0.023 -0.147 0.157 9.382 9.196 9.566 533.255 418.558 788.896 0.388 0.213 0.558 0.685 nan nan nan nan nan nan
K07292.01 0.966 0.891 1.041 0.957 0.856 1.106 5723.442 5498.165 5936.628 4.465 4.349 4.537 -0.033 -0.204 0.105 9.614 9.230 9.908 1203.680 1064.359 1399.525 0.472 0.265 0.635 0.727 nan nan nan nan nan nan
K07294.01 0.907 0.844 0.956 0.879 0.810 0.991 5547.754 5474.667 5619.461 4.515 4.396 4.564 -0.082 -0.293 0.075 9.669 9.243 10.015 496.568 454.655 560.607 0.111 0.043 0.156 0.179 nan nan nan nan nan nan
K07295.01 1.414 1.274 1.653 1.678 1.379 2.448 6631.195 6476.305 6754.451 4.134 3.878 4.269 0.054 -0.097 0.189 9.258 9.149 9.363 1473.759 1209.724 2130.778 0.157 0.058 0.228 0.262 nan nan nan nan nan nan
K07296.01 1.557 1.382 1.747 1.921 1.529 2.529 6954.218 6741.816 7133.917 4.062 3.876 4.211 0.008 -0.161 0.142 9.164 9.086 9.263 378.864 301.448 496.696 0.203 0.083 0.302 0.353 nan nan nan nan nan nan
