koi rprs secthresh maxrad lhood_heb pr_heb lhood_heb_Px2 pr_heb_Px2 lhood_eb pr_eb lhood_eb_Px2 pr_eb_Px2 lhood_beb pr_beb lhood_beb_Px2 pr_beb_Px2 lhood_boxy pr_boxy lhood_long pr_long lhood_pl pr_pl lhood_tot fp FPP
K03923.01 0.407 1009 0.50 1.500e+00 3.610e-01 1.990e+00 4.570e-02 6.030e-01 5.330e-01 3.980e-01 1.960e-02 3.910e-01 3.570e-02 6.930e-02 4.210e-03 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.030e-01 8.710e-04 5.054e+00 0.001 9.990e-01
K03924.01 0.519 21324 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.240e-41 2.230e-38 0.000e+00 0.000e+00 8.220e-03 1.000e+00 0.000e+00 0.000e+00 8.220e-03 0.001 1.000e+00
K03925.01 0.039 198 0.50 1.640e-58 1.730e-59 1.730e-13 4.540e-16 5.320e-05 2.450e-05 6.690e-02 1.320e-03 3.810e-02 4.070e-04 3.960e-04 2.710e-06 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.520e+00 9.980e-01 1.625e+00 0.159 1.760e-03
K03925.02 0.018 107 0.51 1.110e-85 2.650e-88 5.740e-18 1.490e-21 6.570e-15 1.150e-16 4.440e-06 8.920e-09 3.900e-02 2.800e-05 8.460e-03 4.390e-06 2.020e-05 3.890e-09 2.460e-06 4.740e-10 1.490e+01 1.000e+00 1.495e+01 0.154 3.240e-05
K03928.01 0.008 8 0.60 3.650e-106 1.570e-107 4.730e-17 1.680e-19 5.110e-16 1.550e-16 9.730e-07 5.160e-08 2.090e-15 8.180e-17 7.290e-08 3.230e-09 2.820e-05 1.580e-07 3.260e-06 1.820e-08 5.430e-01 1.000e+00 5.430e-01 0.072 2.310e-07
K03929.01 0.254 485 0.50 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K03930.01 0.021 128 0.50 0.000e+00 0.000e+00 2.220e-259 9.260e-258 0.000e+00 0.000e+00 1.730e-104 1.090e-101 5.590e-316 1.550e-313 7.510e-29 1.430e-26 0.000e+00 0.000e+00 8.200e-03 1.000e+00 0.000e+00 0.000e+00 8.200e-03 0.175 1.000e+00
K03931.01 0.026 239 1.32 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.090e-265 3.760e-262 2.940e-278 1.500e-274 4.180e-100 1.220e-96 0.000e+00 0.000e+00 8.030e-03 1.000e+00 0.000e+00 0.000e+00 8.030e-03 0.206 1.000e+00
K03932.01 0.345 542 4.00 8.470e-07 7.790e-08 1.050e-02 8.210e-05 9.060e-01 3.570e-01 6.190e-01 2.220e-02 2.390e-01 6.180e-01 3.370e-04 5.230e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.410e-01 2.750e-03 1.916e+00 0.005 9.970e-01
K03933.01 0.017 57 0.50 2.610e-69 1.320e-71 1.260e-07 5.420e-11 2.180e-04 7.920e-06 1.930e-02 6.850e-05 6.340e-03 1.020e-05 1.940e-05 3.030e-08 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.260e+00 1.000e+00 6.286e+00 0.133 8.660e-05
K03934.01 0.323 672 0.50 1.600e-12 1.090e-12 1.370e-07 3.450e-09 7.340e-02 4.740e-01 1.210e+00 2.160e-01 1.610e+00 2.790e-01 3.630e-01 3.030e-02 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.080e-06 8.790e-08 3.256e+00 0.001 1.000e+00
K03935.01 0.014 38 0.90 5.740e-144 5.920e-147 9.380e-37 4.160e-41 9.060e-10 3.960e-12 4.020e-03 2.840e-06 2.040e-01 4.940e-04 5.880e-03 1.320e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.250e+01 9.990e-01 4.271e+01 0.124 5.100e-04
K03936.02 0.023 93 1.47 1.980e-01 3.100e-02 8.760e-01 2.090e-03 4.280e-01 3.960e-01 1.130e+00 1.730e-02 2.180e-01 7.800e-02 1.400e-01 3.650e-02 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.160e-01 4.390e-01 3.406e+00 0.213 5.610e-01
K03937.01 0.252 520 0.72 1.230e-38 1.410e-39 8.780e-06 7.660e-08 1.000e-07 7.480e-08 4.020e-01 1.720e-02 5.290e+00 6.340e-01 3.320e+00 3.490e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.320e-12 1.730e-12 9.012e+00 0.049 1.000e+00
K03938.01 0.016 70 0.75 1.320e-08 1.470e-10 1.090e-02 1.920e-06 8.330e-09 2.950e-10 1.510e-03 9.680e-07 7.590e-02 9.870e-04 4.740e-03 5.030e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.200e+01 9.990e-01 2.209e+01 0.101 1.040e-03
K03939.01 0.321 1230 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.040e-154 1.280e-151 1.170e-50 6.890e-48 0.000e+00 0.000e+00 8.280e-03 1.000e+00 2.370e-257 4.700e-254 8.280e-03 0.004 1.000e+00
K03940.01 0.114 203 0.50 1.510e-05 5.290e-05 1.940e-01 4.960e-03 6.610e-04 7.540e-03 3.010e-01 1.650e-02 7.610e-01 9.410e-01 1.360e-02 1.090e-02 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.060e-03 1.910e-02 1.273e+00 0.060 9.810e-01
K03941.01 0.208 185 1.65 0.000e+00 0.000e+00 1.280e-117 5.170e-117 3.370e-117 3.600e-114 8.720e-45 5.340e-43 2.950e-25 1.890e-22 2.840e-03 9.540e-01 0.000e+00 0.000e+00 8.150e-03 4.600e-02 5.060e-134 5.390e-131 1.099e-02 0.037 1.000e+00
K03942.01 0.188 84 0.50 6.540e-76 4.760e-75 2.880e-31 5.550e-31 5.980e-47 4.090e-45 9.070e-14 1.350e-12 5.870e-03 3.190e-02 2.320e-01 9.600e-01 0.000e+00 0.000e+00 7.390e-03 8.510e-03 4.780e-262 1.140e-259 2.453e-01 0.057 1.000e+00
K03943.01 0.015 87 1.23 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.620e-127 1.930e-123 2.070e-34 7.840e-33 1.620e-302 1.230e-299 1.830e-231 6.820e-229 5.450e-03 3.300e-01 1.110e-02 6.700e-01 1.110e-09 7.750e-06 1.655e-02 0.207 1.000e+00
K03944.01 0.239 169 0.50 8.430e-06 8.800e-06 2.030e-03 1.800e-04 7.670e-03 2.720e-02 8.520e-02 4.380e-02 2.260e-01 1.370e-01 2.340e+00 7.920e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.710e-08 9.480e-09 2.661e+00 0.001 1.000e+00
K03945.01 0.165 104 0.50 6.790e-86 5.060e-85 4.100e-28 2.290e-28 8.380e-160 1.860e-158 1.510e-29 4.320e-29 4.700e-03 2.960e-02 2.780e-01 9.700e-01 0.000e+00 0.000e+00 3.240e-03 7.790e-04 1.210e-113 1.210e-111 2.859e-01 0.073 1.000e+00
K03946.01 0.022 190 0.75 1.960e-255 2.850e-255 1.100e-60 1.160e-62 1.060e-09 6.940e-09 4.320e-06 6.930e-07 4.880e-05 6.970e-05 1.410e-05 9.670e-06 3.590e-06 1.730e-06 0.000e+00 0.000e+00 7.550e-02 1.000e+00 7.557e-02 0.194 8.180e-05
K03947.01 0.327 1334 1.32 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.810e-82 5.720e-81 5.760e-49 2.510e-49 3.090e-01 3.690e-01 9.060e-01 6.310e-01 0.000e+00 0.000e+00 1.700e-03 1.620e-05 3.930e-24 1.890e-24 1.217e+00 0.010 1.000e+00
K03947.02 0.046 724 1.80 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K03948.01 0.404 8823 4.00 0.000e+00 0.000e+00 5.340e-138 1.450e-138 3.230e-113 6.010e-111 3.810e-42 1.100e-41 3.830e-24 5.010e-22 1.560e-02 9.990e-01 0.000e+00 0.000e+00 8.100e-03 7.470e-04 2.110e-50 1.240e-50 2.370e-02 0.001 1.000e+00
K03949.01 0.014 19 0.69 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.390e-108 3.600e-105 6.360e-59 5.360e-56 6.950e-124 1.220e-121 9.820e-27 3.120e-24 0.000e+00 0.000e+00 8.030e-03 2.470e-01 4.900e-05 7.530e-01 8.079e-03 0.098 2.470e-01
K03950.01 0.317 1120 1.44 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.990e-289 1.540e-284 1.180e-144 2.370e-141 1.490e-46 1.150e-42 1.550e-10 5.810e-07 0.000e+00 0.000e+00 8.280e-03 1.000e+00 7.230e-148 2.130e-144 8.280e-03 0.008 1.000e+00
K03951.01 0.008 9 1.53 2.370e-232 6.380e-229 1.170e-51 1.240e-49 2.370e-85 4.170e-81 2.480e-24 2.570e-21 4.410e-91 5.140e-87 1.200e-06 1.420e-02 0.000e+00 0.000e+00 8.480e-03 9.860e-01 2.620e-205 1.240e-200 8.481e-03 0.117 1.000e+00
K03952.01 0.051 3024 0.50 3.500e-74 7.550e-75 1.690e-25 8.650e-28 1.470e-02 3.180e-02 3.590e-02 1.130e-03 4.150e-03 2.730e-04 1.560e-06 5.420e-08 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.360e+00 9.670e-01 1.415e+00 0.096 3.320e-02
K03953.01 0.201 74 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.850e-306 1.060e-303 0.000e+00 0.000e+00 5.130e-109 8.540e-107 0.000e+00 0.000e+00 8.190e-03 1.000e+00 0.000e+00 0.000e+00 8.190e-03 0.055 1.000e+00
K03954.02 0.020 240 1.83 6.710e-54 7.910e-56 2.410e-16 2.230e-19 4.550e-07 3.880e-08 3.060e-02 1.200e-04 8.100e-02 5.760e-03 3.310e-02 2.100e-03 9.700e-04 1.070e-06 0.000e+00 0.000e+00 5.010e+00 9.920e-01 5.156e+00 0.146 7.990e-03
K03956.01 0.539 297 1.26 1.780e-01 2.950e-03 2.790e+00 5.020e-03 3.940e+00 9.220e-01 9.030e-01 1.880e-02 3.240e-01 4.080e-02 1.260e-01 9.320e-03 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.510e-01 7.570e-04 8.412e+00 0.001 9.990e-01
K03957.01 0.187 74 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.690e-104 4.570e-101 0.000e+00 0.000e+00 3.630e-213 6.380e-210 0.000e+00 0.000e+00 8.110e-03 1.000e+00 0.000e+00 0.000e+00 8.110e-03 0.021 1.000e+00
K03958.01 0.010 145 2.55 0.000e+00 0.000e+00 1.070e-122 1.840e-120 7.120e-143 1.880e-138 1.270e-70 2.670e-67 4.670e-174 3.900e-169 5.190e-30 2.300e-25 0.000e+00 0.000e+00 8.170e-03 1.000e+00 1.900e-151 1.480e-146 8.170e-03 0.113 1.000e+00
K03959.01 0.205 102 3.00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.270e-216 1.550e-213 0.000e+00 0.000e+00 7.900e-131 1.850e-126 0.000e+00 0.000e+00 8.170e-03 1.000e+00 0.000e+00 0.000e+00 8.170e-03 0.013 1.000e+00
K03960.01 0.021 1137 4.00 0.000e+00 0.000e+00 9.080e-299 1.060e-296 0.000e+00 0.000e+00 7.780e-54 1.060e-50 3.040e-87 3.490e-82 2.630e-46 1.350e-41 0.000e+00 0.000e+00 8.270e-03 1.000e+00 0.000e+00 0.000e+00 8.270e-03 0.218 1.000e+00
K03961.01 0.016 168 0.84 3.960e-211 2.100e-211 1.200e-125 3.170e-127 3.100e-34 1.000e-33 8.410e-10 3.450e-10 2.720e-01 1.210e-01 2.710e+00 7.790e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.060e-02 1.000e-01 2.993e+00 0.113 9.000e-01
K03962.01 0.370 3702 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.840e-244 1.280e-240 2.760e-233 1.630e-229 3.900e-64 1.040e-60 0.000e+00 0.000e+00 8.040e-03 1.000e+00 0.000e+00 0.000e+00 8.040e-03 0.001 1.000e+00
K03963.01 0.277 153 0.51 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.180e-181 5.560e-179 6.320e-153 8.160e-150 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.070e-03 1.000e+00 1.530e-277 3.900e-275 9.070e-03 0.001 1.000e+00
K03964.01 0.584 231305 0.50 6.770e-08 2.030e-07 4.680e-30 1.100e-30 7.390e-03 1.930e-01 3.270e-05 3.400e-05 2.870e+00 7.790e-01 1.360e-02 1.920e-03 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.010e-01 2.590e-02 3.192e+00 0.001 9.740e-01
K03965.01 0.263 673 2.31 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.920e-03 1.000e+00 0.000e+00 0.000e+00 8.920e-03 0.030 1.000e+00
K03966.01 0.021 122 1.74 1.810e-208 1.040e-208 2.060e-43 1.030e-45 7.300e-10 2.060e-09 7.970e-04 4.270e-05 6.630e-05 7.830e-05 1.190e-06 7.450e-07 2.740e-03 3.270e-04 0.000e+00 0.000e+00 1.860e-01 1.000e+00 1.896e-01 0.213 4.490e-04
K03967.01 0.030 415 1.08 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.790e-165 5.660e-163 4.610e-29 2.250e-25 4.060e-30 9.610e-27 0.000e+00 0.000e+00 9.020e-03 1.000e+00 0.000e+00 0.000e+00 9.020e-03 0.196 1.000e+00
K03967.02 0.027 88 1.56 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.410e-157 8.330e-155 8.540e-32 5.410e-28 4.060e-05 1.680e-01 0.000e+00 0.000e+00 9.080e-03 8.320e-01 0.000e+00 0.000e+00 9.121e-03 0.205 1.000e+00
K03968.01 0.008 23 1.17 4.020e-64 4.170e-61 1.620e-23 1.560e-21 7.680e-57 4.970e-53 7.790e-18 3.110e-15 2.100e-47 1.030e-43 1.390e-06 4.770e-03 0.000e+00 0.000e+00 8.220e-03 9.950e-01 8.140e-80 2.370e-75 8.221e-03 0.065 1.000e+00
K03969.01 0.015 107 0.93 5.100e-108 2.460e-109 2.930e-109 8.480e-112 4.700e-09 1.500e-09 8.090e-05 4.100e-06 2.980e-01 4.940e-02 7.110e+00 8.430e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.580e-02 1.080e-01 7.494e+00 0.140 8.920e-01
K03970.01 0.016 28 0.93 1.600e-214 1.010e-211 2.160e-42 2.350e-41 4.140e-129 7.480e-126 7.030e-28 2.880e-26 2.730e-04 7.490e-02 3.870e-03 7.480e-01 0.000e+00 0.000e+00 8.790e-03 1.770e-01 1.870e-45 2.940e-42 1.293e-02 0.097 1.000e+00
K03972.01 0.198 98 0.50 0.000e+00 0.000e+00 4.060e-159 1.010e-156 0.000e+00 0.000e+00 6.930e-198 2.470e-194 0.000e+00 0.000e+00 1.130e-57 3.820e-54 0.000e+00 0.000e+00 8.040e-03 1.000e+00 0.000e+00 0.000e+00 8.040e-03 0.032 1.000e+00
K03973.01 0.082 454 0.99 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.060e-03 1.000e+00 0.000e+00 0.000e+00 8.060e-03 0.052 1.000e+00
K03974.01 0.647 418443 0.50 1.260e-133 7.240e-134 1.660e-06 3.490e-08 1.240e-07 3.930e-07 1.760e+00 2.930e-01 6.830e-01 1.040e-02 1.340e-03 1.170e-05 0.000e+00 0.000e+00 7.940e-03 1.140e-05 2.620e+01 6.960e-01 2.865e+01 0.003 3.040e-01
K03975.01 0.042 627 1.38 1.610e-43 1.730e-43 2.080e-17 6.090e-19 2.010e-11 6.970e-11 9.880e-06 7.720e-07 2.550e-03 4.290e-03 3.750e-04 3.220e-04 1.370e-03 4.190e-04 0.000e+00 0.000e+00 2.100e-01 9.950e-01 2.143e-01 0.191 5.030e-03
K03976.01 0.317 1493 1.62 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.900e-193 2.190e-191 1.880e-50 3.330e-48 1.070e-02 9.820e-01 0.000e+00 0.000e+00 8.250e-03 1.760e-02 8.360e-292 5.610e-290 1.895e-02 0.010 1.000e+00
K03977.01 0.414 5425 1.02 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.110e-124 7.880e-121 1.580e-154 3.220e-150 6.500e-25 6.020e-21 0.000e+00 0.000e+00 8.090e-03 1.000e+00 0.000e+00 0.000e+00 8.090e-03 0.001 1.000e+00
K03978.01 0.205 134 1.08 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.020e-230 2.140e-226 0.000e+00 0.000e+00 8.270e-03 1.000e+00 0.000e+00 0.000e+00 8.270e-03 0.047 1.000e+00
K03979.01 0.012 52 1.80 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.210e-251 5.710e-248 0.000e+00 0.000e+00 1.910e-163 1.620e-159 0.000e+00 0.000e+00 8.050e-03 1.000e+00 0.000e+00 0.000e+00 8.050e-03 0.096 1.000e+00
K03980.01 0.022 408 0.57 9.150e-65 2.910e-67 2.720e-20 1.670e-23 1.800e-10 1.330e-11 2.360e-03 2.580e-05 6.750e+00 2.230e-02 1.650e+01 3.490e-02 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.730e+00 9.430e-01 2.598e+01 0.184 5.730e-02
K03981.01 0.216 76 0.50 0.000e+00 0.000e+00 1.870e-221 3.460e-220 2.810e-180 6.620e-177 5.520e-52 1.550e-49 1.310e-37 2.980e-35 4.190e-03 8.970e-01 0.000e+00 0.000e+00 8.100e-03 1.030e-01 3.000e-105 6.960e-102 1.229e-02 0.030 1.000e+00
K03983.01 0.171 59 2.52 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.180e-288 6.600e-286 0.000e+00 0.000e+00 4.410e-173 7.460e-169 0.000e+00 0.000e+00 8.540e-03 1.000e+00 0.000e+00 0.000e+00 8.540e-03 0.031 1.000e+00
K03985.01 0.014 41 2.28 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.300e-193 4.200e-190 0.000e+00 0.000e+00 1.570e-10 1.930e-06 0.000e+00 0.000e+00 8.290e-03 1.000e+00 0.000e+00 0.000e+00 8.290e-03 0.135 1.000e+00
K03986.01 0.253 304 0.50 2.860e-90 4.000e-89 3.820e-26 1.670e-26 2.120e-08 1.300e-06 1.390e-03 4.840e-03 8.320e-02 2.080e-01 6.060e-01 7.860e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.870e-05 8.760e-04 6.906e-01 0.036 9.990e-01
K03987.01 0.009 11 1.05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.100e-139 6.210e-136 3.953e-323 0.000e+00 5.700e-58 1.610e-54 0.000e+00 0.000e+00 8.220e-03 1.000e+00 6.690e-273 4.400e-268 8.220e-03 0.097 1.000e+00
K03988.01 0.014 38 2.07 0.000e+00 0.000e+00 5.900e-114 1.940e-112 0.000e+00 0.000e+00 1.360e-62 1.920e-60 1.510e-08 2.290e-04 2.560e-134 2.360e-130 0.000e+00 0.000e+00 9.760e-03 1.000e+00 0.000e+00 0.000e+00 9.760e-03 0.184 1.000e+00
K03989.01 0.009 17 0.50 7.220e-12 2.120e-14 1.800e-06 2.720e-09 2.510e-08 4.260e-10 2.140e-04 1.380e-06 2.930e-02 1.820e-04 9.460e-02 8.070e-04 0.000e+00 0.000e+00 3.600e-05 1.930e-08 6.920e+00 9.990e-01 7.044e+00 0.066 9.900e-04
K03990.01 0.198 127 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.640e-75 2.060e-72 0.000e+00 0.000e+00 8.200e-03 1.000e+00 0.000e+00 0.000e+00 8.200e-03 0.062 1.000e+00
K03992.01 0.173 142 1.74 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.700e-234 1.030e-229 5.150e-144 1.420e-140 2.140e-216 6.520e-212 1.540e-71 3.050e-67 0.000e+00 0.000e+00 8.050e-03 1.000e+00 0.000e+00 0.000e+00 8.050e-03 0.070 1.000e+00
K03993.01 0.323 1154 13.20 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.100e-250 4.680e-251 3.630e-44 1.330e-42 4.410e-02 1.000e+00 0.000e+00 0.000e+00 8.090e-03 2.360e-05 0.000e+00 0.000e+00 5.219e-02 0.001 1.000e+00
K03994.01 0.008 28 0.50 2.110e-21 1.690e-21 5.290e-09 9.920e-10 8.720e-06 1.060e-04 3.140e-02 7.400e-02 1.660e-02 2.340e-02 7.320e-01 8.780e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.640e-04 2.490e-02 7.803e-01 0.133 9.750e-01
K03995.01 0.335 410 0.50 3.470e-20 1.000e-20 2.190e-14 3.380e-16 8.150e-20 1.260e-19 1.320e-03 1.450e-04 1.280e+01 8.270e-01 5.450e+00 1.730e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.050e-27 1.020e-27 1.825e+01 0.007 1.000e+00
K03996.01 0.160 149 1.11 0.000e+00 0.000e+00 9.930e-290 1.880e-287 0.000e+00 0.000e+00 2.750e-258 7.270e-255 0.000e+00 0.000e+00 4.670e-132 3.830e-128 0.000e+00 0.000e+00 8.050e-03 1.000e+00 0.000e+00 0.000e+00 8.050e-03 0.074 1.000e+00
K03997.01 0.063 22 0.50 2.580e-14 1.810e-15 1.260e-05 2.230e-07 5.630e-12 6.350e-13 8.190e-03 7.950e-04 2.430e+00 3.260e-01 5.260e+00 6.730e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.590e-29 1.680e-28 7.698e+00 0.063 1.000e+00
K03998.01 0.748 144547 0.75 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.820e-217 4.080e-213 7.680e-222 9.920e-219 4.580e-111 1.970e-108 3.920e-03 9.580e-01 0.000e+00 0.000e+00 8.090e-03 4.220e-02 3.600e-199 1.470e-197 1.201e-02 0.001 1.000e+00
K03999.01 0.134 193 0.50 0.000e+00 0.000e+00 1.580e-45 3.870e-44 5.230e-16 1.320e-12 5.080e-05 1.330e-02 6.020e-04 1.280e-01 4.410e-03 6.920e-01 2.170e-05 5.220e-04 6.910e-03 1.660e-01 1.330e-35 5.090e-32 1.199e-02 0.068 1.000e+00
K04001.01 0.013 21 3.30 0.000e+00 0.000e+00 7.860e-183 2.600e-180 0.000e+00 0.000e+00 7.060e-108 1.280e-104 0.000e+00 0.000e+00 5.150e-132 3.470e-127 0.000e+00 0.000e+00 8.150e-03 1.000e+00 0.000e+00 0.000e+00 8.150e-03 0.100 1.000e+00
K04003.01 0.009 19 1.80 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.850e-155 2.470e-152 9.620e-195 1.460e-190 1.940e-36 2.320e-32 0.000e+00 0.000e+00 8.300e-03 1.000e+00 0.000e+00 0.000e+00 8.300e-03 0.072 1.000e+00
K04006.01 0.006 6 3.00 0.000e+00 0.000e+00 2.630e-54 1.190e-53 3.310e-136 1.050e-132 1.990e-26 5.010e-25 7.480e-14 2.990e-10 1.050e-09 3.540e-06 4.060e-04 6.570e-03 1.000e-02 1.620e-01 2.950e-04 8.320e-01 1.070e-02 0.105 1.680e-01
K04007.01 0.228 72 1.77 0.000e+00 0.000e+00 3.590e-91 2.040e-91 1.070e-60 1.470e-58 1.610e-13 9.860e-13 4.640e-03 5.150e-01 6.580e-03 4.710e-01 0.000e+00 0.000e+00 8.580e-03 1.480e-02 6.520e-16 3.720e-14 1.980e-02 0.030 1.000e+00
K04008.01 0.271 452 0.50 4.060e-53 3.310e-52 1.220e-16 2.020e-17 7.070e-05 2.450e-03 5.970e-02 8.410e-02 1.630e-01 4.130e-01 4.740e-01 4.660e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.430e-03 3.400e-02 7.002e-01 0.026 9.660e-01
K04009.01 0.023 202 0.78 9.440e-118 7.870e-118 5.310e-43 1.100e-44 1.220e-08 4.240e-08 2.010e-03 1.990e-04 4.960e-04 1.370e-04 1.350e-03 2.320e-04 2.360e-03 5.250e-04 0.000e+00 0.000e+00 1.430e-01 9.990e-01 1.492e-01 0.211 1.090e-03
K04009.02 0.016 165 20.70 1.490e-72 1.630e-73 7.460e-20 1.330e-22 2.030e-05 1.070e-05 9.720e-03 1.820e-04 9.800e-03 2.950e-01 3.830e-02 5.960e-01 9.190e-04 2.000e-05 1.600e-04 3.490e-06 1.390e-01 1.090e-01 1.979e-01 0.143 8.910e-01
K04010.01 0.010 23 2.07 0.000e+00 0.000e+00 1.070e-287 9.550e-288 1.820e-65 1.730e-63 1.100e-28 1.320e-27 1.130e-04 2.630e-02 2.480e-06 4.450e-04 2.600e-06 2.580e-06 8.200e-03 8.130e-03 2.690e-03 9.650e-01 1.101e-02 0.110 3.480e-02
K04011.01 0.008 16 3.60 0.000e+00 0.000e+00 3.760e-103 1.470e-101 9.700e-116 2.120e-111 1.050e-47 7.270e-45 1.900e-94 6.440e-90 4.750e-21 9.950e-17 0.000e+00 0.000e+00 8.450e-03 1.000e+00 5.929e-323 0.000e+00 8.450e-03 0.094 1.000e+00
K04014.01 0.025 172 1.20 9.910e-175 4.680e-174 5.230e-35 2.670e-36 1.240e-06 2.990e-05 6.250e-03 4.690e-03 1.920e-03 5.950e-03 6.840e-05 2.120e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.230e-02 9.890e-01 3.054e-02 0.200 1.090e-02
K04015.01 0.028 357 0.51 2.230e-139 1.790e-140 9.690e-40 2.040e-42 1.510e-06 5.010e-07 5.510e-03 4.730e-05 1.100e-03 8.270e-06 1.900e-05 8.060e-08 1.420e-03 2.440e-05 0.000e+00 0.000e+00 1.580e+00 1.000e+00 1.588e+00 0.212 8.060e-05
K04016.01 0.038 529 0.50 1.600e-04 1.440e-04 7.320e-06 1.520e-07 3.580e-03 9.640e-03 1.390e-04 7.570e-06 2.180e-03 1.750e-04 5.240e-05 2.460e-06 1.590e-03 1.960e-04 0.000e+00 0.000e+00 2.480e-01 9.900e-01 2.557e-01 0.193 1.020e-02
K04017.01 0.166 195 1.83 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.930e-118 1.270e-115 3.050e-281 2.070e-277 1.300e-51 5.950e-48 0.000e+00 0.000e+00 1.040e-02 1.000e+00 1.620e-207 4.130e-204 1.040e-02 0.029 1.000e+00
K04018.01 0.016 200 2.40 6.220e-141 3.460e-143 1.070e-25 1.710e-29 1.010e-08 3.730e-10 3.120e-03 9.700e-06 2.080e-02 2.130e-03 2.710e-04 1.500e-05 2.140e-06 3.390e-10 0.000e+00 0.000e+00 8.220e+00 9.980e-01 8.244e+00 0.153 2.150e-03
