,FPP,L_beb,L_beb_Px2,L_boxy,L_eb,L_eb_Px2,L_heb,L_heb_Px2,L_long,L_pl,fp,fpV,lhood_beb,lhood_beb_Px2,lhood_boxy,lhood_eb,lhood_eb_Px2,lhood_heb,lhood_heb_Px2,lhood_long,lhood_pl,pr_beb,pr_beb_Px2,pr_boxy,pr_eb,pr_eb_Px2,pr_heb,pr_heb_Px2,pr_long,pr_pl
K06862.01,0.1381,0.0001971,0.0001942,1.49e-07,6.357e-06,1.431e-05,6.726e-07,1.862e-06,2.71e-10,0.002588,0.071,2.266,0.1174,0.177,0.00298,0.0007501,0.08803,0.0003807,0.06984,5.42e-06,0.531,0.06565,0.06471,4.964e-05,0.002116,0.004768,0.000224,0.0006204,9.031e-08,0.8619
K06863.01,0.0008061,5.469e-06,1.819e-05,0.0,3.2516e-13,1.9334e-07,1.469742478e-16,1.8327e-07,0.0,0.02998,0.122,0.01953,0.035617,0.1306,0.0,1.57202e-10,0.0007676,2.734079702e-13,0.0028875,0.0,6.264,0.00017354,0.0006197,0.0,1.130213e-11,6.366e-06,5.839136523e-15,6.2692e-06,0.0,0.999
K06864.01,0.9945,8.105266942e-132,4.4920000001e-26,0.0,2.05405406889e-271,1.90377e-26,1.95000028205e-193,5.1411536e-54,4.08e-07,2.3163e-09,0.001,52.03,6.804378223e-130,4.5670000001e-24,0.0,8.12346023808e-268,4.74986e-23,8.57000126019e-190,5.6041328e-50,0.00815,6.653e-06,1.981283442e-125,1.09260000002e-19,0.0,5.04481716782e-265,4.66044e-20,4.74000069013e-187,1.2511001e-47,0.9945,0.00564
K06865.01,0.93,8.53774001525e-305,3.4460201e-142,0.0,7.272875e-96,1.9375600136e-45,5.2278958766e-124,1.57953831e-38,4.11e-07,3.1373e-08,0.111,384.3,1.20283200217e-302,3.1130183e-140,0.0,9.35174e-93,2.2015300128e-42,1.61758151108e-120,8.4645339e-35,0.00822,7.556e-07,1.94832500358e-298,7.6410479e-136,0.0,1.69378e-89,4.3935800323e-39,1.19833502565e-117,3.3929415e-32,0.93,0.06995
K06866.01,0.9714,6.787e-05,1.7318e-09,0.0,0.3361,0.0007369,0.01244,0.00015335,0.0,0.010221,0.001,6.806,0.11783,6.0553e-06,0.0,6.808,0.8507,1.34,0.8822,0.0,38.44,0.0001882,4.826e-09,0.0,0.9345,0.002047,0.03458,0.00042957,0.0,0.02846
K06867.01,0.9988,5.87352e-14,1.252355e-07,0.0,7.47911039617e-40,1.6212e-09,5.71002244e-20,2.6084e-09,0.0,8.298e-11,0.095,37944.0,1.256201e-12,3.46382e-06,0.0,4.60358021746e-36,7.441e-06,2.80257932e-16,3.3567e-05,0.0,1.8226e-09,9.037175e-07,0.8753,0.0,3.0405512346e-33,0.035185,8.63803005e-13,0.088244,0.0,0.0012699
K06868.01,1.0,1.4330000041e-41,2.6827988e-08,0.0,4.21695766e-57,3.1335e-11,4.9189e-26,3.6979e-12,0.0,6.7545709e-25,0.152,1.7968297806e+21,2.34800000688e-39,3.05990904e-06,0.0,1.49013803e-53,5.9522e-08,1.88598e-22,2.1036e-08,0.0,9.752927e-24,7.49371800624e-31,0.8766,0.0,2.865840132e-47,0.0901463,2.0767305e-15,0.03325336,0.0,7.532986472e-15
K06869.01,0.5846,1.89488e-32,1.204257e-32,0.0,6.73700434628e-22,3.7715e-05,4.67619e-51,2.65250628002e-10,0.0,1.574e-05,0.001,0.47911,2.79028e-29,4.563993e-29,0.0,1.05960068454e-20,0.11121,4.08353e-49,5.35301245005e-06,0.0,0.04186,4.11038e-28,3.075422e-28,0.0,1.83900071513e-17,0.5846,1.184571e-46,7.96601173003e-06,0.0,0.4154
K06870.01,0.9615,1.17873772953e-63,2.7194e-06,0.0,1.99150000086e-24,0.009328,3.22570004677e-68,2.67400424e-07,0.0,0.0003688,0.001,5.105,2.58503888984e-60,0.0079454,0.0,2.42970000107e-22,1.215,1.89300002675e-65,0.000189800299,0.0,1.616,1.22149871477e-61,0.0002889,0.0,2.01710000094e-22,0.9614,3.41030004492e-66,2.91400349e-05,0.0,0.0384
K06871.01,0.0015667,6.719e-07,1.6737e-05,8.72e-08,7.601e-11,2.837e-07,1.709308e-12,1.728e-09,0.0,0.01135,0.093,0.028977,7.8823e-05,0.0024585,0.00174,1.1735e-08,0.0007725,8.47411e-10,1.993e-05,0.0,0.5893,5.9097e-05,0.0014753,7.67e-06,6.69e-09,2.497e-05,1.502914e-10,1.5204e-07,0.0,0.9985
K06872.01,0.3374,0.0009805,0.00132,1.3e-07,5.114e-06,1.405e-05,4.183e-07,2.668e-06,0.0,0.004568,0.121,12.21,0.07838,0.1544,0.0026,0.000537,0.07801,0.0002158,0.07162,0.0,0.5764,0.1423,0.1917,1.889e-05,0.000742,0.002038,6.069e-05,0.0003874,0.0,0.6626
K06873.01,0.00129,6.586e-05,0.0003319,1.18e-08,3.51e-10,9.082e-07,2.408e-12,1.0276e-07,0.0,0.3087,0.111,0.02853,0.004531,0.02296,0.000235,6.915e-08,0.001034,1.359e-09,0.0004062,0.0,11.04,0.00021328,0.0010735,3.804e-08,1.1359e-09,2.936e-06,7.787e-12,3.328e-07,0.0,0.9988
K06874.01,0.00034,6.098000124e-17,3.8926216e-18,6.86e-08,9.71756e-38,6.29e-18,3.33207544059e-45,1.43874e-22,3.19e-07,0.001143,0.104,0.007044,2.3050000463e-14,1.44508801e-15,0.00137,3.293812e-35,1.0042e-14,4.09047609069e-42,9.8589e-19,0.00638,0.06203,5.342000121e-14,3.5831189e-15,6.018e-05,8.93108e-35,5.532e-15,2.92756478051e-42,1.25685e-19,0.00028,1.0
K06875.01,0.0085294,2.8997e-11,3.631e-12,0.0,3.3302e-34,2.76705e-08,2.880188368e-49,8.31000000992e-17,2.16e-09,3.572e-06,0.001,0.0017229,3.0633e-08,6.6654e-09,0.0,1.3212e-32,4.59984e-05,3.895011501e-47,2.56500000293e-13,4.31e-05,0.2157,8.8683e-06,1.04187e-06,0.0,1.0197e-28,0.0078976,7.835857894e-44,2.16800000268e-11,0.0006118,0.9915
K06876.01,1.0,0.0,0.0,0.0,0.0,3.12000257153e-104,0.0,2.57000000022e-140,4.72e-07,0.0,0.068,inf,0.0,0.0,0.0,0.0,3.98000278051e-100,0.0,1.4900000001e-135,0.00944,0.0,0.0,0.0,0.0,0.0,6.59000545675e-98,0.0,5.45000000047e-134,1.0,0.0
K06877.01,1.0,4.4684e-09,6.957e-19,0.0,1.476e-05,2.127e-15,7.03544755e-62,1.59720030483e-36,0.0,8.711e-11,0.001,40900.0,1.2121e-06,2.3933e-16,0.0,0.000108,2.088e-13,8.14622931e-59,4.9014760117e-31,0.0,4.449e-06,0.00030213,4.678e-14,0.0,0.9999,1.4526e-10,4.75363189e-57,1.04845020341e-31,0.0,5.974e-06
K06878.01,0.4926,0.001873,0.000857,7.82e-09,0.01432,0.001344,0.001928,0.0005024,0.0,0.02138,0.158,30.61,0.398,0.2381,0.000156,2.064,2.635,1.45,3.93,0.0,1.0273,0.04444,0.02035,1.856e-07,0.3382,0.03188,0.04576,0.011948,0.0,0.5074
K06879.01,0.995,8.57e-05,2.301e-05,0.0,0.006027,0.0007412,0.0004884,5.328e-05,0.0,3.756e-05,0.001,39.73,0.1968,0.06778,0.0,1.381,1.717,0.4535,0.6974,0.0,0.1605,0.011702,0.003099,0.0,0.808,0.09959,0.0654,0.007152,0.0,0.005053
K06880.01,0.9906,2.82e-05,7.3124e-10,0.0,0.002619,4.588e-07,0.0002043,2.1035e-06,0.0,2.738e-05,0.001,20.75,0.00497,4.2285e-07,0.0,1.236,0.011365,0.6605,0.3297,0.0,3.075,0.009783,2.5415e-07,0.0,0.909,0.00015878,0.07091,0.0007291,0.0,0.009502
K06881.01,0.01176,5.639e-05,0.0002583,1.47e-07,2.4621e-08,6.267e-06,1.47905e-12,1.2381e-07,1.59e-07,0.02702,0.122,0.2898,0.007966,0.04073,0.00293,1.1386e-05,0.007116,1.12718e-09,0.0005654,0.00319,0.6621,0.002062,0.009453,5.366e-06,9.012e-07,0.0002293,5.4264e-11,4.523e-06,5.829e-06,0.9882
K06882.01,0.001164,1.957e-05,7.064e-05,3.69e-08,1.8972e-06,0.00010731,3.39e-10,2.128e-06,0.0,0.1731,0.205,0.04765,0.02405,0.10582,0.000738,0.0009672,0.06971,2.608e-07,0.007225,0.0,2.137,0.00011304,0.0004079,2.13e-07,1.0982e-05,0.0006198,1.954e-09,1.2269e-05,0.0,0.999
K06883.01,0.4811,8.793e-05,5.084e-07,6.02e-08,8.321e-06,7.877e-06,5.657e-07,7.416e-07,0.0,0.0001141,0.213,39.41,0.0383,0.0006024,0.0012,0.010417,0.1405,0.003267,0.06882,0.0,0.0949,0.399,0.002311,0.0002733,0.03778,0.03576,0.002571,0.003367,0.0,0.5189
K06886.01,1.0,0.0,0.0,0.0,0.0,1.9576537246e-81,0.0,1.137241559e-111,4.63e-07,0.0,0.071,inf,0.0,0.0,0.0,0.0,1.1313459042e-77,0.0,2.653981181e-107,0.00926,0.0,0.0,0.0,0.0,0.0,4.2224316866e-75,0.0,2.455006295e-105,1.0,0.0
K06887.01,0.00194,8.09742340041e-18,1.497765e-10,0.0,2.5822120016e-66,3.7139682e-16,1.26203800001e-89,5.4426727e-19,4e-07,0.0002083,0.055,0.02144,1.79909410009e-15,3.891432e-08,0.0,1.7208713137e-63,4.74659e-13,1.50762000001e-86,4.9645483e-15,0.00799,0.012133,3.90224100018e-14,7.14808e-07,0.0,1.3201509084e-62,1.9524457e-12,6.15528600003e-86,2.7471791e-15,0.00194,0.9979
K06888.01,0.09369,0.0001152,8.666e-05,1.4e-07,5.169e-06,3.315e-06,2.527e-07,6.947e-07,0.0,0.002046,0.115,2.359,0.03568,0.03049,0.0028,0.0005688,0.03867,0.0001536,0.04502,0.0,0.3139,0.05106,0.0384,6.214e-05,0.002289,0.00147,0.00011217,0.0003077,0.0,0.9063
K06889.01,0.010166,1.414e-07,7.136e-08,1.56e-07,2.474686e-15,1.6363e-10,3.3562e-23,1.496e-12,4.87e-08,4.065e-05,0.034,0.06879,0.0002243,0.0002468,0.00311,5.637565e-13,1.1968e-05,3.8286e-20,3.458e-07,0.000974,0.04774,0.003445,0.001737,0.003792,6.042666e-11,3.993e-06,8.1246e-19,3.641e-08,0.001185,0.9898
K06890.01,0.01697,5.61e-05,0.0001723,1.48e-07,7.079e-11,3.016e-07,1.6515e-12,1.406e-08,0.0,0.01325,0.048,0.1657,0.009887,0.03553,0.00297,7.27e-09,0.0007201,8.938e-10,0.0001529,0.0,2.171,0.004154,0.01277,1.1e-05,5.253e-09,2.236e-05,1.2236e-10,1.0422e-06,0.0,0.9829
K06891.01,0.008696,1.86540000002e-28,5.4940282e-22,0.0,9.90310031271e-101,8.23101511e-12,4.26267194634e-132,1.956257e-20,4.44e-07,5.297e-05,0.001,0.001747,1.21780000001e-24,4.54245332e-18,0.0,1.84373406069e-98,2.363004486e-08,4.00982185603e-129,3.981136e-16,0.00889,0.364,3.45200000003e-24,1.22696656e-17,0.0,1.73260607739e-96,1.708002636e-07,1.12991235794e-127,3.30559e-16,0.008696,0.9913
K06892.01,0.01298,5.896e-06,1.239e-05,1.52e-07,9.258e-10,4.362e-07,3.429e-13,1.1622e-08,2.28e-08,0.001439,0.134,0.3505,0.002146,0.006708,0.00304,1.4029e-07,0.00245,2.657e-10,0.0003785,0.000456,0.2206,0.00405,0.008515,0.0001044,6.373e-07,0.0002994,2.359e-10,7.98e-06,1.566e-05,0.987
K06893.01,0.4018,6.30971e-08,8.83e-24,0.0,0.12324,4.2651e-09,0.004917,7.697e-11,0.0,0.1898,0.035,4.761,0.0002040144,5.2734e-20,0.0,10.24,2.00311e-05,1.8251,1.1206e-06,0.0,60.68,2.05557e-07,2.8606e-23,0.0,0.3864,1.35331e-08,0.015393,2.3861e-10,0.0,0.5982
K06894.01,0.9954,7.937e-07,5.899e-06,0.0,5.6633e-08,8.319e-06,5.526457e-15,3.3657e-08,0.0,6.153e-08,0.001,53.07,0.002449,0.02325,0.0,9.3115e-06,0.026715,4.742968e-12,0.0006757,0.0,0.0005447,0.05587,0.4085,0.0,0.0041744,0.52473,4.021815e-10,0.0022045,0.0,0.00442
K06895.01,0.5438,3.34650000001e-28,8.964543e-12,0.0,1.265e-16,0.002035,4.1061e-26,0.00023779,0.0,0.001821,0.001,0.2477,2.8348e-25,1.469379e-08,0.0,8.291e-15,1.6832,8.954e-24,0.8309,0.0,4.307,7.76200000002e-26,2.411175e-09,0.0,3.3672e-14,0.4851,1.076e-23,0.05872,0.0,0.4562
K06896.01,0.9994,0.001326,0.000221,0.0,1.82198e-19,6.38082e-06,4.1114e-18,4.4980001773e-07,0.0,1.1627e-06,0.094,31350.0,0.9477,0.315,0.0,4.05025e-17,0.0143412,2.1244e-15,0.0044530001721,0.0,7.975e-05,0.8524,0.1425,0.0,1.170689e-16,0.00396321,2.61e-15,0.000296400010831,0.0,0.0007456
K06897.01,0.02094,1.474e-05,1.922e-05,1.83e-07,9.121e-11,2.107e-07,3.4807e-11,2.881e-08,0.0,0.001608,0.098,0.4177,0.004727,0.009936,0.00365,2.535e-08,0.005814,2.8714e-08,0.001701,0.0,0.4655,0.008979,0.01172,0.0001113,5.565e-08,0.00012848,2.126e-08,1.755e-05,0.0,0.979
K06898.01,0.7546,6.088e-06,9.597e-06,1.46e-08,7.842e-18,7.55e-12,6.0589e-25,2.027e-14,0.0,5.099e-06,0.062,38.26,0.002506,0.00735,0.000292,1.3308e-14,5.966e-07,3.5621e-21,5.968e-09,0.0,0.007755,0.2933,0.4606,0.0007031,3.7803e-13,3.657e-07,2.9651e-20,9.73e-10,0.0,0.2454
K06899.01,0.9724,1.3304e-08,3.0163e-08,0.0,6.526e-10,0.00012869,5.6672e-16,4.041e-05,0.0,4.61e-06,0.001,7.37,0.00012472,0.0003162,0.0,8.474e-08,0.2428,3.6623e-13,0.4094,0.0,0.07679,7.839e-05,0.00019548,0.0,3.85e-06,0.7341,3.332e-12,0.2381,0.0,0.02758
K06900.01,1.0,6.139e-09,6.363e-07,0.0,1.4737e-05,0.0002339,6.629e-09,2.675e-05,0.0,4.104e-09,0.001,13626.0,4.694e-05,0.003996,0.0,0.0015399,0.162,3.0138e-06,0.09181,0.0,3.952e-05,2.238e-05,0.002323,0.0,0.054,0.8455,2.3554e-05,0.09804,0.0,1.514e-05
K06901.01,0.9826,2.0945e-06,1.66047e-11,0.0,0.004908,4.497e-07,0.0002754,1.6494e-08,0.0,9.052e-05,0.001,11.424,0.015016,1.63641e-07,0.0,0.4065,0.006218,0.10879,0.0007203,0.0,2.325,0.0004065,3.14037e-09,0.0,0.9299,8.538e-05,0.0522,3.173e-06,0.0,0.01734
K06903.01,0.9937,5.441e-06,4.2617125e-08,0.0,0.02997,0.00015048,0.002997,1.858e-05,0.0,0.0002132,0.001,31.0,0.0007216,7.693744e-06,0.0,2.081,0.14312,0.9492,0.11248,0.0,2.777,0.00016535,1.2753255e-06,0.0,0.8984,0.004509,0.0899,0.0005584,0.0,0.006393
K06904.01,0.7587,0.001157,0.0005747,1.84e-07,1.653e-05,9.21e-06,7.925e-07,6.878e-07,0.0,0.0005595,0.117,73.49,0.07717,0.04965,0.00367,0.003899,0.06589,0.0007483,0.04058,0.0,0.1916,0.4992,0.2478,7.919e-05,0.00713,0.003973,0.0003414,0.0002968,0.0,0.2413
K06905.01,0.997,0.004568,8.7109e-08,0.0,2.903,8.571e-05,0.07879,7.253e-05,0.0,0.009763,0.001,60.84,0.14725,4.38252e-06,0.0,81.92,0.4174,11.27,1.5165,0.0,79.41,0.0015273,2.92945e-08,0.0,0.9688,2.864e-05,0.02634,2.42e-05,0.0,0.003262
K06906.01,1.0,0.0,1.5294530132e-92,0.0,7.13750000074e-129,1.7614e-15,7.0303e-82,9.1917e-22,4.49e-07,2.58140004814e-122,0.001,1.80556510009e+125,0.0,4.35643403757e-89,0.0,1.07773000011e-126,6.054e-12,2.76269e-79,1.99788e-17,0.00898,9.56970017731e-119,0.0,3.40244102945e-86,0.0,1.58969000016e-122,3.925e-09,1.56546e-75,2.0463e-15,1.0,5.76550010721e-116
K06907.01,0.006517,1.574e-05,4.417e-05,1.86e-07,9.599e-15,6.201e-08,1.0987e-16,6.661e-09,1.12e-09,0.009171,0.111,0.1453,0.007154,0.019,0.00371,2.7571e-12,0.0003154,1.3709e-13,9.776e-05,2.24e-05,1.159,0.001706,0.004786,2.012e-05,1.0374e-12,6.716e-06,1.1914e-14,7.212e-07,1.212e-07,0.9934
K06908.01,0.022335,2.17450000084e-22,7.112073e-13,0.0,5.332e-08,0.0003777,3.2721e-07,1.823e-05,0.0,0.01722,0.001,0.004571,3.53020000137e-21,2.407805e-11,0.0,8.892e-07,0.15684,1.4614e-05,0.05567,0.0,45.62,1.23540000049e-20,4.074494e-11,0.0,3.018e-06,0.021287,1.8573e-05,0.0010362,0.0,0.9777
K06909.01,1.0,4.50065013157e-161,1.393544e-40,0.0,1.59388280094e-169,4.99722e-14,1.56844149972e-92,1.2530655e-22,4.16e-07,3.1921485e-17,0.001,1.7073591e+12,1.25916003679e-158,1.0632154e-37,0.0,8.41410000495e-168,5.18637e-11,2.76606967481e-90,6.058114e-19,0.00831,7.26821e-14,1.0841800316e-154,3.351984e-34,0.0,3.83377100227e-163,1.202493e-07,3.76857861749e-86,3.022758e-16,1.0,7.688817e-11
K06910.01,0.04958,5.428000909e-35,1.3607e-21,5.88e-10,0.0,2.2661123625e-110,5.32007004683e-292,1.8300390653e-75,4.01e-07,1.0406e-05,0.039,0.4067,2.157800361e-31,8.988e-18,1.18e-05,0.0,6.27189983623e-107,3.60158003182e-289,2.22003987631e-71,0.00802,0.0013735,7.847401254e-30,1.6861e-16,7.253e-05,0.0,2.00884984188e-105,2.71360003823e-287,7.54063229521e-71,0.0495,0.9504
K06911.01,1.0,1.185e-09,1.3647e-05,0.0,3.134465e-40,1.9371e-09,8.2716e-26,5.8399e-11,0.0,9.8364e-15,0.055,1.01616e+11,2.9266e-06,0.04605,0.0,1.449126e-37,4.422e-06,5.58407e-23,6.7036e-07,0.0,5.3738e-13,9.365e-05,1.0,0.0,2.081909e-35,0.00016616,5.56707e-21,4.85813e-06,0.0,9.8145e-10
K06912.01,0.27622,3.881e-07,9.35e-23,0.0,0.00015984,6.5866e-18,4.776e-08,3.972e-12,0.0,0.0004,0.007,0.5281,0.0009315,4.924e-19,0.0,0.020045,3.4031e-14,2.939e-05,1.1804e-07,0.0,0.934,0.0006953,1.6144e-19,0.0,0.27542,1.22204e-14,8.81e-05,7.256e-09,0.0,0.7238
K06913.01,0.0003779,1.85917e-10,2.12123e-10,0.0,2.798e-33,5.272e-12,0.0,0.0,3.12e-07,0.0008296,0.096,0.00719,1.61061e-07,2.83362e-07,0.0,2.804e-31,7.452e-09,0.0,0.0,0.00624,0.02954,2.22747e-07,2.61279e-07,0.0,3.338e-30,6.349e-09,0.0,0.0,0.0003772,1.0
K06913.02,1.0,9.67634e-24,6.7381952e-13,0.0,0.0,1.42316122681e-136,0.0,0.0,4.12e-07,2.04e-277,0.104,inf,1.01935e-21,1.37644762e-10,0.0,0.0,3.22642052464e-133,0.0,0.0,0.00824,1.09e-275,2.34615e-17,1.63553418e-06,0.0,0.0,3.46767841339e-130,0.0,0.0,1.0,4.95e-271
K06914.01,1.0,0.02,0.0006744,0.0,1.58646909e-21,0.00014722,5.9438e-11,9.4263e-06,0.0,3.83221784549e-88,0.022,6.05000026838e+100,13.07,0.8896,0.0,4.18277156e-19,0.20155,4.3294e-08,0.060123,0.0,5.14297117568e-86,0.96,0.03233,0.0,7.827323e-20,0.007062,2.8341e-09,0.00045627,0.0,1.89107062568e-86
K06915.01,0.03932,5.191e-05,0.0002467,2.73e-08,1.2422e-05,0.0002376,1.926e-06,2.638e-05,0.0,0.0141,0.187,1.526,0.193,0.8379,0.000546,0.002222,0.3786,0.001634,0.2011,0.0,0.6733,0.003536,0.01681,1.86e-06,0.0008463,0.01621,0.0001312,0.001797,0.0,0.9607
K06916.01,0.002147,1.520049e-47,7.01600000001e-11,1.64e-07,1.5160136e-111,5.9021e-25,3.78985327834e-282,1.9222215e-52,3.94e-07,0.0002601,0.1,0.04292,1.631849e-45,9.27000000002e-09,0.00328,2.320204e-109,6.8931e-22,2.40565750766e-279,9.842049e-49,0.00787,0.009934,5.77986e-44,2.71500000001e-07,0.0006317,5.966655e-108,2.27416e-21,1.51369434589e-278,6.923359e-49,0.001515,0.998
K06918.01,0.002772,0.000316,4.892e-16,0.0,3.3586e-05,1.6765e-06,3.1931e-10,8.774e-07,0.0,0.128,0.053,0.02955,0.534,1.9415e-12,0.0,0.0023456,0.0024356,9.1339e-08,0.006559,0.0,8.193,0.002483,3.92e-15,0.0,0.00027046,1.305e-05,2.4445e-09,6.926e-06,0.0,0.9972
K06919.01,0.8041,0.00861,0.006795,7.19e-08,9.978e-05,0.0002655,2.014e-05,5.655e-05,0.0,0.003862,0.103,83.74,1.878,2.121,0.00144,0.02327,1.15,0.01455,0.8653,0.0,0.8585,0.4369,0.3448,3.648e-06,0.005066,0.01347,0.0010216,0.002868,0.0,0.1959
K06920.01,0.9817,4.08437574e-08,8.457e-07,0.0,1.07319e-08,0.004066,8.588e-21,0.00011568,0.0,7.621e-05,0.001,11.188,0.000277495419,0.003687,0.0,2.3651e-06,0.5403,9.006e-18,0.06915,0.0,0.5021,9.84875417e-06,0.0001988,0.0,2.5862e-06,0.9542,2.0208e-18,0.02727,0.0,0.01818
K06921.01,0.01178,6.441e-06,4.182e-05,1.64e-07,4.828e-07,4.234e-06,1.23819e-10,7.429e-08,0.0,0.004468,0.135,0.32,0.003009,0.02168,0.00327,5.834e-05,0.011519,6.9922e-08,0.0011326,0.0,0.3597,0.001425,0.009248,3.623e-05,0.00010726,0.0009367,2.7276e-08,1.644e-05,0.0,0.9882
K06922.01,0.616,4.5214e-10,2.775178e-10,0.0,0.003924,0.0008181,1.2195e-05,1.075123e-05,0.0,0.002928,0.001,0.3238,6.442e-07,8.267141e-07,0.0,0.4499,1.7204,0.004379,0.1600387,0.0,9.723,5.891e-08,3.632122e-08,0.0,0.507,0.1061,0.001606,0.001418868,0.0,0.384
K06923.01,0.9594,3.2041e-05,2.29494e-14,0.0,0.008726,6.3210116e-06,0.002669,4.502e-06,0.0,0.0004839,0.001,4.715,0.0009684,1.35214e-12,0.0,0.2444,0.0396370726,0.3426,0.13935,0.0,3.188,0.0026442,1.9255e-12,0.0,0.7314,0.000533400963,0.2242,0.0003786,0.0,0.04065
K06924.01,0.997,2.382e-05,4.6703e-08,0.0,0.05974,2.828e-05,0.003137,3.217e-05,0.0,0.0001795,0.001,69.82,0.10497,0.00054422,0.0,7.988,0.2371,2.478,1.3949,0.0,5.749,0.0003772,7.3552e-07,0.0,0.9463,0.0004478,0.04968,0.0005106,0.0,0.002844
K06925.01,0.01975,2.377e-05,1.917e-05,1.76e-07,6.327e-08,6.226e-07,6.971e-08,1.394e-07,6.48e-10,0.002186,0.092,0.3694,0.02958,0.03588,0.00353,1.7337e-05,0.006534,5.653e-05,0.004637,1.3e-05,0.7205,0.01067,0.008592,7.913e-05,2.838e-05,0.0002792,3.125e-05,6.251e-05,2.907e-07,0.9802
K06926.01,8.366e-05,2.5197e-06,6.12e-06,1.33e-08,3.180998e-13,3.702e-08,2.2241610715e-32,2.6012e-10,1.08e-08,0.104,0.041,0.0006777,0.0010206,0.001986,0.000265,8.44751e-10,5.794e-05,8.129742267e-29,1.819e-06,0.000216,7.846,2.4309e-05,5.877e-05,1.277e-07,3.055832e-12,3.559e-07,2.1521980673e-31,2.5024e-09,1.038e-07,1.0
K06927.01,0.4413,2.133e-05,2.814e-06,1.94e-07,1.386e-06,3.534e-07,2.779e-07,9.785e-08,0.0,3.347e-05,0.213,33.44,0.006758,0.00201,0.00388,0.003463,0.01642,0.002141,0.01587,0.0,0.04471,0.3558,0.04698,0.003235,0.02313,0.005895,0.004641,0.001634,0.0,0.5587
K06928.01,8.969e-05,1.68740000142e-28,3.7441e-10,1.08e-09,1.0932521e-38,9.71285e-17,1.963120341e-64,3.6687e-22,8.4e-10,2.575e-05,0.012,0.0002071,2.70700000227e-26,8.867e-08,2.16e-05,2.3373122e-36,4.66949e-13,1.574330277e-61,7.5889e-18,1.68e-05,0.01167,6.41800000568e-24,1.4727e-05,4.209e-05,4.3364142e-34,3.93563e-12,7.425801382e-60,1.38233e-17,3.28e-05,1.0
K06929.01,0.8697,1.80185e-51,6.168e-28,0.0,7.2486531e-109,4.1492591959e-29,9.2041177e-162,5.8924065e-36,4.23e-07,7.3962079e-08,0.001,10605.1701,3.66584e-48,2.715e-24,0.0,2.42965635e-107,3.3756015451e-25,8.8486657e-160,1.4074569e-31,0.00845,0.00076873082,2.69423e-45,1.3775e-21,0.0,1.673896037e-102,9.6788811707e-23,1.78565619e-155,1.2540674e-29,0.8697,0.130290187
K06930.01,0.9016,0.002129,6.443e-07,0.0,9.788e-05,0.00142450495,7.783313e-16,6.6512e-06,0.0,0.000362,0.001,2.0763,2.438,0.0014264,0.0,0.019767,1.6155071,3.502586e-13,0.047523,0.0,0.821,0.5594,0.00015469,0.0,0.025463,0.31458216,1.7839347e-13,0.0018859,0.0,0.09839
K06931.01,0.1071,6.041e-05,0.0005164,2.07e-07,3.058e-07,1.84e-05,1.2005e-09,3.345e-07,0.0,0.004965,0.141,3.377,0.01903,0.1594,0.00413,5.224e-05,0.02593,9.996e-07,0.00249,0.0,0.2421,0.010853,0.0929,3.715e-05,5.495e-05,0.003308,2.1662e-07,6.017e-05,0.0,0.8929
K06932.01,0.2603,2.02804081e-14,6.42057e-10,0.0,7.695e-07,0.0004291,5.1402e-19,2.13450735e-05,0.0,0.001261,0.001,0.07125,2.246579108e-11,1.641709e-06,0.0,7.868e-05,1.1238,1.7122e-16,0.296580564,0.0,4.216,1.170935754e-11,3.63855e-07,0.0,0.00045162,0.247,2.9346e-16,0.012792954,0.0,0.7397
K06933.01,1.0,0.0,3.89725e-211,0.0,0.0,9.372101e-81,0.0,3.42303785876e-110,4.45e-07,6.21279617792e-196,0.001,6.84e+223,0.0,1.050883e-208,0.0,0.0,9.263733e-77,0.0,5.88306202325e-105,0.00891,7.06090246965e-192,0.0,8.73729e-205,0.0,0.0,2.1036916e-74,0.0,7.68608507972e-104,1.0,1.39767848971e-189
K06934.01,0.5174,1.5671091e-09,1.094759e-13,2.04e-07,1.4392358854e-131,6.190887e-27,4.6208803754e-148,3.273448291e-32,4.83e-07,6.827e-07,0.036,8.264,1.2646654e-06,1.1007347e-10,0.00408,4.9156029717e-129,3.5791532e-22,5.4310174563e-145,6.46454117e-27,0.00967,0.0006686,0.0011290603,8.520475e-08,0.1533,7.825818457e-126,4.197387e-21,2.96084640413e-142,2.076578523e-26,0.363,0.4826
K06935.01,0.9977,0.0001148,8.518e-08,0.0,0.05983,0.00013888,0.0004799,2.1342e-05,0.0,0.000147,0.001,82.1,0.7102,0.0006959,0.0,3.037,0.5786,0.13797,0.3825,0.0,0.8223,0.001895,1.3895e-06,0.0,0.9851,0.0023196,0.007885,0.0003568,0.0,0.002424
K06936.01,1.0,0.000308,1.0514e-05,0.0,3.46e-14,0.0013556,7.7157e-19,3.69741e-07,0.0,2.444639e-30,0.001,5.361671e+28,0.7942,0.05122,0.0,9.208e-12,1.8586,1.21059e-15,0.00266592,0.0,1.0650734e-26,0.21274,0.006576,0.0,2.262e-11,0.7804,6.9871e-16,0.000221668,0.0,1.1691754e-27
