,FPP,L_beb,L_beb_Px2,L_boxy,L_eb,L_eb_Px2,L_heb,L_heb_Px2,L_long,L_pl,fp,fpV,lhood_beb,lhood_beb_Px2,lhood_boxy,lhood_eb,lhood_eb_Px2,lhood_heb,lhood_heb_Px2,lhood_long,lhood_pl,pr_beb,pr_beb_Px2,pr_boxy,pr_eb,pr_eb_Px2,pr_heb,pr_heb_Px2,pr_long,pr_pl
K00001.01,0.00622,2.99461e-12,8.686493e-21,0.0,0.002316,0.0004824,0.0001453,1.7177e-05,0.0,0.4728,0.074,0.09251,1.98068e-08,8.521485e-17,0.0,0.6154,1.825,0.1863,0.668,0.0,43.49,6.25629e-12,1.8161038e-20,0.0,0.004865,0.0010141,0.0003056,3.623e-05,0.0,0.9939
K00002.01,1.1094e-10,3.16000000076e-111,1.78045760255e-83,0.0,5.26559e-12,1.5322e-11,3.36619e-14,1.122323e-16,0.0,0.185,0.057,1.259e-09,6.05000000146e-109,7.53192701074e-81,0.0,8.47941e-10,1.5069e-07,1.42858e-11,9.66835e-12,0.0,12.14,1.74000000041e-110,9.84243101422e-83,0.0,2.87339e-11,8.198e-11,1.82774e-13,6.15112e-16,0.0,1.0
K00003.01,5.44859753e-07,1.07150269e-11,3.470808e-10,,2.28220280891e-08,1.880203e-07,1.95003612763e-10,1.02e-10,,0.3858,0.083,9.05027488e-06,3.400008531e-10,1.1873713e-08,,9.3708342409e-06,0.0121013,2.62004843184e-07,1.48e-05,,64.7,2.77200693e-11,8.91653e-10,,5.9205357843e-08,4.840538e-07,5.08009361988e-10,2.71e-10,,1.0
K00004.01,0.01808,1.3211e-05,3.545022e-18,0.0,0.00021928,6.344e-06,0.00016935,2.8785e-07,0.0,0.02202,0.069,0.2517,0.021111,8.115337e-15,0.0,0.04613,0.02614,0.1287,0.005785,0.0,1.534,0.0005805,1.6121489e-16,0.0,0.009675,0.0002845,0.007533,1.2849e-05,0.0,0.982
K00005.01,0.21543,5.9094e-07,1.44522e-11,0.0,0.00292,3.2343e-05,0.0005463,1.33318e-06,0.0,0.018769,0.052,3.944,0.0031582,7.3251e-08,0.0,0.5551,0.23759,0.4828,0.04287052,0.0,2.3761,3.9495e-05,9.521e-10,0.0,0.17997,0.0026429,0.03291,4.76909e-05,0.0,0.7846
K00006.01,1.0,1.29335e-07,0.0010522,0.0,7.3808e-09,5.1603e-06,1.2539e-07,8.982e-07,0.0,1.4758e-24,0.001,2.037e+20,2.00401e-06,0.02539,0.0,4.721897e-06,0.011316,0.00022053,0.013231,0.0,3.772e-21,0.000122184,0.988,0.0,7.90206e-06,0.0100506,0.000180108,0.0015318,0.0,1.9642e-21
K00007.01,2.8119e-09,4.7085625132e-78,4.633085e-50,0.0,1.11336000671e-14,1.6288e-15,1.708700831e-14,4.4345e-13,0.0,0.0001939,0.098,5.4684e-08,4.9075955971e-74,5.216382e-46,0.0,3.3663300206e-12,1.019126e-11,2.733001361e-11,1.5665e-08,0.0,0.011642,2.61350825e-74,2.2265487e-46,0.0,6.1512500372e-11,7.71476e-12,9.04000429e-11,2.6521e-09,0.0,1.0
K00008.01,1.0,3.2015237e-08,0.0002765,0.0,7.092e-26,1.3273e-08,5.953e-15,3.825e-09,9.08e-08,1.17000079043e-82,0.211,8.7804161419e+92,2.38485204e-05,0.2957,0.0,2.52777e-23,2.5621e-05,1.2741e-11,4.357e-05,0.00182,2.43000164376e-81,0.000118707882,0.9997,0.0,2.9277e-22,5.334e-05,2.4274e-11,1.5091e-05,0.000361,4.53000356753e-79
K00009.01,0.3642,6.105e-06,2.4978e-09,0.0,0.00029074,4.412e-05,3.6683e-10,1.8472e-07,0.0,0.0005537,0.072,10.198,0.04111,2.5426e-05,0.0,0.04845,0.12649,3.12149e-07,0.0026145,0.0,0.05591,0.00681,2.5817e-06,0.0,0.30548,0.05171,4.1205e-07,0.00020829,0.0,0.6358
K00010.01,2.0674e-06,6.38287e-09,5.914816e-27,0.0,2.4479e-07,4.307e-09,8.599627e-10,7.245e-14,0.0,0.1249,0.061,2.5201e-05,6.32888e-05,7.065649e-23,0.0,5.5094e-05,1.3703e-05,9.852717e-07,1.1555e-09,0.0,12.63,5.03462e-08,4.750285e-26,0.0,1.9758e-06,3.454e-08,6.906498e-09,5.8202e-13,0.0,1.0
K00011.01,1.0,0.000142600000003,1.321261e-06,0.0,3.3468e-68,1.0778e-13,7.292902165e-69,1.9301e-17,0.0,9.20141900583e-17,0.077,5.91011819095e+20,0.0357500000008,0.0005135461,0.0,9.4916e-66,5.723e-10,1.1279203277e-65,4.4348e-13,0.0,1.05764820067e-14,0.693201520261,0.30685026,0.0,8.1279785e-61,1.63146479e-05,2.3446385091e-61,3.42269136e-09,0.0,1.1010994413e-08
K00012.01,0.0026843,1.67673e-40,9.077961225e-49,0.0,6.4259e-07,1.73605e-21,6.4414e-14,8.04442e-31,0.0,0.0002374,0.034,0.018288,8.9955e-38,8.018654365e-46,0.0,7.342e-05,4.521783e-17,3.1791e-11,1.062199e-25,0.0,0.0878,7.1334e-37,3.519124479e-45,0.0,0.0026843,7.93858e-18,2.6497e-10,3.264569e-27,0.0,0.9973
K00013.01,0.006163,1.86624842e-81,3.16443e-90,0.0,0.0015302,3.9815e-19,5.3212e-35,8.8124864e-15,0.0,0.2461,0.053,0.06539,1.7601962e-79,6.51268e-88,0.0,0.2399,5.30878e-15,3.6238e-32,6.8609458e-10,0.0,15.38,7.45275960001e-81,1.293874e-89,0.0,0.006163,1.61042e-18,2.1271e-34,3.6211581e-14,0.0,0.994
K00014.01,0.573,0.00012605,6.243e-08,0.0,0.009523,3.765e-05,0.0011035,7.53e-06,0.0,0.008108,0.06,16.26,0.07928,6.4845e-05,0.0,1.414,0.2063,0.8047,0.22905,0.0,0.6495,0.006815,3.3693e-06,0.0,0.5048,0.002027,0.05872,0.000394,0.0,0.427
K00015.01,1.0,0.0006077,6.749e-06,0.0,0.0014202,7.246e-05,7.553e-05,1.2186e-05,0.0,1.23511e-08,0.001,242900.0,0.7956,0.01572,0.0,0.13175,0.1976,0.0405,0.24723,0.0,4.7448e-05,0.2936,0.00333,0.0,0.6256,0.03466,0.03715,0.005727,0.0,5.4863e-06
K00016.01,0.6653,0.00015819,7.15976e-31,0.0,4.4117e-07,3.975e-08,2.203e-12,1.3184e-08,0.0,7.84e-05,0.052,26.518,0.18379,1.46814e-27,0.0,0.000137979,8.617e-05,1.3143e-09,0.000124,0.0,0.0034264,0.6627,2.85448e-27,0.0,0.00237411,0.00019817,1.1121e-08,6.973e-05,0.0,0.3347
K00017.01,2.8279e-11,1.675042377e-16,4.5400871e-33,0.0,1.14217e-11,1.2757e-12,3.7783e-26,3.65230554e-13,0.0,0.4571,0.072,4.0472e-10,9.533192135e-13,2.94205625e-29,0.0,3.16123e-09,7.544e-09,5.8126e-23,9.7640185e-09,0.0,40.88,3.708807801e-16,9.96719071e-33,0.0,2.46454e-11,2.7862e-12,8.2431e-26,8.0190121e-13,0.0,1.0
K00018.01,2.40949e-12,2.5052781564e-62,1.0983e-34,0.0,4.9134e-13,4.3282244e-15,1.963e-18,3.231e-17,0.0,0.2051,0.06,2.8814e-11,6.0164636089e-59,3.468e-31,0.0,9.9094e-11,2.2490092e-11,1.82e-15,7.537e-13,0.0,18.78,1.2471587842e-61,5.318e-34,0.0,2.38982e-12,2.1100562e-14,9.436e-18,1.5856e-16,0.0,1.0
K00019.01,0.9893,0.0001841,7.8003e-08,0.0,0.000619,0.0004983,0.000715,0.0001001,0.0,2.258e-05,0.001,19.97,0.6095,0.00045303,0.0,0.1903,1.0485,0.828,1.1442,0.0,0.067,0.08819,3.8878e-05,0.0,0.2941,0.22417,0.3368,0.0461,0.0,0.010735
K00020.01,8.00453e-12,2.79080613e-46,1.105958012e-46,0.0,3.62106e-13,1.6953e-19,7.527651e-28,9.682936e-19,0.0,0.04527,0.048,7.60078e-11,3.14023461e-42,1.3802010151e-42,0.0,6.19829e-11,9.483e-16,6.768725e-25,2.460021e-14,0.0,6.925,6.21422498e-45,2.4467950262e-45,0.0,8.00451e-12,3.723e-18,1.662513e-26,2.145365e-17,0.0,1.0
K00021.01,0.9988,0.0001506,1.1868e-06,0.0,0.03111,0.00030024,0.0005192,5.923e-05,0.0,3.965e-05,0.001,203.5,1.0702,0.011054,0.0,5.346,0.9432,0.4659,0.9203,0.0,0.2535,0.004697,3.675e-05,0.0,0.9666,0.0094731,0.016097,0.0018898,0.0,0.0012413
K00022.01,1.2632e-06,1.199523651e-11,4.08e-24,0.0,9.114e-08,1.227300309e-13,6.58764e-12,3.9853e-17,0.0,0.07195,0.076,1.906e-05,2.10882396e-07,8.274e-20,0.0,8.748e-06,8.18300166e-10,4.18488e-09,1.47658e-12,0.0,10.116,1.66848924e-10,5.703e-23,0.0,1.263e-06,1.706000446e-12,9.25461e-11,5.5143e-16,0.0,1.0
K00023.01,0.1523,4.43385340001e-82,3.01355303884e-55,0.0,0.006714,2.7376135e-17,0.000314,1.433125e-18,0.0,0.03899,0.043,1.5435,2.92756250001e-78,3.18727404145e-51,0.0,0.7973,2.18497963e-13,0.2176,5.58607e-14,0.0,6.436,9.96379960002e-81,6.365926087e-54,0.0,0.14553,6.0302286e-16,0.006826,3.135769e-17,0.0,0.8477
K00024.01,0.2113,0.00012285,2.189352e-09,0.0,0.003357,0.0002432,9.453e-06,6.5843e-06,0.0,0.01408,0.071,3.802,0.229,9.202405e-06,0.0,0.318,0.8788,0.003047,0.15409,0.0,0.945,0.006898,1.2125515e-07,0.0,0.1899,0.013596,0.0005332,0.00036153,0.0,0.7887
K00025.01,0.7465,1.3675662e-06,2.6148e-06,0.0,0.0014381,0.0008896,7.2989e-06,2.2392e-05,0.0,0.0007889,0.003,1.947,0.009824105,0.02059,0.0,0.3459,1.852,0.0083243,0.3134,0.0,1.31,0.0004194697,0.0008321,0.0,0.4531,0.2825,0.00232329,0.007257,0.0,0.2535
K00026.01,0.41,1.531e-05,1.2749e-11,0.0,0.002179,3.374e-05,0.0001173,7.984e-06,0.0,0.003379,0.052,7.165,0.03219,4.14e-08,0.0,0.10629,0.10268,0.02643,0.13185,0.0,0.6894,0.002679,2.2185e-09,0.0,0.3794,0.005893,0.02042,0.0013876,0.0,0.59
K00027.01,0.02604,1.14219e-16,5.66869e-11,0.0,2.9892e-08,0.000778,3.2392e-10,3.4263e-05,0.0,0.03014,0.001,0.005348,1.76541e-13,1.84919e-07,0.0,4.196e-07,1.3004,1.41324e-08,0.28558,0.0,80.18,3.66306e-15,1.872077e-09,0.0,9.712e-07,0.02492,1.03219e-08,0.0011016,0.0,0.9741
K00041.01,3.945609e-08,2.01900006959e-09,1.986400001e-15,0.0,6.89349e-13,2.911e-16,4.3925e-16,3.1815e-12,0.0,0.05002,0.216,1.691407e-06,7.83000027031e-07,1.17960000059e-12,0.0,8.6584e-11,6.06e-12,2.043e-13,2.5403e-07,0.0,3.463,3.93000014081e-08,3.99570000204e-14,0.0,1.3656e-11,5.855e-15,8.8009e-15,6.321e-11,0.0,1.0
K00041.02,0.00019216,8.446e-06,9.03221e-09,1.22e-10,3.2083e-19,3.4254e-12,2.86031e-13,1.308e-09,0.0,0.04369,0.126,0.00484,0.0020939,3.091415e-06,2.44e-06,4.4538e-17,7.586e-08,1.717939e-10,0.00016484,0.0,3.471,0.00019202,2.073265e-07,2.792e-09,7.4006e-18,7.8076e-11,6.63003e-12,3.0207e-08,0.0,1.0
K00041.03,0.003119,2.154e-05,4.829e-07,2.41e-10,1.8291e-07,2.0494e-08,1.3797e-09,3.849e-09,0.0,0.007111,0.147,0.09116,0.004446,0.00014981,4.81e-06,4.617e-05,0.0007076,1.324e-06,0.0007194,0.0,1.434,0.003019,6.795e-05,3.373e-08,2.575e-05,2.8848e-06,1.9101e-07,5.396e-07,0.0,0.9968
K00042.01,2.9917e-05,3.571010342e-18,2.992e-22,0.0,2.4209e-06,2.6809900014e-18,2.5269e-08,1.11536e-11,0.0,0.0824,0.211,0.001257,1.496929231e-15,1.775e-19,0.0,0.00066476,1.38762000069e-13,2.0661e-05,1.90485e-06,0.0,8.51,4.374174654e-17,3.67e-21,0.0,2.9609e-05,3.2715000017e-17,3.0842e-07,1.3417e-10,0.0,1.0
K00044.01,0.10425,7.496e-11,4.846022036e-41,0.0,1.2837e-05,1.013419e-30,1.0593e-06,4.91586008365e-37,0.0,0.000118,0.015,0.358,3.535e-07,8.01104471e-37,0.0,0.001867,2.27079e-26,0.0007377,5.38129009919e-32,0.0,0.1729,5.688e-07,3.994138877e-37,0.0,0.09634,7.93225e-27,0.007945,3.6722400647e-33,0.0,0.8958
K00046.01,5.147e-13,5.68642802224e-40,1.597872e-43,0.0,2.1382e-32,1.8822e-18,8.2956e-35,4.809e-14,0.0,0.09287,0.086,8.791e-12,9.22232303552e-36,2.500262e-39,0.0,5.798e-30,1.01233e-14,1.116661e-31,1.4491e-09,0.0,7.831,6.22802202349e-39,1.723223e-42,0.0,2.2912e-31,2.02786e-17,8.90209e-34,5.147e-13,0.0,1.0
K00046.02,0.0005425,5.647e-07,1.3163e-06,1.89e-07,3.20700052e-17,1.733e-09,1.9063e-32,1.4087e-12,1.57e-09,0.003818,0.094,0.010162,0.00016945,0.0004807,0.00378,6.824001092e-15,1.3686e-05,1.9391e-29,4.521e-08,3.13e-05,0.3928,0.0001474,0.0003444,4.951e-05,8.406001352e-15,4.538e-07,4.9836e-30,3.688e-10,4.097e-07,0.9994
K00048.01,0.9815,3.7258e-06,4.07866e-09,0.0,0.00568,3.0619e-05,6.086e-05,5.095e-06,0.0,0.0001073,0.001,10.764,0.014617,1.81223e-05,0.0,0.6215,0.23095,0.04241,0.3408,0.0,1.719,0.0006359,7.18363e-07,0.0,0.9643,0.005261,0.01048,0.0009031,0.0,0.01839
K00049.01,1.63293e-07,2.6369e-08,1.804707379e-13,0.0,8.27733e-46,2.30893000004e-25,8.43353e-25,1.47399e-15,0.0,0.1636,0.207,6.73878e-06,0.000158477,1.268497269e-09,0.0,1.87442e-43,6.56541000015e-21,5.56011e-22,8.8986e-11,0.0,13.79,1.63292e-07,1.094540425e-12,0.0,5.08928e-45,1.41510000003e-24,5.09973e-24,8.9856e-15,0.0,1.0
K00052.01,0.08658,3.5348e-06,3.268275099e-22,0.0,0.00097724,2.701607e-14,0.0006451,3.61013e-10,0.0,0.01688,0.009,0.18277,0.0043879,7.53063614e-19,0.0,0.094865,9.51247e-11,0.3228,6.8068e-06,0.0,11.07,0.000191396,1.814148925e-20,0.0,0.051956,1.447806e-12,0.0345,1.99241e-08,0.0,0.9134
K00061.01,1.0,4.3365e-06,3.492e-05,0.0,2.827e-06,8.6159e-05,2.3012e-07,1.479e-06,0.0,2.0881e-12,0.001,27337000.0,0.006971,0.07773,0.0,0.0013283,0.15284,0.00034957,0.012215,0.0,6.767e-09,0.046668,0.35166,0.0,0.02663,0.5567,0.0022297,0.01608,0.0,2.3777e-08
K00063.01,3.578e-05,3.3933276e-09,9.8367025e-29,0.0,1.773e-06,5.625e-13,1.343266e-13,1.71100018036e-08,0.0,0.05015,0.051,0.0003614,2.5195002e-05,1.33483142e-24,0.0,0.0002743,1.0121e-08,6.89356e-11,0.00271100031434,0.0,17.66,6.847865e-08,1.95282649e-27,0.0,3.539e-05,1.1202e-11,2.687331e-12,3.39600037099e-07,0.0,1.0
K00064.01,0.5609,8.565e-05,3.69400541e-15,0.0,0.003957,0.0002612,3.625e-05,4.273e-06,0.0,0.003433,0.062,16.14,0.11805,1.006044386e-11,0.0,1.1192,0.5201,0.013583,0.06721,0.0,0.1552,0.011056,4.95529192e-13,0.0,0.511,0.03364,0.004672,0.0005461,0.0,0.4391
K00069.01,0.00012027,2.148e-05,1.2017e-21,0.0,1.56807e-21,3.8028e-10,6.4802699e-20,6.8886e-10,0.0,0.1772,0.158,0.003781,0.0009643,5.6623e-20,0.0,5.3732e-19,1.0863e-05,8.1494031e-17,5.4412e-05,0.0,13.45,0.00012027,6.8268e-21,0.0,8.6652e-21,2.1112e-09,3.6902839e-19,3.8468e-09,0.0,1.0
K00070.01,2.23893e-06,4.26034e-07,2.946047511e-17,0.0,1.1091e-08,2.4413e-16,5.44600002531e-12,2.7035e-13,0.0,0.196,0.19,8.4846e-05,0.00265595,3.176051338e-13,0.0,1.4171e-06,3.061e-12,2.92100001351e-09,2.04416e-08,0.0,17.94,2.18219e-06,1.50702436e-16,0.0,5.6196e-08,1.2408e-15,2.74800001293e-11,1.36535e-12,0.0,1.0
K00070.02,2.0743e-06,1.9763e-06,8.422e-20,0.0,3.713122e-13,9.888e-09,1.89926e-14,4.53221e-09,0.0,0.9484,0.217,8.974e-05,0.011376,6.166e-16,0.0,1.3874076e-10,6.459e-05,4.27688e-11,0.000180006,0.0,43.89,2.0605e-06,8.88e-20,0.0,3.881331e-13,1.0444e-08,2.00333e-14,4.80083e-09,0.0,1.0
K00070.03,3.111e-06,4.7446e-09,2.952503e-13,1.44e-09,4.389e-09,4.92200001153e-12,9.301001536e-12,1.391130361e-19,0.0,0.003406,0.204,0.00012667,6.1362e-05,7.730217e-09,2.88e-05,2.0294e-06,2.37900000577e-07,1.7026002795e-08,3.35936661e-14,0.0,1.051,1.39674e-06,8.628956e-11,4.235e-07,1.2887e-06,1.45220000334e-09,2.7320004452e-09,4.08838468e-17,0.0,1.0
K00070.04,0.0004239,6.612e-07,8.298e-08,1.26e-07,3.273e-20,1.887e-09,3.8761e-21,1.4188e-09,0.0,0.002059,0.059,0.005017,0.001391,0.0002437,0.00252,7.688e-18,1.791e-05,4.6576e-18,7.217e-05,0.0,0.4637,0.0003208,4.026e-05,6.119e-05,1.5921e-17,9.161e-07,1.8831e-18,6.882e-07,0.0,1.0
K00070.05,0.1412,0.000137,1.605e-05,0.0,6.3507e-12,2.0268e-07,1.7383e-12,9.695e-09,0.0,0.0009319,0.093,3.058,0.04807,0.009299,0.0,1.64046e-09,0.003602,1.818e-09,0.0011081,0.0,0.2706,0.1262,0.01477,0.0,5.8656e-09,0.00018711,1.6255e-09,8.871e-06,0.0,0.8588
K00072.01,0.00015576,0.000203492,6.3625e-19,0.0,3.8431e-25,6.807e-08,1.538715e-16,2.4029e-08,0.0,1.303,0.141,0.00436182,0.0699162,3.5836e-16,0.0,7.97045e-23,0.0002717,7.14349e-14,0.0010027,0.0,29.99,0.000155619,4.899e-19,0.0,2.97073e-25,5.222e-08,1.17565e-16,1.8565e-08,0.0,0.9999
K00072.02,0.00011967,8.518585e-14,3.05700849003e-20,0.0,2.3623e-07,3.29500000037e-07,5.2187e-15,4.1563e-15,0.0,0.004742,0.216,0.005139,8.759599e-11,7.02501955007e-17,0.0,7.481e-05,0.0179500000021,6.2689e-12,1.18703e-09,0.0,0.9403,1.788823e-11,6.42801770006e-18,0.0,4.988e-05,6.98200000078e-05,1.09235e-12,8.7867e-13,0.0,1.0
K00074.01,0.60141,5.37269e-05,3.802781804e-18,0.0,1.02080068925e-08,2.8415e-12,1.3492e-09,1.99956e-13,0.0,5.75e-06,0.101,263.172,0.00684367,6.18001531e-16,0.0,7.6730051347e-07,4.5244e-08,5.485e-07,1.09105e-08,0.0,0.0004529,0.6008,2.3591412979e-13,0.0,0.000661000411016,4.1159e-07,9.9579e-05,7.16885e-09,0.0,0.39853
K00075.01,0.01684088,8.3299794e-07,1.23824303e-18,0.0,1.5132e-09,1.311e-12,4.182117e-26,4.7562e-20,0.0,5.306e-05,0.071,0.2523445,0.00045584926,1.29154476e-15,0.0,4.727e-07,1.8332e-07,4.860976e-23,1.71105e-14,0.0,0.02783,0.016824134,2.3620756e-14,0.0,2.743e-05,2.4991e-08,7.835364e-22,8.9365e-16,0.0,0.9832
K00076.01,1.3372e-08,1.601927984e-56,7.76121200687e-105,0.0,2.961e-11,6.6336028e-30,1.19410000166e-18,2.534388e-38,0.0,0.002219,0.052,1.3929e-07,1.224480141e-53,1.22868996109e-101,0.0,5.608e-09,6.40310242e-25,1.09739000149e-15,1.2587981e-32,0.0,1.348,7.409035837e-54,3.37255390312e-102,0.0,1.3372e-08,2.97088125e-27,5.47540000719e-16,1.1480299e-35,0.0,1.0
K00081.01,1.0,0.0,2.830414e-213,2.56e-07,6.89270003135e-63,5.09397201001e-58,2.497888e-85,1.9897e-21,0.0,2.4393e-17,0.052,2.1345e+11,0.0,2.820412e-210,0.00511,1.10940000494e-60,1.133996597e-53,1.482495e-82,2.06831e-16,0.0,8.517e-15,0.0,1.110162e-206,1.0,2.70326001222e-56,1.990120785e-51,9.77299e-79,7.7879e-15,0.0,9.545e-11
K00082.01,3.893e-06,2.3778e-07,4.54138e-18,0.0,9.484e-13,2.4564e-20,7.68579169e-14,7.92068e-12,0.0,0.0614,0.21,0.00016295,0.0028341,8.7808e-14,0.0,3.41479e-10,1.92762e-15,6.90819154e-11,1.3151713e-06,0.0,9.022,3.893e-06,7.4823e-17,0.0,1.53528e-11,3.9354e-19,1.257033266e-12,1.2706795e-10,0.0,1.0
K00082.02,2.526e-06,1.8148e-07,1.5769033e-11,0.0,1.3369e-21,1.94246177e-13,1.6429e-21,4.152e-10,0.0,0.07227,0.132,6.616e-05,0.0017471,2.637876e-07,0.0,3.177e-19,9.22818741e-09,9.886e-19,6.2999e-05,0.0,12.81,2.5198e-06,2.1774954e-10,0.0,1.8441e-20,2.69485245e-12,2.2711e-20,5.7342e-09,0.0,1.0
K00082.03,0.008357,2.846e-06,1.0517e-06,7.69e-08,2.613e-14,4.66e-09,3.076e-16,8.388e-10,0.0,0.000472,0.046,0.07699,0.001493,0.0006458,0.00154,1.0075e-11,0.0003474,3.025e-13,0.000252,0.0,0.4653,0.005973,0.002211,0.0001616,5.488e-11,9.781e-06,6.444e-13,1.7633e-06,0.0,0.9917
K00082.04,0.002602,7.605e-06,1.5009e-07,4.52e-09,6.3134e-20,1.5847e-08,2.628e-20,1.8139e-08,0.0,0.002996,0.005,0.002519,0.02643,0.0006624,9.05e-05,2.0098e-17,0.0005505,2.658e-17,0.0021167,0.0,11.51,0.002539,5.005e-05,1.507e-06,2.0914e-17,5.272e-06,8.762e-18,6.034e-06,0.0,0.9974
K00082.05,0.03656,6.895e-06,1.67e-06,1.07e-07,2.5911e-21,3.087e-08,2.4687e-20,2.884e-08,2.11e-08,0.000231,0.001,0.007553,0.008477,0.001995,0.00213,9.3511e-19,0.0011407,3.0596e-17,0.002466,0.000422,3.554,0.02879,0.006975,0.0004455,1.07388e-17,0.00012871,1.0246e-16,0.00012055,8.817e-05,0.9634
K00084.01,3.487e-06,8.03e-07,1.39693686e-14,0.0,3.10601e-14,5.2107e-14,6.7e-17,1.9608e-12,0.0,0.2307,0.219,0.00015184,0.00199,5.7218259e-11,0.0,5.7386e-12,1.04278e-09,4.0624e-14,2.3381e-07,0.0,21.01,3.487e-06,6.0441926e-14,0.0,1.36547e-13,2.2519e-13,2.9248e-16,8.479e-12,0.0,1.0
K00085.01,4.00318e-09,1.37630438383e-26,4.222e-27,0.0,1.5760083e-16,6.5088e-18,1.321583e-19,2.276304e-10,0.0,0.05685,0.21,1.6715749e-07,8.1760260227e-24,3.097e-24,0.0,3.3387493e-14,1.3367e-13,1.302034e-16,2.473731e-05,0.0,2.679,2.35500766697e-25,7.46800000001e-26,0.0,2.7079137e-15,1.1454e-16,2.31876e-18,4.003179e-09,0.0,1.0
K00085.02,8.004e-07,2.45200000656e-13,1.0318002306e-25,0.0,8.6217e-25,1.9029e-09,6.4898e-14,1.3434e-08,0.0,0.0193,0.142,2.2513e-05,5.38900001436e-11,3.689000823e-23,0.0,1.16976e-22,1.5146e-05,3.4404e-11,0.00084991,0.0,0.7024,1.27500000335e-11,5.350001102e-24,0.0,4.5345e-23,1.0046e-07,3.6536e-12,6.9927e-07,0.0,1.0
K00085.03,0.00013721,7.958e-06,1.6813226e-12,6.79e-11,6.7525e-15,8.82665e-12,1.00981e-09,2.5177e-09,0.0,0.05788,0.169,0.004606,0.00307,7.1142535e-10,1.36e-06,8.1925e-13,1.876265e-07,6.9251e-07,0.00027816,0.0,4.167,0.00013719,2.9137209e-11,1.175e-09,1.1685e-13,1.528123e-10,1.78766e-08,4.3216e-08,0.0,1.0
K00087.01,0.025,1.6559670142e-14,2.962e-13,2.63e-08,9.681e-07,2.0420000002e-11,4.3555e-09,3.2795085e-35,0.0,3.895e-05,0.209,1.0638,1.5761220136e-10,3.399e-09,0.000526,0.0011068,1.96000000019e-06,1.4198e-05,2.9846816e-29,0.0,0.03143,4.1664200348e-10,7.418e-09,0.000659,0.02422,5.17200000049e-07,0.00010847,8.3424707e-31,0.0,0.975
K00088.01,1.0,2.547e-05,2.379e-06,0.0,4.177713e-10,3.7871e-06,4.1399865e-17,3.739e-08,0.0,2.228075e-09,0.194,46308800.0,0.07626,0.006493,0.0,7.41425e-08,0.026325,3.00903403e-14,0.0009821,0.0,1.7799e-07,0.8033,0.07681,0.0,1.3608285e-05,0.11873,1.51651059e-12,0.0012264,0.0,8.299843e-05
K00089.01,9.488e-05,3.78430040567e-30,4.78681100006e-22,1.46e-08,2.9939e-12,7.60595524641e-60,2.15936e-10,2.32322993394e-41,0.0,0.0001562,0.112,0.002118,7.44000080106e-27,2.65369300003e-18,0.000292,7.136e-10,8.22392625392e-55,2.04887e-07,6.69660468215e-36,0.0,0.04846,2.48060024633e-26,3.09912500004e-18,9.347e-05,1.9199e-08,4.78055795403e-56,1.39197e-06,1.53565837562e-37,0.0,1.0
K00089.02,0.5759,2.884e-06,2.03e-09,0.0,4.319e-05,2.831e-10,1.879e-05,8.117e-11,0.0,4.763e-05,0.083,22.8,0.008308,6.325e-06,0.0,0.01855,1.9935e-05,0.02837,1.3534e-05,0.0,0.03547,0.0263,1.815e-05,0.0,0.3799,2.5682e-06,0.16971,7.43e-07,0.0,0.4241
K00090.01,1.0,4.15900000018e-25,6.4861287e-09,0.0,2.69854e-56,3.7275e-10,3.006835e-45,3.45353e-11,0.0,2.3131e-36,0.201,7.617459e+29,9.77000000043e-22,2.60131148e-05,0.0,1.09675e-53,1.4974e-06,2.033569e-42,6.9197e-07,0.0,5.0353e-35,6.38200000054e-16,0.6765406,0.0,4.23888e-47,0.259939,6.2951267e-36,0.0634889,0.0,1.535299e-26
K00092.01,0.09142,2.3613e-09,8.229e-17,0.0,0.0006134,1.9742658e-09,3.724e-05,5.5745e-11,0.0,0.006458,0.198,3.978,3.6501e-05,3.4861e-12,0.0,0.2168,6.747023e-05,0.04534,1.07249e-05,0.0,1.671,3.2943e-07,1.1551e-14,0.0,0.08625,2.76338e-07,0.005216,7.8663e-09,0.0,0.9087
K00094.01,1.8553459298e-07,2.21730000136e-19,9.855e-28,0.0,1.0307231166e-09,2.03897e-26,5.265018e-20,1.28080000004e-19,0.0,0.005493,0.069,2.5598565411e-06,5.10100000312e-16,2.596e-24,0.0,1.5190618242e-07,4.43656e-22,3.8747444e-17,1.53070000004e-14,0.0,1.459,4.06800000243e-17,1.805e-25,0.0,1.8553459298e-07,3.75511e-24,9.259875e-18,2.33100000007e-17,0.0,1.0
K00094.02,2.133e-05,7.612e-07,8.48074700011e-19,0.0,8.8501e-08,2.2216e-21,2.42201999e-11,4.294e-15,0.0,0.0398,0.119,0.0005057,0.0009012,1.77815560002e-15,0.0,6.2899e-06,2.3392e-17,8.1430675e-09,2.3373e-10,0.0,3.777,1.9099e-05,2.11918740003e-17,0.0,2.22991e-06,5.5659e-20,6.13004954e-10,1.0843e-13,0.0,1.0
