koi has_ttv
K01153.01 False 
K01154.01 False 
K01155.01 False 
K01156.01 False 
K01157.01 False 
K01158.01 False 
K01159.01 False 
K01160.01 False 
K01161.01 False 
K01161.02 False 
K01161.03 False 
K01162.01 False 
K01163.01 False 
K01163.02 False 
K01164.01 False 
K01165.01 False 
K01165.02 False 
K01166.01 False 
K01167.01 False 
K01169.01 False 
K01170.01 False 
K01172.01 False 
K01173.01 False 
K01175.01 False 
K01175.02 False 
K01175.03 False 
K01176.01 False 
K01177.01 False 
K01178.01 False 
K01179.01 False 
K01180.01 False 
K01181.01 False 
K01182.01 False 
K01183.01 False 
K01184.01 False 
K01185.01 False 
K01186.01 False 
K01187.01 False 
K01188.01 False 
K01189.01 False 
K01190.01 False 
K01191.01 False 
K01192.02 False 
K01193.01 False 
K01194.01 False 
K01194.02 False 
K01194.03 False 
K01195.01 False 
K01196.01 False 
K01196.02 False 
K01196.03 False 
K01197.01 False 
K01198.01 False 
K01198.02 False 
K01198.03 False 
K01199.01 False 
K01201.01 False 
K01202.01 False 
K01203.01 False 
K01203.02 False 
K01203.03 False 
K01204.01 False 
K01205.01 False 
K01207.01 False 
K01210.01 False 
K01211.01 False 
K01212.01 False 
K01213.01 False 
K01214.01 False 
K01215.01 False 
K01215.02 False 
K01216.01 False 
K01217.01 False 
K01218.01 False 
K01220.01 False 
K01221.01 False 
K01221.02 False 
K01223.01 False 
K01224.01 False 
K01225.01 False 
K01226.01 False 
K01227.01 False 
K01228.01 False 
K01230.01 False 
K01231.01 False 
K01231.02 False 
K01232.01 False 
K01232.02 False 
K01233.01 False 
K01234.01 False 
K01235.01 False 
K01236.01 True 
K01236.02 True 
K01236.04 True 
K01237.01 False 
K01238.01 False 
K01239.01 False 
K01239.02 False 
K01240.01 False 
K01240.02 False 
K01241.01 False 
K01241.02 False 
K01242.01 False 
K01243.01 False 
K01244.01 False 
K01245.01 False 
K01246.01 False 
K01247.01 False 
K01248.01 False 
K01249.01 nan
K01250.01 False 
K01251.01 False 
K01252.01 False 
K01253.01 False 
K01254.01 False 
K01255.01 False 
K01256.01 False 
K01257.01 False 
K01258.01 False 
K01258.02 False 
K01258.03 False 
K01259.01 False 
K01260.01 False 
K01261.01 False 
K01261.02 False 
K01262.01 False 
K01263.01 False 
K01264.01 False 
K01265.01 False 
K01266.01 False 
K01267.01 False 
K01268.01 False 
K01269.01 False 
K01270.01 True 
K01270.02 True 
K01271.01 True 
K01273.01 False 
K01275.01 False 
K01276.01 False 
K01276.02 False 
K01277.01 False 
K01278.01 False 
K01278.02 False 
K01278.03 False 
K01278.04 False 
K01278.05 False 
K01279.01 False 
K01279.02 False 
K01280.01 False 
K01281.01 False 
K01282.01 False 
K01283.01 False 
K01284.01 False 
K01286.01 False 
K01287.01 True 
K01288.01 False 
K01289.01 False 
K01289.02 False 
K01290.01 False 
K01291.01 False 
K01292.01 False 
K01293.01 False 
K01294.01 False 
K01295.01 False 
K01296.01 False 
K01297.01 False 
K01298.01 True 
K01298.02 True 
K01299.01 False 
K01300.01 False 
K01301.01 False 
K01301.02 False 
K01302.01 False 
K01303.01 False 
K01304.01 False 
K01305.01 False 
K01305.02 False 
K01306.01 False 
K01306.02 False 
K01306.03 False 
K01306.04 False 
K01307.01 False 
K01307.02 False 
K01308.01 False 
K01309.01 False 
K01310.01 False 
K01310.02 False 
K01311.01 False 
K01312.01 False 
K01313.01 False 
K01314.01 False 
K01315.01 False 
K01316.01 False 
K01317.01 False 
K01318.01 False 
K01319.01 nan
K01320.01 False 
K01321.01 False 
K01322.01 False 
K01323.01 False 
K01324.01 False 
K01325.01 False 
K01326.01 False 
K01327.01 False 
K01328.01 False 
K01329.01 False 
K01330.01 False 
K01330.02 False 
K01331.01 False 
K01332.01 False 
K01332.02 False 
K01332.03 False 
K01333.01 False 
K01334.01 False 
K01334.02 False 
K01335.01 False 
K01336.01 False 
K01336.02 False 
K01336.03 False 
K01336.04 False 
K01337.01 False 
K01338.01 False 
K01338.02 False 
K01338.03 False 
K01339.01 False 
K01340.01 False 
K01341.01 False 
K01342.01 False 
K01342.02 False 
K01343.01 False 
K01344.01 False 
K01346.01 False 
K01347.01 False 
K01348.01 nan
K01349.01 nan
K01350.01 False 
K01351.01 True 
K01352.01 False 
K01353.01 False 
K01353.02 False 
K01353.03 False 
K01354.01 False 
K01355.01 False 
K01357.01 False 
K01358.01 False 
K01358.02 False 
K01358.03 False 
K01358.04 False 
K01359.01 False 
K01359.02 False 
K01360.01 False 
K01360.02 False 
K01360.03 False 
K01361.01 False 
K01362.01 False 
K01363.01 False 
K01363.02 False 
K01364.01 False 
K01364.02 False 
K01364.03 False 
K01364.04 False 
K01364.05 False 
K01365.01 False 
K01366.01 False 
K01366.02 False 
K01367.01 False 
K01368.01 False 
K01369.01 False 
K01370.01 False 
K01371.01 False 
K01373.01 False 
K01374.01 False 
K01375.01 False 
K01376.01 False 
K01377.01 False 
K01378.01 False 
K01378.02 False 
K01379.01 False 
K01380.01 False 
K01381.01 False 
K01382.01 False 
K01383.01 False 
K01384.01 False 
K01385.01 False 
K01386.01 False 
K01387.01 False 
K01388.01 False 
K01389.01 False 
K01390.01 False 
K01391.01 False 
K01392.01 False 
K01393.01 False 
K01394.01 False 
K01395.01 False 
K01396.01 False 
K01396.02 False 
K01397.01 False 
K01398.01 False 
K01399.01 False 
K01400.01 False 
K01402.01 False 
K01403.01 False 
K01404.01 False 
K01404.02 False 
K01405.01 False 
K01406.01 False 
K01408.01 False 
K01409.01 False 
K01410.01 False 
K01411.01 False 
K01412.01 False 
K01413.01 False 
K01413.02 False 
K01413.03 False 
K01414.01 False 
K01416.01 False 
K01417.01 nan
K01418.01 nan
K01419.01 False 
K01420.01 False 
K01422.01 False 
K01422.02 False 
K01422.03 False 
K01422.04 False 
K01422.05 False 
K01423.01 False 
K01424.01 False 
K01425.01 False 
K01426.01 True 
K01426.02 True 
K01426.03 True 
K01427.01 False 
K01427.02 False 
K01428.01 False 
K01429.01 False 
K01430.01 False 
K01430.02 False 
K01430.03 False 
K01431.01 False 
K01432.01 False 
K01432.02 False 
K01432.03 False 
K01432.04 False 
K01433.01 False 
K01434.01 False 
K01435.01 False 
K01435.02 False 
K01436.01 False 
K01436.02 False 
K01436.03 False 
K01437.01 False 
K01437.02 False 
K01437.03 False 
K01438.01 False 
K01439.01 False 
K01440.01 False 
K01441.01 False 
K01442.01 False 
K01443.01 False 
K01444.01 False 
K01445.01 False 
K01446.01 False 
K01447.01 False 
K01447.02 False 
K01448.01 False 
K01449.01 False 
K01450.01 False 
K01451.01 False 
K01452.01 False 
K01453.01 False 
K01454.01 nan
K01455.01 False 
K01456.01 False 
K01457.01 False 
K01458.01 False 
K01459.01 False 
K01460.01 False 
K01461.01 False 
K01462.01 False 
K01463.01 False 
K01464.01 nan
K01465.01 False 
K01466.01 False 
K01467.01 False 
K01468.01 False 
K01469.01 False 
K01470.01 False 
K01471.01 False 
K01472.01 False 
K01473.01 False 
K01474.01 True 
K01475.01 False 
K01475.02 False 
K01475.03 False 
K01476.01 False 
K01477.01 False 
K01478.01 False 
K01479.01 False 
K01480.01 False 
K01480.02 False 
K01481.01 False 
K01482.01 nan
K01483.01 False 
K01484.01 False 
K01485.01 False 
K01486.01 False 
K01486.02 False 
K01487.01 False 
K01488.01 False 
K01489.01 False 
K01490.01 False 
K01491.01 False 
K01492.01 False 
K01493.01 False 
K01494.01 False 
K01495.01 False 
K01496.01 False 
K01497.01 False 
K01498.01 False 
K01498.02 False 
K01499.01 False 
K01499.02 False 
K01499.03 False 
K01500.01 False 
K01501.01 False 
K01502.01 False 
K01503.01 False 
K01504.01 False 
K01505.01 False 
K01506.01 False 
K01507.01 False 
K01508.01 False 
K01509.01 False 
K01510.01 False 
K01511.01 False 
K01512.01 False 
K01513.01 False 
K01514.01 False 
K01515.01 False 
K01515.02 False 
K01516.01 False 
K01517.01 False 
K01518.01 False 
K01519.01 False 
K01519.02 False 
K01520.01 False 
K01521.01 False 
K01522.01 False 
K01522.02 False 
K01523.01 False 
K01524.01 False 
K01525.01 False 
K01525.02 False 
K01526.01 False 
K01527.01 False 
K01528.01 False 
K01529.01 False 
K01529.02 False 
K01530.01 False 
K01531.01 False 
K01532.01 False 
K01533.01 False 
K01534.01 False 
K01534.02 False 
K01535.01 False 
K01536.01 False 
K01537.01 False 
K01538.01 False 
K01539.01 False 
K01540.01 False 
K01541.01 False 
K01542.01 False 
K01543.01 False 
K01544.01 False 
K01545.01 False 
K01545.02 False 
K01546.01 False 
K01547.01 False 
K01548.01 False 
K01549.01 False 
K01550.01 False 
K01551.01 False 
K01552.01 False 
K01553.01 False 
K01554.01 False 
K01555.01 False 
K01556.01 False 
K01557.01 False 
K01557.02 False 
K01557.03 False 
K01557.04 False 
K01558.01 False 
K01559.01 False 
K01560.01 False 
K01561.01 False 
K01562.01 False 
K01562.02 False 
K01563.01 False 
K01563.02 False 
K01563.03 False 
K01563.04 False 
K01564.01 False 
K01565.01 False 
K01566.01 False 
K01567.01 False 
K01567.02 False 
K01567.03 False 
K01567.04 False 
K01568.01 False 
K01569.01 False 
K01570.01 False 
K01571.01 False 
K01572.01 False 
K01573.01 True 
K01573.02 True 
K01574.01 True 
K01574.02 True 
K01574.03 True 
K01574.04 False 
K01575.01 nan
K01576.01 False 
K01576.02 False 
K01577.01 False 
K01578.01 False 
K01579.01 False 
K01580.01 False 
K01581.01 False 
K01581.02 False 
K01582.01 True 
K01583.01 False 
K01584.01 False 
K01585.01 False 
K01586.01 False 
K01587.01 False 
K01588.01 False 
K01589.01 False 
K01589.02 False 
K01589.03 False 
K01589.04 False 
K01589.05 False 
K01590.01 False 
K01590.02 False 
K01590.03 False 
K01591.01 False 
K01592.01 False 
K01593.01 False 
K01593.02 False 
K01594.01 False 
K01595.01 False 
K01596.01 False 
K01596.02 False 
K01597.01 False 
K01598.01 False 
K01598.02 False 
K01598.03 False 
K01599.01 False 
K01599.02 False 
K01600.01 False 
K01601.01 False 
K01601.02 False 
K01602.01 False 
K01602.02 False 
K01603.01 False 
K01604.01 False 
K01605.01 False 
K01606.01 False 
K01607.01 False 
K01608.01 False 
K01608.02 False 
K01608.03 False 
K01609.01 False 
K01610.01 False 
K01611.01 False 
K01612.01 False 
K01613.01 False 
K01613.02 False 
K01613.03 False 
K01614.01 False 
K01615.01 False 
K01616.01 False 
K01618.01 False 
K01619.01 False 
K01620.01 False 
K01621.01 False 
K01622.01 False 
K01623.01 False 
K01624.01 False 
K01625.01 False 
K01626.01 False 
K01627.01 False 
K01627.02 False 
K01627.03 False 
K01628.01 False 
K01628.02 False 
K01628.03 False 
K01629.01 False 
K01630.01 False 
K01631.01 False 
K01632.01 False 
K01633.01 False 
K01635.01 False 
K01636.01 False 
K01637.01 False 
K01638.01 False 
K01641.01 False 
K01642.01 False 
K01643.01 False 
K01644.01 False 
K01645.01 False 
K01646.01 False 
K01647.01 False 
K01647.02 False 
K01648.01 False 
K01649.01 False 
K01650.01 False 
K01650.02 False 
K01651.01 False 
K01652.01 False 
K01653.01 False 
K01654.01 False 
K01655.01 False 
K01656.01 False 
K01657.01 False 
K01658.01 False 
K01659.01 False 
K01660.01 False 
K01661.01 False 
K01662.01 False 
K01663.01 False 
K01664.01 False 
K01665.01 False 
K01666.01 False 
K01667.01 False 
K01668.01 False 
K01669.01 False 
K01670.01 False 
K01671.01 False 
K01672.01 False 
K01673.01 False 
K01674.01 False 
K01675.01 False 
K01676.01 False 
K01677.01 False 
K01678.01 False 
K01679.01 False 
K01680.01 False 
K01681.01 False 
K01681.02 False 
K01681.03 False 
K01681.04 False 
K01683.01 False 
K01684.01 False 
K01685.01 False 
K01687.01 False 
K01688.01 False 
K01689.01 False 
K01690.01 False 
K01691.01 False 
K01692.01 False 
K01692.02 False 
K01693.01 False 
K01694.01 False 
K01695.01 False 
K01696.01 False 
K01697.01 False 
K01698.01 False 
K01699.01 False 
K01700.01 False 
K01701.01 False 
K01702.01 False 
K01703.01 False 
K01704.01 False 
K01705.01 False 
K01706.01 False 
K01707.01 False 
K01707.02 False 
K01708.01 False 
K01709.01 False 
K01710.01 False 
K01711.01 False 
K01712.01 False 
K01713.01 False 
K01713.02 False 
K01714.01 False 
K01715.01 False 
K01716.01 False 
K01717.01 False 
K01718.01 False 
K01718.02 False 
K01719.01 False 
K01720.01 False 
K01721.01 False 
K01722.01 False 
K01723.01 False 
K01724.01 False 
K01725.01 False 
K01726.01 False 
K01727.01 False 
K01728.01 False 
K01729.01 False 
K01730.01 False 
K01731.01 False 
K01731.02 False 
K01732.01 False 
K01733.01 False 
K01734.01 False 
K01735.01 False 
K01736.01 False 
K01738.01 False 
K01740.01 False 
K01741.01 False 
K01742.01 False 
K01744.01 False 
K01745.01 False 
K01746.01 False 
K01747.01 False 
K01748.01 False 
K01749.01 False 
K01750.01 False 
K01750.02 False 
K01751.01 True 
K01751.02 True 
K01752.01 False 
K01753.01 False 
K01754.01 False 
K01755.01 False 
K01757.01 False 
K01758.01 False 
K01759.01 False 
K01760.01 False 
K01760.02 False 
K01761.01 False 
K01762.01 False 
K01763.01 False 
K01764.01 False 
K01765.01 False 
K01766.01 False 
K01767.01 nan
K01768.01 False 
K01769.01 False 
K01770.01 False 
K01771.01 False 
K01772.01 False 
K01773.01 False 
K01774.01 False 
K01775.01 False 
K01776.01 False 
K01777.01 False 
K01778.01 False 
K01779.01 False 
K01779.02 False 
K01780.01 False 
K01781.01 False 
K01781.02 False 
K01781.03 False 
K01782.01 False 
K01783.01 False 
K01783.02 False 
K01784.01 False 
K01785.01 False 
K01786.01 True 
K01787.01 False 
K01788.01 False 
K01788.02 False 
K01789.01 False 
K01790.01 False 
K01791.01 False 
K01792.01 False 
K01792.02 False 
K01792.03 False 
K01793.01 False 
K01794.01 False 
K01795.01 False 
K01796.01 False 
K01797.01 False 
K01798.01 False 
K01799.01 False 
K01800.01 False 
K01801.01 False 
K01802.01 False 
K01803.01 False 
K01803.02 False 
K01803.03 False 
K01804.01 False 
K01805.01 False 
K01805.02 False 
K01805.03 False 
K01806.01 False 
K01806.02 False 
K01806.03 False 
K01807.01 False 
K01808.01 False 
K01809.01 False 
K01809.02 False 
K01810.01 False 
K01811.01 False 
K01812.01 False 
K01813.01 False 
K01814.01 False 
K01815.01 False 
K01815.02 False 
K01816.01 False 
K01817.01 False 
K01818.01 False 
K01819.01 False 
K01820.01 False 
K01820.02 False 
K01821.01 False 
K01822.01 False 
K01823.01 False 
K01823.02 nan
K01824.01 False 
K01824.02 False 
K01825.01 False 
K01826.01 False 
K01827.01 False 
K01828.01 False 
K01829.01 False 
K01830.01 False 
K01830.02 False 
K01831.01 False 
K01831.02 False 
K01831.03 False 
K01831.04 False 
K01832.01 False 
K01832.02 False 
K01832.03 False 
K01833.01 False 
K01833.02 False 
K01833.03 False 
K01834.01 False 
K01835.01 False 
K01835.02 False 
K01835.03 False 
K01836.01 False 
K01837.01 False 
K01837.02 False 
K01838.01 False 
K01839.01 False 
K01839.02 False 
K01840.01 False 
K01840.02 False 
K01841.01 False 
K01842.01 False 
K01843.01 False 
K01843.02 False 
K01844.01 False 
K01845.01 False 
K01845.02 False 
K01846.01 False 
K01847.01 False 
K01848.01 False 
K01849.01 False 
K01850.01 False 
K01851.01 False 
K01852.01 False 
K01853.01 False 
K01854.01 False 
K01855.01 False 
K01856.01 True 
K01857.01 False 
K01858.01 False 
K01859.01 False 
K01860.01 False 
K01860.02 False 
K01860.03 False 
K01860.04 False 
K01861.01 False 
K01862.01 False 
K01863.01 False 
K01864.01 False 
K01865.01 False 
K01866.01 False 
K01867.01 False 
K01867.02 False 
K01867.03 False 
K01868.01 False 
K01869.01 False 
K01870.01 False 
K01871.01 False 
K01871.02 False 
K01872.01 False 
K01873.01 False 
K01873.02 False 
K01874.01 False 
K01874.02 False 
K01875.01 False 
K01875.02 False 
K01876.01 False 
K01877.01 False 
K01878.01 False 
K01879.01 False 
K01880.01 False 
K01881.01 False 
K01882.01 False 
K01883.01 False 
K01884.01 True 
K01884.02 False 
K01885.01 False 
K01886.01 False 
K01887.01 False 
K01888.01 False 
K01889.01 False 
K01889.02 False 
K01890.01 False 
K01891.01 False 
K01891.02 False 
K01892.01 False 
K01893.01 False 
K01894.01 False 
K01895.01 False 
K01895.02 False 
K01895.03 False 
K01896.01 False 
K01897.01 False 
K01898.01 False 
K01899.01 False 
K01899.02 False 
K01900.01 False 
K01901.01 False 
K01902.01 False 
K01903.01 False 
K01904.01 False 
K01905.01 False 
K01905.02 False 
K01905.03 False 
K01906.01 False 
K01907.01 False 
K01908.01 False 
K01908.02 False 
K01909.01 False 
K01909.02 False 
K01909.03 False 
K01910.01 False 
K01910.02 False 
K01911.01 False 
K01912.01 False 
K01913.01 False 
K01914.01 False 
K01915.01 False 
K01915.02 False 
K01916.01 False 
K01916.02 False 
K01916.03 False 
K01917.01 False 
K01918.01 False 
K01920.01 False 
K01920.02 False 
K01921.01 False 
K01922.01 False 
K01922.03 False 
K01923.01 False 
K01924.01 False 
K01925.01 False 
K01928.01 False 
K01929.01 False 
K01929.02 False 
K01930.01 False 
K01930.02 False 
K01930.03 False 
K01930.04 False 
K01931.01 False 
K01931.02 False 
K01931.03 False 
K01932.01 False 
K01932.02 False 
K01933.01 False 
K01934.01 False 
K01935.01 False 
K01936.01 False 
K01937.01 False 
K01938.01 False 
K01939.01 False 
K01940.01 False 
K01941.01 False 
K01942.01 False 
K01942.02 False 
K01943.01 False 
K01944.01 False 
K01944.02 False 
K01945.01 False 
K01946.01 False 
K01947.01 False 
K01948.01 False 
K01949.01 False 
K01950.01 False 
K01951.01 False 
K01952.01 False 
K01952.02 False 
K01952.03 False 
K01952.04 False 
K01953.01 False 
K01954.01 False 
K01955.01 False 
K01955.02 False 
K01955.03 False 
K01955.04 False 
K01956.01 False 
K01957.01 False 
K01957.02 False 
K01958.01 False 
K01959.01 False 
K01960.01 False 
K01960.02 False 
K01961.01 False 
K01962.01 False 
K01963.01 False 
K01964.01 False 
K01965.01 False 
K01966.01 False 
K01967.01 False 
K01968.01 False 
K01969.01 False 
K01970.01 False 
K01970.02 False 
K01971.01 False 
K01972.01 False 
K01972.02 False 
K01973.01 False 
K01974.01 False 
K01975.01 False 
K01976.01 False 
K01977.01 False 
K01977.02 False 
K01978.01 False 
K01978.02 False 
K01979.01 False 
K01980.01 False 
K01981.01 False 
K01982.01 False 
K01983.01 False 
K01984.01 False 
K01985.01 False 
K01986.01 False 
K01986.02 False 
K01987.01 False 
K01988.01 False 
K01989.01 False 
K01990.01 False 
K01991.01 False 
K01992.01 False 
K01992.02 False 
K01992.03 False 
K01993.01 False 
K01994.01 False 
K01995.01 False 
K01996.01 False 
K01996.02 False 
K01997.01 False 
K01998.01 False 
K01999.01 False 
K02000.01 False 
K02001.01 False 
K02002.01 False 
K02003.01 False 
K02004.01 False 
K02004.02 False 
K02004.03 False 
K02005.01 False 
K02006.01 False 
K02007.01 False 
K02007.02 False 
K02008.01 False 
K02009.01 False 
K02010.01 False 
K02011.01 False 
K02011.02 False 
K02012.01 False 
K02012.02 False 
K02013.01 False 
K02014.01 False 
K02015.01 False 
K02016.01 False 
K02017.01 False 
K02018.01 False 
K02018.02 False 
K02019.01 False 
K02020.01 False 
K02021.01 False 
K02022.01 False 
K02022.02 False 
K02023.01 False 
K02024.01 False 
K02025.01 False 
K02025.02 False 
K02025.03 False 
K02026.01 False 
K02027.01 False 
K02028.01 False 
K02028.02 False 
K02028.03 False 
K02029.01 False 
K02029.02 False 
K02029.03 False 
K02029.04 False 
K02030.01 False 
K02031.01 False 
K02032.01 False 
K02033.01 False 
K02034.01 False 
K02034.02 False 
K02035.01 False 
K02036.01 False 
K02036.02 False 
K02037.01 False 
K02037.02 False 
K02037.03 False 
K02038.01 False 
K02038.02 False 
K02038.03 False 
K02038.04 False 
K02039.01 False 
K02039.02 False 
K02040.01 False 
K02041.01 False 
K02042.01 False 
K02043.01 False 
K02044.01 False 
K02045.01 False 
K02045.02 False 
K02045.03 False 
K02046.01 False 
K02047.01 False 
K02048.01 False 
K02049.01 False 
K02050.01 False 
K02050.02 False 
K02051.01 False 
K02051.02 False 
K02052.01 False 
K02053.01 False 
K02053.02 False 
K02054.01 False 
K02055.01 False 
K02055.02 False 
K02055.03 False 
K02056.01 False 
K02057.01 False 
K02058.01 False 
K02059.01 False 
K02059.02 False 
K02060.01 False 
K02061.01 False 
K02061.02 False 
K02062.01 False 
K02063.01 False 
K02064.01 False 
K02065.01 False 
K02066.01 False 
K02067.01 False 
K02068.01 False 
K02069.01 False 
K02070.01 False 
K02071.01 False 
K02072.01 False 
K02073.01 False 
K02073.02 False 
K02073.03 False 
K02074.01 False 
K02075.01 False 
K02076.01 False 
K02076.02 False 
K02077.01 False 
K02078.01 False 
K02078.02 False 
K02079.01 False 
K02080.01 False 
K02080.02 False 
K02081.01 False 
K02082.01 False 
K02083.01 False 
K02084.01 False 
K02085.01 False 
K02086.01 False 
K02086.02 False 
K02086.03 False 
K02087.01 False 
K02088.01 False 
K02089.01 False 
K02090.01 False 
K02091.01 False 
K02092.01 False 
K02092.02 False 
K02092.03 False 
K02093.01 False 
K02093.02 False 
K02093.03 False 
K02094.01 False 
K02094.02 False 
K02095.01 False 
K02096.01 False 
K02097.01 False 
K02098.01 False 
K02098.02 False 
K02099.01 False 
K02100.01 False 
K02101.01 False 
K02102.01 False 
K02103.01 False 
K02103.02 False 
K02104.01 False 
K02105.01 False 
K02106.01 False 
K02107.01 False 
K02108.01 False 
K02109.01 False 
K02110.01 False 
K02111.01 False 
K02111.02 False 
K02112.01 False 
K02113.01 False 
K02113.02 False 
K02114.01 False 
K02115.01 False 
K02116.01 False 
K02117.01 False 
K02118.01 False 
K02119.01 False 
K02120.01 False 
K02121.01 False 
K02122.01 False 
K02123.01 False 
K02124.01 False 
K02125.01 False 
K02126.01 False 
K02127.01 False 
K02128.01 False 
K02129.01 False 
K02130.01 False 
K02131.01 False 
K02132.01 False 
K02133.01 False 
K02133.02 False 
K02134.01 False 
K02135.01 False 
K02135.02 False 
K02135.03 False 
K02136.01 False 
K02137.01 False 
K02138.01 False 
K02139.01 False 
K02140.01 False 
K02141.01 False 
K02142.01 False 
K02143.01 False 
K02144.01 False 
K02145.01 False 
K02146.01 False 
K02147.01 False 
K02147.02 False 
K02148.01 False 
K02148.02 False 
K02148.03 False 
K02149.01 False 
K02150.01 False 
K02150.02 False 
K02151.01 False 
K02152.01 False 
K02153.01 False 
K02153.02 False 
K02154.01 False 
K02155.01 False 
K02156.01 False 
K02157.01 False 
K02158.01 False 
K02158.02 False 
K02159.01 False 
K02159.02 False 
K02160.01 False 
K02161.01 False 
K02162.01 False 
K02162.02 False 
K02163.01 False 
K02163.02 False 
K02163.03 False 
K02164.01 False 
K02165.01 False 
K02166.01 False 
K02167.01 False 
K02167.03 False 
K02168.01 False 
K02168.02 False 
K02169.01 False 
K02169.02 False 
K02169.03 False 
K02169.04 False 
K02170.01 False 
K02171.01 False 
K02172.01 False 
K02172.02 False 
K02173.01 False 
K02173.02 False 
K02174.01 False 
K02174.02 False 
K02174.03 False 
K02174.04 False 
K02175.01 False 
K02175.02 False 
K02177.01 False 
K02178.01 False 
K02179.01 False 
K02179.02 False 
K02180.01 False 
K02181.01 False 
K02182.01 False 
K02183.01 False 
K02183.02 False 
K02183.03 False 
K02184.01 False 
K02184.02 False 
K02185.01 False 
K02186.01 False 
K02187.01 False 
K02188.01 False 
K02189.01 False 
K02190.01 False 
K02191.01 False 
K02192.01 False 
K02193.01 False 
K02194.01 False 
K02194.02 False 
K02194.03 False 
K02195.01 False 
K02195.02 False 
K02195.03 False 
K02196.01 False 
K02197.01 False 
K02198.01 False 
K02199.01 False 
K02199.02 False 
K02200.01 False 
K02201.01 False 
K02202.01 False 
K02203.01 False 
K02204.01 False 
K02205.01 False 
K02206.01 False 
K02207.01 False 
K02208.01 False 
K02209.01 False 
K02209.02 False 
K02210.01 False 
K02210.02 False 
K02211.01 False 
K02212.01 False 
K02213.01 False 
K02214.01 False 
K02215.01 False 
K02216.01 False 
K02217.01 False 
K02218.01 False 
K02218.02 False 
K02219.01 False 
K02220.01 False 
K02220.02 False 
K02220.03 False 
K02220.04 False 
K02221.01 False 
K02222.01 False 
K02223.01 False 
K02224.01 False 
K02225.01 False 
K02226.01 False 
K02227.01 False 
K02228.01 False 
K02229.01 False 
K02230.01 False 
K02231.01 False 
K02232.01 False 
K02232.02 False 
K02233.01 False 
K02234.01 False 
K02235.01 False 
K02236.01 False 
K02236.02 False 
K02237.01 False 
K02238.01 False 
K02239.01 False 
K02241.01 False 
K02242.01 False 
K02243.01 False 
K02243.02 False 
K02243.03 False 
K02244.01 False 
K02245.01 False 
K02246.01 False 
K02247.01 False 
K02248.01 False 
K02248.03 False 
K02248.04 False 
K02249.01 False 
K02250.01 False 
K02250.02 False 
K02251.01 False 
K02252.01 False 
K02253.01 False 
K02254.01 False 
K02255.01 False 
K02256.01 False 
K02257.01 False 
K02257.02 False 
K02258.01 False 
K02259.01 False 
K02260.01 False 
K02261.01 False 
K02262.01 False 
K02263.01 False 
K02263.02 False 
K02263.03 False 
K02264.01 False 
K02264.02 False 
K02265.01 False 
K02266.01 False 
K02267.01 False 
K02269.01 False 
K02270.01 False 
K02271.01 False 
K02272.01 False 
K02273.01 False 
K02274.01 False 
K02275.01 False 
K02276.01 False 
K02277.01 False 
K02278.01 False 
K02278.02 False 
K02279.01 False 
K02279.02 False 
K02280.01 False 
K02281.01 False 
K02282.01 False 
K02283.01 False 
K02284.01 False 
K02285.01 False 
K02286.01 False 
K02287.01 False 
K02287.02 False 
K02288.01 False 
K02289.01 False 
K02289.02 False 
K02290.01 False 
K02291.01 False 
K02292.01 False 
K02293.01 False 
K02294.01 False 
K02295.01 False 
K02296.01 False 
K02297.01 False 
K02298.01 False 
K02298.02 False 
K02298.03 False 
K02299.01 False 
K02300.01 False 
K02301.01 False 
K02302.01 False 
K02303.01 False 
K02303.02 False 
K02304.01 False 
K02305.01 False 
K02306.01 False 
K02307.01 False 
K02308.01 False 
K02309.01 False 
K02310.01 False 
K02311.03 False 
K02313.01 False 
K02314.01 False 
K02315.01 False 
K02316.01 False 
K02317.01 False 
K02318.01 False 
K02319.01 False 
K02320.01 False 
K02321.01 False 
K02321.02 False 
K02324.01 False 
K02325.01 False 
K02327.01 False 
K02328.01 False 
K02329.01 False 
K02330.01 False 
K02331.01 False 
K02332.01 False 
K02333.01 False 
K02333.02 False 
K02335.01 False 
K02336.01 False 
K02337.01 False 
K02338.01 False 
K02339.01 False 
K02340.01 False 
K02341.01 False 
K02342.01 False 
K02342.02 False 
K02343.01 False 
K02344.01 False 
K02345.01 False 
K02346.01 False 
K02347.01 False 
K02348.01 False 
K02350.01 False 
K02351.01 False 
K02352.01 False 
K02352.02 False 
K02352.03 False 
K02353.01 False 
K02354.01 False 
K02355.01 False 
K02356.01 False 
K02357.01 False 
K02357.02 False 
K02358.01 False 
K02359.01 False 
K02360.01 False 
K02361.01 False 
K02362.01 False 
K02362.02 False 
K02363.01 False 
K02364.01 False 
K02365.01 False 
K02365.02 False 
K02366.01 False 
K02367.01 False 
K02368.01 False 
K02369.01 False 
K02369.03 False 
K02370.01 False 
K02371.01 False 
K02372.01 False 
K02373.01 False 
K02374.01 False 
K02374.02 False 
K02375.01 False 
K02376.01 False 
K02377.01 False 
K02378.01 False 
K02379.01 False 
K02380.01 False 
K02381.01 False 
K02382.01 False 
K02383.01 False 
K02384.01 False 
K02385.01 False 
K02386.01 False 
K02387.01 False 
K02388.01 False 
K02389.01 False 
K02390.01 False 
K02391.01 False 
K02392.01 False 
K02393.01 False 
K02393.02 False 
K02395.01 False 
K02396.01 False 
K02397.01 False 
