koi has_ttv
K02398.01 False 
K02399.01 False 
K02400.01 False 
K02401.01 False 
K02402.01 False 
K02403.01 False 
K02404.01 False 
K02404.02 False 
K02405.01 False 
K02406.01 False 
K02407.01 False 
K02408.01 False 
K02409.01 False 
K02411.01 False 
K02412.01 False 
K02413.01 False 
K02413.02 False 
K02414.01 False 
K02414.02 False 
K02415.01 False 
K02416.01 False 
K02417.01 False 
K02418.01 False 
K02419.01 False 
K02420.01 False 
K02420.02 False 
K02421.01 False 
K02421.02 False 
K02422.01 False 
K02422.02 False 
K02423.01 False 
K02424.01 False 
K02425.01 False 
K02426.01 False 
K02427.01 False 
K02428.01 False 
K02429.01 False 
K02430.01 False 
K02432.01 False 
K02433.01 False 
K02433.02 False 
K02433.03 False 
K02433.04 False 
K02433.05 False 
K02433.07 False 
K02434.01 False 
K02435.01 False 
K02436.01 False 
K02437.01 False 
K02438.01 False 
K02439.01 False 
K02439.02 False 
K02440.01 False 
K02441.01 False 
K02442.01 False 
K02442.02 False 
K02443.01 False 
K02443.02 False 
K02444.01 False 
K02445.01 False 
K02446.01 False 
K02447.01 False 
K02448.01 False 
K02449.01 False 
K02449.02 False 
K02450.01 False 
K02450.02 False 
K02451.01 False 
K02452.01 False 
K02453.01 False 
K02454.01 False 
K02455.01 False 
K02456.01 False 
K02457.01 False 
K02458.01 False 
K02458.02 False 
K02459.01 False 
K02460.01 False 
K02461.01 False 
K02462.01 False 
K02463.01 False 
K02464.01 False 
K02465.01 False 
K02466.01 False 
K02466.02 False 
K02467.01 False 
K02468.01 False 
K02469.01 False 
K02470.01 False 
K02471.01 False 
K02472.01 False 
K02473.01 False 
K02473.03 False 
K02475.01 False 
K02476.01 False 
K02477.01 False 
K02478.01 False 
K02479.01 False 
K02480.01 False 
K02482.01 False 
K02483.01 False 
K02484.01 False 
K02485.01 False 
K02485.02 False 
K02485.03 False 
K02486.01 False 
K02487.01 False 
K02488.01 False 
K02489.01 False 
K02490.01 False 
K02491.01 False 
K02492.01 False 
K02493.01 False 
K02494.01 False 
K02495.01 False 
K02496.01 False 
K02497.01 False 
K02498.01 False 
K02498.02 False 
K02499.01 False 
K02500.01 False 
K02501.01 False 
K02503.01 False 
K02504.01 False 
K02505.01 False 
K02506.01 False 
K02507.01 False 
K02508.01 False 
K02509.01 False 
K02510.01 False 
K02511.01 False 
K02512.01 False 
K02513.01 False 
K02514.01 False 
K02516.01 False 
K02517.01 False 
K02518.01 False 
K02519.01 False 
K02520.01 False 
K02521.01 False 
K02521.02 False 
K02522.01 False 
K02523.01 False 
K02523.02 False 
K02524.01 False 
K02525.01 False 
K02527.01 False 
K02528.01 False 
K02529.01 False 
K02529.02 False 
K02530.01 False 
K02531.01 False 
K02532.01 False 
K02533.01 False 
K02534.01 False 
K02534.02 False 
K02535.01 False 
K02536.01 False 
K02538.01 False 
K02539.01 False 
K02540.01 False 
K02541.01 False 
K02541.02 False 
K02542.01 False 
K02543.01 False 
K02544.01 False 
K02545.01 False 
K02546.01 False 
K02547.01 False 
K02548.01 False 
K02549.01 False 
K02550.01 False 
K02551.01 False 
K02552.01 False 
K02553.01 False 
K02554.01 False 
K02554.02 False 
K02555.01 False 
K02556.01 False 
K02557.01 False 
K02558.01 False 
K02559.01 False 
K02560.01 False 
K02561.01 False 
K02562.01 False 
K02563.01 False 
K02563.02 False 
K02564.01 False 
K02564.02 False 
K02565.01 False 
K02566.01 False 
K02567.01 False 
K02568.01 False 
K02569.01 False 
K02570.01 False 
K02571.01 False 
K02572.01 False 
K02573.01 False 
K02574.01 False 
K02576.01 False 
K02577.01 False 
K02578.01 False 
K02579.01 False 
K02579.02 False 
K02579.03 False 
K02580.01 False 
K02581.01 False 
K02582.01 False 
K02583.01 False 
K02583.02 False 
K02585.01 False 
K02585.02 False 
K02585.03 False 
K02586.01 False 
K02587.01 False 
K02588.01 False 
K02589.01 False 
K02590.02 False 
K02591.01 False 
K02592.01 False 
K02593.01 False 
K02593.02 False 
K02594.01 False 
K02595.01 False 
K02595.02 False 
K02596.01 False 
K02597.01 False 
K02597.02 False 
K02597.03 False 
K02598.01 False 
K02599.01 False 
K02600.01 False 
K02601.01 False 
K02602.01 False 
K02603.01 False 
K02604.01 False 
K02605.01 False 
K02607.01 False 
K02608.01 False 
K02609.01 False 
K02610.01 False 
K02610.02 False 
K02611.01 False 
K02612.01 False 
K02612.02 False 
K02613.01 False 
K02614.01 False 
K02615.01 False 
K02616.01 False 
K02617.01 False 
K02618.01 False 
K02619.01 False 
K02620.01 False 
K02621.01 False 
K02622.01 False 
K02623.01 False 
K02623.02 False 
K02624.01 False 
K02625.01 False 
K02626.01 False 
K02627.01 False 
K02628.01 False 
K02629.01 False 
K02631.01 False 
K02632.01 False 
K02633.01 False 
K02634.01 False 
K02635.01 False 
K02636.01 False 
K02637.01 False 
K02638.01 False 
K02639.01 False 
K02641.01 False 
K02643.01 False 
K02644.01 False 
K02645.01 False 
K02646.01 False 
K02647.01 False 
K02648.01 False 
K02649.01 False 
K02650.01 False 
K02650.02 False 
K02651.01 False 
K02652.01 False 
K02653.01 False 
K02654.01 False 
K02655.01 False 
K02656.01 False 
K02657.01 False 
K02658.01 False 
K02659.01 False 
K02660.01 False 
K02662.01 False 
K02663.01 False 
K02664.01 False 
K02665.01 False 
K02666.01 False 
K02667.01 False 
K02668.01 False 
K02669.01 False 
K02670.01 False 
K02671.01 False 
K02672.01 True 
K02672.02 True 
K02673.01 False 
K02674.01 False 
K02674.02 False 
K02674.03 False 
K02675.01 False 
K02675.02 False 
K02676.01 False 
K02677.01 False 
K02678.01 False 
K02678.02 False 
K02679.01 False 
K02680.01 False 
K02681.01 False 
K02681.02 False 
K02682.01 False 
K02683.01 False 
K02684.01 False 
K02685.01 False 
K02686.01 False 
K02687.01 False 
K02687.02 False 
K02688.01 False 
K02689.01 False 
K02690.01 False 
K02691.01 True 
K02692.01 False 
K02693.01 False 
K02693.02 False 
K02693.03 False 
K02694.01 False 
K02694.02 False 
K02695.01 False 
K02696.01 False 
K02696.02 False 
K02697.01 False 
K02698.01 False 
K02699.01 False 
K02700.01 False 
K02701.01 False 
K02702.01 False 
K02703.01 False 
K02704.01 False 
K02704.02 False 
K02705.01 False 
K02706.01 False 
K02707.01 False 
K02707.02 False 
K02707.03 False 
K02708.01 False 
K02709.01 False 
K02710.01 False 
K02711.01 False 
K02711.02 False 
K02712.01 False 
K02713.01 False 
K02714.01 False 
K02714.02 False 
K02714.03 False 
K02715.01 False 
K02715.02 False 
K02715.03 False 
K02716.01 False 
K02716.02 False 
K02717.01 False 
K02718.01 False 
K02719.01 False 
K02719.02 False 
K02720.01 False 
K02721.01 False 
K02722.01 False 
K02722.02 False 
K02722.03 False 
K02722.04 False 
K02722.05 False 
K02723.01 False 
K02724.01 False 
K02725.01 False 
K02726.01 False 
K02727.01 False 
K02728.01 False 
K02729.01 False 
K02730.01 False 
K02731.01 False 
K02732.01 False 
K02732.02 False 
K02732.03 False 
K02732.04 False 
K02733.01 False 
K02734.01 False 
K02735.01 False 
K02736.01 False 
K02737.01 False 
K02738.01 False 
K02739.01 False 
K02739.02 False 
K02740.01 False 
K02741.01 False 
K02742.01 False 
K02743.01 False 
K02744.01 False 
K02744.02 False 
K02745.01 False 
K02746.01 False 
K02747.01 False 
K02748.01 False 
K02748.02 False 
K02749.01 False 
K02750.01 False 
K02751.01 False 
K02752.01 False 
K02753.01 False 
K02754.01 False 
K02755.01 False 
K02756.01 False 
K02757.01 False 
K02758.01 False 
K02759.01 False 
K02760.01 False 
K02761.01 False 
K02762.01 False 
K02763.01 False 
K02764.01 False 
K02765.01 False 
K02766.01 False 
K02767.01 False 
K02768.03 False 
K02769.01 False 
K02770.01 False 
K02771.01 False 
K02772.01 False 
K02773.01 False 
K02774.01 False 
K02775.01 False 
K02776.01 False 
K02777.01 False 
K02778.01 False 
K02779.01 False 
K02780.01 False 
K02781.01 False 
K02782.01 False 
K02783.01 False 
K02784.01 False 
K02785.01 False 
K02786.01 False 
K02787.01 False 
K02788.01 False 
K02789.01 False 
K02790.01 False 
K02791.01 False 
K02792.01 False 
K02793.01 False 
K02793.02 False 
K02794.01 False 
K02795.01 False 
K02796.01 False 
K02797.01 False 
K02798.01 False 
K02799.01 False 
K02800.01 False 
K02801.01 False 
K02802.01 False 
K02803.01 False 
K02804.01 False 
K02805.01 False 
K02806.01 False 
K02807.01 False 
K02808.01 False 
K02809.01 False 
K02810.01 False 
K02811.01 False 
K02812.01 False 
K02813.01 False 
K02814.01 False 
K02815.01 False 
K02816.01 False 
K02817.01 False 
K02818.01 False 
K02819.01 False 
K02820.01 False 
K02821.01 False 
K02822.01 False 
K02823.01 False 
K02824.01 False 
K02825.01 False 
K02826.01 False 
K02827.01 False 
K02828.01 False 
K02828.02 False 
K02829.01 False 
K02830.01 False 
K02831.01 False 
K02832.01 False 
K02833.01 False 
K02834.01 False 
K02835.01 False 
K02836.01 False 
K02837.01 False 
K02838.01 False 
K02838.02 False 
K02839.01 False 
K02840.01 False 
K02840.02 False 
K02841.01 False 
K02842.01 False 
K02842.02 False 
K02842.03 False 
K02844.01 False 
K02845.01 False 
K02846.01 False 
K02847.01 False 
K02848.01 False 
K02849.01 False 
K02850.01 False 
K02851.01 False 
K02851.02 False 
K02852.01 False 
K02853.01 False 
K02854.01 False 
K02855.01 False 
K02856.01 False 
K02857.01 False 
K02857.02 False 
K02858.01 False 
K02859.01 False 
K02859.02 False 
K02859.03 False 
K02859.04 False 
K02859.05 False 
K02860.01 False 
K02861.01 False 
K02862.01 False 
K02863.01 False 
K02864.01 False 
K02865.01 False 
K02866.01 False 
K02867.01 False 
K02867.02 False 
K02868.01 False 
K02869.01 False 
K02870.01 False 
K02871.01 False 
K02871.02 False 
K02871.04 False 
K02872.01 False 
K02873.01 False 
K02874.01 False 
K02875.01 False 
K02876.01 False 
K02876.02 False 
K02877.01 False 
K02878.01 False 
K02879.01 False 
K02880.01 False 
K02881.01 False 
K02882.01 False 
K02882.02 False 
K02883.01 False 
K02884.01 False 
K02885.01 False 
K02886.01 False 
K02887.01 False 
K02888.01 False 
K02889.01 False 
K02890.01 False 
K02891.01 False 
K02892.01 False 
K02893.01 False 
K02894.01 False 
K02895.01 False 
K02896.01 False 
K02897.01 False 
K02898.01 False 
K02899.01 False 
K02900.01 False 
K02901.01 False 
K02903.01 False 
K02904.01 False 
K02905.01 False 
K02906.01 False 
K02906.02 False 
K02906.03 False 
K02907.01 False 
K02908.01 False 
K02909.01 False 
K02910.01 False 
K02911.01 False 
K02912.01 False 
K02913.01 False 
K02914.01 False 
K02915.01 False 
K02916.01 False 
K02917.01 False 
K02918.01 False 
K02919.01 False 
K02920.01 False 
K02921.01 False 
K02922.01 False 
K02923.01 False 
K02924.01 False 
K02924.02 False 
K02925.01 False 
K02926.01 False 
K02926.02 False 
K02926.03 False 
K02926.04 False 
K02926.05 False 
K02927.01 False 
K02928.01 False 
K02929.01 False 
K02930.01 False 
K02931.01 False 
K02932.01 False 
K02933.01 False 
K02934.01 False 
K02935.01 False 
K02936.01 False 
K02937.01 False 
K02938.01 False 
K02939.01 False 
K02941.01 False 
K02942.01 False 
K02942.02 False 
K02943.01 False 
K02944.01 False 
K02945.01 False 
K02946.01 False 
K02948.01 False 
K02949.01 False 
K02949.02 False 
K02950.01 False 
K02951.01 False 
K02952.01 False 
K02953.01 False 
K02954.01 False 
K02955.01 False 
K02956.01 False 
K02957.01 False 
K02958.01 False 
K02959.01 False 
K02960.01 False 
K02961.01 False 
K02962.01 False 
K02963.01 False 
K02963.02 False 
K02964.01 False 
K02964.02 False 
K02965.01 False 
K02966.01 False 
K02967.01 False 
K02968.01 False 
K02969.01 False 
K02970.01 False 
K02971.01 False 
K02971.02 False 
K02972.01 False 
K02972.02 False 
K02973.01 False 
K02975.01 False 
K02976.01 False 
K02977.01 False 
K02977.02 False 
K02978.01 False 
K02979.01 False 
K02980.01 False 
K02981.01 False 
K02982.01 False 
K02983.01 False 
K02984.01 False 
K02985.01 False 
K02986.01 False 
K02987.01 False 
K02989.01 False 
K02990.01 False 
K02991.01 False 
K02992.01 False 
K02993.01 False 
K02994.01 False 
K02995.01 False 
K02996.01 False 
K02997.01 False 
K02998.01 False 
K02999.01 False 
K03000.01 False 
K03001.01 False 
K03002.01 False 
K03003.01 False 
K03004.01 False 
K03004.02 False 
K03005.01 False 
K03006.01 False 
K03007.01 False 
K03008.01 False 
K03009.01 False 
K03010.01 False 
K03011.01 False 
K03012.01 False 
K03013.01 False 
K03014.01 False 
K03015.01 False 
K03016.01 False 
K03017.01 False 
K03018.01 False 
K03019.01 False 
K03019.02 False 
K03020.01 False 
K03021.01 False 
K03022.01 False 
K03022.02 False 
K03023.01 False 
K03025.01 False 
K03026.01 False 
K03027.01 False 
K03028.01 False 
K03029.01 False 
K03029.02 False 
K03030.01 False 
K03031.01 False 
K03032.01 False 
K03033.01 False 
K03034.01 False 
K03035.01 False 
K03036.01 False 
K03037.01 False 
K03038.01 False 
K03039.01 False 
K03040.01 False 
K03041.01 False 
K03042.01 False 
K03043.01 False 
K03044.01 False 
K03045.01 False 
K03047.01 False 
K03048.01 False 
K03049.01 False 
K03050.01 False 
K03051.02 False 
K03052.01 False 
K03052.02 False 
K03053.01 False 
K03053.02 False 
K03054.01 False 
K03055.01 False 
K03056.01 False 
K03057.01 False 
K03057.02 False 
K03058.01 False 
K03059.01 False 
K03060.01 False 
K03061.01 False 
K03061.02 False 
K03062.01 False 
K03063.01 False 
K03064.01 False 
K03065.01 False 
K03066.01 False 
K03067.01 False 
K03068.01 False 
K03068.02 False 
K03069.01 False 
K03070.01 False 
K03071.01 False 
K03072.01 False 
K03073.01 False 
K03074.01 False 
K03075.01 False 
K03077.01 False 
K03077.02 False 
K03078.01 False 
K03081.01 False 
K03082.01 False 
K03083.01 False 
K03083.02 False 
K03083.03 False 
K03084.01 False 
K03085.01 False 
K03086.01 False 
K03087.01 False 
K03087.02 False 
K03088.01 False 
K03089.01 False 
K03090.01 False 
K03090.02 False 
K03091.01 False 
K03091.02 False 
K03092.01 False 
K03093.01 False 
K03094.01 False 
K03095.01 False 
K03096.01 False 
K03097.01 False 
K03097.02 False 
K03097.03 False 
K03098.01 False 
K03099.01 False 
K03100.01 False 
K03101.01 False 
K03104.01 False 
K03105.01 False 
K03106.01 False 
K03107.01 False 
K03108.01 False 
K03109.01 False 
K03110.01 False 
K03111.01 False 
K03111.02 False 
K03112.01 False 
K03113.01 False 
K03114.01 False 
K03115.01 False 
K03116.01 False 
K03117.01 False 
K03119.01 False 
K03120.01 False 
K03121.01 False 
K03122.01 False 
K03123.01 False 
K03124.01 False 
K03125.01 False 
K03126.01 False 
K03127.01 False 
K03128.01 False 
K03129.01 False 
K03130.01 False 
K03130.02 False 
K03131.01 False 
K03132.01 False 
K03134.01 False 
K03135.01 False 
K03136.01 False 
K03137.01 False 
K03138.01 False 
K03138.02 False 
K03140.01 False 
K03141.01 False 
K03142.01 False 
K03144.01 False 
K03145.01 False 
K03145.02 False 
K03146.01 False 
K03147.01 False 
K03148.01 False 
K03152.01 False 
K03153.01 False 
K03155.01 False 
K03156.01 False 
K03156.02 False 
K03156.03 False 
K03156.04 True 
K03157.01 False 
K03158.01 False 
K03158.02 False 
K03158.03 False 
K03158.04 False 
K03158.05 False 
K03159.01 False 
K03161.01 False 
K03162.01 False 
K03165.01 False 
K03167.01 False 
K03168.01 False 
K03172.01 False 
K03174.01 False 
K03175.01 False 
K03179.01 False 
K03184.01 False 
K03184.03 False 
K03185.01 False 
K03187.01 False 
K03188.01 False 
K03190.01 False 
K03191.02 False 
K03193.01 False 
K03194.01 False 
K03196.01 False 
K03196.02 False 
K03197.01 False 
K03199.01 False 
K03202.01 False 
K03203.01 False 
K03205.01 False 
K03206.01 False 
K03207.01 False 
K03208.01 False 
K03209.01 False 
K03209.02 False 
K03211.01 False 
K03212.01 False 
K03213.01 False 
K03214.01 False 
K03214.02 False 
K03215.01 False 
K03216.01 False 
K03217.01 False 
K03218.01 False 
K03219.01 False 
K03220.01 False 
K03221.01 False 
K03223.01 False 
K03224.01 False 
K03225.01 False 
K03226.01 False 
K03226.02 False 
K03227.01 False 
K03228.01 False 
K03230.01 False 
K03230.02 False 
K03231.01 False 
K03232.01 False 
K03234.01 False 
K03236.01 False 
K03237.01 False 
K03238.01 False 
K03239.01 False 
K03240.01 False 
K03241.01 False 
K03242.01 False 
K03243.01 False 
K03244.01 False 
K03245.01 False 
K03246.01 False 
K03247.01 False 
K03248.01 False 
K03249.01 False 
K03250.01 False 
K03253.01 False 
K03254.01 False 
K03255.01 False 
K03257.01 False 
K03258.01 False 
K03259.01 False 
K03260.01 False 
K03261.01 False 
K03262.01 False 
K03263.01 False 
K03264.01 False 
K03265.01 False 
K03266.01 False 
K03267.01 False 
K03268.01 False 
K03269.01 nan
K03270.01 False 
K03271.01 False 
K03271.02 False 
K03272.01 False 
K03273.01 False 
K03274.01 False 
K03275.01 False 
K03276.01 False 
K03277.01 False 
K03278.01 False 
K03279.01 False 
K03280.01 False 
K03281.01 False 
K03282.01 False 
K03283.02 False 
K03284.01 False 
K03285.01 False 
K03286.01 False 
K03287.01 False 
K03288.01 False 
K03289.01 False 
K03290.01 False 
K03291.01 False 
K03292.01 False 
K03293.01 False 
K03294.01 False 
K03295.01 False 
K03296.01 False 
K03297.01 False 
K03298.01 False 
K03299.01 False 
K03300.01 False 
K03300.02 False 
K03301.01 False 
K03302.01 False 
K03303.01 False 
K03304.01 False 
K03305.01 False 
K03306.01 False 
K03307.01 False 
K03308.01 False 
K03308.02 False 
K03309.01 False 
K03310.01 False 
K03311.01 False 
K03312.01 False 
K03313.01 False 
K03314.01 False 
K03315.01 False 
K03316.01 False 
K03317.01 False 
K03318.01 False 
K03318.02 False 
K03319.01 False 
K03319.02 False 
K03319.03 False 
K03320.01 False 
K03321.01 False 
K03322.01 False 
K03323.01 False 
K03324.01 False 
K03325.01 False 
K03326.01 False 
K03327.01 False 
K03328.01 False 
K03329.01 False 
K03330.01 False 
K03331.01 False 
K03332.01 False 
K03333.01 False 
K03334.01 False 
K03335.01 False 
K03336.01 False 
K03337.01 False 
K03337.02 False 
K03338.01 False 
K03338.02 False 
K03339.01 False 
K03340.01 False 
K03340.02 False 
K03341.01 False 
K03341.02 False 
K03342.01 False 
K03343.01 False 
K03344.01 False 
K03344.02 False 
K03344.03 False 
K03345.01 False 
K03346.01 False 
K03347.01 False 
K03348.01 False 
K03348.02 False 
K03349.01 False 
K03350.01 nan
K03351.01 False 
K03352.01 False 
K03353.01 False 
K03354.01 False 
K03355.01 False 
K03356.01 False 
K03357.01 False 
K03358.01 False 
K03359.01 False 
K03360.01 False 
K03361.01 False 
K03362.01 False 
K03363.01 False 
K03364.01 False 
K03365.01 False 
K03366.01 False 
K03367.01 False 
K03368.01 False 
K03369.01 False 
K03370.01 False 
K03370.02 False 
K03371.01 False 
K03371.02 False 
K03372.01 False 
K03372.02 False 
K03373.01 False 
K03374.01 False 
K03374.02 False 
K03375.01 False 
K03377.01 False 
K03378.01 False 
K03379.01 False 
K03380.01 False 
K03381.02 False 
K03382.01 False 
K03383.01 False 
K03384.01 False 
K03384.02 False 
K03385.01 False 
K03386.01 False 
K03387.01 False 
K03388.01 False 
K03389.01 False 
K03390.01 False 
K03391.01 False 
K03392.01 False 
K03393.01 False 
K03394.01 False 
K03395.01 False 
K03396.01 False 
K03397.01 False 
K03398.01 False 
K03398.02 False 
K03398.03 False 
K03399.01 False 
K03400.01 False 
K03401.01 False 
K03402.01 False 
K03403.01 False 
K03403.02 False 
K03404.01 False 
K03405.01 False 
K03407.01 False 
K03408.01 False 
K03409.01 False 
K03410.01 False 
K03410.02 False 
K03411.01 False 
K03412.01 False 
K03413.01 False 
K03414.01 False 
K03415.01 False 
K03416.01 False 
K03417.01 False 
K03418.01 False 
K03419.01 False 
K03420.01 False 
K03420.02 False 
K03421.01 False 
K03422.01 False 
K03423.01 False 
K03424.01 False 
K03425.01 False 
K03425.02 False 
K03425.03 False 
K03426.01 False 
K03427.01 False 
K03428.01 False 
K03429.01 False 
K03429.02 False 
K03429.04 False 
K03430.01 False 
K03431.01 False 
K03432.01 False 
K03433.01 False 
K03434.01 False 
K03435.01 False 
K03436.01 False 
K03437.01 False 
K03437.02 False 
K03438.01 False 
K03439.01 False 
K03440.01 False 
K03440.02 False 
K03441.01 False 
K03442.01 False 
K03443.01 False 
K03444.01 False 
K03444.02 False 
K03444.03 False 
K03444.04 False 
K03445.01 False 
K03446.01 False 
K03448.01 False 
K03449.01 False 
K03450.01 False 
K03451.01 False 
K03452.01 False 
K03453.01 False 
K03454.01 False 
K03455.01 False 
K03456.01 False 
K03457.01 False 
K03458.01 False 
K03459.01 False 
K03460.01 False 
K03461.01 False 
K03461.02 False 
K03462.01 False 
K03462.02 False 
K03463.01 False 
K03464.01 False 
K03465.01 False 
K03466.01 False 
K03467.01 nan
K03468.01 False 
K03469.01 False 
K03470.01 False 
K03470.02 False 
K03471.01 False 
K03472.01 False 
K03473.01 False 
K03474.01 False 
K03476.01 False 
K03477.01 False 
K03478.01 False 
K03479.01 False 
K03479.02 False 
K03480.01 False 
K03481.01 False 
K03482.01 False 
K03483.01 False 
K03484.01 False 
K03485.01 False 
K03486.01 False 
K03487.01 False 
K03489.01 False 
K03490.01 False 
K03491.01 False 
K03492.01 False 
K03493.01 False 
K03494.01 False 
K03495.01 False 
K03495.02 False 
K03496.01 False 
K03496.02 False 
K03497.01 False 
K03498.01 False 
K03499.01 False 
K03500.01 False 
K03500.02 False 
K03501.01 nan
K03502.01 False 
K03503.01 False 
K03504.01 False 
K03505.01 False 
K03506.01 False 
K03508.01 False 
K03509.01 False 
K03510.01 False 
K03511.01 False 
K03512.01 False 
K03513.01 False 
K03514.01 False 
K03515.01 False 
K03516.01 False 
K03517.01 False 
K03518.01 False 
K03520.01 False 
K03521.01 False 
K03522.01 False 
K03523.01 False 
K03524.01 False 
K03525.01 nan
K03526.01 False 
K03527.01 False 
K03528.01 False 
K03529.01 False 
K03530.01 False 
K03531.01 False 
K03532.01 False 
K03533.01 False 
K03534.01 False 
K03535.01 False 
K03536.01 False 
K03537.01 False 
K03538.01 False 
K03539.01 False 
K03541.01 False 
K03542.01 False 
K03543.01 False 
K03544.01 False 
K03545.01 False 
K03546.01 False 
K03547.01 False 
K03548.01 False 
K03549.01 False 
K03550.01 False 
K03551.01 False 
K03552.01 nan
K03553.01 False 
K03554.01 False 
K03555.01 False 
K03556.01 False 
K03557.01 False 
K03558.01 False 
K03560.01 True 
K03561.01 nan
K03562.01 False 
K03563.01 False 
K03564.01 False 
K03565.01 False 
K03566.01 False 
K03567.01 False 
K03568.01 False 
K03569.01 False 
K03570.01 False 
K03571.01 False 
K03572.01 nan
K03573.01 False 
K03574.01 False 
K03575.01 nan
K03576.01 False 
K03577.01 False 
K03578.01 False 
K03579.01 False 
K03580.01 False 
K03581.01 False 
K03582.01 False 
K03583.01 False 
K03584.01 False 
K03585.01 False 
K03586.01 False 
K03587.01 False 
K03588.01 False 
K03589.01 False 
K03590.01 False 
K03591.01 False 
K03592.01 False 
K03593.01 False 
K03594.01 False 
K03595.01 False 
K03596.01 False 
K03597.01 False 
K03598.01 False 
K03599.01 False 
K03600.01 False 
K03601.01 nan
K03602.01 False 
K03603.01 False 
K03604.01 False 
K03605.01 False 
K03606.01 False 
K03607.01 False 
K03608.01 False 
K03609.01 False 
K03610.01 False 
K03611.01 False 
K03612.01 False 
K03613.01 False 
K03614.01 False 
K03615.01 False 
K03616.01 False 
K03617.01 False 
K03618.01 False 
K03619.01 False 
K03620.01 False 
K03621.01 nan
K03622.01 False 
K03623.01 False 
K03624.01 False 
K03625.01 False 
K03626.01 False 
K03627.01 False 
K03627.02 False 
K03628.01 False 
K03629.01 False 
K03630.01 False 
K03631.01 False 
K03632.01 False 
K03633.01 False 
K03634.01 False 
K03635.01 False 
K03636.01 False 
K03637.01 False 
K03638.01 nan
K03639.01 False 
K03640.01 False 
K03641.01 False 
K03641.02 False 
K03642.01 False 
K03643.01 False 
K03644.01 False 
K03645.01 False 
K03646.01 False 
K03646.02 False 
K03647.01 nan
K03648.01 False 
K03649.01 False 
K03650.01 nan
K03651.01 False 
K03652.01 False 
K03653.01 False 
K03654.01 False 
K03655.01 False 
K03656.01 False 
K03657.01 nan
K03658.01 False 
K03659.01 False 
K03660.01 False 
K03661.01 False 
K03662.01 True 
K03663.01 False 
K03664.01 nan
K03665.01 True 
K03666.01 False 
K03667.01 False 
K03668.01 False 
K03669.01 False 
K03670.01 False 
K03671.01 False 
K03672.01 False 
K03673.01 False 
K03674.01 False 
K03675.01 False 
K03676.01 False 
K03677.01 False 
K03678.01 False 
K03679.01 False 
K03680.01 False 
K03681.01 False 
K03681.02 False 
K03682.01 False 
K03683.01 False 
K03684.01 False 
K03685.01 False 
K03685.02 False 
K03686.01 False 
K03687.01 False 
K03688.01 False 
K03689.01 False 
K03690.01 False 
K03691.01 False 
K03692.01 False 
K03693.01 False 
K03694.01 False 
K03695.01 False 
K03696.01 False 
K03697.01 False 
K03698.01 False 
K03699.01 False 
K03700.01 False 
K03701.01 nan
K03702.01 False 
K03703.01 False 
K03704.01 False 
K03705.01 nan
K03706.01 False 
K03707.01 False 
K03708.01 False 
K03709.01 False 
K03710.01 nan
K03711.01 False 
K03712.01 False 
K03713.01 False 
K03714.01 False 
K03715.01 False 
K03716.01 False 
K03716.02 False 
K03717.01 False 
K03718.01 False 
K03719.01 False 
K03720.01 False 
K03721.01 False 
K03722.01 False 
K03723.01 False 
K03724.01 False 
K03725.01 False 
K03726.01 False 
K03728.01 False 
K03729.01 False 
K03729.02 False 
K03730.01 nan
K03731.01 False 
K03732.01 False 
K03733.01 False 
K03734.01 nan
K03735.01 False 
K03736.01 False 
K03737.01 False 
K03738.01 nan
K03739.01 False 
K03740.01 nan
K03741.01 nan
K03741.02 False 
K03741.03 False 
K03741.04 False 
K03742.01 False 
K03743.01 False 
K03744.01 False 
K03745.01 nan
K03746.01 False 
K03747.01 False 
K03748.01 False 
K03749.01 False 
K03750.01 False 
K03751.01 False 
K03752.01 False 
K03753.01 False 
K03754.01 False 
K03755.01 False 
K03756.01 False 
K03757.01 False 
K03758.01 False 
K03759.01 False 
K03760.01 False 
K03761.01 False 
K03762.01 False 
K03763.01 False 
K03764.01 False 
K03765.01 nan
K03767.01 False 
K03768.01 False 
K03769.01 False 
K03770.01 False 
K03771.01 False 
K03772.01 False 
K03773.01 nan
K03775.01 False 
K03776.01 False 
K03777.01 False 
K03778.01 False 
K03779.01 nan
K03780.01 False 
K03781.01 False 
K03782.01 False 
K03783.01 False 
K03784.01 False 
K03785.01 False 
K03786.01 False 
K03787.01 False 
K03788.01 False 
K03789.01 False 
K03790.01 False 
K03791.01 False 
K03791.02 False 
K03792.01 False 
K03793.01 False 
K03794.01 False 
K03795.01 False 
K03796.01 False 
K03797.01 False 
K03798.01 False 
K03799.01 False 
K03800.01 nan
K03801.01 False 
K03802.01 False 
K03803.01 False 
K03804.01 False 
K03805.01 False 
K03806.01 False 
K03807.01 False 
K03808.01 False 
K03809.01 False 
K03810.01 False 
K03811.01 False 
K03812.01 False 
K03813.01 False 
K03814.01 False 
K03815.01 False 
K03816.01 False 
K03817.01 False 
K03818.01 False 
K03819.01 False 
K03820.01 False 
K03821.01 False 
K03822.01 False 
K03823.01 False 
K03824.01 False 
K03825.01 False 
K03826.01 False 
K03828.01 False 
K03829.01 False 
K03830.01 False 
K03831.01 False 
K03832.01 False 
K03833.01 False 
K03834.01 False 
K03835.01 False 
K03836.01 False 
K03837.01 False 
K03838.01 False 
K03839.01 False 
K03840.01 False 
K03841.01 False 
K03842.01 False 
